title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2014-08-01,2015-01-31
---------
Day,"[13] Wait Hours: Per Job","[6] Wait Hours: Per Job","[8] Wait Hours: Per Job","[12] Wait Hours: Per Job","[60] Wait Hours: Per Job","[25] Wait Hours: Per Job","[16] Wait Hours: Per Job","[15] Wait Hours: Per Job","[20] Wait Hours: Per Job","[14] Wait Hours: Per Job","[38] Wait Hours: Per Job","[18] Wait Hours: Per Job","[42] Wait Hours: Per Job","[10] Wait Hours: Per Job","[1] Wait Hours: Per Job","[7] Wait Hours: Per Job","[3] Wait Hours: Per Job","[103] Wait Hours: Per Job","[28] Wait Hours: Per Job","[50] Wait Hours: Per Job","[86] Wait Hours: Per Job","[65] Wait Hours: Per Job","[22] Wait Hours: Per Job","[4] Wait Hours: Per Job","[68] Wait Hours: Per Job","[93] Wait Hours: Per Job","[36] Wait Hours: Per Job","[44] Wait Hours: Per Job","[52] Wait Hours: Per Job","[26] Wait Hours: Per Job","[128] Wait Hours: Per Job","[11] Wait Hours: Per Job","[30] Wait Hours: Per Job","[2] Wait Hours: Per Job","[5] Wait Hours: Per Job","[54] Wait Hours: Per Job","[19] Wait Hours: Per Job","[74] Wait Hours: Per Job","[94] Wait Hours: Per Job","[27] Wait Hours: Per Job","[64] Wait Hours: Per Job","[9] Wait Hours: Per Job","[96] Wait Hours: Per Job","[24] Wait Hours: Per Job","[126] Wait Hours: Per Job","[40] Wait Hours: Per Job","[48] Wait Hours: Per Job","[39] Wait Hours: Per Job","[35] Wait Hours: Per Job","[31] Wait Hours: Per Job","[49] Wait Hours: Per Job","[256] Wait Hours: Per Job","[32] Wait Hours: Per Job","[56] Wait Hours: Per Job","[112] Wait Hours: Per Job","[17] Wait Hours: Per Job","[29] Wait Hours: Per Job","[46] Wait Hours: Per Job","[33] Wait Hours: Per Job","[55] Wait Hours: Per Job","[51] Wait Hours: Per Job","[43] Wait Hours: Per Job","[76] Wait Hours: Per Job","[34] Wait Hours: Per Job","[41] Wait Hours: Per Job","[100] Wait Hours: Per Job","[53] Wait Hours: Per Job"
2014-08-11,0,1.79262500,13.47255846,0,72.61110000,0,0.84206667,0,0,0.00580000,0,0.00000000,0,0,22.02557676,0,3.11135355,0,0,0,0,0,0,0.38400204,0,0,0,0,0,0,0,0,0,2.30503871,0,0,0,0,0,0,0.04556667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12563333,0,0,0.47915000,0,0,0,0,0,0,0,0
2014-08-12,0,0.00597500,15.44588088,0,0.00000000,0,4.31958333,0,0,0.00000000,0,0,0,0,16.56347474,0,15.53982500,0,0,0,0,0,0,0.06822419,0,0,0,0,0,0,0,0,0,0.06254603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0
2014-08-13,0,1.21125000,18.40752586,0.01000000,0,0,12.43387500,0,0,0.00000000,0,0,0,0,18.16086351,5.26643333,0.44925714,0,0,0,0,0,0.26080000,0.44486200,0,0,0,0,0,0,0,0,0,0.27884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13890000,0,0,0.00750000,0,0,0,0,0,0.14070000,0,0,0,0,0
2014-08-14,0,0.48370000,9.78151927,4.82330000,0,0,10.02170000,0,0,0,0,0,0,0,6.87875389,11.27202500,23.28905000,0,0,0,0,0,0,0.59548571,0,0,0,0,0,0,0,0,0,0.79816047,1.87720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17230000,0,0,0.23466000,0.63530000,0,0,0,0,0,0,0,0,0,0
2014-08-15,0,1.62780000,6.05086405,0,0,0,12.43203333,0,0,0,0,0,0,0,4.48654328,0,11.48815556,0,0,0,0,0,0,2.88140154,0,0,0,0,0,0,0,0,0,4.46473600,3.98470000,0,0,0,0,0,3.43830000,0,0,0,0,0,0,0,0,0,0,0,2.17930000,0,0,0.16007500,0,0,0,0,0,0,0,0,0,0,0
2014-08-16,0,1.39055000,15.85783966,0,0,0,7.81340000,0,0,0,0,0,0,0,7.00944279,0,30.29890000,0,0,0,0,0,0,11.55262824,0,0,0,0,0,0,0,0,0,0.55406111,2.13000000,0,0,0,0,0,0,0.81440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01000000,0,0,0,0,0,0,0,0,0,0,0
2014-08-17,0,0.00000000,15.08939630,0,0,0,11.61350000,0,0,0,0,0,0,0,4.31630053,0,6.35191250,0,0,0,0,0,0,7.34954063,0,0,0,0,0,0,0,0,0,1.63722273,0.00580000,0,0,0,0,0,0,0.00530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02193333,0,0,0,0,0,0,0,0,0,0,0
2014-08-18,0,3.14000000,8.41784500,0,0,0,3.42402500,0,0,0,0,0,0,0,8.92086801,0,15.38745882,0,0,0,0,0,0,0.18547586,0,0,0,0,0,0,0,0,0,0.70980536,0,0,0,0,0,0,0,0.00670000,0,0,0,0,0,0,0,0,0,0,5.89907000,0,0,0.00737500,0,0,0,0,0,0,0,0,0,0,0
2014-08-19,0,0.18457500,4.25160000,0,0,0,6.34541667,0,0,0,0,0,0,0,7.16209767,0,1.98673750,0,3.81610000,0,0,0,0,2.65115143,0,0,0,0,0,0,0,0,0,1.98251750,0,0,0,0,0,0,1.16055000,10.41750000,0,0,0,0,0,0,0,0,0,0,1.23840000,0,0,0.62650000,0,0,0,0,0,0,0,0,0,0,0
2014-08-20,0,3.23000000,5.88696667,0,0,0,14.56937500,0,0,0,0,0,0,0,5.17109074,4.97080000,17.47193182,0,0.00000000,0,0,0,0,2.80952963,0,0,0,0,0,0,2.00170000,0,0,2.55528983,1.46860000,0,0,0,0,0,0.35450000,3.00670000,0,0,0,0,0,0,0,0,0,0,0.37610000,0,0,0.18185000,0,0,0,0,0,0,0,0,0,0,0
2014-08-21,0,4.56555000,0.92408028,0,0,0,8.16573333,0,0.65085000,10.58114000,0,0,0,1.87250000,1.50506227,0,129.68330000,0,0,0,0,0,0,3.17729697,0,0,0,0,0,0,0,0,0,0.75038966,0.00860000,0,0,0,0,0,0.67666667,2.86610000,0,0,0,0,0,0,0,0,0,0,37.64560000,0,0,0.17383000,0,0,0,0,0,0,0,0,0,0,0
2014-08-22,0,0.00000000,6.34118000,0,3.60920000,2.46060000,5.57165714,0,2.62640000,15.90100000,0,0,0,7.64330000,5.66566728,0,22.80015714,0,0,0,0,0,0,7.37290364,0,0,0,0,0,0,2.66940000,0,0,8.08105730,1.97780000,0,0,0,0,0,1.35780000,0,0,0,0,0,0,0,0,0,0,0,8.60130000,0,0,0.40452381,0,0,0,0,0,0,0,0,0,0,0
2014-08-23,0,0,1.38979556,0,0.00640000,20.06426667,13.30936667,0,0.00000000,10.77518333,0,0.00670000,0,22.40500000,4.91179554,0,178.28720000,0,0,0,0,0,0,1.03404000,0,0,0,0,0,0,0,0,0,8.51155938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0.01196667,0,0,0,0,0,0,0,0,0,0,0
2014-08-24,0,0,0.93563725,0.00580000,0.00000000,37.59690000,0.04647500,0,0,0.00500000,0,8.66810000,0,22.86690000,3.74617655,0,11.22992778,0,0,0,0,0,0,7.62323125,0,0,0,0,0,0,0.00970000,0,0,0.00882500,0,0,0,0,0,0,0.00970000,0,0,0,0,0,0,0,0,0,0,0,0.00844000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-08-25,0,0.02610000,1.35173846,0.00000000,0.01155000,0,0.01340000,0,0,0.52500000,0,22.88810000,0,0.00000000,0.89650593,0,57.75460000,0,0,0,0,0,0,5.91669688,0,0,0,0,0,0,0.01360000,0,0,0.64938214,0,0,0,0,0,0,0.21680000,0,0,0,0,0,0,0,0,0,0,0,4.02805000,0,0,0.42930000,0,0,0,0,0,0,0,0,0,0,0
2014-08-26,0,2.65248667,9.76907576,3.26165000,28.40140000,0,10.36847500,0,4.45720000,0.00000000,0,0.00000000,0,35.79640000,7.60113350,0,8.58438667,0,0,0,0,0,0,6.04076724,0,0,0,0,0,0,6.34860000,0,0,1.20170811,0,0,0,0,0,0,1.32156667,0,0,0,0,0,0,0,0,0,0,0,1.12365714,0,0,0.10583333,0,0,0,0,0,0,0,0,0,0,0
2014-08-27,0,0.51707500,8.45504688,1.72330000,49.75280000,0,6.91472857,0,0,6.86195000,0,0.35580000,0,1.12830000,4.19368540,0,5.62973333,0,0,0,0,0,1.43060000,2.57517778,0,0,0,0,0,0,0,0,0,1.74487500,0.92577500,0,0,0,0,0,1.94805000,0,0,0,0,0,0,0,0,0,0,0,3.08562857,0,0,2.57673333,0,0,0,0,0,0,0,0,0,0,0
2014-08-28,0,3.26832000,7.74991892,6.45583333,0.00000000,0,5.04634000,0,0,0.00000000,0,23.79970000,0,8.32387500,7.73476198,0,22.56978000,0,0,0,0,0,0,8.87372188,0,0,0,0,0,0,0,0,0,2.40956154,1.79578571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32915000,0,0,0.04560000,0,0,0,0,0,0,0,0,0,0,0
2014-08-29,0,0,1.81057810,10.88335000,0,0,7.48431818,0,0,0,0,19.47890000,0,11.66500000,3.71410501,0,43.28687500,0,0,0,0,0,0,0.79947742,0,0,0,0,0,0,0,0,0,8.26273250,4.11950000,0,0,0,0,0,3.65695000,0,0,0,0,0,0,0,0,0,0,0,1.61013333,0,0,0.61693333,0,0,0,0,0,0,0,0,0,0,0
2014-08-30,0,2.16742353,11.52685000,8.52750000,0,0,10.95745000,0,0,0,0,20.48390000,0,20.47750000,27.11140244,2.14570000,53.74156000,0,0,0,0,0,0.78280000,2.58145385,0,0,0,0,0,0,0,0,17.06580000,2.75327083,1.12140000,0,17.72500000,0,0,0,0,0.41125000,0,0,0,0,0,0,0,0,0,0,7.93761667,0,0,15.21190000,0,0,0,0,0,0,0,0,0,0,0
2014-08-31,0,0,16.58530000,10.27330000,0,0,22.39268571,0,0,0,0,22.61280000,0,11.49603333,6.81474138,0.00000000,93.98270000,0,0,0,0,0,0,2.61107143,0,0,0,0,0,0,0,11.44190000,0,3.30732222,5.58140000,0,0,0,0,0,0,9.88970000,0,0,0,0,0,0,0,0,0,0,5.39669091,0,0,0.11250000,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,0,0,1.79229623,8.62360000,0,0,5.90140000,0,0,0,0,15.79310000,0,15.78830000,20.36613669,0,35.29703333,0,0,0,0,0,0,1.08172500,0,0,0,0,0,0,0,0.00000000,0,0.36560323,0.00000000,0,0,0,0,0,0,0.89915000,0,0,0,0,0,0,0,0,0,0,2.40502500,0,0,0.05530000,0,0,0,0,0,0,0,0,0,0,0
2014-09-02,0,0.13060000,1.77389655,25.23500000,0.24610000,0,14.63890000,0,0,0,0,25.31420000,0,27.29310000,5.86886891,0,0.63760000,0,0,0,0,0,0,4.57878200,0,0,0,0,0,0,0,0.00000000,0,1.40005135,0.00000000,0,0,0,0,0,0.82848333,0.00000000,0,0,0,0,0,0,0,0,0,0,0.43143333,0,0,0.06610000,0,0,0.22500000,0,0,0,0,0,0,0,0
2014-09-03,0,0.30440000,0.82952410,5.12945000,3.51740000,0,16.94275000,0,0,0,0,22.95250000,0,0.00000000,16.55057989,0,0.02077500,0,0,0,0,0,1.75250000,7.53743409,0,0,0,0,0,0,1.47530000,8.39640000,0.85440000,1.50276170,0,0,0,0,0,0,1.09016667,0.00000000,0,0,0,0,0,0,0,0,0,0,0.63390000,0,0.66940000,22.55500000,0,0,0,0,0,0,0,0,0,0,0
2014-09-04,0,0,9.95864706,0.00000000,20.09680000,0,24.81481667,0,0,0,0,0.00000000,0,29.85190000,3.18857864,0,20.60646667,0,3.82415000,0,0,0,23.60330000,7.88300000,0,0,0,0,0,0,0,0,21.18250000,2.02088182,0,0,0,0,0,0,5.52860000,17.66110000,0,0,0,0,0,0,0,0,0,0,3.63413333,0,0.00000000,0.04690000,0,0,0.94073333,0,0,0,0,0,0,0,0
2014-09-05,0,0,16.22826053,30.21056667,10.32802222,0,15.41660000,0,0,0,0,0,0,32.99110000,12.14605701,0,0.00000000,0,23.98220000,0,6.12060000,0,6.56000000,3.03982667,0,0,0,0,0,0,0,0,24.00250000,7.93196500,4.38140000,0,0,0,0,0,1.05000000,27.51250000,0,0,0,0,0,0,0,0,0,0,4.99110000,0,0.00000000,0.04400000,0,0,0,0,0,0,0,0,0,0,0
2014-09-06,0,0,7.23266410,25.47080000,44.50150000,0,18.00185000,0,0,0,0,0,0,15.54750000,30.10624591,0,0,0,6.52280000,0,0,0,4.33080000,4.18395455,0,0,0,0,0,0,0,0,6.42250000,23.36444909,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.01610000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0
2014-09-07,0,0,2.87126990,12.24250000,64.82460000,0,26.81236364,0,0,0,0,0,0,9.90690000,31.23255022,0,0,0,7.85670000,0,0,0,23.87940000,1.80446250,0,0,0,0,0,0,0,0,7.87000000,33.39948734,0,0,0,0,0,0,0,16.14110000,0,0,0,0,0,0,0,0,0,0,0.29250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-08,0,0,15.52163171,0.00000000,27.21847500,0,8.27994063,0,0,0,0,0,0,0.00000000,12.20971114,0,0,0,0.00000000,0,0,0,0.00000000,2.16243333,0,0,0,0,0,0,0,0,0.00000000,22.37156716,0.35960000,0,0,0,0,0,4.68360000,9.84330000,0,0,0,0,0,0,0,0,0,0,10.61666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-09,0,3.82875000,24.56237917,28.31140000,24.21833333,0,9.08852000,0,0,0,0,0,0,0.22060000,13.49163715,2.63690000,0.25695000,7.02190000,12.49440000,0,0,0,12.07190000,6.17553667,0,0,0,0,0,0,13.31055000,0,11.94940000,10.16228000,7.05445000,0,0,0,0,0,13.90620000,0.03470000,0,0,0,0,0,0,0,0,0,0,12.93203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-10,0,8.25945000,9.66271149,34.91093333,57.08860000,0,12.30966486,0,0,0,0,0,0,0,9.73677813,0,2.54370000,0,14.93470000,0,4.37750000,0,4.76593333,9.22744118,0,0,0,0,0,0,0,0,11.53000000,21.01668723,0.00000000,0,0,0,0,0,3.69106000,0.00000000,0,0,0,0,0,0,0,0,0,0,2.03596250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-11,0,0.00000000,3.22700455,0.00000000,80.82030000,0,18.34877619,0,0.03170000,0,0,0,0,4.19080000,16.77926123,0,0,0,17.50860000,0,0,0,0.00000000,3.09745217,0,0,0,0,0,0,0,0,12.39890000,4.77339868,3.94640000,0,0,0,0,0,4.84705000,13.30500000,0,0,0,0,0,0,0,0,0,0,2.71005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-12,0,1.33205000,19.85034400,30.19422500,0.00000000,7.12810000,40.35152000,0,0,0,0,0,3.87420000,0,29.58852120,0,5.82687500,0,8.18280000,0,0,0,10.60170000,13.00784571,0,0,0,0,0,0,0,0,8.07580000,9.65773289,0,0,0,0,0,0,37.78250000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.75020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-13,0,0.03110000,17.44438077,27.36523333,0,37.34015000,42.85507857,0,10.37847500,0,0,0,10.81890000,55.04610000,31.68878966,0,6.13380000,0,11.20560000,0,0,0,4.71930000,8.46891875,0,0,0,0,0,0,0,0,0.00000000,26.85454068,0,0,0,0,0,0,9.07170000,53.57720000,0,0,0,0,0,0,0,0,0,0,8.23830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-14,0,0,1.38083158,27.10570000,4.13890000,64.56970000,34.59430000,0,40.82040000,5.91060000,0,0,3.58670000,0,22.44849526,0,0.13810000,0,0.00000000,0,0,0,18.82610000,1.33987222,0,0,0,0,0,0,0,0,0,16.14643636,2.00060000,0,0,0,0,0,6.13905000,0.00000000,0,0,0,0,0,0,0,0,0,0,4.36975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-15,0,0,8.95716250,0.00000000,0.00000000,79.95140000,2.46268333,0,0.00000000,0,0,0,12.75110000,0,0.89850717,0,0.04443750,0,25.21190000,0,0,0,15.84940000,1.54667727,0,0,0,0,0,0,0,0,0,0.67590377,0,0,0,0,0,0,0.09055000,0.00000000,0,0,0,0,0,0,0,0,0,0,0.03883333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-16,0,26.70945000,2.95726493,35.21020000,0,115.82860000,28.94047059,0,92.51000000,0,0,0,26.84330000,0,37.72029146,0,0,0,26.86470000,0,0,0,25.30670000,11.41810000,0,0,0,0,0,0,0.27495000,0,0,15.01824310,54.88060000,0,0,0,0,0,1.62361176,0,0,0.80044286,0,0,0,0,0,0,0,0.88948333,7.86045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-17,0,0.03972500,4.46387500,33.42620000,0,19.45280000,12.67731429,0,0.00000000,0,7.92780000,0,0.07860000,0,10.93610944,0,0.19920000,0,0.00000000,0,0,0,0.00000000,0.58758571,0,0,0,0,0,0,0,0,0,11.47089063,0,0,24.07860000,0,0,0,2.46060000,0,0,0,0,0,0,0,0,0,0,0,1.45704500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-18,0,0.00000000,25.39447000,24.59095000,0,7.24640000,65.49734000,0,123.78580000,0,4.69190000,0,20.18360000,69.78750000,29.26668773,0,0,0,0,0,0,0,14.17640000,3.01733846,0,0,0,0,0,0,0,0,0,44.76507213,0,0,0,0,0,0,0.75220000,0,0,6.81390000,0,0,0,0,0,0,0,0,0.50753438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-19,0,6.10487500,40.87919583,80.22672500,0,13.76213333,13.88852222,0,0,0,24.26560000,0,20.93610000,1.00030000,24.94959324,0,0.08370000,0,0,0,0,0,16.42250000,5.23397667,0,0,0,0,0,0,0,0.80735000,0,9.87235577,6.06105000,0,0,0,0,0,2.11530000,0,0,0.00000000,0,0,0,0,0,0,0,0,0.83138085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-20,0,4.53500000,46.43814194,15.57455000,0,14.55563333,39.86649000,0,0,0,16.52780000,0,23.26750000,37.96470000,26.86279921,0,0,0,0,0,0,0,20.13530000,2.45097826,0,0,0,0,0,0,0,0,0,13.27219592,3.42610000,0,0,0,0,0,0.12780000,0,0,0,0,0,0,0,0,1.57296667,0,0,0.34452703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-21,0,0,6.30351071,18.21140000,0,37.91910000,29.67115714,0,0,0,41.04310000,0,32.37440000,10.15915000,59.21203268,0,0.13750000,0,0,0,0,0,27.87250000,1.38615833,0,0,0,0,0,0,0,0,0,4.07113333,1.50360000,0,0,0,0,0,1.15940000,0,0,0,0,0,0,0,0,0.00000000,0,0,0.36603750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-22,0,0.92820000,14.19665333,10.42650000,0,37.95706667,15.99422500,0,0,0,4.50390000,0,16.82750000,15.64330000,81.19738399,0,0,0,0,0,0,0,12.29560000,1.04211915,0,0,0,0,0,0,0,0,0,1.48031538,0.00000000,0,0,0,0,0,0,0,0,0,0,0.23323333,0,0,0,1.39420000,0,0,0.49998036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-23,0,12.01094000,7.08681290,0.00000000,0,22.90780000,13.12052857,0,0,0,3.52940000,0,19.82750000,2.54110000,15.39762703,0,0.58530000,0,0,0,0,0,0.00000000,2.08546667,0,0,0,0,0,0,0,0,0,4.70245200,0.07335000,0,0,0,0,3.38810000,0.45240000,2.53890000,0,13.94190000,0,3.18665000,0,0,0,0.00000000,0,0,0.68541486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-24,0,0,24.54673500,32.46005000,0,44.39110000,28.03120000,0,0,0,6.22280000,0,18.95110000,0,17.64727075,0,7.69809785,0,0,0,0,0,0,11.24757297,0,0,0,0,0,0,0,0,0,5.59235965,0,0,0,0,0,0.00000000,0.82585000,0,0,0.00000000,0,1.03695000,0,0,0,0,0,0,0.76934507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-25,0,20.24810000,17.87191429,0.00000000,0,23.71805000,76.50170000,0,0,0,10.11170000,0,21.41140000,0,24.60033183,0,14.93180000,0,0,0,0,0,0,17.58134643,0,0,0,0,0,0,0,0,0,8.07849574,0,0,0,0,0,0,2.78420000,0,0,0,0,1.36860000,0,0,0,0,0,0,0.96438750,0,0,0,0,0,0,0,0,0,0.48940000,0,0,0,0
2014-09-26,0,7.42950000,0.99433333,42.05290000,0,46.06310000,41.19790000,0,0,0,0.00000000,0,23.68720000,14.26060000,27.89549846,0,0.12306667,0,0,0,0,0,0,42.09307391,0,0,0,0,0,0,0,0,0,3.71039592,0,0,0,5.21780000,0,0,0,0,0,1.76330000,0,1.78632500,0,0,0,0,0,0,6.30424000,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0
2014-09-27,0,25.75060000,5.85412667,42.47600000,0,0,53.83399231,0,0,0,14.03030000,0,1.20560000,51.28375000,41.29330417,0,0,0,0,0,0,0,0,34.34043902,0,0,0,0,0,0,0,0,0,10.19056071,0,0,0,2.00780000,0,0,0,0,0,0,0,1.72820000,0,0,0,0,0,0,2.10161667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
