title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-COMET","Queue =  compute"
start,end
2016-02-01,2016-07-31
---------
Day,"[67] Wall Hours: Per Job","[55] Wall Hours: Per Job","[35] Wall Hours: Per Job","[46] Wall Hours: Per Job","[28] Wall Hours: Per Job","[41] Wall Hours: Per Job","[65] Wall Hours: Per Job","[38] Wall Hours: Per Job","[45] Wall Hours: Per Job","[21] Wall Hours: Per Job","[40] Wall Hours: Per Job","[19] Wall Hours: Per Job","[58] Wall Hours: Per Job","[57] Wall Hours: Per Job","[7] Wall Hours: Per Job","[26] Wall Hours: Per Job","[5] Wall Hours: Per Job","[30] Wall Hours: Per Job","[23] Wall Hours: Per Job","[52] Wall Hours: Per Job","[43] Wall Hours: Per Job","[50] Wall Hours: Per Job","[53] Wall Hours: Per Job","[11] Wall Hours: Per Job","[27] Wall Hours: Per Job","[60] Wall Hours: Per Job","[63] Wall Hours: Per Job","[3] Wall Hours: Per Job","[20] Wall Hours: Per Job","[56] Wall Hours: Per Job","[14] Wall Hours: Per Job","[54] Wall Hours: Per Job","[15] Wall Hours: Per Job","[12] Wall Hours: Per Job","[70] Wall Hours: Per Job","[17] Wall Hours: Per Job","[16] Wall Hours: Per Job","[22] Wall Hours: Per Job","[24] Wall Hours: Per Job","[32] Wall Hours: Per Job","[25] Wall Hours: Per Job","[42] Wall Hours: Per Job","[39] Wall Hours: Per Job","[44] Wall Hours: Per Job","[6] Wall Hours: Per Job","[72] Wall Hours: Per Job","[49] Wall Hours: Per Job","[36] Wall Hours: Per Job","[33] Wall Hours: Per Job","[18] Wall Hours: Per Job","[4] Wall Hours: Per Job","[48] Wall Hours: Per Job","[62] Wall Hours: Per Job","[1] Wall Hours: Per Job","[8] Wall Hours: Per Job","[9] Wall Hours: Per Job","[31] Wall Hours: Per Job","[2] Wall Hours: Per Job","[13] Wall Hours: Per Job","[61] Wall Hours: Per Job","[64] Wall Hours: Per Job","[34] Wall Hours: Per Job","[37] Wall Hours: Per Job","[68] Wall Hours: Per Job","[59] Wall Hours: Per Job","[10] Wall Hours: Per Job","[66] Wall Hours: Per Job","[47] Wall Hours: Per Job","[29] Wall Hours: Per Job"
2016-02-11,0,0,0,0,0,0,0,0,0,0,13.80258571,0,0,0,1.89080000,0,2.70527143,0,0,0,3.16370000,3.23390000,0,9.16500000,0,0,0,11.73205238,8.12846667,0,17.65530000,0,7.10271111,2.15601863,0,3.32790000,4.11473333,0.01445000,6.49415714,24.00000000,0.10780000,5.07650000,0,0,11.60978667,1.38805000,0,0,0,2.18991667,16.47779545,0,0,6.74367874,5.74769091,0.68536667,0.02170000,1.09111494,9.14225000,0,0,0,0,0,0,8.01779500,0,0,0
2016-02-12,0,0,0,0,0,0,0,0,0,0,6.05781667,0,0,0,0,0,2.38148750,5.00170000,0,0,0,0.00970000,0,0,0,0,0,2.15762549,3.36938889,0,1.28555000,0,2.70419000,12.04683548,0,8.71540000,1.06533333,0,5.39646667,19.13920000,0.01670000,0.75125000,0,0,13.67298750,1.56853333,0,0,0,7.02030000,7.60614545,0,0,2.90198432,4.25898421,0.10323333,1.13375000,1.23027841,4.71018889,0,0.11890000,0,0,0,0,4.51902400,0,0,0
2016-02-13,0,0,0,0,0,0,0,0,0,0,2.61630000,0,0,0,0,0,12.56310000,12.65030000,0,0,0.24000000,0,0,0,0,6.52860000,0,5.04825294,3.61887500,0,6.57620000,0,2.61875000,3.65391818,0.00985000,0,7.75706667,0,8.91750000,4.29465000,0,3.36445000,0,0,4.97388000,0.97555000,0,0,0,6.35903333,5.94974839,6.52860000,0,4.28649763,6.35733077,0,0.20540000,1.27083211,5.01832500,0,14.48940000,0,0,0,0,4.91241667,0,0,0
2016-02-14,0,0,0,0,0,0,0,0,0,0,16.73701111,0,0,0,0,0,4.97965000,24.00000000,0,0,0,0,0,0,0,12.08570000,0,3.79980000,13.04762500,0,24.00000000,0,3.46235000,14.61628235,6.49810000,0,13.34917500,0,0,10.22553333,0,5.95730000,0,0,11.05573077,0.39116000,0,0,0,21.86838000,14.21040270,14.98330000,0,10.42654765,22.26005455,0,0.80670000,1.23357532,9.75222500,0,4.78940000,0,0,0,0,10.16329375,0,0,0
2016-02-15,0,0,0,0,0,0,0,0,0,0,8.47506875,0,0,0,0,0,8.43588333,11.35530000,0,0,0,0,0,0,0,2.68350000,0,7.30621000,9.03561429,0,9.82973333,0,3.40197778,11.03433200,4.67290000,0,6.40912500,0.25140000,0.21439032,3.60622000,0,6.05945000,0,0,7.83871818,0.97118636,0,0,0,8.26987857,7.50497692,0.50110000,0,4.51357582,4.90905385,0,0,2.96077918,16.94060000,0,3.69365000,0,0,0,0,7.36396250,0,0,0
2016-02-16,0,0,0,0,0,0,0,0,0,4.81780000,14.02305000,0,0,0,0,0,10.13535000,0,0,0,0,0,0,0,0,8.04500000,0,8.13810000,14.30765000,0,0,0,4.48894286,10.18873448,14.17170000,0,5.57190000,0.01440000,0.28920541,7.56056667,0.30183750,12.63076667,0,0,3.22888333,0.77866250,0,0,0,17.95528750,7.35860476,12.85426667,0,5.02768837,5.81382571,9.25250000,1.40920000,3.74765359,8.66896667,0,16.44720000,0,0,0,0,5.70402963,0,0,0
2016-02-17,0,0,0,0,0,0,0,0,0,9.57546667,11.12118750,0,0,0,0,0,3.87900769,6.47280000,0,0,0,0,0,0,8.08915000,0,0,6.95570000,8.52893000,0,0,0,6.06460000,10.70768571,0,7.99310000,3.89400000,0.01440000,24.00000000,2.46295000,3.87740000,2.49110000,0,0,5.43862000,0.96178182,0,0,0,16.66392222,10.44181061,1.23193659,0,6.24509945,13.31573333,14.75060000,0,3.69523460,8.29890000,0,15.31945000,0,0,0,0,4.50678500,0,0,0
2016-02-18,0,0,0,0,0,0,0,0,0,16.75250000,9.49598571,0,0,0,0,0,4.72095000,24.00000000,0,0,0.57706667,0,0,0,24.00000000,0,0,8.33010455,13.13628750,0,0.00640000,0,9.35360000,3.12445313,0,10.92440000,4.55527273,0,11.19735000,0,0,13.42310000,0,0,8.36122667,7.45266667,0,0,0,17.49404444,5.95482553,0.86670882,0,5.10918296,2.97439286,3.00280000,0,2.40339511,0,0,7.61830000,0,0,0,0,4.49197586,0,0,0
2016-02-19,0,0,0,0,0,0,0,0,0,11.98656667,22.51430000,0,0,0,4.70735000,0,1.00420000,15.82680000,0,0,5.83920000,0,0,0,15.91570000,0,0,6.03245161,4.30572692,0,4.73440000,0,6.60320000,1.76854034,0,1.26500000,5.31911000,8.68042500,24.00000000,0,2.63464737,10.32860000,0,0,9.27138000,0.12790000,0,0,0,4.19228667,0.66067455,1.63209216,0,4.81240163,3.36576471,18.35970000,0,3.55875845,0,0,0.01830000,0,0,0,0,7.97770000,0,0,0
2016-02-20,0,0,0,0,0,0,0,0,0,7.30575000,15.55265000,0,0,0,10.92750000,0,3.40330000,24.00000000,0,0,0,0,0,0,0,0,0,4.63850930,12.21445625,0,0.00463333,0,4.72652500,7.75367727,0,0,10.06360000,15.59937500,5.62915000,5.76720000,3.80345000,13.67420000,0,0,19.40687500,3.73806667,0,0,0,6.09152500,6.79416429,5.24457222,0,8.36148995,2.58763810,0.66780000,0,4.91309623,0,0,0.00530000,0,0,0,0,8.17635789,0,0,0
2016-02-21,0,0,0,0,0,0,0,0,0,20.78390000,7.48091429,0,0,0,0,0,2.95192500,0.22670000,0,0,0,0,0,3.73063333,0,0,0,8.50795455,11.12307500,0,0,0,7.20296667,10.52196250,0,0,2.35937692,11.73302857,1.72535000,24.00000000,0,0,0,0,2.20708333,6.13590000,0,0,0,0,0.58676140,11.97278000,0,7.42527251,6.41848571,0,0,3.42870155,0,0,10.37580000,0,0,0,0,4.03871429,0,0,0
2016-02-22,0,0,0,0,0,0,0,0,0,15.28130000,19.62094000,0,0,0,0,3.42920000,0.79803000,1.63544000,0,0,0.18190000,12.31670000,0,7.63312500,1.99280000,0,0,2.77590943,5.94825455,0,2.43827500,0,4.06570000,13.61160000,0,0,2.13057500,15.28794000,0.50905000,0.73616364,0,0,0,0,20.15140000,4.15800000,0,0,0,0,0.64223216,6.82781667,0,5.86352210,3.44439310,3.38340000,0,1.54314976,0,0,11.75470000,0,0,0,0,4.57546842,0,0,0
2016-02-23,0,0,0,0,0,0,0,0.01530000,0,14.12710000,15.34365000,0,0,0,0,7.28540000,1.47115263,6.91190000,0,0,0,22.13530000,0,9.47805000,18.23265000,0,0,3.94449697,6.19609167,0,16.59560000,0,4.41984000,5.66362857,0,0,5.85517000,9.81056250,0.13765000,0.08085000,0.02762000,0.01530000,0,0,6.34232778,0,0,7.10970000,0,0,1.98826324,10.41714000,0,1.85018639,8.79570769,3.63655000,0.64080000,2.75540021,0,0,6.52920000,0,0,0,0,2.33902857,0,0,0
2016-02-24,0,0,0,0,0,0,0,0,0,2.45830000,18.84405000,0,0,0,4.24875000,0,5.17341429,9.68550000,0,0,0,11.28830000,0,12.02305000,23.00640000,3.78019000,0,4.97304375,9.35572857,0,11.09291250,12.24890000,4.90030000,2.46809259,0,0,2.97440870,8.62451818,0.46403667,0.03690000,0.55096522,0,0,0,9.55260000,0,0,0,0,0,2.72809402,4.01252000,0,1.11829233,0.85959692,8.49915000,0,3.60949393,0,0,8.63360000,0,0,0,0,3.65635152,0,0,0
2016-02-25,0,0,0,0,0,0,0,0,0,12.94730000,3.48985714,0,0,0,8.60055000,0,5.08430000,13.37530000,0,0,0,22.19250000,0,10.08860000,11.53440000,24.00000000,0,9.22694615,18.07190000,0,19.22555000,5.44110000,9.32945000,2.45413563,0,0,2.20042941,7.15316667,0,0,8.46117500,0,0,0,12.15891250,3.10980909,0,0,0,0,8.98215082,3.14643448,0,2.18784065,5.74121000,0.13235000,0,3.33791927,0,0,18.47970000,0,0,0,0,10.44110000,0,0,0
2016-02-26,0,0,0,0,0,0,0,0,0,12.60646667,15.30256000,0,0,0,18.49015000,0,4.41224286,14.43305000,0,0,0.33167500,5.19295000,0,24.00000000,0,14.69000000,0,7.43634038,2.31620000,0,19.66970000,8.56720000,9.22562500,6.06575909,0,0,4.24645714,15.27716667,0.81655000,0.01886429,6.42825000,0,0,0,2.96021667,9.61912000,0,0,0,0,5.34644860,4.01811304,0,5.63798591,1.31832162,0.50690000,0,3.37136051,0,0,0.13670000,0,0,0,0,3.12490606,0,0,0
2016-02-27,0,0,0,0,0,0,0,0,0,8.11953333,19.07917500,0,0,0,8.38343333,0,4.15527778,4.95026667,0,0,0.32220000,4.97400000,0,8.76090000,0,0,0,6.72312069,4.48142857,0,0,7.50570000,8.43700000,4.28073810,0,0,8.27968462,9.45191250,0.69085000,0.01940000,3.28208571,0,0,0,16.70970000,0.50058182,0,0.06917500,0,0,8.13349153,2.03632826,0,6.23396448,4.93391000,0,0,5.56116552,0,0,19.81610000,0,0,0,0,12.85634286,0,0,0
2016-02-28,0,0,0,0,0,0,0,0,0,0,20.06170000,0,0,0,5.20120000,0,4.18916000,24.00000000,0,0,0,0,0,12.50875000,0,0,0,5.91955686,22.91343333,0,1.36165000,7.41805000,20.78055000,7.99016957,0,0,5.17319375,18.47792500,0.66880968,0,8.44713333,0,0,0,14.65724286,0.01768333,0,11.77400000,0,0,7.83275122,5.80032000,0,5.24903044,4.84658621,0,0,3.62116218,0,0,0.02132500,0,0,0,0,7.84811538,0,0,0
2016-02-29,0,0,0,0,0,0,0,0,0,0,3.09940000,0,0,0,3.24213333,0,3.87123913,15.72555000,0,0,0,3.81390000,0,6.37444000,0,2.75985000,0,4.88353333,3.73097500,0,12.16220000,4.41473333,15.73640000,2.96125254,2.17445000,0,3.55417586,13.43473333,0.54544545,0.00977500,3.61158571,0,0,0,1.54178333,0.35158000,0,15.73220000,0,0,8.16928667,2.45833333,0,2.57220409,2.12771795,0,0,1.93853290,0,0,0.01670000,0,0,0,0,3.93416667,0,0,0
2016-03-01,0,0,0,0,0.57030000,0,0,0,0,0,13.15415000,0,0,0,0,2.21470000,2.62737778,0,0,0,0.13500000,5.93047500,0,11.71816000,0,24.00000000,0,5.84224844,6.36969167,0,8.09190000,7.62610000,0.51996000,5.55686857,3.68420000,0.03625000,3.40964595,14.44711250,1.05833810,0.06057273,0.48890000,0,0,0,0.42618000,0.39022143,0,0,0,0,3.68191685,0,0,5.67191373,1.45182222,0.03835455,0,1.75766925,0,0,8.68500000,0,0,0,0,3.41340435,0,0,0
2016-03-02,0,0,0,0,0,0,0,0,0,0,8.00547500,0,0,0,0.36080000,24.00000000,8.03933636,0,0,0,0.28735000,5.37538000,0,7.32038750,0,9.01515000,0,4.20621724,4.60928571,0,0,4.35936667,0.82097000,6.73604828,10.17595000,0,5.15023684,22.67096667,0.64797750,0.02957500,8.57900000,0,0,0,12.26126154,1.12879091,0,0,0,0,4.67527053,0,0,3.42700300,3.25147838,0,0,1.99397978,0,0,19.86940000,0,0,0,0,4.54366875,0,0,0
2016-03-03,0,0,0,0,0.53940000,0,0,0,1.84776667,0,8.56925714,0,0,0,0,4.87930000,5.87798077,0.06500000,0,0,0.59170000,4.10817143,0,4.58775789,0,22.81920000,0,9.36606923,1.31434375,0,0,17.48940000,0,6.43623793,1.99970000,0.12330000,3.33380606,9.14477778,1.45145000,0.03915000,9.35960000,0,0,0,10.27812353,2.07898182,0,0,0,0,4.88275658,0.27905000,0,2.27208522,2.70145918,1.17556000,0,2.64270030,0,0,0.39320000,0.13860000,0,0,0,4.02694286,0,0,0
2016-03-04,0,0,0,0,0,0,0,0,3.71500000,0,10.66472000,0,0,0,0,20.56830000,6.55086552,0,0,0,0,3.01968500,0,13.50892000,0,8.30580000,0,10.77572000,8.23815000,0,0,0,0,12.99720667,0,3.64140000,2.43781842,19.13406000,15.17640000,0.01781622,11.13760000,0,0,0,14.10911905,0.35430625,0,0,0,0,4.34670000,0.34622000,0,4.91168914,2.17900652,7.71473333,0,2.67441646,0,0,0,0,0,0,0,7.87653636,0,0,0
2016-03-05,0,0,0,0,0,0,0,0,0.15530000,0,9.88664545,0,0,0,0,0,13.61309500,0,0,0,0,2.02691667,0,14.76220000,0,5.10772000,0,7.70650135,9.32750000,0,10.21690000,0,0,6.59649583,2.12227500,21.01310000,2.16780286,11.06122000,9.11945000,0,15.58610000,0,0,0,5.30714091,0,0,0.71700526,0,0,4.31773504,5.87195556,0,6.58999899,4.54946250,2.04036667,0,2.87329132,0,0,1.71720000,0,0,0,0,3.19746250,0,0,0
2016-03-06,0,0,0,0,0,0,0,0,0,0,16.48856667,0,0,0,0,0,8.01565455,0,0,0,0,22.51940000,0,13.00040000,0,9.26360000,0,2.99355966,4.05252727,0,24.00000000,0,0,6.18028947,0,3.59970000,4.65721667,4.39640769,0.37160000,0,21.44470000,0,0,0,11.14584500,0,0,0.76810000,0,0,3.47841111,2.29091250,0,5.70587533,3.41879649,5.62231667,0,3.62152993,0,0,14.29000000,0,0,0,0,3.81900000,0,0,0
2016-03-07,0,0,0,0,0,0,0,0,0,0,2.42100909,0,0,0,0,1.72895000,4.80530000,0,0,0,0,4.07504286,0,8.06780000,0,7.70416250,0,3.11547647,1.70124054,0,6.36125000,0,0,3.01767407,0,1.98250000,2.46259535,10.15383125,0.09290000,0.01832632,8.22983333,0,0,0,8.60517097,0,0,0.64893333,0,0,3.08605882,5.39145000,0,4.11365324,1.79442300,15.19117500,0,2.31763033,0,0,0,0,0,0,0,1.19786604,0,0,0
2016-03-08,0,0,0,0,0,0,0,0,0,0,0.01560000,0,10.02970000,0,0,15.69190000,4.35624706,2.11890000,0,0,0.13530000,11.84922500,0,6.92055000,0,5.42300000,0,7.10191509,4.62774545,2.86150000,9.49470000,0,4.49636667,1.34609070,0,2.88860000,5.22315938,10.80081667,1.69556667,0.01540000,1.73981111,0,0,0,13.12516250,1.66386667,0,0.74625000,0,0.61920000,7.64298000,4.80910000,0,6.09833523,1.31580095,3.99560000,0,3.23237557,0,0,0.01152500,0,0,0,0.85390000,3.02125500,0,0,0
2016-03-09,0,0,0,0,0,0,0,0,0,2.58640000,2.55125385,0,0.28030000,0,0,2.89280000,8.82400000,4.00280000,0,0,0,12.40025000,9.36250000,1.61750000,0,0.17720000,0,2.72131617,3.60797143,8.82520000,16.58530000,7.87440000,4.40210833,0.85716000,0,4.67436667,3.71797593,9.41985238,2.02206000,0.47406667,0.46091429,0,0,0,3.81386471,2.39391667,0,0.24090000,0,1.65092222,4.03121442,1.96036667,0,4.81597815,3.15271212,4.97748889,0,3.06092434,0,0,1.50640000,0,0,0,0,12.72010000,0,0,0
2016-03-10,0,0,0,0,0,0,0,0,0.04851667,0,7.01267500,0,0,0,0,0,5.09140000,0,0,0,0,0,0,0,0,11.84360000,0,3.69608587,2.46208947,0,8.72780000,5.46110000,10.76315000,3.02089048,0,16.00345000,7.12998095,7.75590000,5.18507500,0.01979167,1.19642222,0,0,0,7.67008571,12.37588750,0,0.60320000,0,0.00880000,8.02493864,4.17410000,0,4.90034507,1.80665443,2.00728889,0,1.68448055,0,0,1.41470000,0,0,0,0,1.46702727,0,0,0
2016-03-11,15.59890000,0,0,0,0,0,0,0,0.02843333,0,15.54146667,0,0,0,0,0,8.93569565,3.36220000,0,0,0,0,0,0,0,0.31530000,0,3.80397813,1.20654762,0,11.41940000,7.40720000,13.03617500,2.63522045,0,11.66210000,3.80811818,12.13103333,12.13820000,0,1.86382500,0,0,0,13.58110000,11.36162727,0,0.60409091,0,0,3.75891429,2.49803333,0,4.79318086,3.68772600,2.40960750,0,2.04140802,0,0,0,0,0,0,0,18.03840000,0,0,0
2016-03-12,9.46440000,0,0,0,0,0,0,0,0,0,4.59500000,0,0,0,0,0,7.53345714,4.99990000,0,0,0,0,0,0.00720000,0,0,0,0.42739579,0,0,0,0,5.76492500,1.39668095,0,11.18890000,5.24010000,11.64392222,23.72690000,0,0.46966364,0,0,0,3.94360000,9.45100000,0,0.62785000,0,0,4.70685893,0,0,5.57091406,0.52786260,2.68842727,0,1.39273870,3.50036667,0,0,0,0,0,0,17.05472500,0,0,0
2016-03-13,0,0,0,0,0,0,0,0,0,0,11.51640000,0,0,0,0,0,8.26940000,0,0,0,0,0,0,0,0,0,0,2.79857143,0,0,0,0,6.28310000,0,0,0,9.21703333,3.95532000,0,0,0,0,0,0,0,5.12515000,0,0,0,0,11.72868500,0,0,6.73787664,2.22034000,0,0,5.40571628,0.13330000,0,0,0,0,0,0,0,0,0,0
2016-03-14,0,0,0,0,0,0,0,0,0,0,3.65870000,0,0,0,0,0,2.57462727,2.10975000,0,0,0,0,0,2.39750000,0,1.61560000,0,4.57074921,0,0,0,5.06250000,2.80003667,2.15002941,0,0,5.52050000,6.48883913,3.24027500,0.22443333,0,0,0,0,3.17925000,11.17796667,0,0.84430000,0,0.66746667,4.82135405,0,0,4.12073572,9.45974000,0,0,2.17705542,3.76933000,0,0,0,0,0,0,3.79706786,0,0,0
2016-03-15,0,0,0,0,9.18720000,0,0,0,0,0,0.02310000,0,0,0,3.91555000,0,5.14712000,3.61526667,0,0,0,0.02330000,0.54823333,3.00890000,0,13.32583333,0,5.04987632,1.46930909,0,0.04170000,0,6.69032222,2.41952381,0.02610000,0,6.62446875,9.10516000,4.20500000,0.57722000,1.19991111,0,0,0.03140000,4.13006667,5.88660000,0,0,4.35334667,5.52611111,4.12713445,0.33440000,0,4.46221257,2.99815854,0.01152500,0,1.95000345,2.44578000,0,0,0,0,0,0,4.87849091,0,0,0
2016-03-16,0,0,0,0,0,0,0,0,0,0,0.23508333,0,0,0,14.10890000,0,12.74723333,4.82456000,0,8.92640000,0,0.03780000,8.44917143,3.04690000,0,7.19056667,0,5.82687482,9.47282500,0,0,5.59060000,4.37434444,3.25854921,0.02515000,0,4.23101034,7.88532222,1.43865714,0.01720000,0.92229000,0,0,0,6.44698571,0.03000000,0,3.74673636,0,11.40877143,5.12135211,0,0,3.89618026,4.06037647,1.10333333,0,1.57787730,0,0,0.41603333,0,0,0,0,1.77007333,0,0,0
2016-03-17,0,0,0,0,0.03165000,0,0,0,11.53805000,0.03180000,0.03260000,0,0,0,15.98510000,8.23866364,4.77022222,2.53227778,0,0,0.01235000,0.03590000,0,2.26507500,0,0.36743846,0,4.67449618,4.30811000,0.01190000,0,0,0.94537895,3.38702637,0.04828000,0,4.13752000,13.07044615,5.10080000,0.04864375,0,0,0,0,8.12044286,0.03695000,0,11.46883636,0,14.35218333,4.39140000,0.05690000,0,6.37790794,6.04682667,4.19157273,0.03220000,1.81788148,0,0,0.14052000,0,0,0,0,0.67464211,0,0,0
