title
"XSEDE Utilization (%): by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[NICS KRAKEN] XSEDE Utilization (%)","[SDSC TRESTLES] XSEDE Utilization (%)","[TACC LONESTAR4] XSEDE Utilization (%)","[TACC RANGER] XSEDE Utilization (%)","[PSC BLACKLIGHT] XSEDE Utilization (%)","[NICS NAUTILUS] XSEDE Utilization (%)","[PURDUE STEELE] XSEDE Utilization (%)","[LONI QUEENBEE] XSEDE Utilization (%)","[NCSA FORGE] XSEDE Utilization (%)","[TACC LONGHORN] XSEDE Utilization (%)","[PSC POPLE] XSEDE Utilization (%)","[PURDUE CONDOR] XSEDE Utilization (%)","[NCSA LINCOLN] XSEDE Utilization (%)","[TACC SPUR] XSEDE Utilization (%)","[SDSC DASH] XSEDE Utilization (%)","[NCAR FROST] XSEDE Utilization (%)","[IU BIGRED*] XSEDE Utilization (%)","[NCSA EMBER*] XSEDE Utilization (%)"
2011-08-11,63.639369678,112.048358732,119.356682419,76.649294963,37.344007670,48.956976318,12.481993514,35.031269024,0,31.307490845,47.389400499,4.103174226,23.839168294,21.336373698,8.235839844,0,0,0
2011-08-12,98.897697287,114.726701550,51.730067964,79.121501842,77.394341227,65.791096191,15.332860384,45.124786677,0,26.380768840,74.113912760,3.572703214,22.901126031,22.440247396,10.576009115,0,0,0
2011-08-13,99.292791216,73.148770944,51.094146970,83.584190485,76.947609151,38.317591553,14.718500607,54.701075271,0,10.356016032,74.321506076,7.297787143,9.058635525,3.465712891,7.570168457,0,0,0
2011-08-14,98.683564232,43.431516674,55.588313066,75.572164760,34.872264913,0,13.740877018,58.240652289,0,2.348090413,68.938289388,5.854265327,7.298201226,1.352285156,12.653827311,0,0,0
2011-08-15,58.947353966,84.326558252,0,74.652242620,29.850726318,20.791973470,16.276943122,60.680571279,0,17.260954590,66.285686849,9.667006101,29.173068576,5.819586589,4.812246908,0,0,0.000105523
2011-08-16,97.577700930,110.611654679,1.674977885,83.470018347,51.343144226,22.177453613,16.198587684,63.484012912,0,3.125922445,31.739360352,8.853346667,28.326853027,2.746962891,7.758464355,0,0,0.002586263
2011-08-17,89.134812135,115.433433918,71.564968947,80.715204503,63.945479940,38.918628337,18.807286009,57.165223537,0,6.526506958,42.256057943,11.228876726,25.312421875,6.576246745,22.910897624,0,0,0.165411241
2011-08-18,64.976909811,112.420195611,141.562021880,74.313253091,55.687106832,20.836832682,15.354096270,40.358612696,0.000321181,16.077943929,71.394275716,6.768426875,19.769651693,7.561344401,20.807526855,0,0,0.115259874
2011-08-19,94.857672124,130.401679848,146.772071462,73.426704876,68.131872152,17.275463460,12.967743094,47.950219639,0,11.880705973,60.396291233,8.372030119,32.662259928,4.200520833,16.393898112,0,0,0.077354058
2011-08-20,88.271797222,128.702962125,160.286340125,66.469461309,87.146669718,14.253589681,14.138552923,60.038551491,0,38.375976766,70.253027344,14.403818988,45.886037598,0,8.730505371,1.059606527,0,0.235195855
2011-08-21,92.053131016,105.598978599,165.196112463,58.205232814,83.224134521,14.321903483,16.681268839,43.589664499,0,33.707361654,64.701544596,9.337302976,27.278326280,0.119358724,13.050419108,1.646773682,0,0.266026747
2011-08-22,90.520166521,127.765629650,165.775075449,33.138489822,83.889594218,45.699453532,20.828164427,8.394083396,0,34.363426107,67.409957682,23.085308690,29.616650662,9.190250651,20.774758301,0.093930817,0,0.260496691
2011-08-23,90.486173104,118.466135155,144.128100448,13.533296904,81.221453857,0.248996175,25.053482818,27.106192225,0.011027199,39.425821940,78.519550239,22.727285982,37.651361491,0.973378906,14.318649089,16.589048004,0,0.256212023
2011-08-24,95.138336393,116.133877705,145.780123321,65.429133526,82.710358276,9.457076009,18.166160181,17.460357098,0.098893953,34.334482015,72.228702799,45.065920685,22.815737033,12.284866536,8.101905924,7.577546285,0,0.217583550
2011-08-25,93.924991072,113.713418003,130.128108632,69.082990445,76.724681295,16.022831624,21.026641762,5.370817428,0,40.025010579,67.270188260,17.102635952,16.030430501,5.024739583,13.684569499,4.471625417,0,0.127661404
2011-08-26,93.115499977,94.481829335,134.931018411,77.839341859,75.863131917,21.179117432,27.239595523,33.178332554,0,31.934353434,61.552999132,19.440947054,8.119670953,0.628326823,9.621472168,1.880642395,0,0.095087348
2011-08-27,84.393939492,109.673772896,104.874611766,63.772120735,69.494854838,25.223977051,26.319806831,43.106410382,0,21.454861247,68.599090169,20.678694524,6.894602865,0.922018229,24.817888997,2.271195017,0,0.136078288
2011-08-28,56.427285437,77.117031457,95.410136158,58.351904211,67.581330566,16.167589518,25.973696750,45.663866798,0,17.606788940,70.833333333,17.572631042,5.759295247,0,17.001735840,0,0,0.144848362
2011-08-29,90.562482643,69.641559882,36.001079184,61.984216487,56.224374491,58.882903239,28.850006182,53.178058648,0,12.428367106,69.546573893,17.171154375,5.786542426,2.290074870,0.660788574,0.265299479,0,0.033150228
2011-08-30,72.109592154,74.008751745,88.052379888,65.728268077,64.197708435,42.820023193,27.251225562,57.781109344,0,18.942360433,65.020647786,8.667505357,7.267776964,0.162473958,0.674913737,0.676323751,0,0.016715224
2011-08-31,82.578983098,86.850588521,59.974215991,59.790264294,56.471525574,75.711046143,27.205726425,56.264503805,0,26.999511719,49.771328125,7.446184940,21.303844130,1.074651693,10.636718750,0,0,0.000032281
2011-09-01,91.295368222,65.400416058,76.690643805,59.007279076,60.678145752,69.648121338,21.822339142,47.964129319,0,39.364745687,0.380226237,8.466910446,20.044924316,1.559026693,5.658492839,0,0,0
2011-09-02,84.756455458,68.315558059,50.347925678,66.034656033,74.573549296,15.284514160,27.194146778,27.634143276,0,18.871577555,0,9.759434167,16.020327962,5.840859375,9.457574056,0,0,0
2011-09-03,71.739633516,77.125541272,70.659573531,52.635836278,80.599501343,7.691686605,26.798240132,22.534840085,0,55.406345215,0,12.654187827,17.174599881,1.233652344,2.595160319,0,0,0.000119086
2011-09-04,71.530959412,44.696705522,92.229770122,45.489340820,72.621143494,29.430880941,22.874155002,21.999968890,0,56.522366130,0,8.012955446,36.802017415,0.167825521,19.909072266,0,0,0
2011-09-05,84.825162727,46.037686184,113.978172587,60.707517017,59.267483012,53.611409505,22.037541293,29.602032108,0,50.092985840,0.156117622,8.732406607,39.420891927,0,19.544957682,0,0,0
2011-09-06,84.848508332,53.285032529,134.834140699,69.905422734,49.452532247,18.801197103,20.179489665,45.260654160,0,56.247798055,0.176426324,4.424911042,34.956875000,6.094182943,22.314091797,0,0,0.001097005
2011-09-07,73.029260474,33.802917287,137.428466567,76.499299568,54.722222697,40.631809489,30.539442481,44.881993045,0,43.718293660,0.563265516,6.969744643,28.737062988,4.765911458,0.481788737,0,0.001408963,0.004306369
2011-09-08,58.390914094,1.571124235,57.929120367,70.579807883,63.626518555,66.312734782,24.786527914,71.601850206,0,39.762261353,0.672520616,3.876017827,22.948004015,4.194150391,0,0,0,0.012581651
2011-09-09,96.857278266,1.010404438,92.488085708,67.721043956,70.139210103,66.086090495,21.103884903,73.936694112,0,54.209884237,1.262803819,8.026364137,37.042903103,13.028359375,2.459073893,0,0,0.001530490
2011-09-10,91.438239600,13.066974103,97.731680625,54.144735666,67.171702779,61.287607015,28.372679113,81.150958396,0,62.682766317,0.611207682,12.537816458,69.096553006,5.884550781,18.638653971,0,0,0
2011-09-11,98.035267222,67.366167937,82.906770741,55.233860968,67.002025452,48.983435059,26.620331105,72.332785835,0,53.419831136,0,6.528407887,73.414803874,0.393229167,0,0,0.000061849,0
2011-09-12,97.434995730,77.412455679,128.042919508,70.462438965,71.889015401,11.530119629,26.175130762,71.519649841,0,66.474356486,0.331795790,5.473673452,51.040395779,2.245947266,0,0,0,0.000027941
2011-09-13,92.188946641,95.996390738,104.242811461,81.387067818,92.977389730,39.802716471,28.873593925,84.510413158,0,66.303263346,0.495195855,3.428467173,37.928809950,2.540654297,0,0,0,0
2011-09-14,97.514841222,91.900277238,102.202160759,85.306031947,84.404428202,53.742042236,16.334941968,81.527992609,0,68.369724325,0.312717014,8.163298869,37.889624837,0.197626953,0,0,0,0
2011-09-15,92.518627882,65.906064734,122.282376127,81.483998355,89.845522054,49.237151286,15.093618246,49.226902133,0,55.545767212,0.303493924,9.296981190,43.515835232,0.692851563,0,0,0,0.000015734
2011-09-16,96.366997904,74.376198342,112.875559868,85.414397363,89.381632487,1.068829346,23.056797021,59.270252854,0,76.154807943,0,11.040511905,40.812523872,0,0,0,0,0.000158963
2011-09-17,98.366878853,54.552173182,48.624190106,83.414839694,90.824829000,43.002423096,31.202123227,53.863749922,0,74.417747192,0,11.111460417,20.189139540,0.105904948,0,0,0,0
2011-09-18,92.170186263,26.448070012,0.888293296,75.748972863,84.158741455,43.228497721,28.595543521,16.839381939,0,64.386017660,0,9.717666339,36.190839844,0.231481120,0,0,0,0
2011-09-19,97.518610554,8.887992587,40.303946618,85.322158349,90.697826233,37.978108724,31.371616975,47.191809194,0,48.875678304,0,11.316405387,19.249047309,8.614726563,0,0,0,0
2011-09-20,93.796270952,93.602127023,0.905482773,84.031403147,93.019580688,74.340865885,32.411635638,54.150540871,0.076967593,47.216010132,0,16.878734762,25.559412977,12.365016276,0.011555990,0,0,0.001458605
2011-09-21,92.511163409,81.716823112,0,89.627687955,89.064204712,69.424858805,24.124821004,54.460388442,0.232510127,53.897732544,0,48.060796845,19.811468913,4.249710286,0,0,0,0.000075412
2011-09-22,95.943943235,109.304868747,87.044776770,86.170179460,79.167439473,41.535020345,17.975902039,52.166188638,1.408854167,44.472823893,0,26.719656250,19.333905436,5.936201172,0,0,0,0.002916938
2011-09-23,95.645059273,96.175178491,145.843184890,85.885712487,82.979876607,50.151131592,14.117385743,51.618377698,2.010834057,48.338794556,0,23.077452232,37.563976780,0.210071615,0,0,0,0.005892470
2011-09-24,94.542051335,38.180131517,71.686945971,81.645062286,86.041390889,21.074227295,16.607823407,67.661014689,0.558191551,53.655255534,0,51.092678333,29.745767687,2.309752604,0,0,0,0
2011-09-25,95.178479534,45.293575298,69.051299876,61.218831711,72.134119059,15.435320231,15.372483261,17.696045409,0,56.694136759,0,30.578458929,25.424455024,0.417535807,0,0,0,0
2011-09-26,93.003399268,70.977700675,111.683399357,72.333925219,87.801970622,65.789026286,21.139509204,41.922037799,7.566673900,54.899879761,0.937373589,20.126881786,25.764726563,1.336949870,0,0,0,0
2011-09-27,92.151926212,84.391817887,135.241903037,78.618198202,90.090187581,51.311134033,10.216169921,58.069723522,1.938326823,59.491608887,0.360538737,36.036603869,20.056110297,3.065250651,0,0,0,0
2011-09-28,92.145587262,111.259319541,132.020853242,75.867098663,85.389421794,28.351807048,13.952098031,48.873901494,0.866384549,54.104247843,0.247082248,25.895621458,19.664134657,1.942565104,0,0,0,0
2011-09-29,61.756322190,100.658952627,135.596831137,79.925395938,82.506143799,25.553692627,26.089647023,25.998703920,3.582995515,48.202284139,0.834936523,17.642464048,14.728018392,6.462532552,0,0,0,0
2011-09-30,97.277577247,99.380228944,159.741171213,80.564534611,82.899843547,21.736825765,47.285649729,8.996006347,1.092946325,55.884571126,2.149088542,20.374424256,13.497630751,2.232347005,0,0,0,0
2011-10-01,86.866962237,78.091005635,157.817893255,71.852025084,89.747450256,14.294696045,45.859887610,2.037106334,0.792727141,11.141908976,5.208273112,21.955035298,15.930170085,0.016783854,0,0,0,0
2011-10-02,94.796590690,80.355468750,182.581562417,51.465779722,67.254620565,9.155165202,53.865368083,2.239051350,3.396396123,1.551739705,4.071482205,19.515640089,20.830988498,2.986689453,0,0,0,0
2011-10-03,94.835379985,96.513981321,85.479864330,22.394406579,51.140986735,37.427290853,44.206227604,2.951615831,4.380282118,0.248006388,5.613136393,30.659968036,19.749161784,4.276910807,0.332591960,0,0,0
2011-10-04,93.662232999,97.288775330,1.976044793,39.631891514,47.062359721,19.227140706,48.101252216,4.992452517,4.026644965,2.943526611,6.249891493,18.956231845,16.306502007,0,0,0,0,0
2011-10-05,95.410807288,88.587203012,79.520814620,75.158592427,82.106472880,14.930501709,46.219467619,4.886733486,1.270638744,4.024947713,6.266083442,48.236246815,7.489197591,5.634697266,0,0,0,0
2011-10-06,88.684334601,65.361737983,140.430266955,73.401222840,79.348243815,22.535635579,38.879273458,4.457220871,0.629431424,3.947455241,4.777518446,34.122637827,1.685173340,4.893662109,0.436704102,0,0,0
2011-10-07,94.675468392,55.342923108,148.533274160,78.245503294,90.573151550,8.776674805,44.722351041,4.533980710,0.781882957,2.617549032,0,5.790771071,0.044445530,1.897281901,1.126392415,0,0,0
2011-10-08,98.033941149,99.749114434,57.489920165,73.286150180,82.532615255,0.630253906,42.045132629,5.194302333,0.025945457,1.567916463,0,34.585504167,0.037187771,0.349970703,0,0,0,0
2011-10-09,99.147479749,93.063251798,60.279305841,77.319758215,33.097672017,0.735785726,31.187845045,0.890496819,0,1.530345866,0,32.706599077,0.033884277,1.031829427,0,0,0,0
2011-10-10,98.038517120,57.381104176,73.860646324,74.656968667,5.893780823,18.638454183,20.536947963,2.116953593,0.003825955,1.583030396,0.038363173,39.705350804,0.279730903,8.573932292,0,0,0,0
2011-10-11,94.299384803,80.426233477,0,67.495779980,0,3.217121989,11.734188130,1.792955729,0.003600984,1.711199951,0,58.916547054,0.978594293,5.824082031,0,0,0,0
2011-10-12,96.534729844,86.183163454,2.140051201,74.851269339,63.435924174,3.281448975,20.252124568,3.621877807,7.027262731,1.903934937,0,22.620024286,0.102093099,0.993636068,0.001337891,0,0,0
2011-10-13,90.830322100,101.303326168,68.372290177,82.334577749,77.940185140,5.193648682,39.496553226,9.142440588,41.927726418,7.746491699,0,40.115437054,0.074942220,2.173899740,0,0,0,0
2011-10-14,99.425833902,99.025924433,106.693442640,63.965200447,59.422448832,12.081850586,40.293296764,3.851432604,46.698880932,3.793646647,0,25.673973929,2.252025553,3.676217448,0,0,0,0
2011-10-15,99.581315001,67.332053468,130.158058250,71.912686030,41.492431641,0.361282959,31.082969042,5.717540622,47.581886574,1.631184692,0,38.963879375,0.135157335,2.188948568,0,0,0,0
2011-10-16,97.049134089,63.131558183,62.178048493,61.842358246,44.728198954,12.616554769,38.917118211,0.694430592,44.169753328,1.752568156,0,69.555410119,0.034312337,2.085214844,0,0,0,0
2011-10-17,94.475546934,70.294111058,1.602062092,50.881597123,63.229872030,0.315980632,49.149851332,5.605199367,51.813561198,3.123548584,0,44.893054851,0.025287815,7.545283203,0,0,0,0
2011-10-18,96.733420091,80.071334991,62.473078645,24.175309562,61.633074544,6.837429606,53.261515899,6.225271644,33.078200955,3.241608887,0,6.221363452,0,0.549046224,0,0,0,0
2011-10-19,93.674466485,103.489588156,57.148636721,78.567190239,69.957885437,3.977493490,33.905447287,4.974661848,43.683193721,4.105310465,0.013092990,5.642481756,0,6.932294922,0,0,0,0
2011-10-20,95.972528688,100.757950574,65.339980625,74.205703621,77.903301900,2.374439290,16.028287724,0,44.308539497,5.395543823,0,5.491157470,0,6.119934896,0,0,0,0
2011-10-21,96.703983456,110.716057880,119.463310676,67.557585099,83.498964437,5.898573405,13.447819032,9.514661692,47.364985532,9.510534261,0,15.132911310,0,0.029514974,0,0,0,0
2011-10-22,94.421226549,80.268054350,64.818175649,72.021413482,70.587239787,3.835982666,17.414521685,5.500443566,45.457505064,8.357259521,0,15.760565476,0,0,0,0,0,0
2011-10-23,95.121267461,103.351638627,68.160709222,73.380525637,70.881772664,4.709888102,20.934397338,0.000003431,48.067314815,20.089635824,0,6.850421607,0,0.199651693,0,0,0,0
2011-10-24,93.269794018,103.159263450,120.056464899,77.984324438,48.676559143,11.007585856,22.602768582,52.223490519,35.229819878,7.671635335,0.055869141,20.027374345,0,3.035589193,0.003182780,0,0,0
2011-10-25,90.546002390,92.667047589,48.213298400,79.537603704,48.932314046,17.930745850,23.075417542,46.731658168,40.101817853,7.442030233,0.520616319,13.424654762,0,2.511429036,0,0,0,0
2011-10-26,94.688198124,115.393795010,1.121813114,80.999046429,74.293122457,7.092366943,31.286457750,48.973137085,32.876444589,10.205213826,0.027030165,18.365832798,0,2.370511068,0.005280762,0,0,0
2011-10-27,88.904562765,108.285695972,60.943325352,74.358320531,85.219003194,0.700737712,24.610100609,67.294601890,28.845283565,8.738253988,0,22.590570119,0,0.304977214,0.105559082,0,0,0
2011-10-28,94.275328374,89.924035092,118.893900530,82.589111229,59.355635579,1.635335693,27.662643302,65.300728465,36.212374855,5.759376628,0,11.618373006,0,2.083769531,3.034595540,0,0,0
2011-10-29,96.270991049,74.367883207,109.837998258,80.977833976,82.590074870,5.333704020,37.338433417,34.689128774,2.550104890,1.977638550,0,12.444312113,0,0.234231771,1.996238607,0,0,0
2011-10-30,88.194279484,35.615762270,114.955339323,62.910357061,86.446989746,3.956678467,41.260770752,38.097884232,4.852499277,1.630606283,0,18.030848661,0,0,2.550926107,0,0,0
2011-10-31,85.988443999,80.130720038,106.955030124,70.735353587,77.584268901,0,39.091413715,51.168952018,24.282756076,3.831606242,0,19.869596548,0,3.150898438,0.005931803,0,0,0
2011-11-01,93.049440894,98.676269933,20.745350661,86.400171547,87.797029012,9.718948568,33.981907661,63.908187063,59.149607205,3.496129964,0,13.948310833,0,2.004052734,4.520254720,0,0,0
2011-11-02,95.945204133,103.868405993,83.126475970,72.896886929,24.379796753,13.672526042,39.328262061,33.066152461,28.809822772,2.885498047,0,13.294183214,0,7.001302083,0,0,0,0
2011-11-03,83.939589146,111.635942035,113.838728979,74.312286155,67.028980306,13.640335693,42.705698372,0,28.101711516,4.831868286,0,10.993138423,0,4.557867839,0,0,0,0
2011-11-04,90.627585115,118.031649064,94.025626260,73.252173315,83.730807902,24.136882324,41.871523365,15.969245493,44.379174624,1.728348389,0,11.651106131,0,5.571035156,0,0,0,0
2011-11-05,92.311051041,89.635685810,103.950380694,74.179947116,77.337298584,19.530951742,51.093739560,23.528152055,46.085995370,1.719581706,0,8.461164018,0,7.499130859,3.053240560,0,0,0
2011-11-06,71.268552895,44.100791997,129.561450918,71.319934553,70.715898145,30.715165234,48.558663886,4.387242141,22.429911806,3.030008789,0,11.558695200,0,1.242637500,0,0,0,0
2011-11-07,19.187865764,93.987633251,53.815720403,59.265237194,72.205475871,74.824047445,45.829649181,0.995806980,46.274768519,6.823097331,0,11.210462976,0,1.047454427,9.700231120,0,0,0
2011-11-08,94.055569189,116.810932907,83.223949919,78.517382554,77.934506734,71.374790853,47.589574760,45.967703499,47.050970052,4.958025920,0,9.469597619,0,2.741751302,3.607711589,0,0,0
2011-11-09,80.909330424,120.238528118,62.909163090,84.548520217,78.727945862,75.143184001,37.761750070,62.674207133,37.550009404,4.631646322,0,9.318341875,0,3.591725260,0.203396810,0,0,0
2011-11-10,64.630934308,121.323843052,80.737822670,85.215407186,80.053665365,12.137650146,47.197448208,39.159791511,32.497420428,2.937106527,0,3.439803601,0,3.422887370,0,0,0,0
2011-11-11,90.075111784,123.888684505,113.713355917,81.046373116,78.918461507,24.635244954,54.872686578,52.685725736,37.848338397,3.526150106,0,1.155489792,0,0.265188802,0,0,0,0
2011-11-12,88.618568819,124.912415032,132.100861527,84.864594528,60.678096313,41.413927002,54.940337871,51.383528100,25.251185619,2.435926717,0,1.699975268,0,0.122685547,0,0,0,0
2011-11-13,89.802445396,128.009133529,58.408127998,82.239004608,80.680437622,62.011122233,55.394651689,50.929138208,18.999250579,3.186785685,0,1.299335744,0,0.007233073,0,0,0,0
2011-11-14,89.409735952,124.709320058,91.389650552,88.594078756,85.741418966,71.940918376,54.917704951,48.510894929,9.509893663,3.554506836,0,2.091998810,0,2.649882813,0,0,0,0
2011-11-15,87.237894965,107.312645078,114.403354106,88.321704267,85.040242716,60.041621908,56.873091464,48.544601812,14.113730469,4.053729045,0,5.606561935,0,12.374277344,0,0,0,0
2011-11-16,72.556288033,85.795393507,120.827804123,86.983330488,81.674432882,19.601925049,57.385955872,51.871323291,6.995547598,2.602032878,0,2.979082321,0,11.125146484,0,0,0,0
2011-11-17,83.932034535,108.167900660,58.004676741,87.524135603,69.649771118,63.972628988,53.605987250,33.321826815,14.886886574,1.956620076,0,1.882463304,0,8.740738932,6.993579915,0,0,0
2011-11-18,95.038043627,130.407219099,1.019145315,90.985323900,43.689936625,80.372803548,54.719951183,47.812047857,25.978417969,0.887848918,0,4.396781607,0,14.757958984,3.829879557,0,0,0
2011-11-19,88.767557841,98.967157072,58.210996351,88.374868277,31.766872965,50.937355957,54.105676325,57.128638582,36.838428096,0.115555420,0,1.951012351,0,2.244645182,0.028518880,0,0,0
2011-11-20,82.094704418,105.056306493,91.676084426,87.659888688,11.629317627,59.903192952,51.774649998,36.730176756,22.012976707,0.097764689,0,4.361613810,0,0.133681641,0,0,0,0
2011-11-21,91.259885060,105.394524935,93.848328947,84.028680231,40.642148539,81.911494141,43.375525966,39.396086187,40.322547020,2.287936808,0,2.611850060,0,3.473235677,0,0,0,0
2011-11-22,97.481447416,91.798792645,125.147897448,83.738985195,75.948631083,71.702057699,44.686720150,39.843611449,35.967769821,3.430541992,0,6.110206310,0,3.132669271,0,0,0,0
2011-11-23,70.932583831,83.586837132,110.088439367,84.091399283,71.623309326,43.393870850,39.268196447,38.431090943,31.700006510,2.657199504,0,32.085183988,0,0,0,0,0,0
2011-11-24,88.757878198,112.441701630,64.884377207,87.308538200,81.542232157,28.712600911,36.747874907,38.688922468,37.154891493,1.541088053,0,4.623877143,0,0,0,0,0,0
2011-11-25,99.097411183,102.415969639,1.817659919,80.369877235,61.915585938,54.398310954,40.292693227,38.893958645,38.914689670,1.573658244,0,1.444702589,0,0,0,0,0,0
2011-11-26,97.038181032,82.099399939,61.646922357,78.198658279,26.149599304,15.854582520,36.732425929,38.320581103,28.100934606,1.541250814,0,1.245700030,0,0.090566406,0,0,0,0
2011-11-27,94.908460471,73.252907355,113.456317035,89.922910924,44.165463969,60.630145264,40.144509670,40.876510884,8.168338397,1.573513590,0,1.362116994,0,0.108938802,0,0,0,0
2011-11-28,88.558330097,97.317612916,98.147256200,59.509600675,68.478262126,60.272858480,42.353199596,28.756355258,18.406474248,3.545374146,0,0.779774315,0,0.072626953,0,0,0,0
2011-11-29,92.011934295,116.112335575,56.065575160,34.109106836,36.644811401,53.868183187,41.244666970,30.418163517,46.068179977,4.278903402,0,0.288013661,0,5.052952474,0,0,0,0
2011-11-30,96.440573492,109.601041839,0,85.695276369,31.123869425,80.706950277,58.878487425,35.887377900,34.877801649,2.729464925,0,1.098076964,0,7.484954427,0,0,0,0
2011-12-01,66.101660407,93.551766539,53.263487367,86.981708488,91.138386841,29.906727295,46.867276094,39.547820921,44.875716146,2.841227214,0,0.023566131,0,9.544993490,0.666395671,0,0,0
2011-12-02,85.425850019,90.373612202,104.500832975,79.159177319,83.457469482,45.267921549,47.575504503,41.661829076,52.512651910,1.598099162,0,0.107989107,0,3.018518880,16.375344238,0,0,0
2011-12-03,93.942115841,63.145363826,48.440037775,85.360722087,58.014485575,43.401158854,39.890246944,50.814932635,57.802027633,1.877387085,0,0.076982143,0,0,10.065069173,0,0,0
2011-12-04,95.123436131,42.700236189,0.266078016,85.823442436,69.146660360,56.083540853,36.647769282,50.287064699,31.543764468,1.641687419,0,0.076716667,0,0,0,0,0,0
2011-12-05,95.536197031,77.971827866,61.008722073,78.090558308,76.715770671,51.106228841,42.977426628,44.385243419,41.347126013,0.977254028,0,0.262386845,0,0,0,0,0,0
2011-12-06,91.779822539,91.460459266,110.942683138,83.665417203,71.936586711,63.838360189,35.246199258,65.552686268,34.265299479,0.037837321,0,0.882784018,0,0.001735026,0.698820801,0,0,0
2011-12-07,89.769204755,92.492703396,90.499792503,86.509730598,36.731770833,33.249492594,31.959169000,61.303885276,47.983064959,0.529039307,0,0.754130030,0,0.020543620,0,0,0,0
2011-12-08,59.119909301,106.309985509,62.324702985,74.444842850,65.712763977,5.407751058,33.080483214,44.915341193,32.911008391,0.583297323,0,0.078975208,0,2.086660156,0.052788900,0,0,0
2011-12-09,97.644336528,96.372642471,93.208797017,83.778295349,79.961638184,14.139766032,28.652077793,42.280102997,58.053046875,0.160386963,0,0.019711310,0,0.123987630,0,0,0,0
2011-12-10,98.519967869,62.952851379,129.532266011,88.363975245,81.926957296,31.175473226,30.232783046,12.516446326,58.712834925,0,0,0.074806042,0,0,0.652180176,0,0,0
2011-12-11,78.195228466,58.903154107,135.422913586,88.234055110,65.106847839,85.663736979,35.058080265,3.344616314,58.054076244,0.062192586,0,0.022664702,0,0.175924479,7.637586263,0,0,0
2011-12-12,90.775293677,60.429051443,131.431949916,87.142996638,61.019259949,87.693395182,39.694302737,3.688581197,33.181262297,0.628517660,0,0.020194762,0,10.350693359,7.165672201,0,0,0
2011-12-13,96.677559542,69.183448902,59.455388473,87.053518642,59.980148112,75.057091878,30.880093318,1.348934085,47.236979890,0.815515747,0,0.072057857,0,2.754485677,5.612919922,0,0,0
