Day,[SDSC TRESTLES] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[NICS KRAKEN] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[TACC STAMPEDE] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[TACC LONGHORN] XSEDE Utilization (%),[GATECH KIDS] XSEDE Utilization (%),[PURDUE STEELE] XSEDE Utilization (%),[PURDUE CONDOR] XSEDE Utilization (%)
2013-08-30,122.934104192,71.776154633,92.655913028,97.671646803,69.739061514,71.716274608,47.629363098,2.605251872,6.080005697,0.114467593,0,0.092689494
2013-08-31,118.061493928,50.563391320,90.209197372,97.781770863,36.485203598,79.967413624,31.168511353,50.001319987,2.860089315,0,0,0
2013-09-01,119.756096138,24.577578465,87.840736886,97.357506518,47.940555753,68.178603208,15.837899577,45.736011963,3.730269775,0,0,0.045872024
2013-09-02,91.483872825,54.282960364,89.625497104,96.657794940,42.694102549,92.732698075,22.169749858,51.050428060,2.638278605,0,0,0.000512143
2013-09-03,80.297425515,60.822663285,80.173783521,97.759378233,58.499509154,89.684590477,66.299447937,33.110170085,2.196379395,0.005739005,0,0.063278780
2013-09-04,69.540394437,82.443544251,64.406019207,95.866070218,61.872005603,81.460593158,60.328350932,5.401295166,3.856585490,0.165745370,0,0.000004970
2013-09-05,48.383601500,99.507611670,42.183519184,95.176488527,69.344824219,85.264724157,61.215978292,16.696732178,3.090747884,0,0,0.021975446
2013-09-06,123.779705699,121.896960380,89.649058130,70.160250031,90.171739070,113.494947135,58.336864319,23.624809163,3.496310832,0,0,0.021006964
2013-09-07,104.734422823,133.530645488,92.970468727,62.520270887,69.889379735,74.955728615,51.674017944,26.933467204,1.466010132,0,0,0.010592589
2013-09-08,70.473488883,88.105756845,88.358341331,94.347826403,53.885022096,71.340444770,49.605789083,2.157968343,3.740455933,0,0,0
2013-09-09,98.272161768,114.966295352,84.191619509,93.383588782,31.092517953,66.449274070,45.369637858,3.251907959,3.128205566,0,0,0.049796935
2013-09-10,93.637481858,120.345069141,78.724937036,82.316124409,28.232349471,20.971729506,53.973637797,14.449462484,3.096657104,0.270630787,0,0.000016875
2013-09-11,106.550740718,71.246189843,81.714516465,88.929475063,73.588208846,69.493568337,49.775069682,43.374973145,2.725568237,0.209640336,0,0.000013720
2013-09-12,114.951786633,74.515564034,83.335724391,95.808909919,72.843859395,80.274300732,54.931342265,10.509051107,4.633630168,0.313551215,0,0.002873690
2013-09-13,116.693360179,65.007685556,84.322338238,95.805056464,64.327919034,85.946769861,42.140019124,13.154305420,4.408984578,0.438841146,0,0.000405744
2013-09-14,85.575244571,46.194704493,83.650088420,93.889630718,43.081360283,74.185591241,41.248982442,21.871744792,2.733746541,0,0,0.000016875
2013-09-15,91.440092512,51.791268915,86.927816863,42.395426119,54.667714449,51.106221106,50.107458293,8.101652832,6.222222493,0,0,0.000006190
2013-09-16,115.440909414,71.372934736,86.655821003,75.883579430,59.725904849,75.782546635,50.389942220,29.615487061,2.358569946,0.351796296,0,0.000159137
2013-09-17,109.666330008,51.697178957,85.816409254,98.071678425,72.348568300,59.112050872,56.352945964,33.719581299,2.047525838,0.368002604,0,0.001554226
2013-09-18,121.332146072,50.248671020,93.202235619,97.686544962,77.995322068,73.246678453,49.460462952,40.599492188,6.240464681,0.394439815,0,0
2013-09-19,124.869554674,54.340663943,94.697236001,96.920845782,76.087077513,71.073539763,54.516465759,0.060510661,2.896059163,0.668653646,0,0
2013-09-20,126.200766553,73.965539390,90.600861410,96.781880337,71.407481948,71.442479659,64.900458476,4.726164144,2.078057251,0.221576100,0,0.035026458
2013-09-21,125.156130470,80.851663099,89.450517905,96.316634823,70.829655047,61.722278677,64.478728333,0.106481527,2.232742920,0.268615162,0,0.001104167
2013-09-22,123.161149060,56.233446300,91.753357933,97.905560313,85.362939157,57.255226020,67.327613831,2.462519531,2.374294637,0.026829861,0,0.000006458
2013-09-23,123.185747412,54.351951286,94.438111018,97.231077828,82.686614287,63.200413945,66.406964417,2.301287842,3.995460612,0.188582176,0,0.031631131
2013-09-24,120.310064220,50.270508686,94.633585002,78.677493980,76.459464370,70.432959785,71.219121297,4.183376872,7.125334676,0.099146412,0,0.051731161
2013-09-25,123.171236244,58.733650716,80.690433592,98.237497103,85.474659781,69.676072645,81.255185649,14.330411784,6.956855062,0.222234086,0,0
2013-09-26,125.695037271,105.750022023,74.493488908,98.135012046,85.857963127,67.761615298,83.000067749,11.595883382,7.423177083,0.099792824,0,0.052263393
2013-09-27,124.009792895,85.693301121,64.378661002,97.187779383,87.358515724,73.819652538,62.010109355,14.080358073,7.930550944,0,0,0.026220476
2013-09-28,110.580736515,64.840663483,48.912837986,97.418189200,82.790702336,76.782261664,54.671486410,9.312200928,6.135177002,0,0,0.001821190
2013-09-29,91.317700238,51.739159375,52.397380177,95.151628937,83.452870896,78.922200127,45.325615336,28.867232666,4.461859945,0,0,0
2013-09-30,74.488526395,53.322004335,63.219553139,97.322750075,56.899367010,76.940509607,41.207420349,15.460665283,5.760289917,0.822378762,0,0.004122679
2013-10-01,76.446928966,55.036221089,66.170716041,96.472417671,18.488303149,73.631354763,40.700868937,50.455837402,8.360283813,0.001789063,0,0
2013-10-02,76.596321787,72.812115398,71.355853668,97.469429962,75.139173868,81.572828577,32.208970846,49.826479085,8.472045492,0.003402199,0,0
2013-10-03,85.275318689,70.619738425,88.787225203,95.533024745,85.754927892,80.431871428,55.594653829,70.231481527,4.531539510,0.366669271,0,0.000044464
2013-10-04,95.980181120,80.382038055,88.888323001,91.611019836,57.985282414,76.653562410,51.424809265,67.027922363,5.937427979,0.128117766,0,0.000007113
2013-10-05,75.427774678,54.244439157,91.426341168,68.064337229,56.532990550,76.603349076,29.573350627,21.824073893,4.244547526,0.009794560,0,0.000033244
2013-10-06,67.638314032,62.977634282,77.405274076,62.070143698,84.950393486,72.419208370,21.480771688,10.024884440,5.343189290,0.398140625,0,0.007337976
2013-10-07,78.316443395,46.181314277,93.758696287,35.213654233,87.614973366,86.503573699,25.084247233,40.082818197,1.467203776,1.105459201,0,0.044447738
2013-10-08,101.312655986,66.369403432,100.621358935,90.581617650,88.164742148,78.523684512,41.145716146,0.033501383,5.465508423,1.721771412,0,0
2013-10-09,91.777183688,82.329748512,94.978189241,78.955630008,87.651712240,84.236530029,65.689258626,0,9.686871541,1.665521412,0,0
2013-10-10,104.633533985,89.902294508,99.789038471,93.872439240,89.734515270,77.035307531,64.820863444,0,3.668054606,1.596655671,0,0
2013-10-11,104.607331223,97.681039423,92.500955349,34.375270393,72.903838680,79.154943029,46.454734904,0,5.572098185,0.596858218,0,0
2013-10-12,91.311476418,108.144020670,92.410245045,1.239441245,16.759894946,84.518632754,65.765475769,0,5.905594482,0,0,0
2013-10-13,104.202630978,74.995414340,88.099318772,67.251748899,77.810785788,58.091205878,59.657981364,0,0.743335978,0.024230613,0,0
2013-10-14,120.487999591,59.552263151,93.072315260,96.144406378,75.079137567,81.273860275,67.714319356,0,5.105360107,0.592959201,0,0
2013-10-15,98.494546579,58.181255195,91.443096293,95.962461646,87.717268091,68.533066506,77.255172119,0,0.289668376,0.061260706,0,0
2013-10-16,105.438239570,87.178739903,88.923870514,61.670405104,77.197908085,79.869766267,56.568101705,0,1.040730998,0.478291667,0,0.000011250
2013-10-17,106.393047001,81.939279560,87.653556813,66.870791086,74.926719539,88.516060827,63.749421285,0,5.942740072,1.417850694,0,0.000015060
2013-10-18,105.384906225,112.829114620,78.644056448,91.283759057,84.468508819,73.882788203,64.231901855,0,7.924841105,3.448507813,0,0
2013-10-19,101.553372212,93.578047206,77.741543667,71.202969001,91.912339311,66.477505905,66.709888713,0,3.944566447,1.768774016,0,0
2013-10-20,81.709484081,104.050915137,65.018685271,67.749833276,94.819146346,49.000686257,47.560741069,0,4.676820882,1.389578704,0,0
2013-10-21,90.749911644,97.306453083,72.435706519,73.471438315,67.998908026,62.967743110,52.212805074,0,5.075303955,0.273261285,0,0
2013-10-22,113.144484460,87.058405794,66.596007658,86.329765278,81.398266454,78.194338343,79.083988749,0.052146403,4.291978760,3.881515336,0,0
2013-10-23,109.130751213,108.652909182,63.499037517,80.359920103,90.270482461,90.637241134,69.733434448,0,0.754340210,0.354024595,0,0.000018512
2013-10-24,117.423204296,82.593321949,69.661411889,78.962960357,93.808181621,73.742357096,57.090363770,0,3.039329224,0.077895833,0,0
2013-10-25,108.762187511,98.497480800,90.629568856,54.514906666,48.745295632,78.291777222,59.789492594,0,5.800722453,0,0,0
2013-10-26,93.480655279,90.635234550,86.818222821,32.846417023,27.390397037,39.637947474,50.797797241,0,5.018106893,0.328223958,0,0
2013-10-27,114.812268231,87.708327080,83.474936886,63.975669226,92.954225260,42.015437948,63.017302043,0,7.336475423,0.444143229,0,0
2013-10-28,114.298438304,110.474251808,96.040613811,66.375050589,92.101005761,53.380916721,56.570185750,0,8.290885010,0.185443287,0,0
2013-10-29,107.279326901,110.421048232,93.119912263,66.391529741,91.167083037,9.140723669,63.681663717,0,19.376075846,2.269041377,0,0
2013-10-30,79.817923797,117.086833510,88.944571799,69.878857761,83.062640270,53.860226680,44.231906535,0,9.716729126,2.344506944,0,0
2013-10-31,71.722773598,107.664820210,89.079163475,68.904967485,84.584911518,91.513796274,57.959937744,0,2.309570313,0.485537326,0,0
2013-11-01,76.648403340,135.253651718,93.048369955,71.299841617,55.744103535,101.210780174,48.664568990,0,8.899676107,0.532108507,0,0
2013-11-02,78.787601503,75.777884492,75.578016305,72.120631411,41.360782335,67.113202374,49.946795553,0,7.661801961,0.169217882,0,0
2013-11-03,77.282737985,132.528691296,71.986298407,66.038752243,66.129212689,73.027212231,60.218207227,0,0.000763867,0.130597222,0,0
2013-11-04,111.560126052,134.439106409,92.332704932,67.180761505,54.901909722,78.051986075,68.778745117,0,0.065994873,0,0,0
2013-11-05,96.579723095,127.349719031,99.375295334,31.751429036,9.868607757,78.798178987,65.165717570,0,3.083501180,0.158039063,0,0
2013-11-06,80.078440589,92.990141684,88.402091969,67.918895141,81.347678149,88.522507383,55.787258809,0,6.745560303,0.275754919,0,0
2013-11-07,84.901269359,122.443208385,86.621005893,80.208857791,54.401423118,102.647464857,68.028690898,0,8.536359049,0.278457755,0,0
2013-11-08,85.121426619,124.302423107,81.561625787,72.180526170,81.332162938,84.240938287,68.196524251,0,3.400042521,0.509572627,0,0
2013-11-09,85.152575231,84.626851193,90.782716646,61.841372070,66.740184067,59.092997192,34.719505005,0,2.463428548,0.622694734,0,0
2013-11-10,68.229539954,99.422356982,76.276161512,47.361129805,63.489302794,82.636490252,35.217601217,0.018988444,4.964143066,0.490808160,0,0
2013-11-11,74.366913247,89.980295921,81.080879199,51.155965568,62.749846512,83.507070068,62.322839864,0.029758301,4.103723348,0.587304688,0,0
2013-11-12,84.181392839,77.390049224,76.354901022,56.378379478,96.293757990,82.795248196,68.200986226,0,0.479410807,0.439315683,0,0.005280685
2013-11-13,101.262141009,108.891277927,85.000433765,62.473450488,94.745094105,70.773225346,63.517637329,0,18.479614258,0.465530961,0,0
2013-11-14,108.251434358,119.459958409,81.196551657,64.021078164,96.526006747,83.747773338,67.461339722,0,6.727385457,0.702078704,0,0
2013-11-15,66.890815146,127.758166895,77.691034022,75.142085636,94.933374763,93.087374448,67.471738892,0.000904134,13.304560954,1.092535012,0,0
2013-11-16,59.044214972,57.707689510,59.742727031,51.192420819,95.832434501,52.332940855,69.381989644,0,4.799289144,0.563727431,0,0
2013-11-17,49.626595569,82.947457765,46.220534245,45.117195978,96.640690795,75.402446068,69.625162760,0,10.784690348,0.505521701,0,0
2013-11-18,55.403230292,84.922423374,55.208116357,61.537333025,76.894469993,84.822814806,68.933296000,0,5.129421590,1.014093750,0,0
2013-11-19,60.575918520,113.454173104,89.981943205,82.950513821,76.221520774,92.981942826,54.155539958,0.063367920,9.220906576,0.771050058,0,0
2013-11-20,92.985574834,77.474807308,96.912742658,73.021529789,93.176684521,78.370173277,54.152493286,0.600576172,7.766664632,0.489846354,0,0
2013-11-21,90.889538955,124.012460919,91.513668984,92.527372552,95.003932982,108.150203356,42.715716654,0,14.373928426,0.308504340,0,0.000024464
2013-11-22,76.756074781,113.185993639,95.701015760,89.290884712,93.846371725,94.027900770,38.903971456,0,8.414758708,0.469396412,0,0
2013-11-23,88.330434131,115.856804857,82.887990234,67.585358807,90.989359908,72.727536060,68.152389119,0,8.274414063,0.490043981,0,0
2013-11-24,73.675517216,153.977343658,88.050986850,59.177418694,81.830058199,94.536750737,69.681622925,0,10.606499634,0.406737269,0,0
2013-11-25,92.921542245,94.303077321,95.647430488,69.545177992,56.347581676,69.479007767,54.479559631,2.329427083,4.643803304,0.257544850,0,0
2013-11-26,99.590896038,117.303663627,88.757639302,73.726221486,75.951818675,81.306603457,73.375867716,0.553485107,9.248001709,0.164889468,0,0
2013-11-27,81.307990360,99.118584803,98.495717580,68.963297334,96.069589252,88.011040993,72.473112793,0,7.672349650,0.648309896,0,0
2013-11-28,91.427703545,125.089484528,99.053966248,60.790419080,96.212121212,88.309140489,54.385321554,0,12.993426107,0.047190972,0,0
2013-11-29,79.241597544,113.395623538,83.981428117,62.571843540,96.212121212,87.722766796,26.199643656,0,11.814263306,0.184097801,0,0
2013-11-30,56.377762736,63.492653114,101.373813820,63.126432587,96.212121212,88.552329251,23.400526225,0,8.410509033,0.208328414,0,0
2013-12-01,37.879089736,83.167717667,82.003134349,60.737526374,95.035941051,90.122472729,48.296622009,0,14.473388875,0.216261574,0,0
2013-12-02,60.292606716,103.325771641,73.807820535,71.642756881,41.508680457,82.765177124,74.196641642,0.011718750,4.911584880,3.071843750,0,0
2013-12-03,52.961348678,127.092021613,77.516438389,86.773391377,75.040864307,87.851952546,72.804330546,0.039803874,3.819015299,2.705835069,0,0
2013-12-04,56.341956420,110.562268227,64.301251810,54.665982612,92.134531250,83.397831430,84.063214315,0.047281901,6.571506144,1.363502894,0,0
2013-12-05,58.606733401,101.559586359,31.037327290,41.472261466,94.132545080,93.369442672,85.708383077,0.061857910,1.281213786,0.226285012,0,0
2013-12-06,17.042600917,120.249242842,1.484272388,92.708387447,91.592254873,92.976003052,85.954454549,0.044288737,1.886723633,1.874259838,0,0
2013-12-07,0,86.571152923,0,86.231333107,84.813315676,93.877140426,64.294528503,2.529513753,7.876283773,1.473929109,0,0
2013-12-08,0,77.233460829,0,89.072922967,90.505138100,79.719325503,73.759788310,6.857964274,3.798231405,0.947827836,0,0
2013-12-09,0.033354575,109.625154484,13.287549110,88.370441730,95.430481179,66.692830105,81.153880717,8.580349528,12.632283529,3.004550347,0,0
2013-12-10,2.550593286,124.806402369,84.018259579,81.424824267,90.235755997,11.187254630,82.686089478,1.284460042,6.865953369,1.664228877,0,0
2013-12-11,29.550631522,110.605948020,84.639414753,74.938257065,52.818747139,73.953400427,75.711927694,4.945403239,10.310583089,1.176432581,0,0
2013-12-12,72.964327797,120.753565557,88.334618183,90.552264798,65.335179036,66.017317324,75.086109416,5.280581055,9.745424398,0.017537037,0,0
2013-12-13,109.536878697,94.006963801,92.223999221,70.024469785,82.254195766,88.715246008,76.474623006,0.825855713,15.514449666,0.144717014,0,0
2013-12-14,76.746834008,68.175503132,66.716302774,75.665660457,63.812245798,89.622881836,75.099464620,0.000090332,0.289234212,0.488324653,0,0
2013-12-15,76.388750126,50.732870937,56.668242908,89.594540045,66.779470092,82.125937545,77.425709229,2.831597087,3.000538330,0.291832755,0,0
2013-12-16,93.496883784,70.975606168,75.567515236,47.588182317,41.681612117,91.944996049,76.072247416,5.494864095,4.291937866,0.746552373,0,0
2013-12-17,123.792958531,75.117972382,90.829412816,21.663607908,19.250070135,93.975731047,77.827663981,0,4.730532023,0,0,0
2013-12-18,124.841354236,81.963665852,96.404213599,89.137910219,93.559900272,91.965385087,77.496776733,7.859266764,9.841968791,0.480782118,0,0
2013-12-19,93.087092152,98.853483027,101.125699776,88.065724350,89.702892499,84.252970473,77.782280884,17.571388346,14.979284261,1.016384549,0,0
2013-12-20,103.377389621,99.601168013,93.732791512,87.032216601,83.089379044,90.083829635,75.852611389,12.377947591,13.417267660,2.174047454,0,0
2013-12-21,88.841967845,96.369385179,99.439425041,98.198052112,80.786094342,66.667691465,74.851083476,5.531611735,14.456977132,3.035696470,0,0
2013-12-22,85.903490594,74.869935760,103.307292568,96.408808276,81.600896070,66.796627459,75.132803650,8.499665527,6.217230835,2.588044850,0,0
2013-12-23,92.216088882,112.797592433,96.505254590,97.661969006,92.790145498,78.907343501,76.885448100,2.390353597,4.832320557,9.492918403,0,0
2013-12-24,83.299737631,101.029494992,95.008710555,98.727036000,93.102899700,77.499345730,83.329589742,3.075592855,15.727887370,7.671590278,0,0
2013-12-25,74.706335715,89.509292654,82.631827039,97.958722467,90.824319760,84.548131257,77.137527873,2.467692057,24.034469198,6.311253183,0,0
2013-12-26,70.226351112,99.135355838,40.869805934,98.728059202,86.842807371,85.007255466,75.669510295,1.325683594,15.055370076,2.741678819,0,0
2013-12-27,63.549766279,102.009757027,40.706174496,97.886906094,90.399498501,93.784519916,59.339229024,1.250822754,11.160874837,2.782074942,0,0
2013-12-28,54.057381859,133.778901422,77.391096536,97.224445640,87.671783164,90.152086331,69.862653097,1.476544596,14.604623413,1.258357639,0,0
2013-12-29,51.684262819,98.706129769,65.222597228,77.824455343,89.989394827,84.203831538,80.507238464,1.408275553,11.775526326,1.041649884,0,0
2013-12-30,44.769148605,102.083448277,61.705106021,69.700223118,54.233292298,60.196441189,82.259141541,0.826407064,14.727616577,1.177531829,0,0
2013-12-31,46.574295738,96.520657423,92.220510065,89.406621647,43.572175663,70.159102535,84.618589071,1.148482666,13.662507528,1.250863137,0,0
2014-01-01,49.389574549,47.414443608,65.544747588,72.641811686,72.565770498,55.318203071,77.605762939,1.874249674,7.265367432,1.098039641,0,0
2014-01-02,84.310253619,82.016524964,74.762633775,88.480909181,30.840488183,76.619175438,61.073577067,2.272017415,0.901019287,1.905468750,0,0
2014-01-03,59.158526579,79.749186520,99.580614352,87.134543189,52.085512153,82.774315421,51.186993408,2.674786784,2.205688477,1.731647859,0,0
2014-01-04,49.829837974,57.496456697,96.570947772,83.385660870,24.791916331,71.900526069,66.920102844,5.416232503,2.685659993,1.914855613,0,0
2014-01-05,48.150490922,46.735535105,88.569301283,93.544627113,20.734190933,81.232828125,64.382582092,10.586877848,2.797458293,6.043137442,0,0
2014-01-06,66.398456790,55.050621110,102.519048263,94.324957745,10.084622297,86.272682608,49.025978495,3.833966064,1.425754191,3.073239583,0,0
2014-01-07,66.569876291,93.893673769,98.099765940,92.103149746,77.665930299,91.011794664,53.469757792,2.657968343,3.918031820,5.673360243,0,0
2014-01-08,69.259358064,41.914686231,81.582362440,85.122926185,69.716930930,94.675123969,66.223795776,3.731056722,1.792019246,2.605331308,0,0
2014-01-09,89.234533340,37.990082006,75.149539315,73.875214187,73.449679115,88.369683974,74.656910299,2.364537760,1.561451213,1.300654225,0,0
2014-01-10,94.335083568,31.785981271,85.494564928,75.279425936,78.263165641,90.810526299,79.822446798,0,17.941387939,1.913216725,0,0
2014-01-11,82.795529169,28.151343417,91.399796916,86.806736702,58.234971492,76.256840337,88.135294495,0,17.725292155,0.813490741,0,0
2014-01-12,74.117679685,26.534058399,66.723072744,87.250584380,66.873531211,66.889099487,83.536530558,0,7.615776774,0.776295139,0,0
2014-01-13,77.552413275,52.288817486,76.314293218,96.153005742,77.799343533,74.291350749,86.848949483,0,3.036254679,1.576545718,0,0
2014-01-14,77.898001578,73.220998163,82.754862200,94.086399101,78.566612413,88.494519830,87.987666829,0.439190674,2.399897664,0.930743345,0,0
2014-01-15,100.743789154,53.898165681,92.023774435,95.522064799,76.301324673,77.986498345,86.445064087,0.133336995,4.887374268,3.784392361,0,0
2014-01-16,100.154389307,43.263193065,92.167316920,94.429387201,83.166806739,74.644869570,84.992829488,0,9.301816203,3.189638889,0,0
2014-01-17,111.259559691,51.077566189,97.628030723,97.228657939,88.254831222,77.042710377,82.705250041,1.630307617,12.513011882,4.859842303,0,0
2014-01-18,88.251463810,45.460196572,89.967755603,97.880742996,76.421914556,62.060928431,75.612318115,0.521177165,6.332917277,8.712644965,0,0
2014-01-19,73.596841587,46.687476046,97.596160281,98.338799898,79.665325422,58.931975789,84.178285726,2.592954102,7.142826945,6.853397569,0,0
2014-01-20,95.515340356,58.705743696,92.856222104,95.671693162,36.197004715,30.223916174,79.579639486,0,18.292200114,1.316459491,0,0
2014-01-21,97.109879586,69.304830674,90.064607513,96.795961423,77.263770518,12.654445575,54.578812256,0.331081950,11.210286255,3.037779514,0,0
2014-01-22,117.176686623,51.229020320,99.339453350,65.391719551,96.388367069,82.384189580,50.319941508,0.331534017,4.285825195,3.202298032,0,0
2014-01-23,81.371232340,55.194274695,99.311687249,77.296139072,97.039680595,91.514912693,69.047742818,0.797643636,3.524106649,2.981522859,0,0
2014-01-24,107.542775677,54.796331960,101.116853644,94.077706337,97.207316327,86.544285513,71.623173625,0,6.828219808,2.120811343,0,0
2014-01-25,110.234405026,53.055547923,100.447224550,75.705885144,96.993335997,92.548009273,58.300726827,0,6.065321248,2.315130787,0,0
2014-01-26,91.095269269,67.161820130,93.534220913,81.450397674,97.564556207,94.469274907,49.791282043,0,6.512826335,2.199006655,0,0
2014-01-27,109.916600242,70.184759280,87.193530921,86.744172236,61.198232225,98.373601142,44.391995544,0,9.482032878,1.564392650,0,0
2014-01-28,125.449612533,64.277357819,100.881557724,89.428477935,87.124057371,99.623567921,53.483231812,0.330403646,6.190045573,3.296754340,0,0
2014-01-29,128.088203286,69.993009900,96.985331851,88.643773680,97.407670553,95.018153976,65.505800476,0,7.023640747,4.523857060,0,0
2014-01-30,126.411606684,38.004468509,97.009124721,97.412516221,96.986295376,92.382230121,64.157918599,0,7.278126017,3.817013889,0,0
2014-01-31,123.527586656,37.436052720,94.279897117,98.339565592,96.358818359,90.772623942,58.703432414,0,9.114700724,4.221752025,0,0
