Day,[SDSC TRESTLES] XSEDE Utilization (%),[NICS KRAKEN] XSEDE Utilization (%),[TACC RANGER] XSEDE Utilization (%),[SDSC GORDON] XSEDE Utilization (%),[PSC BLACKLIGHT] XSEDE Utilization (%),[TACC LONESTAR4] XSEDE Utilization (%),[PURDUE STEELE] XSEDE Utilization (%),[NICS NAUTILUS] XSEDE Utilization (%),[TACC LONGHORN] XSEDE Utilization (%),[GATECH KEENELAND] XSEDE Utilization (%),[NCSA FORGE] XSEDE Utilization (%),[TACC STAMPEDE] XSEDE Utilization (%),[TACC SPUR] XSEDE Utilization (%),[PURDUE CONDOR] XSEDE Utilization (%)
2012-08-15,126.022952204,86.013992616,72.386529386,68.930107260,68.937770996,112.826317486,40.014785134,26.001482747,33.436338094,0,44.531134983,0,0.102141927,9.027890595
2012-08-16,125.429685605,76.634480931,73.159131184,53.457370700,78.843026632,97.100037058,40.389134005,20.048023275,33.051165771,0.557291667,69.640855758,0,0.155960286,0.414597381
2012-08-17,131.927181047,94.779684894,74.660047115,59.501148597,79.131849264,94.315811853,41.470086669,72.339056396,34.698395996,5.477891020,77.265985966,0,0.072050781,0.512187857
2012-08-18,130.087711617,97.012781428,83.508909069,60.114065353,78.615390523,109.215263295,34.977377870,28.829797770,29.099437459,5.992301432,69.591190683,0,0,0.470813690
2012-08-19,111.365577980,97.869653376,61.878608412,57.721547752,60.575392049,87.551782962,36.146009239,31.568124186,46.572319946,4.225300071,68.824832899,0,1.829860026,0.449124345
2012-08-20,113.311410797,96.609273649,71.873359501,54.219001931,51.129473877,95.999318153,34.309816338,19.141321615,49.657429810,9.996707406,47.411362124,0,14.267360026,11.158169226
2012-08-21,121.497188063,95.649467589,75.172029126,81.266134532,65.393887126,92.873096623,21.371382629,23.742159831,32.781190999,3.162668383,87.814759838,0,6.860677083,9.683547292
2012-08-22,86.384375689,95.203564438,79.350667715,90.262984827,70.143977661,60.201807514,39.288069884,45.081542562,22.016628418,1.807423256,89.129152199,0,13.078994141,5.330874702
2012-08-23,118.276152240,97.304550087,81.550031083,96.923490514,76.799368388,75.302493867,37.260876668,39.702102865,11.737974040,2.244620719,46.633046152,0,11.895397135,8.309113095
2012-08-24,94.312079349,71.657411951,85.485937295,97.875032928,73.979180705,68.659577531,36.260739840,23.987765299,17.662176921,3.983020340,44.196124132,0,7.062789714,9.024507500
2012-08-25,61.768560199,59.257009892,84.289439145,91.331290437,73.821121826,75.859819419,33.121240027,29.750551351,48.171748454,1.682984336,69.618619792,0,2.758538411,0.199443274
2012-08-26,67.507676264,95.917284972,73.082839051,97.948488637,74.024775798,47.230033987,32.235351344,10.309868571,72.240189209,0.847835878,34.544205006,0,0.639466146,0.120156369
2012-08-27,86.301965755,96.587045456,81.547928933,67.345455436,77.417634074,35.245167671,32.635422324,30.059281006,63.283167318,0.121356633,31.310183015,0,1.202405599,7.065054821
2012-08-28,65.703332886,96.623442992,80.809117111,60.912648043,78.731621602,30.622097117,40.488464037,31.628282064,46.884521688,0,35.847926794,0,8.938658854,8.505471815
2012-08-29,73.683537372,98.070928476,82.366716163,58.118069748,76.888190511,85.757064722,45.131099524,41.654975179,44.412506917,7.147201310,30.930699508,0,6.102141927,5.055553571
2012-08-30,75.465703883,93.496036430,80.745486806,76.460093812,73.052119751,114.970962254,50.465913879,30.210737712,42.187097778,3.884368884,36.946366464,0,0,3.025293363
2012-08-31,71.978644743,64.959818635,80.537467878,79.543801851,66.411675313,99.457955674,48.712780014,43.131193848,49.486716512,6.339063289,72.224367043,0,4.174332682,11.450039583
2012-09-01,56.676031505,73.380367019,85.168385999,65.311950895,64.499265137,84.704709431,54.409421134,28.172806396,32.147913208,4.405592448,76.263869358,0,0.045429688,8.109727827
2012-09-02,45.169221115,68.135869727,78.896736124,63.570197911,53.666947021,55.096376466,57.173125642,21.535643717,28.155929159,0.924886857,81.615773293,0,0.046585286,6.392325327
2012-09-03,68.494299022,81.442816870,44.045488797,80.070997971,59.891475016,112.069296581,54.851272280,28.350188395,29.575123088,2.174860618,26.340862269,0,0.541809896,0.134291994
2012-09-04,68.818800866,91.864449611,90.663063561,89.773829965,47.900557861,82.705844386,52.791683231,31.436858317,35.760416667,1.408091363,116.378736256,0,1.127317708,0.242130149
2012-09-05,118.067572901,93.371994657,88.155508335,96.350453814,31.044895223,116.147107003,54.619168708,36.294514974,27.604021810,2.134210957,108.281859809,0,0.796731771,0.549559881
2012-09-06,127.761789710,94.594699772,85.632506120,92.961569619,53.888405355,111.698625732,48.907870999,32.286059977,27.459657593,4.952405994,103.706481481,0,0.206015625,4.084746280
2012-09-07,105.496183369,95.902542203,81.903552325,86.808474054,42.779405111,90.974571627,47.646860769,38.629982096,34.166422729,6.019824909,88.578552517,0,0,3.780582381
2012-09-08,82.015537161,96.851813243,80.719091155,91.761053328,49.191012675,37.784873580,50.321265631,40.847593180,31.604926351,4.183431384,79.459971065,0,0,9.473689167
2012-09-09,118.934669921,97.247778298,74.793926145,87.356508802,57.473962809,34.529274484,46.057508924,46.452509766,34.832890422,5.217671540,71.216014178,0,0,5.214411994
2012-09-10,85.985474537,96.714831423,75.501022116,92.763552142,55.838646139,63.761679807,53.329948558,44.731851400,34.356372681,5.109997435,54.496856192,0,0,11.324890060
2012-09-11,134.340306311,90.155280162,89.331484653,96.037002858,50.334635518,87.171812517,54.108460421,32.461335856,33.827822062,0,70.228124277,0,13.159287109,10.257226190
2012-09-12,134.147714350,89.352632083,83.783047887,90.291275891,78.275942383,91.191918440,46.054625910,54.007188314,34.145322266,2.222678050,57.730211950,0,13.047600911,13.755378512
2012-09-13,129.769467753,92.417731810,36.631271966,96.531564069,71.772224121,54.998070507,50.715393220,28.772044271,23.278863118,0,36.617490596,0,0,3.446836042
2012-09-14,131.217212359,96.173543693,0.023730383,90.843170483,73.589163208,0,48.996245159,11.823686117,0,2.434124250,37.749764902,0,0,10.581536548
2012-09-15,116.939146952,91.258670111,0.075599640,92.693027884,80.479116923,27.473936862,50.250218890,1.042336019,23.972186076,6.494173572,46.150540365,0,0,8.748853929
2012-09-16,78.048581200,94.001331989,34.873281270,83.469735799,75.654306132,56.310281033,51.291032451,0.352357992,36.484456380,3.745199258,41.964505208,0,0,27.101970119
2012-09-17,92.052939734,95.401355141,73.289480080,88.671646460,83.624945679,82.725201060,50.592841545,7.281132813,38.685980835,2.905925663,35.828203848,0,7.256800130,0.897711012
2012-09-18,113.108214607,96.038065391,71.616979855,97.416747127,85.391194255,81.350074484,48.525560610,0.000452067,42.154215088,0.028965929,28.737249711,0,9.973092448,0.607798125
2012-09-19,101.496600747,78.917141765,80.083816441,88.792234695,81.610229187,85.441647908,49.816136443,5.548358154,42.386379395,1.753454762,25.453477286,0,3.214410807,13.203211994
2012-09-20,100.924067931,55.873852786,84.152482864,78.029201847,81.844559326,64.362353056,47.778836553,32.202436930,37.236043294,8.153615057,38.128618345,0,0.835068359,19.185180417
2012-09-21,117.878493235,69.773987313,82.100202716,86.245280849,82.403338725,66.878885192,52.632076743,48.097403158,34.421441040,10.231529751,70.590491175,0,1.337819010,0.616117440
2012-09-22,123.631863323,59.177639155,74.049141565,80.139858318,83.817003174,52.058525427,53.861391377,25.408085124,17.095757243,3.204238577,53.948776042,0,0,0.226158869
2012-09-23,131.331490208,89.964424227,61.023200168,73.365722656,82.377875468,64.614539839,58.943010452,33.925681559,15.122192383,1.698271780,29.772634549,0,0,0.093254524
2012-09-24,106.140929968,70.690146495,65.283044599,81.198062081,85.255980835,71.861497828,56.813172709,45.214409180,19.753589681,4.353303050,37.954189815,0,2.470488281,0.105587976
2012-09-25,112.221552235,89.491041047,84.572310900,99.603132209,80.656675110,73.517292834,56.553139231,63.002695313,14.449932861,1.758737571,52.172956453,0,1.024886068,0.094851518
2012-09-26,124.932781613,95.972522377,85.963146675,93.809732660,82.519522603,51.412539863,55.197203597,38.055473633,15.890005697,9.551399444,42.742362558,0,1.966725260,0.031057560
2012-09-27,80.743375220,92.245371470,78.727925989,83.584176609,86.233823446,49.957627165,57.415730625,34.560754801,18.001419067,4.545915009,28.898614005,0,4.174912109,0.000180238
2012-09-28,87.069373829,90.726784784,78.287723359,74.240374683,78.059294230,66.796194579,58.268015876,34.365305990,16.959341634,4.335144018,39.323038194,0,0,0.229812321
2012-09-29,63.026011985,96.259717871,75.668888174,70.248852567,52.148803609,72.689424481,58.065477324,0.367567139,18.462302653,2.593237058,5.848676215,0,0.798033854,0.174210149
2012-09-30,60.148238858,92.820030899,72.156925383,70.293104703,46.723958232,71.896273660,58.632141599,0.098017578,13.451076864,2.765217211,0.212705440,0,0.028502604,0.366221577
2012-10-01,75.545121149,95.903096652,82.325109738,60.859153143,52.868814697,72.386096812,59.397601542,0,22.907760213,5.472222321,0,0,0,0.136875685
2012-10-02,108.003815081,92.086521157,90.377662992,77.039211293,56.204228617,54.077366003,53.424173549,27.388842773,19.006247762,8.904483310,0,0,0,0.000756607
2012-10-03,125.821973517,94.043917134,86.105991892,102.095177786,49.871143392,69.567481894,50.110958263,47.718443197,13.774906820,7.880374941,0,0,0.125289714,1.363701339
2012-10-04,108.611036419,87.916495912,90.016183129,99.337167345,63.764829305,83.051506407,49.768905783,10.780798340,12.204246216,10.607279435,0,0,0,2.129724643
2012-10-05,91.049134011,82.921356968,86.582236778,76.572886105,80.019088745,79.415565689,50.666723416,18.660209961,18.188992106,4.205106534,0,0,0,0.677629732
2012-10-06,123.388619286,97.205701512,81.175576569,56.668595537,64.135072835,59.305521854,53.099540174,30.628453776,11.667593587,6.217518150,0,0,0,0.397273512
2012-10-07,67.346692318,96.390280158,77.620705930,73.254260493,69.977652283,78.089859612,50.771858961,25.276231283,13.170414836,9.941016020,0,0,0,0.089277440
2012-10-08,80.221578644,93.503930114,87.855689615,84.926722444,49.201745707,83.221243085,56.751575973,16.762668457,15.977823486,8.648371705,0,0,0,0.870371756
2012-10-09,90.350894407,97.750186750,77.735241289,85.435506251,27.939009908,79.752358969,59.872178985,27.395526123,14.455602620,7.815814394,0,0,0,0.726364613
2012-10-10,104.013263682,92.649278883,85.524477857,79.382417407,21.753797201,85.180058768,59.863392124,48.077773438,30.605156860,6.708122929,0,0,7.272858073,2.137172024
2012-10-11,123.039206257,48.049874416,85.764571642,72.794526557,70.994719035,78.670839035,56.795964562,55.973144938,40.601368205,2.769895143,0,0,8.463398438,2.192132827
2012-10-12,116.244186209,96.562098181,82.606550571,82.264291716,70.714617513,75.581342691,53.275263508,64.909225260,37.545984497,1.452918935,0,0,1.115305990,3.031639732
2012-10-13,125.789382682,96.896372495,82.534477625,74.534497324,57.498331401,9.367855186,54.801528614,20.457140299,21.675817464,0.496501539,0,0,0,1.370108869
2012-10-14,109.632962802,90.059558989,80.498354439,42.134478776,58.245469666,9.407987307,53.936997480,59.937147624,12.141402588,2.998518190,0,0,0,0.105610952
2012-10-15,106.520636758,73.424956501,66.755494494,37.531032723,64.930718486,60.024717652,56.963729003,66.005959066,35.542448934,9.856779514,0,0,0.513020833,0.394236905
2012-10-16,124.755238589,84.515190474,55.419331657,37.487201137,64.039790243,89.678419440,59.127805851,20.484772542,29.201728109,1.264441091,0,0,0.743779297,2.040847738
2012-10-17,113.201605845,58.980424369,85.248937724,41.460591104,68.092036235,63.847913586,48.924432332,64.662082520,14.522383423,2.448605390,0,0,9.384114583,3.132136696
2012-10-18,118.976639144,94.839059710,83.289937602,45.492727482,81.053779195,60.928080540,42.949930244,74.929415283,34.842994995,7.051066229,0,0,14.769674479,1.419073065
2012-10-19,99.537055581,90.446443943,87.699158125,58.239315595,73.948612264,80.749145278,50.110153684,60.975612793,34.102471110,11.718969283,0,0,9.393662109,4.117308899
2012-10-20,81.887519175,85.100701848,86.205838534,53.517579176,77.576135457,55.285075973,53.323076766,57.438386637,34.894820557,10.876486052,0,0,3.112701823,5.500613423
2012-10-21,32.141181543,92.956397909,87.241549406,21.400327811,72.580851034,39.017995187,56.378656857,76.787100423,29.766773478,16.213296342,0,0,0,2.713264613
2012-10-22,22.095603230,96.257754305,90.012789059,2.820574756,65.714848735,26.594224350,55.801694837,46.510236003,34.706624349,15.010522017,0,0,0.195312500,4.262800060
2012-10-23,124.061254237,91.132666972,86.779547956,54.804418636,74.093578186,42.650829205,48.442813433,14.605006917,35.087736410,2.104916351,0,0,15.623697917,4.931191012
2012-10-24,109.488717058,95.864346733,87.226777721,65.999154997,84.323291931,62.273940494,48.161617616,30.957755127,36.236762288,7.958955670,0,0,15.920283203,0.579639792
2012-10-25,90.131637754,95.193505025,80.078712506,79.277184331,86.635072835,85.230505532,51.475151759,40.187806803,36.777682902,12.765883641,0,0,10.630208333,1.034885595
2012-10-26,82.452982104,95.489355111,84.788746884,73.265883014,84.127400716,86.750275267,51.683585643,29.225649414,35.893251750,6.269610263,0,0,17.302659505,0.355301994
2012-10-27,64.904899060,92.616808711,78.595570178,76.463968523,79.308765767,74.605805627,48.330884017,50.940890706,34.927788493,8.186329309,0,0,10.487265625,0.093181696
2012-10-28,63.393443023,64.704777457,72.134923218,62.543184037,74.376365560,47.631484853,52.411899729,51.071099854,33.414776611,4.359230291,0,0,7.292102865,0.089113423
2012-10-29,84.435659458,82.548209927,61.437991583,61.993887980,65.070755819,54.973110738,50.825302877,43.690818685,41.068901571,3.704063092,0,0,3.887880859,0.089075089
2012-10-30,94.259784800,69.886765622,76.444110369,63.771698047,83.989013265,58.155561349,47.867303156,42.684461670,37.783790894,4.739780619,0,0,0.102431641,1.827425506
2012-10-31,105.088049941,87.968742988,84.804730473,59.521902033,86.426568197,66.571680193,47.701427130,61.446017253,33.875303141,14.285485125,0,0,0,2.779397143
2012-11-01,99.204282522,38.015184074,80.449877394,90.668863388,79.409595846,79.254457796,59.653935295,91.014639486,40.000958455,8.687815657,0,0,1.569446615,0.189404405
2012-11-02,92.459362714,54.509673232,85.990140874,100.130638944,83.702107544,95.328935446,60.637640852,91.357060954,39.492359212,3.284678721,0,0,0,0.124854494
2012-11-03,93.359964095,97.549073580,88.307304641,96.480199886,80.943078512,93.653476268,59.103054895,26.981074626,40.190804850,6.282438052,0,0,0,0.089140208
2012-11-04,89.526737434,89.299493513,84.268820579,97.383405421,73.918697852,95.025447343,58.549856159,6.151137109,45.382712500,6.250075568,0,0,0,0.011958429
2012-11-05,79.774952923,90.094290283,86.695102837,88.106469116,62.461489360,91.144423433,61.530526724,53.450692546,53.069561971,3.738285492,0,0,0,4.410670446
2012-11-06,124.812597771,92.412792788,86.816312444,100.548563503,58.998584900,111.804542441,64.999035438,28.196369629,32.166987915,4.088028922,0,0,0,11.040729345
2012-11-07,114.972006414,95.130607532,88.798297076,103.431192367,42.234488017,79.918635148,61.273516937,25.922616374,14.982783610,10.754007063,0,0,0,10.532947857
2012-11-08,118.031313152,90.389966710,84.172103182,101.662808550,82.452560018,72.666878577,65.113534843,61.450593262,18.338116455,11.287589370,0,0,0.259547526,10.121282351
2012-11-09,114.856750338,88.431322504,83.315944216,94.246408420,85.865220947,49.732291437,65.972707458,38.239593099,13.371527710,12.575332327,0,0,0.239583333,6.237275119
2012-11-10,96.343904895,90.791319367,88.772838806,77.531443323,85.330267944,58.489868440,62.667057379,77.759376628,23.328523356,14.933676906,0,0,0,17.354887589
2012-11-11,76.810634714,90.515112707,84.534804277,55.933882251,81.990112305,41.211259251,62.900430723,32.335485840,28.134060465,27.471235697,0,0,0,1.816902054
2012-11-12,98.400787565,86.748395780,70.483845374,91.013150216,80.502712809,77.607026514,60.889787759,48.161865234,23.946176351,17.797287030,0,0,0,1.220363929
2012-11-13,122.376947958,95.385631953,89.880699354,73.434773172,77.989551799,69.013067914,62.078301897,81.015914307,37.087284953,15.760513238,0,0,0.822337240,0.120521101
2012-11-14,122.004548680,95.850219088,88.614382251,73.400383041,68.236147563,68.015032304,59.912949095,87.392244466,26.298850911,19.949740471,0,0,0.274596354,0.651890357
2012-11-15,117.148383706,95.893935949,86.382002383,49.711250743,63.924899394,61.835790372,59.495966720,61.530854085,29.301925049,19.580058396,0,0,0,1.282663810
2012-11-16,119.210184898,44.802756870,90.580156660,54.551145743,79.067491252,44.170898116,64.442959360,34.708982340,37.929980876,16.885784998,0,0,0,0.126357202
2012-11-17,112.833065855,12.064292203,89.954495330,50.999774200,67.455096334,76.391190891,65.648384017,70.034758301,34.642623494,21.148599767,0,0,0,6.077880863
2012-11-18,103.870694628,85.174181832,89.607814167,53.714842323,44.554805094,53.752820031,65.363881987,28.147235107,37.715865275,18.508145616,0,0,0,5.802200238
2012-11-19,107.578408496,97.437831932,88.678048747,52.150314933,85.401118571,60.120389053,62.422791970,69.782705485,32.751216227,14.805546678,0,0,2.090276693,6.880405446
2012-11-20,115.276384583,96.905432762,87.916456421,72.844587155,76.762626953,58.932093825,62.437086191,73.615505371,26.069733683,18.822530875,0,0,0.274306641,0.007723690
2012-11-21,98.731209238,96.792669559,87.317695617,69.423472192,62.836981303,49.203998803,54.475216790,81.501292725,28.817947795,30.395732619,0,0,0.281393229,0.091226845
2012-11-22,117.297145980,94.924854508,85.931483614,88.277703850,44.489560445,34.883134343,63.000480123,74.871057129,16.752947795,34.819155323,0,0,0,0.089179226
2012-11-23,90.307057659,98.757796242,86.976728046,66.409986281,68.786340637,17.259979007,69.719006101,33.245994873,14.699047241,32.476729305,0,0,0,0.089161369
2012-11-24,91.332594280,93.151074396,86.985977588,82.489310301,78.624791768,37.890485366,68.732690603,51.907669271,30.556509196,20.560290404,0,0,0.099827474,0.089129613
2012-11-25,125.443400539,92.001795653,86.121144881,87.087753809,66.179832052,46.159493254,69.679484766,81.770788167,37.404464315,14.402567274,0,0,0,0.047774315
2012-11-26,125.588372189,94.112984768,51.477239444,90.880267092,76.496134542,38.732266425,64.396819884,81.283998617,45.197392171,30.170616615,0,0,0,9.277987351
2012-11-27,104.060828706,67.779215070,37.076908769,88.797148933,76.327241007,51.953618523,64.220291737,67.627541097,31.564399414,40.858594736,0,0,0,7.244467679
2012-11-28,118.970249577,25.221159526,86.779238691,56.259424936,66.848632711,46.901209944,64.772842304,83.607647298,18.378711548,45.173795277,0,0,0.971930339,3.443837649
2012-11-29,101.003717368,58.772948975,87.639227603,50.541658669,75.045073344,44.811329826,64.119757955,71.954870199,31.271005046,37.724659880,0,0,1.073206380,12.066727738
2012-11-30,94.823042167,96.900709133,89.399784567,71.161337061,69.906254476,38.973085956,62.301132535,79.473993734,32.345242106,25.896162208,0,0,0.227141927,13.980958988
2012-12-01,95.246151218,92.621052052,84.910916341,56.919856170,63.771886698,20.610101813,56.118377018,74.684344482,31.885810140,12.585520932,0,0,0,0.021428571
2012-12-02,95.209881194,92.419108567,86.749861210,88.413851193,61.090251058,29.614634828,58.570433522,93.724943848,14.306536865,10.868217724,0,0,0,0.016811518
2012-12-03,128.084724232,75.884481093,90.183168562,88.844453343,56.346353658,37.093402594,53.595380331,83.317653809,26.361748657,8.971718060,0,0,0,0.000251994
2012-12-04,127.798915792,58.866306272,83.715955655,89.262101002,48.953310140,40.338579966,49.516180653,49.985025228,31.562251383,11.927442886,0,0,0.126158854,0
2012-12-05,116.560916545,88.544195786,88.143501731,80.472017373,48.414903158,42.754441060,45.286657393,86.192320150,18.179918213,20.691752683,0,0,0.037037760,0
2012-12-06,128.119410227,79.875238933,87.779928306,86.930557470,40.203124695,45.177137403,46.973984054,60.103894857,36.293375854,22.807344440,0,0,0,0.000740089
2012-12-07,114.875902330,96.296214846,85.365919762,83.480437137,36.154757894,44.570069923,50.723349197,84.450954183,47.765692546,22.403509706,0,0,2.008102214,0.035129881
2012-12-08,100.005788702,95.221295997,89.411184598,66.864470621,36.080698039,27.864534183,50.362930956,79.072247314,41.831457316,16.717031546,0,0,1.947047526,2.273469524
2012-12-09,103.154994649,90.200776352,84.322217670,46.644381218,71.783451742,27.505604706,51.332870066,29.907090251,34.492521973,14.605135535,0,0,0.186920573,0.097054375
2012-12-10,102.342846407,91.347971197,88.589902582,71.837876545,68.146516317,30.580653028,52.090403194,48.567283529,62.015914714,11.119528488,0,0,0,0.179461310
2012-12-11,116.076418226,85.916139124,89.854681578,74.031452446,72.207225647,41.338784244,51.968963582,56.957998861,35.302395020,10.306068399,0,0,0,0.106093750
2012-12-12,108.964377285,90.867508016,92.094909774,83.271808432,73.751015320,51.660735521,52.777583112,37.523763428,52.744538574,24.277330532,0,0,2.218460286,2.976806518
2012-12-13,117.306834962,87.842590507,89.180249149,94.960284844,71.011001790,52.129868605,51.741527039,24.256971842,25.082460531,34.418323962,0,0,10.400315755,0.350623750
2012-12-14,80.527055374,92.002367828,89.448837937,87.314966674,77.427865397,44.380158540,51.097395950,25.331461995,16.225093180,44.263371705,0,0,5.512151693,2.285871964
2012-12-15,73.725828499,97.852439768,89.696734272,90.885721988,75.766570231,33.190848819,53.343500082,44.384593506,10.533402100,28.941480923,0,0,0,0.617657232
2012-12-16,58.454018718,96.460699560,89.484238235,59.887052644,70.056952922,29.545265373,53.078606115,71.038773193,8.231228434,28.626718553,0,0,0,0.014285714
2012-12-17,43.231348977,93.587814353,84.602980686,56.110016468,75.659433085,73.882792132,51.497642136,28.135616048,14.749204102,41.046713226,0,0,0,0.018749196
2012-12-18,57.647509392,95.583807715,73.382302279,78.887378840,73.730997416,79.268327788,52.125296811,59.973415527,26.029974976,36.905289516,0,0,1.191695964,0.018196905
2012-12-19,80.168095456,84.390625989,82.280128700,27.014352728,76.866561483,79.985035697,52.605429906,57.606038411,7.041852010,17.656898970,0,0,0.625722656,0.075952798
2012-12-20,120.751693569,79.178247011,89.872844278,31.528808894,79.868422038,80.847318315,57.855426815,12.934588623,35.242824707,21.353618805,0,0,0,0.015993065
2012-12-21,97.841424162,90.489912903,83.226754518,77.664036256,63.351757100,52.752418188,56.525395495,24.061351318,45.293258057,17.198530421,0,0,0.826679688,0.008387083
2012-12-22,105.501236061,97.713625689,86.070759416,66.119084119,69.205824076,66.633194803,58.458159644,35.623653158,43.065068156,12.561855469,0,0,8.356914063,0.088335476
2012-12-23,102.019625232,97.991304416,83.626096793,32.539448019,64.744081726,53.870254201,60.474156460,67.571460775,36.657574870,11.771341738,0,0,1.524160156,0.088289702
2012-12-24,114.440193383,98.429030815,80.945856775,13.779943148,62.000190023,37.139343101,59.278224559,10.274884033,43.908144531,12.721933101,0,0,10.777054036,0.348399554
2012-12-25,79.548619149,98.396518330,86.417522654,17.438423473,65.454666850,33.999449695,54.143960025,12.786250000,33.303005575,17.358134470,0,0,4.982350260,0.087646845
2012-12-26,79.645205888,96.461469830,81.459500120,34.248150801,67.920184123,56.278347991,59.983188865,8.358750814,47.761103923,21.469740767,0,0,8.346064453,0.024152857
2012-12-27,96.257477679,93.752224998,81.390725263,32.160246885,65.774988200,55.765013867,58.508671613,4.182580973,46.166639608,23.462187007,0,0,12.371673177,0.088177589
2012-12-28,97.848142809,98.205805941,87.670561715,48.826257855,61.969539083,44.325010207,37.427556749,56.362386068,54.059977214,25.170757083,0,0,19.865162760,0.087934196
2012-12-29,73.258082849,97.461395514,84.097927398,31.353097141,39.850016581,43.475908102,9.478467887,91.663647054,51.226065063,6.732209300,0,0,11.789208984,0.019436101
2012-12-30,58.478597723,97.366187328,81.282539665,27.198955668,32.669476624,37.025125749,0,72.987991943,67.266909180,6.698758385,0,0,35.262587891,0
2012-12-31,65.560569150,94.710180546,77.750373138,24.188781921,28.957420044,34.198674698,0,55.348470459,62.703043823,11.037379064,0,0,50.791376953,0
2013-01-01,70.309634900,88.776381478,84.275550329,24.167804713,24.112702637,32.048316855,0,5.523699544,52.740722453,41.865249665,0,0,0,0
2013-01-02,85.941302910,96.310446373,59.705777657,42.275972545,45.435614726,44.150693985,0,37.714463704,55.730360107,50.855192353,0,0,0,0
2013-01-03,63.091395572,95.279202766,64.899718947,66.639004755,57.191514791,54.970631308,0,57.115577799,45.790043335,57.749478378,0,0,0,0
2013-01-04,54.050380291,92.248569502,58.446011781,60.441012884,53.394954224,65.548832033,12.969137621,70.907777913,27.320217285,61.307217093,0,0,0,0.000546875
2013-01-05,30.291847397,93.573921888,59.608369888,39.856994380,50.601112874,43.444675481,59.429982736,52.596055501,8.946261800,47.031846492,0,0,0,0
2013-01-06,33.584072616,82.581245859,45.521662551,32.791082306,50.387347616,20.953029459,66.912760125,81.732467041,11.749195150,59.604091994,0,0,0,0.003533393
2013-01-07,35.918722500,95.199804938,54.270047313,50.380761606,53.676746114,41.213398952,57.413441758,57.042381592,14.975355632,73.068835030,0,0.000074951,0,0.162604821
2013-01-08,47.915505815,96.814288877,66.309250078,63.269670845,45.971492310,54.485972903,45.462341534,49.323767497,9.348601278,84.056300801,0,3.299286079,0,0.032707827
