,[100] Wall Hours: Per Job,[101] Wall Hours: Per Job,[102] Wall Hours: Per Job,[103] Wall Hours: Per Job,[104] Wall Hours: Per Job,[105] Wall Hours: Per Job,[106] Wall Hours: Per Job,[107] Wall Hours: Per Job,[108] Wall Hours: Per Job,[109] Wall Hours: Per Job,[10] Wall Hours: Per Job,[110] Wall Hours: Per Job,[111] Wall Hours: Per Job,[112] Wall Hours: Per Job,[113] Wall Hours: Per Job,[114] Wall Hours: Per Job,[115] Wall Hours: Per Job,[116] Wall Hours: Per Job,[118] Wall Hours: Per Job,[119] Wall Hours: Per Job,[11] Wall Hours: Per Job,[120] Wall Hours: Per Job,[122] Wall Hours: Per Job,[123] Wall Hours: Per Job,[124] Wall Hours: Per Job,[125] Wall Hours: Per Job,[126] Wall Hours: Per Job,[127] Wall Hours: Per Job,[128] Wall Hours: Per Job,[129] Wall Hours: Per Job,[12] Wall Hours: Per Job,[130] Wall Hours: Per Job,[131] Wall Hours: Per Job,[132] Wall Hours: Per Job,[133] Wall Hours: Per Job,[134] Wall Hours: Per Job,[135] Wall Hours: Per Job,[136] Wall Hours: Per Job,[137] Wall Hours: Per Job,[138] Wall Hours: Per Job,[13] Wall Hours: Per Job,[140] Wall Hours: Per Job,[141] Wall Hours: Per Job,[142] Wall Hours: Per Job,[143] Wall Hours: Per Job,[144] Wall Hours: Per Job,[145] Wall Hours: Per Job,[148] Wall Hours: Per Job,[149] Wall Hours: Per Job,[14] Wall Hours: Per Job,[150] Wall Hours: Per Job,[151] Wall Hours: Per Job,[152] Wall Hours: Per Job,[153] Wall Hours: Per Job,[155] Wall Hours: Per Job,[156] Wall Hours: Per Job,[157] Wall Hours: Per Job,[158] Wall Hours: Per Job,[15] Wall Hours: Per Job,[160] Wall Hours: Per Job,[161] Wall Hours: Per Job,[162] Wall Hours: Per Job,[163] Wall Hours: Per Job,[165] Wall Hours: Per Job,[166] Wall Hours: Per Job,[167] Wall Hours: Per Job,[168] Wall Hours: Per Job,[16] Wall Hours: Per Job,[170] Wall Hours: Per Job,[172] Wall Hours: Per Job,[173] Wall Hours: Per Job,[175] Wall Hours: Per Job,[176] Wall Hours: Per Job,[178] Wall Hours: Per Job,[179] Wall Hours: Per Job,[17] Wall Hours: Per Job,[180] Wall Hours: Per Job,[181] Wall Hours: Per Job,[182] Wall Hours: Per Job,[183] Wall Hours: Per Job,[185] Wall Hours: Per Job,[186] Wall Hours: Per Job,[188] Wall Hours: Per Job,[189] Wall Hours: Per Job,[18] Wall Hours: Per Job,[190] Wall Hours: Per Job,[192] Wall Hours: Per Job,[193] Wall Hours: Per Job,[195] Wall Hours: Per Job,[196] Wall Hours: Per Job,[199] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[200] Wall Hours: Per Job,[201] Wall Hours: Per Job,[203] Wall Hours: Per Job,[204] Wall Hours: Per Job,[205] Wall Hours: Per Job,[206] Wall Hours: Per Job,[207] Wall Hours: Per Job,[208] Wall Hours: Per Job,[209] Wall Hours: Per Job,[20] Wall Hours: Per Job,[210] Wall Hours: Per Job,[211] Wall Hours: Per Job,[212] Wall Hours: Per Job,[213] Wall Hours: Per Job,[214] Wall Hours: Per Job,[215] Wall Hours: Per Job,[216] Wall Hours: Per Job,[217] Wall Hours: Per Job,[218] Wall Hours: Per Job,[219] Wall Hours: Per Job,[21] Wall Hours: Per Job,[220] Wall Hours: Per Job,[221] Wall Hours: Per Job,[222] Wall Hours: Per Job,[223] Wall Hours: Per Job,[224] Wall Hours: Per Job,[225] Wall Hours: Per Job,[226] Wall Hours: Per Job,[227] Wall Hours: Per Job,[22] Wall Hours: Per Job,[230] Wall Hours: Per Job,[232] Wall Hours: Per Job,[233] Wall Hours: Per Job,[235] Wall Hours: Per Job,[236] Wall Hours: Per Job,[238] Wall Hours: Per Job,[239] Wall Hours: Per Job,[23] Wall Hours: Per Job,[240] Wall Hours: Per Job,[241] Wall Hours: Per Job,[243] Wall Hours: Per Job,[244] Wall Hours: Per Job,[245] Wall Hours: Per Job,[247] Wall Hours: Per Job,[248] Wall Hours: Per Job,[249] Wall Hours: Per Job,[24] Wall Hours: Per Job,[250] Wall Hours: Per Job,[251] Wall Hours: Per Job,[252] Wall Hours: Per Job,[253] Wall Hours: Per Job,[254] Wall Hours: Per Job,[255] Wall Hours: Per Job,[256] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[288] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[37] Wall Hours: Per Job,[38] Wall Hours: Per Job,[390] Wall Hours: Per Job,[39] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[41] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[49] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[51] Wall Hours: Per Job,[52] Wall Hours: Per Job,[53] Wall Hours: Per Job,[54] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[58] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[61] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[66] Wall Hours: Per Job,[67] Wall Hours: Per Job,[68] Wall Hours: Per Job,[69] Wall Hours: Per Job,[6] Wall Hours: Per Job,[70] Wall Hours: Per Job,[71] Wall Hours: Per Job,[72] Wall Hours: Per Job,[73] Wall Hours: Per Job,[74] Wall Hours: Per Job,[75] Wall Hours: Per Job,[76] Wall Hours: Per Job,[77] Wall Hours: Per Job,[78] Wall Hours: Per Job,[79] Wall Hours: Per Job,[7] Wall Hours: Per Job,[80] Wall Hours: Per Job,[81] Wall Hours: Per Job,[82] Wall Hours: Per Job,[83] Wall Hours: Per Job,[84] Wall Hours: Per Job,[85] Wall Hours: Per Job,[86] Wall Hours: Per Job,[87] Wall Hours: Per Job,[88] Wall Hours: Per Job,[89] Wall Hours: Per Job,[8] Wall Hours: Per Job,[90] Wall Hours: Per Job,[91] Wall Hours: Per Job,[92] Wall Hours: Per Job,[93] Wall Hours: Per Job,[94] Wall Hours: Per Job,[95] Wall Hours: Per Job,[96] Wall Hours: Per Job,[97] Wall Hours: Per Job,[98] Wall Hours: Per Job,[99] Wall Hours: Per Job,[9] Wall Hours: Per Job
2015-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.25293636,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.405,0.0,6.20666667,2.73024476,0.0,9.4298875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,12.6947,0.0,0.0,0.0,0.0,,0.0,,0.0,12.26997692,0.0,0.0,0.0,0.0,0.11305,0.0,,9.1354,5.05545655,,0.0,0.0,0.0,,0.5403,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.96544286,0.0,0.0,,0.0,0.0,0.0,19.3864,5.14946788,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.09971842,,0.0,,0.0,0.0,,0.0,2.83855625,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.1971125,0.0,0.0,0.0,0.0,,0.0,3.37288333,0.0,1.41143333,0.0,,18.7433,14.2194,3.5734509,20.3961,0.0,7.81202353,0.0,0.0,18.20195,0.0,0.0,0.0,,0.0,2.28211538,0.125975,0.0,0.0,0.0,0.0,7.915075,0.0,0.0,0.0,0.0,3.24846575,13.9608,0.0,0.0,0.0,0.0,0.0,21.8497,0.0,0.0,0.0,2.55068947,0.0,0.0,0.0,0.8075,3.457075,1.375,0.0,0.0,0.0,,4.90585556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06585,2.7453,0.0,0.0,0.0,18.5244,0.0,0.0,0.0,0.0,,2.86066696,0.0,0.0,0.0,0.0,0.0,0.0,7.42094,0.0,0.0,0.0,6.42978
2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.8462375,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5269,0.0,9.2758,2.67424667,0.0,8.24251111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0389,0.0,0.0,0.0,0.0,,0.0,,0.0,9.21619286,1.39323333,0.0,0.0,0.54546667,0.2864,0.0,,3.3175,5.94519568,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,19.715,0.0,0.0,,0.0,0.0,0.0,4.6217,5.83008312,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.97536667,,0.0,,0.0,0.0,,0.0,1.20362667,0.0,0.0,0.0,0.0,,,0.0,0.0358,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.56473333,0.0,0.0,0.0,0.0,,0.0,9.328325,0.0,1.06734,14.69,,13.3847,22.4919,5.42861993,4.29918,0.0,7.63106364,0.0,8.98095,11.5042,0.0,0.0,0.0,,0.0,1.62442043,0.0325,0.0,0.0,0.0,9.6497,0.0,0.0,2.673725,0.11536667,0.0,4.47658117,18.51579286,0.0,0.0,0.0,3.6242,0.0,8.42095,0.0,0.0,0.0,2.95518788,1.48993333,0.0,0.0,2.01375,5.00111111,24.0,0.0,0.0,0.0,,5.57204516,0.0,0.0,0.0,0.3212,0.0,19.1983,0.0,0.0,0.0,0.0,3.039375,1.2725,0.0,0.0,0.0,15.8342,0.0,0.0,0.0,0.0,,4.031294,0.0,0.0,0.0,0.0,0.0,0.0,9.67595,0.0,0.0,0.0,3.83738333
2015-10-28,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.85155833,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535,0.0,0.935,2.59518,0.0,12.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,1.883825,0.0,0.0,0.0,0.0,,0.0,,0.7583,9.42337143,0.0447,0.0,0.0,1.3329,0.2961,0.0,,11.4869,1.97453925,,0.0,0.0,0.0,,0.5367,0.0,0.0617,0.0,0.40852222,0.0,,0.0,0.0,0.0,,13.9667,0.0,0.0,,0.0,0.0,0.0,22.0544,4.63330866,0.0136,0.0,0.0,,0.0,0.0,,0.0,0.0,1.40636333,,0.0,,0.0,0.0,,0.0,1.06494412,0.0,0.0,0.0,0.0,,,0.0,0.0508,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.99265,0.0,0.0,0.0,0.0,,0.0,4.59418,0.0,2.02348,0.0922,,11.39583333,6.57515,4.12083767,8.0124,0.0,6.61655429,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,1.51930593,0.0178,0.0,0.0,0.0,0.0,14.14855,0.0,4.24515,0.11357143,0.0,6.09628528,14.19516,0.0,0.0,0.0,0.0,0.0,6.5365,0.0,0.0,0.0,2.04949608,0.0086,0.0,0.0,0.2673,4.5341,22.6306,0.0,0.0,0.0,,5.2752625,0.0,0.0,0.0,0.8897,0.0,20.2594,0.0,0.0,0.0,0.0,1.52995,1.23094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.94175122,0.0,0.0,0.0,0.0,0.0,0.0,16.40686667,0.0,0.0,0.0,7.42802857
2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.03579259,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52715,0.0,24.0,8.4750875,0.0,13.1399375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844,0.0,,,0.0,,,,0.0,0.1894,0.0,0.0,0.0,,0.0,,0.0,4.63487692,0.0,0.0,0.0,1.3779,0.0,0.0,,21.9717,3.80658533,,0.0,0.0,0.0,,0.0,0.0,0.4642,0.0,0.424825,0.0,,0.0,0.0,0.0,,16.08938333,0.0,0.0,,0.0,0.0,0.0,7.2403,3.69568295,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,4.92484737,,0.0,,0.0,0.0,,0.0,1.99587143,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,5.71896667,2.0251,0.0,0.0,0.0,,0.0,0.05270619,0.0,3.29375,0.0,,17.215,24.0,5.12406961,8.64655,0.0,2.20056875,0.0,0.0,3.1303,0.0,0.0,0.5256,,0.0,4.36157097,5.3431,0.0,0.0,0.0,0.0,22.19618333,0.0,2.3967,0.9275,0.0,7.1687834,24.0,0.0,0.0,0.0,0.0,0.0,3.8932,0.0,0.0,0.0,2.27245075,0.3517,0.0,0.0,0.0,5.575135,0.0,0.0,0.0,0.0,,8.48458769,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.34547,3.7513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.91566871,0.0,0.0,0.0,0.0,0.0,0.0,13.117775,0.0,0.0,0.0,8.0428375
2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.81789032,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9078,0.0,17.3989,3.228,0.0,10.07676818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7675,0.0083,0.0,,,0.0,,,,0.54252973,0.1519,0.0,0.0,0.0,,0.0,,0.0,7.09525,0.0,0.0,0.0,1.49265,0.0,0.0,,2.47845,2.99711405,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.47708333,0.0,,0.0,0.0,0.0,,17.81785,0.0,0.0,,0.0,0.0,0.0,11.4739,4.87099612,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.361475,,0.0,,0.0,0.0,,0.0,1.607705,0.0,0.0,0.0,0.0,,,0.0,6.9669,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.4458,2.3412,0.0,0.0,0.0,,0.0,0.37951852,0.01233333,0.0,0.0,,13.90405,10.7107,4.35765619,1.52479286,0.0,3.00924359,0.0,0.0,10.5494,11.54993333,0.0,0.0,,0.0,8.14306,9.61725556,0.0,0.0,0.0,0.0,7.84623846,0.0,3.93526667,1.07765,0.0,6.03695,8.17601667,0.0,0.0,0.0,0.0,0.0,22.11875,0.0,0.0,0.0,3.85024667,0.0,0.0,0.0,0.0,7.91088,20.6719,0.0,0.0,0.0,,3.02808133,0.0,0.0,0.0,0.0,0.0,3.7444,0.0,0.0,0.0,0.0,1.41046957,1.835425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.62782364,0.0,0.0,0.0,0.0,0.0,0.0,5.4865,0.0,0.0,0.0,5.5205913
2015-10-31,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.52678451,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7931,0.0,22.165,8.944425,0.0,18.08673158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2339,0.0067,0.0,,,0.0,,,,12.4275,0.0,0.0,0.0,0.0,,0.0,,0.0,6.3449,0.0,0.0,0.0,1.6279,0.0,0.0,,21.0808,2.9429975,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.16395,0.0,,0.0,0.0,0.0,,4.85388571,0.0,0.0,,0.0,0.0,0.0,20.3436,4.89562439,0.015,0.0,0.0,,0.0,0.0,,0.0,0.0,14.21572727,,0.0,,0.0,0.0,,0.0,1.8204619,0.0,0.0,0.0,0.0,,,0.0,3.19235,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,12.42651667,0.0,0.0,0.0,0.0,,0.0,9.7625,0.0,0.0,0.0,,6.94235,20.8258,6.23377863,10.14532857,0.0,5.95611509,0.0,3.77201667,24.0,20.50665,0.0,0.0,,0.0,12.21246429,3.4143,0.0,0.0,0.0,0.0,15.95128,0.0,0.0,16.315,0.0,7.22482179,0.0,0.0,0.0,0.0,0.0,0.0,12.43165,1.4961,0.0,0.0,5.58124722,0.5424,0.0,0.0,0.0,4.03832821,24.0,0.0,0.0,0.0,,1.9725569,0.0,0.0,0.0,0.0,0.0,19.8469,0.0,0.0,0.0,0.0,5.95735,2.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.08853776,0.0,0.0,0.0,0.0,0.0,0.0,15.0185,0.0,0.0,0.0,11.43398
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.89226486,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819,0.0,20.8672,23.3436,0.0,13.50359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6389,0.0,,,0.0,,,,13.8606,0.0,0.0,0.0,0.0,,0.0,,0.0,10.82816667,0.0,0.0,0.0,1.35851667,0.0,0.0,,0.5786,2.34726847,,0.0,0.0,0.0,,0.0,0.0,0.19406667,0.0,0.0,0.0,,0.0,0.0,0.0,,25.0,0.0,0.0,,0.0,0.0,0.0,7.6103,4.54301083,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,6.4474,,0.0,,0.0,0.0,,0.0,1.6249,0.0,0.0,0.0,0.0,,,0.0,19.9728,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,7.10518462,0.0,0.0,0.0,0.0,,0.0,14.3822,19.8689,0.0,0.0,,25.0,10.64335,4.39051186,2.83207826,0.0,10.723555,0.0,1.0455625,8.7872,8.5167,0.0,0.0,,2.35943333,6.49745556,0.0,0.0,0.0,0.0,0.0,19.5118,0.0,6.005,15.0021,0.0,7.52039404,0.0,0.0,0.0,0.0,0.0,0.0,12.7143,0.0,0.0,0.0,4.87787037,0.285975,0.0,0.0,0.0,7.54401111,3.3325,0.0,0.0,0.0,,2.74375195,0.0,0.0,0.0,1.78165,0.0,19.9669,0.0,0.0,0.0,0.0,11.7053,2.11258571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1286506,0.0,0.0,0.0,0.0,0.0,0.0,12.01165,0.0,0.0,0.0,6.62397895
2015-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.29473333,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1208,0.0,0.0,0.0,0.0,0.0894,0.01102222,0.0,5.13066667,0.0,16.75167273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3639,0.0,,,0.0,,,,1.25853333,0.0,0.0,0.0,0.0,,0.0,,0.0,0.55736667,0.0,0.0,0.0,1.2818,0.0,0.0,,23.4289,1.27974661,,0.0,0.0,0.0,,0.0,0.0,0.00665,0.0,0.25055,0.0,,0.0,0.0,0.0,,18.24528,0.0,0.0,,0.0,0.0,0.0,12.4392,4.13165067,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,5.07936667,,0.0,,0.0,0.0,,0.0,1.99376875,0.0,0.0,0.0,0.0,,,0.0,0.15713333,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.70084,0.0,0.0,0.0,0.0,,0.0,8.9897,24.0,3.1758,0.0,,5.1681,11.5542,1.66601121,5.31870769,0.0,6.94613556,0.0069,0.7678,4.5922,0.0,0.0,0.0,,5.8083,0.91921282,0.0,0.0,0.0,0.0,0.0,14.71845,0.0,4.9451,6.6847,0.0,4.6507232,0.0,0.0,0.0,0.0,0.0,0.0,11.5901,0.0,0.0,0.0,5.771625,0.06240667,0.0,0.0,0.27886111,3.156245,0.0,0.0,0.0,0.0,,2.660464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8225,4.041475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.31541135,0.0,0.0,0.0,0.0,0.0,0.0,7.509725,0.0,0.0,0.0,1.92083913
2015-11-03,1.05363333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.62796087,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1432,0.0,3.1433,3.8596,0.0,1.93327368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31296667,0.0,0.0,,,0.0,,,,3.1431,0.0,0.0,0.0,0.0,,0.0,,0.0,3.1428,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.08839394,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.1428,1.60796133,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.98373077,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0608125,0.0,0.0,3.1436,0.0,,0.0,1.0528,1.38483333,0.0,0.0,,3.1428,3.1428,1.4258493,3.84535,0.0,1.93909412,0.0,2.78225714,3.1433,3.1433,0.0,0.0,,0.0,3.19898,0.0,0.0,0.0,0.0,0.0,2.1017,0.0,0.8789,3.1433,0.0,1.09672588,0.0,0.0,0.0,0.0,0.0,0.0,0.6978,0.0,0.0,0.0,2.39502,0.3191375,0.0,0.0,0.1561,0.82493333,3.1433,0.0,0.0,0.0,,2.09647059,0.0,0.0,0.0,0.0,0.0,3.1433,0.0,0.0,0.0,0.0,0.521475,2.23213333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.84908049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64168
2015-11-04,2.05414545,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.63896949,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43085,0.0,24.0,2.367,0.0,16.4479381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,,,0.0,,,,3.2337,0.3511,0.0,0.0,0.0,,0.0,,0.0,13.28015,0.0,0.0,0.0,0.0,0.0,0.0,,10.0539,4.69285511,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.60894,0.0,0.0,,0.0,0.0,0.0,20.8614,3.26179253,0.0114,0.0,0.0,,0.0,0.0,,0.0,0.0,7.81578667,,0.0,,0.0,0.0,,0.0,0.13833333,0.0,0.0,0.35199375,0.0,,,0.0,12.065,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,9.25804667,0.0,0.0,13.1247,0.0,,0.0,4.05428,0.0,0.4358,0.0,,24.0,24.0,3.33184744,5.48694444,0.0,5.25299412,0.0,6.26045,24.0,24.0,0.0,0.0,,0.0,1.48779412,0.23585,0.0,0.0094,0.0,0.0,23.9839,0.0,0.0,24.0,0.0,4.5967372,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.89937879,0.22341446,0.0,0.0,0.19036667,2.04855833,24.0,0.0,0.0,0.0,,6.25094643,0.0497,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,7.99676667,7.21806667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.20429667,0.0556,0.046665,0.0,0.0,0.0,0.0,0.772625,0.0,0.0,0.0,10.73437
2015-11-05,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.250347,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.865,0.0,5.9121,9.86551429,0.0,17.771495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,,,0.0,,,,9.7654,0.0,0.0,0.0,0.0,,0.0,,0.0,6.56528,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.10014286,,0.0,0.0,0.0,,0.0,20.2592,0.0,0.0,0.1547,0.0,,0.0,0.0,0.0,,24.0,0.0,0.0,,0.0,0.0,0.0,11.3758,3.86422477,0.0336,0.0,0.0,,0.0,0.0,,0.0,0.0,13.69375,,0.0,,0.0,0.0,,0.0,0.53671667,0.0,0.0,2.31845,0.0,,,0.0,3.68436667,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,12.01016667,0.0,0.0,0.0,0.0,,0.0406,0.0,0.0,1.68015,0.0,,5.0103,6.365,2.94666908,7.62671538,0.0,5.36216122,0.0,5.42154286,18.7239,20.865,0.0,0.0,,0.0,0.8768232,8.60231667,0.0,0.0,0.0,0.0,21.91,0.0,0.0,20.865,0.0,4.150361,0.0,0.0,0.0,0.0,0.0,0.0,5.357425,0.0,0.0,0.0,0.99252727,0.0901375,0.0,0.0,0.23764167,8.679975,20.865,0.0,0.0,0.0,,2.77736415,0.0,0.0,0.0,4.5539,0.0,11.7794,0.0,0.0,0.0,0.0,6.4208,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5491836,0.0,2.65874,0.0,0.0,0.0,0.0,0.74786667,0.0,0.0,0.0,5.466925
