,[10] Wall Hours: Per Job,[11] Wall Hours: Per Job,[12] Wall Hours: Per Job,[13] Wall Hours: Per Job,[14] Wall Hours: Per Job,[15] Wall Hours: Per Job,[16] Wall Hours: Per Job,[17] Wall Hours: Per Job,[18] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[20] Wall Hours: Per Job,[21] Wall Hours: Per Job,[22] Wall Hours: Per Job,[23] Wall Hours: Per Job,[24] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[37] Wall Hours: Per Job,[38] Wall Hours: Per Job,[39] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[41] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[49] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[51] Wall Hours: Per Job,[52] Wall Hours: Per Job,[53] Wall Hours: Per Job,[54] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[58] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[61] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[66] Wall Hours: Per Job,[67] Wall Hours: Per Job,[68] Wall Hours: Per Job,[6] Wall Hours: Per Job,[70] Wall Hours: Per Job,[71] Wall Hours: Per Job,[72] Wall Hours: Per Job,[7] Wall Hours: Per Job,[8] Wall Hours: Per Job,[9] Wall Hours: Per Job
2015-08-11,12.30688947,0.0,6.83391579,0.0,0.18335,0.0,9.47712083,9.4471,0.0,0.0,3.80658936,1.68102174,0.0,0.53253333,0.0,4.7731,0.0,0.0,0.0,0.0,0.0,3.21305522,5.6482,0.0,20.868075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22370167,1.61611852,0.0,0.0,0.7508,0.0,0.0,0.0,,0.0,0.0,4.51414231,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.59658462,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.31881429,0.0,0.0,8.34843333,0.0,5.93946818,3.1186
2015-08-12,12.11856667,0.0,5.341625,0.0,0.0,0.0,10.19378605,6.15363333,0.0,0.0,4.25044955,6.04987778,0.0,0.0,0.0,1.3668,0.0,0.0,0.0,0.0,0.0,3.7501192,7.3407,0.0,19.64165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75933846,4.55215,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.30975263,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.06063636,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.34364375,0.0,0.0,0.0,6.11875,4.09895,24.0
2015-08-13,12.07891111,6.275475,1.16114211,0.0,0.0,0.0,8.09987568,0.0,0.01012105,0.0,2.43544513,4.03973333,0.0,0.0,0.0,0.16843333,0.0,0.0,0.0,0.0,0.0,3.4779186,9.29372857,0.0,5.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72661268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.67365556,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.55229091,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.71227381,0.0,0.0,4.6436,24.0,4.54325238,19.1064
2015-08-14,4.648808,14.51655,2.66664,0.0,0.0,4.51885,12.31799,0.0,0.00595,0.0,3.07124106,7.48571111,0.0,0.0033,0.0,0.0036,0.0036,0.0,0.0,0.0,0.0,11.04374553,19.26515,0.0,13.68698571,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,10.76221625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.76215833,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.07360909,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.997925,0.0,0.0,11.27085,7.58305,5.42323235,0.0
2015-08-15,7.43173333,6.5242,9.9912,0.0053,0.0,24.0,8.20157692,0.0,0.0,0.0,2.43070346,8.07711,0.0,0.0,0.0,0.14515,0.0,0.0,0.0,0.0,0.0,9.47994831,11.73638,0.0,5.93134286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76665195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.9735,0.0,7.88402083,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.99892222,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.282988,0.0,0.0,8.93926667,1.28414737,8.60116,0.0
2015-08-16,7.53895357,0.0,7.81765,0.148925,0.0,8.9627,12.89176818,0.0,0.0,0.0,3.52452863,17.53922,0.0,0.0,0.0,0.5772,0.0,0.0,0.0,0.0,0.0,5.5598418,22.7878,0.0,5.2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57948101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5486,0.0,7.48964336,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.4018375,2.77333333,,,0.0,0.41776667,0.0,0.0,0.0,0.0,2.48088627,0.0,0.0,17.6375,6.1253125,5.99839737,0.0
2015-08-17,6.71287333,12.4139,2.68625,0.0,0.0,24.0,7.80238,6.693325,0.0,0.0,3.32020611,11.8486,13.8647,0.0,0.0,5.229075,6.5689,0.0,0.0,0.0,0.0,2.76387059,17.6089,0.0,11.99985,0.0,0.0,0.6469,0.0,0.0,0.0,0.0,6.9923458,0.77888462,0.0,0.0,0.0,0.0,0.045275,0.0,,0.0,0.0,6.50824348,0.04984,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.50565946,3.91368,,,0.0,0.0,0.0,0.0,0.0,0.0,2.48113867,0.6428,0.0,2.15973636,12.6117,3.52506545,0.0
2015-08-18,1.60902069,24.0,0.04292,0.42956667,0.0,18.17165,11.69296,0.250825,14.8733,0.0,1.14554245,0.0,2.1127625,0.0,0.0,0.0,8.1522,0.0,0.0,0.0,0.0,4.93465915,8.8375,0.0,1.98867692,0.0,0.0,12.4939,0.2139,0.0,0.0,0.0,9.22393804,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.34630505,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.19472105,24.0,,,0.0,0.00453333,0.0,0.0,0.0,0.0,1.01125429,0.0847,0.7161,2.4256,0.26365455,3.88790286,0.0
2015-08-19,7.728175,9.2496,0.19367778,11.9493,0.0,5.410625,9.9857,0.3856,3.06713333,0.0,4.30666512,2.7290875,8.21578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87424913,10.6614,0.0,4.3254,0.0,0.0,0.0,3.4992,0.0,0.0,0.0,9.55097284,7.0325,0.0,0.0,0.0,0.0,0.0,0.0,,1.0271875,0.0,5.72096029,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.789156,14.5528,,,0.0,0.0,0.0,0.0,0.0,0.0,3.1851767,0.0,0.0,4.28852857,7.7275,7.89046364,0.6025
2015-08-20,7.789595,24.0,2.2711625,24.0,0.0,5.1544,10.293804,0.0,5.65186667,0.0192,2.6365186,2.47911818,7.78126667,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2509727,17.31095,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6031,7.86434,0.0,0.02695,0.0,0.0,0.0,0.0,,0.5066,0.0,6.5480032,0.0,0.0,0.0,,0.0,0.0,0.00735,0.0,0.0356,,10.47971429,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.7513069,0.0,0.0,2.95918,24.0,8.65904,0.0028
2015-08-21,6.85286667,8.1297,8.44017778,11.99235,0.0,24.0,10.06932381,0.0,0.0,0.0,5.50440221,4.04166923,11.99805,0.0,0.0,1.3108,0.0,0.0,0.0,0.0,0.0,4.03098123,11.1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71701224,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004575,0.0,7.83205854,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.9373,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.87616452,0.0,0.0,9.37778,9.40415,2.481796,0.89662
2015-08-22,3.31355,13.4572,6.15764118,24.0,0.0,8.774775,12.69044375,0.0,0.658475,0.0,7.6272617,5.29891818,6.349925,0.0753,0.0,5.37162,4.2651,0.0,0.0,0.0,0.0,5.20892393,2.15972222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88501714,14.78776667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.04587107,0.0,0.0,0.0,,0.10905,0.0,0.0,0.0,0.0,,6.9622,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.55775556,0.0,0.0,21.9644,7.1042,5.21692105,1.14237059
2015-08-23,0.0,24.0,5.871055,13.7783,0.0,24.0,10.45514667,0.0,2.326325,0.0,8.18617117,11.21031667,9.2072,0.0,0.0,0.1206,11.9997,0.0,0.0,0.0,0.0,5.05067511,8.3983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0153,7.5724,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.73870642,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.67823333,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.80484324,0.0,0.0,0.0,6.2186,7.261045,0.0
2015-08-24,1.5282,4.5822,6.94823889,0.016875,0.51172,5.2511,6.0836087,0.0,0.9654875,0.0,6.74814036,5.76324,0.0,0.0,0.0,4.52656667,11.99985,2.2775,0.0,0.0,0.0,3.0645847,1.16598667,0.0,1.0842,0.0,0.0,0.0,1.29733333,0.0,0.0,0.0,8.0998087,13.4737,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.31694328,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0074359,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.66291558,0.0,0.0,2.771575,1.80635556,3.5043386,0.00666667
2015-08-25,0.7481,0.0,3.51751333,0.0,12.38405,10.7708,6.47968571,2.58924286,0.89085,0.03735,6.60045381,3.72583333,0.0,1.2675,0.0,7.27642857,10.73625,5.9075,0.6847,0.0,0.0,1.18442956,2.0842625,0.0,11.32676667,0.0,0.0,0.0,6.9706,0.0,0.0,0.0,6.09910833,9.04174,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.98655763,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.33754,0.6711,,,0.0,0.0,0.0,0.0,0.0,0.0,4.80442353,0.0,0.0,6.02821111,2.0325,5.27798056,0.0
2015-08-26,2.60947917,0.0,9.21984286,0.3133,7.30173333,2.048,1.28167143,0.0375,0.0,1.49146667,5.24973417,6.7356875,2.45433333,8.3352,0.0,3.28568182,15.415,0.0,0.0,0.0,0.0,3.72709274,0.69729362,0.0,4.9288875,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.591,2.53166667,0.0,0.0,0.0,0.0,0.0,0.0,,2.2803,0.0,8.2178063,0.00504286,0.0,0.0,,0.0,0.0543,0.0,0.0,0.0,,1.01150909,0.8439,,,0.0,0.77146667,0.0,0.0,0.0,0.0,16.40812857,0.0,0.0,9.5971,6.07397143,2.19038222,2.36276667
2015-08-27,10.4668125,0.6914,6.50992174,1.4714,1.0474,0.0,2.21181429,0.0,0.0,3.34226667,3.77927398,4.92938824,0.0,0.0972,0.0,1.78434444,11.9972,2.4733,0.0,0.0,0.0,4.48120746,17.2611,0.0,4.89697273,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.97666957,2.47175556,0.0,0.0,0.0,0.0,0.0,0.0,,6.2481,0.0,9.09489153,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.97100571,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.19948986,0.0,0.0,9.48838,15.16095,2.48906364,8.839025
2015-08-28,3.17663077,2.4039,12.4999,1.8606,0.1222,0.0,4.87436364,0.0,0.0,11.8347,4.62165991,7.30153478,0.0,0.0,0.0,1.2284,11.99905,12.3822,0.0,0.0,0.0,3.91736616,8.7058,0.0,4.6689625,0.0,0.0,0.0,22.6822,0.0,0.0,0.0,11.05296667,6.03688,0.0,0.0,0.0,0.0,0.0,0.0,,1.0861,0.0,10.88555385,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.07511455,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.00814921,0.0,0.0,5.7329875,0.0,3.20379298,16.7947
2015-08-29,2.22141818,5.0433,9.35541667,0.0,0.0,4.8,0.80906111,8.3183,0.0,10.78835,5.83474735,11.19827333,0.0,0.0,0.0,0.76608571,11.9997,0.0,0.0,0.0,0.0,5.14422893,6.2649,0.0,1.4715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68626222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.1747,0.0,5.93513235,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.522112,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.41331,0.0,0.0,7.99958333,2.15162857,1.53704833,2.5397
2015-08-30,10.9343,0.0,5.2025875,0.14423333,0.0,24.0,1.65675,3.63136667,0.0411,6.91583333,6.4418138,10.49788125,0.0,0.0,0.0,7.595075,24.0,0.0,0.0,0.0,0.0,6.95311205,12.02655,0.0,6.84625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2771625,4.5115,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.37248727,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.34239,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.62595,0.0,0.64975,11.99695,0.0,2.61799722,0.0
2015-08-31,6.43521111,0.0,9.81991818,0.0,0.0,6.87685,1.4605,0.0,18.7142,8.7622,5.88987206,5.54584783,0.0,0.0,0.0719,0.0,11.99985,0.0,0.0,0.0,0.0,4.38725855,11.04862,0.0,0.08888182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8934,1.499075,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.47787241,0.0658,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.80619048,0.0452,,,0.0,0.0,0.0,0.0,0.0,0.0,1.22319091,0.2793,0.0,11.999025,2.3711,2.64065484,0.1314
2015-09-01,10.77186667,0.0,5.1104,1.1486,0.0,13.3842,1.91534286,0.0,5.4196,0.0,5.6326461,4.48318571,0.0,0.0,0.0,0.0,5.4944,0.0,0.0,0.0,0.0,2.81223272,8.17521667,0.0,0.07676667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54599286,2.16325714,0.0,0.0,0.0,0.0,0.0,0.0,,0.5966,0.0,2.54671055,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.80813333,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.92128571,0.0,0.0,14.78296667,1.2372625,3.15096154,0.3444
2015-09-02,4.78836923,4.1011,9.96976667,1.0172,0.0,0.0,1.09039412,0.0364,11.2253,0.0,4.95245522,5.29925714,0.0,4.0919,0.0,0.0,13.2328,2.6714,0.0,0.0,0.0,4.6347059,5.28104167,0.0,0.25524286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97939688,1.85138571,0.0,0.0,0.0,0.0,0.0,0.0,,3.1807,0.0,2.99755821,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.7989,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.10846667,0.0,0.0,6.9313,3.36405,9.47253913,0.0
2015-09-03,10.65434167,0.0,7.41685714,9.9733,0.0,0.0,5.7425,0.0,7.89593333,0.0,4.75577842,3.30644,0.0358,0.0,0.0,0.0864,11.9997,0.0,0.0,0.0,0.0,3.06447957,1.38605,0.0,0.60334,0.0,0.0,0.00865,0.12265455,0.0,0.0,0.0,7.86300833,11.9332,0.0,0.04046,0.0,0.0,0.0,0.0,,5.5228125,0.0,2.13450645,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0954,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.38723333,0.0,0.0,11.99945,11.0025,8.57447692,0.31945
2015-09-04,6.25616875,0.0,12.72684,0.0,0.0,0.0624,0.0497,0.0311,11.0306,0.0,5.42979909,2.650368,0.0,0.035,0.0,0.0,8.04686667,0.0,0.0,0.0,0.0,3.70104708,1.98789,0.0,2.4573,0.0,0.0,0.06945,0.60491667,0.0,0.0,0.0,6.55831111,24.0,0.0,6.8386,0.0,0.0,0.0,0.0,,8.16453333,0.0,4.39309474,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.01982,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.16125,0.0,0.0,9.63638,24.0,6.78055854,6.56765
2015-09-05,10.28001429,1.67351,11.87666667,0.0,0.0,0.0,10.45843333,0.0,4.79,0.0,4.46317674,4.56784615,0.0,0.0,0.0,3.6442,7.1119,0.0,0.0,0.0,0.0,6.58743019,8.16195,0.0,0.67296667,0.0,0.0,0.0,1.36666667,0.0,0.0,0.0,16.00195,9.45445,0.0,0.0,0.0,0.0,0.0,0.0,,3.84755,0.0,0.11865558,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.68835,23.255,,,0.0,4.87446,0.0,0.0,0.0,0.0,15.8848,0.0,0.0,9.21506667,13.0,8.31091515,6.86328571
2015-09-06,4.74805,3.7517,12.03835,0.0,0.0,0.0,3.10833333,0.0,12.8232,5.5997,6.33050909,2.53131667,0.0,0.0,0.0,0.0,0.8444,0.0,0.0,0.0,0.0,3.13468462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6814,0.0,0.0,14.67632,0.0,0.0,0.31095,0.0,0.0,0.0,0.0,,10.8719,0.0,0.40381216,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.4669,4.8322,,,0.0,3.47528,0.0,0.0,0.0,0.0,11.68695,0.0,0.0,2.1872,0.0,4.55527333,7.9995
2015-09-07,2.15138889,0.0,7.99975,0.0,0.0,0.0,1.20083333,0.0,1.6966625,0.0,6.80687513,9.0397,0.0,0.0,0.0,0.0568,22.7397,0.0,0.0,0.0,0.0,0.87130903,0.0,0.0,0.1517,0.0,0.0,0.0,0.0,7.8864,0.0,0.0,0.0,0.1547,0.0,0.0,0.0,0.0,0.0,0.0,,0.0825,0.0,17.97792727,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.90475714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6064,0.0,2.41859737,8.11125
