,[100] Wall Hours: Per Job,[108] Wall Hours: Per Job,[10] Wall Hours: Per Job,[114] Wall Hours: Per Job,[11] Wall Hours: Per Job,[120] Wall Hours: Per Job,[126] Wall Hours: Per Job,[128] Wall Hours: Per Job,[12] Wall Hours: Per Job,[13] Wall Hours: Per Job,[14] Wall Hours: Per Job,[15] Wall Hours: Per Job,[16] Wall Hours: Per Job,[17] Wall Hours: Per Job,[18] Wall Hours: Per Job,[19] Wall Hours: Per Job,[1] Wall Hours: Per Job,[20] Wall Hours: Per Job,[21] Wall Hours: Per Job,[22] Wall Hours: Per Job,[23] Wall Hours: Per Job,[24] Wall Hours: Per Job,[25] Wall Hours: Per Job,[26] Wall Hours: Per Job,[27] Wall Hours: Per Job,[28] Wall Hours: Per Job,[29] Wall Hours: Per Job,[2] Wall Hours: Per Job,[30] Wall Hours: Per Job,[31] Wall Hours: Per Job,[32] Wall Hours: Per Job,[33] Wall Hours: Per Job,[34] Wall Hours: Per Job,[35] Wall Hours: Per Job,[36] Wall Hours: Per Job,[38] Wall Hours: Per Job,[3] Wall Hours: Per Job,[40] Wall Hours: Per Job,[42] Wall Hours: Per Job,[43] Wall Hours: Per Job,[44] Wall Hours: Per Job,[45] Wall Hours: Per Job,[46] Wall Hours: Per Job,[47] Wall Hours: Per Job,[48] Wall Hours: Per Job,[4] Wall Hours: Per Job,[50] Wall Hours: Per Job,[52] Wall Hours: Per Job,[55] Wall Hours: Per Job,[56] Wall Hours: Per Job,[57] Wall Hours: Per Job,[59] Wall Hours: Per Job,[5] Wall Hours: Per Job,[60] Wall Hours: Per Job,[62] Wall Hours: Per Job,[63] Wall Hours: Per Job,[64] Wall Hours: Per Job,[65] Wall Hours: Per Job,[6] Wall Hours: Per Job,[72] Wall Hours: Per Job,[7] Wall Hours: Per Job,[86] Wall Hours: Per Job,[8] Wall Hours: Per Job,[90] Wall Hours: Per Job,[96] Wall Hours: Per Job,[99] Wall Hours: Per Job,[9] Wall Hours: Per Job
2015-08-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0025,0.0,0.0,0.0,9.26516,0.0,0.0,4.25166,4.00101484,0.0,0.0,0.3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19810833,0.0,,13.39734286,0.0,0.0,0.0,0.0,0.0,1.3621871,0.0,,0.0,,0.0,,0.0,0.0,6.89764885,0.0,0.0,0.0,0.0,2.10595,0.0,5.8324,0.0,0.0,0.0,11.70335,0.0,0.0,,0.0,,2.60989,,0.157225,0.0,0.0
2015-08-12,0.0,,2.0251,0.3272,0.0,0.0,0.0,0.4203,4.40703333,0.0,0.0,0.0,7.98796667,0.0,0.0,5.628825,7.62389664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33372561,0.0,,0.65028,0.0,0.0,0.0,0.0,0.0,2.62913023,0.0,,2.4011,,0.0,,0.0,0.0,6.10777759,0.0,0.0,0.0,0.0,0.0,0.0,1.30271111,0.0,0.0,0.0,8.68986667,0.0,7.6164,,0.6586,,2.32,,1.48983333,0.0,0.0
2015-08-13,0.0,,6.71695,0.0,0.0,0.0,0.0,0.0,0.05993333,4.9136,0.0,9.7703,4.71098333,0.0,0.0,3.63395,7.35695272,0.0,0.0,0.0,0.0,12.5333,0.0,0.0,0.0,0.0,8.2033,3.94673667,2.6861,,7.47722222,0.0,0.0,0.0,0.0,0.0,1.44344783,0.0,,0.0,,0.0,,0.0,0.0,4.25765217,0.0,0.0,0.0,0.0,0.0,0.0,1.37495,0.2747,0.0,0.0,0.40084286,0.0,12.2004,,18.0022,,4.15027273,,2.53085,0.0,3.08841667
2015-08-14,0.0,,6.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.17701429,0.0,0.0,6.10813333,4.86584756,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.30525833,5.3133,,2.3199625,0.0,0.0,0.0,0.0,0.0,1.43643333,0.0,,0.0,,0.0,,0.0,0.0,11.00217534,0.0,0.0,0.0,0.0,0.0,0.0,3.74582941,0.0,0.0,0.0,0.0,0.0,2.86285,,10.3968,,3.05831538,,1.9832,0.0,15.0819
2015-08-15,0.0,,10.57405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6775,2.53375,0.0,0.0,0.4708,11.78365491,0.0,0.0,0.0,0.0,11.5267,0.0,0.0,0.0,0.0,0.0,4.57235455,0.0,,3.06595,0.0,0.0,0.0,0.0,0.0,0.4448,0.0,,0.0,,0.0,,0.0,0.0,13.40790435,0.0,0.0,0.0,0.0,0.0,0.0,9.19602222,0.0,0.0,0.0,0.0,0.0,2.12776667,,11.3217,,3.28765,,3.435975,0.0,22.45489
2015-08-16,0.0,,5.0581,0.0,0.0,0.0,0.0,0.0,0.1994,0.0,0.0,0.2033,4.01953333,0.2197,0.0,5.9843,10.3967186,0.1989,0.0,0.0,0.0,0.0,0.2183,0.0,0.0,0.0,0.0,0.89510857,0.2269,,0.0,0.0,0.0,0.2367,0.0,0.0,0.55482727,0.2506,,0.0,,0.2492,,0.0,0.0,7.6709913,0.2561,0.0,0.2694,0.0,0.0,0.0,1.800925,0.2775,0.0,0.0,0.0,0.0,8.31771429,,0.1892,,2.96160556,,3.7757,0.0,9.45782353
2015-08-17,0.0,,12.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4839,0.0,0.0,2.65577778,4.99952318,0.0,0.2239,0.2261,0.2111,0.2153,0.0,0.22,0.2306,0.2314,0.28953333,3.37689756,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.05166667,0.0,,0.0,,0.0,,0.0,0.0,12.06538571,0.2578,0.0,0.0,0.0,0.0,0.0,6.05709,0.0,0.0,0.0,0.0,0.0,7.23034444,,0.0,,3.63112778,,0.0,0.0,17.80661
2015-08-18,0.0,,7.29146364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.84149848,4.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96910541,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.33807059,0.0,,0.0,,0.0,,0.0,0.0,12.14346667,0.0,0.0,0.0,0.0,0.0,0.0,4.82695882,0.0,0.0,0.0,7.4012,0.0,3.3488,,0.0,,3.02537917,,0.0,0.0,9.44955
2015-08-19,0.0,,5.20075455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98276667,0.0,0.0,2.3825,4.33087977,14.9914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3058,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.39205,0.0,,0.0,,0.0,,0.0,0.0,6.5993375,0.0,0.0,0.0,0.0,0.0,0.0,9.78918889,0.0,0.0,0.0,6.796325,0.0,5.7666375,,0.0,,4.72441481,,0.0,0.0,1.4731
2015-08-20,0.0,,8.138505,0.0,0.0,0.0,0.0,0.0,4.3622,0.0,0.0,0.0,6.71266,0.0,0.0,0.0,4.96649825,11.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74337941,0.0,,9.3675,0.0,0.0,0.0,0.0,0.0,7.09418889,0.0,,0.0,,0.0,,0.0,0.0,7.0717,0.0,0.0,0.0,0.0,0.0,0.0,13.93144,0.0,0.0,0.0,5.71997143,0.0,9.57622,,0.0,,1.9454869,,0.0,0.0,0.0
2015-08-21,0.0,,16.356025,0.0,0.0,0.0,0.0,0.0,13.9539,0.0,0.0,0.0,8.7731,0.0,0.0,2.8951,7.23756448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57291731,0.0,,6.11195,0.0,0.0,0.0,0.0,0.0,2.40704,0.0,,0.0,,0.0,,0.0,0.0,7.46830408,0.0,0.0,0.0,0.0,0.0,0.0,2.05312,0.0,0.0,0.0,10.97886667,0.0,8.83415,,0.0,,1.83347937,,0.0,0.0,0.0
2015-08-22,0.0,,8.29942941,0.0,0.0,0.0,0.0,0.0,5.21555714,0.0,0.0,0.0,5.6715,0.0,0.0,5.57286667,5.6193714,1.95901429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73394231,8.1967,,4.1928,0.0,0.0,0.0,0.0,0.0,1.43001923,0.0,,0.0,,0.0,,0.0,0.0,7.91851613,0.0,0.0,0.0,0.0,0.0,0.0,8.4025,0.0,0.0,0.0,8.50193333,0.0,1.38786667,,0.0,,1.80343766,,0.0,0.0,0.0
2015-08-23,0.0,,16.53640714,0.0,0.0,5.7364,0.0,0.0,4.07856,0.0,0.0,0.0,9.71354444,0.0,0.0,5.7691,10.08524305,11.39875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6912,0.0,,14.36686667,0.0,0.0,0.0,0.0,0.0,1.58822333,0.0,,0.0,,0.0,,0.0,0.0,6.262125,0.0,0.0,0.0,0.0,0.0,0.0,21.43585,0.0,0.0,0.0,24.0,0.0,5.0328,,0.0,,1.62913304,,0.0,0.0,0.0
2015-08-24,0.0,,11.66248421,0.0,0.0,14.4428,0.0,0.0,1.20996,0.0,0.0,0.0,9.147525,0.0,0.0,5.741325,6.99845365,4.2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42708305,0.0,,9.33516,0.0,0.0,0.0,0.0,0.0,1.65311154,0.0,,0.0,,0.0,,0.0,0.0,6.28388846,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,5.7065,0.0,0.9129,,0.0,,2.14314615,,0.0064,0.0,6.63515
2015-08-25,0.0,,17.57656154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33667,0.0,0.0,5.057425,5.59686531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68693191,0.0,,9.4107625,0.0,0.0,0.0,0.0,0.0,2.00081848,0.0,,0.0,,0.0,,0.0,0.0,11.67821905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38045,0.0,0.50278,,0.0,,1.90299365,,0.0,0.0,11.8178
2015-08-26,0.0,,17.00802222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47768333,0.2744,0.0,4.75345,4.65065551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70617097,0.0,,8.89359286,0.0,0.0,0.0,0.0,0.0,1.30413023,0.0,,0.0,,0.0,,0.0,0.0,3.68712647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41475,0.0,0.0,,0.0,,0.98398462,,0.0,0.0,0.0
2015-08-27,0.0,,7.72208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0464,6.3424125,0.0,0.0,5.015,6.92940038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43655111,0.0,,7.63475769,0.0,0.0,0.0,0.0,0.0,1.67038462,0.0,,0.0,,0.0,,0.0,0.0,3.57457273,0.0,0.0,0.0,0.0,0.0,0.0,2.7833,0.0,0.0,0.0,9.6746625,0.0,0.5598,,0.0,,1.63765278,,0.0,0.0,0.0
2015-08-28,0.0,,16.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.00185,0.0,0.0,3.6329,7.38034669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002656,0.0,,8.76465143,0.0,0.0,0.0,0.0,0.0,0.50874,0.0,,0.0,,0.0,,0.0,0.0,6.20685714,0.0,0.21116667,0.0,0.0,0.0,0.0,0.1161,0.0,0.0,0.0,5.040625,0.0,0.0,,0.0,,3.44322381,,0.0,0.0,0.0
2015-08-29,0.0,,15.68908,0.0,0.0,0.0,0.0,0.0,6.1094,0.0,0.0,6.0658,5.6267,0.0,0.0,5.92415,4.86992199,0.0,0.0,0.0,0.0,12.7569,11.9042,0.0,0.0,0.0,0.0,2.73201667,0.0,,8.17496944,0.0,0.0,0.0,10.2678,0.0,5.49655,0.0,,0.0,,0.0,,0.0,0.0,5.50848261,0.0,0.0,0.0,0.0,0.0,0.0,1.16975,0.0,0.0,0.0,0.0,0.0,0.60960625,,0.0,,2.308496,,0.0,0.0,0.0
2015-08-30,0.0,,17.72411667,0.0,0.0,0.0,0.0,0.0,22.8156,0.0,0.0,0.0,2.61536667,0.0,0.0,0.0,3.02001235,0.0,0.0,0.0,0.0,3.2889,0.0,0.0,0.0,0.0,0.0,8.67671148,0.0,,8.28023056,0.0,0.0,0.0,19.0692,0.0,0.2471,0.0,,0.0,,0.0,,0.0,0.0,13.32350476,0.0,0.0,0.0,0.0,0.0,0.0,15.22125,0.0,0.0,0.0,0.0,0.0,2.5544,,0.115,,5.580048,,0.0,0.0,0.1217
2015-08-31,0.0,,6.14024,0.0,0.115,0.0,0.0,0.0,2.0953,0.1289,0.0,1.9757,4.20756667,0.0,0.0,0.0,1.80701048,12.41875,0.0,0.0,0.0,0.0,11.9106,0.0,0.0,0.0,0.0,10.35870759,0.0,,8.7849,0.0,0.0,0.0,0.0,0.0,0.74256667,0.0,,0.0,,0.0,,0.0,0.0,3.732705,0.0,0.0,0.0,0.0,0.0,0.0,7.2111,0.0,0.0,0.0,4.88945,0.0,0.0,,0.0,,2.90455833,,0.0,0.0,0.0
2015-09-01,0.0,,12.96686129,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,1.13526667,7.05645,0.0,0.0,3.06484485,0.3242,0.1336,0.0,0.0,0.0,0.4792,0.0,0.0,0.0,0.0,9.49998614,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.01185,0.0,,0.0,,0.0,,0.0,0.0,13.25479773,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,0.0,0.0,0.0,17.74375,0.0,0.32445,,16.5414,,2.97911319,,0.0,0.0,0.0
2015-09-02,0.3929875,,9.54190667,0.0,0.0,0.0,0.0,0.0,20.2614,0.0,0.0,15.0019,6.58244,14.68453333,0.0,0.0,2.75941262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75537841,0.0,,12.4422,0.0,0.0,0.0,0.0,0.0,0.31222222,0.0,,0.0,,0.0,,0.0,0.0,13.89872041,0.0,0.0,0.0,0.0,0.0,0.0,4.32416667,0.0,0.0,0.0,0.0,0.0,5.0322,,24.0,,3.66600769,,0.0,0.0,0.0
2015-09-03,5.38460714,,4.99282727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.515,2.84205,0.0,0.0,5.3214,3.09630776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58366667,0.0,,9.5264,0.0,0.0,0.0,0.0,0.0,2.66081667,0.0,,0.0,,0.0,,0.0,0.0,4.89151892,0.0,0.0,0.0,0.0,0.0,0.0,2.3928,0.0,0.0,0.0,0.0,0.0,0.0,,7.4669,,0.93583333,,0.0,0.0,0.0
2015-09-04,5.73086111,,14.49354444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7539,3.181475,0.0,0.0,4.4362,3.26115172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82246964,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.75455,0.0,,0.0,,0.0,,0.0,0.0,9.77906786,0.0,0.0,0.0,0.0,0.0,0.0,2.3953,0.0,0.0,0.0,0.0,0.0,2.8829,,0.0,,0.75886786,,0.0,0.0,0.0
2015-09-05,6.84323529,,16.01962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1775125,0.0,0.0,3.960825,4.9664308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79659545,0.0,,15.2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,5.67076,0.0,0.0,0.0,0.0,0.0,0.0,2.3928,0.0,0.0,0.0,0.0,0.0,4.16936667,,0.0,,1.12384091,,0.0,0.0,0.0
2015-09-06,5.96289474,,2.90866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30434,0.0,0.0,4.37388,3.67743488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53994407,0.0,,2.89611667,0.0,0.0,0.0,0.0,0.0,0.36265,0.0,,0.0,,0.0,,0.65945,0.0,0.6090445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.90799545,,0.0,1.8503,0.0042
2015-09-07,0.8119,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73234286,0.0,0.0,6.2151,3.46517399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82284384,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,1.035,0.0,,0.0,,0.0,,0.0,0.0,1.2735,0.0,0.0,0.0,0.0,0.0,0.0,3.1122,0.0,0.0,0.0,0.0,0.0,14.50768,,0.0,,12.76884722,,0.0,0.0,6.3583
2015-09-08,0.0,,6.35714118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0549,0.0,0.0,0.0,3.61715551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63328702,0.0,,14.66176667,0.0,0.0,0.0,0.0,0.0,5.5825,0.0,,0.0,,0.0,,0.0,0.0,0.34653983,0.0,0.0,0.0,0.0,0.0,0.0,1.727375,0.0,0.0,0.0,0.0,0.0,9.14531111,,0.0,,10.422756,,0.0,0.0,6.8139
2015-09-09,0.0,,9.37521667,0.0,0.0,0.0,0.0,0.0,4.54805,0.0,0.0,10.8647,2.38685,0.0,0.0,0.0,3.90129589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42554,0.0,,10.10665,4.23644,0.0,0.0,0.0,0.0,8.23127143,0.0,,0.0,,0.0,,0.6436,0.0,1.88372877,0.0,0.0,0.0,0.0,0.0,0.0,1.59343333,0.0,0.0,0.0,0.0,0.0,13.85088333,,0.0,,3.35318654,,0.0,0.0,24.0
2015-09-10,0.0,,9.46083846,0.0,0.0,0.0,0.0,0.0,8.89585,0.0,0.0,24.0,1.436925,0.0,0.0,0.0,2.62827689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0332,0.0,10.49535806,0.0,,10.63223333,15.99453333,0.0,0.0,0.0,0.0,3.90457273,0.0,,0.0,,0.0,,0.0,0.0,1.88166032,0.0,0.0,0.0,0.0,0.0,0.0,1.015075,0.0,0.0,0.0,0.0,0.0,8.3150625,,0.0,,4.69406857,,0.0,0.0,9.33165
2015-09-11,0.0,,7.59695625,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0092,6.12634,0.0,0.0,0.0,6.26612503,10.8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511,0.0,13.81162615,0.0,,13.7135,6.51265,0.0,0.0,0.0,0.0,5.19696,1.77515,,0.0,,0.0,,0.0,0.0,7.76149245,0.0,0.0,0.0,0.0,0.0,0.0,20.4106,0.0,0.0,0.0,1.1119,0.0,17.7389,,0.0,,7.67630526,,0.0,0.0,12.0397
2015-09-12,0.0,,12.04073333,0.0,0.0,0.0,0.0,0.0,1.1343,0.0,0.0,0.0,6.35642857,20.8108,0.0,0.0,6.27938574,4.5153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,0.0,10.27165294,1.11125,,16.77945,21.4175,0.0,0.0,0.0,0.0,11.419075,0.0,,0.0,,0.0,,0.0,0.0,9.58895405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.375,,7.35813846,,0.0,0.0,6.62595
2015-09-13,0.0,,6.45573043,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,17.1497,6.62729167,3.2408,0.0,0.0,8.63764535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,14.70722969,0.0,,10.1177,11.9914,0.0,0.0,0.0,0.0,9.39698571,0.0,,0.0,,0.0,,0.0,0.0,14.27456129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5436,0.0,0.1008,,24.0,,3.95945745,,0.0,0.0,24.0
