Fri Mar  4 15:32:37 2016,Fri Mar  4 15:33:54 2016,Fri Mar  4 15:33:55 2016,121.04287004470825,16,15
2016-03-06T06:36:50,2016-03-06T06:46:31,2016-03-06T06:46:35,597.4042980670929,16,44
2016-03-06T06:46:51,2016-03-06T06:47:31,2016-03-06T06:47:43,66.7162139415741,16,56
2016-03-06T06:48:01,2016-03-06T06:55:31,2016-03-06T06:55:39,474.7353129386902,16,31
2016-03-06T06:56:01,2016-03-06T07:00:31,2016-03-06T07:00:34,293.9538290500641,16,50
2016-03-06T07:00:57,2016-03-06T07:01:28,2016-03-06T07:01:33,55.552221059799194,16,57
2016-03-06T07:01:57,2016-03-06T07:02:29,2016-03-06T07:02:33,47.64241313934326,16,30
2016-03-06T07:02:48,2016-03-06T07:05:25,2016-03-06T07:05:30,189.14834594726562,16,571
2016-03-06T07:06:06,2016-03-06T07:11:25,2016-03-06T07:11:29,340.2657461166382,16,35
2016-03-06T07:11:46,2016-03-06T07:13:21,2016-03-06T07:13:33,126.70537900924683,16,40
2016-03-06T07:13:56,2016-03-06T07:14:24,2016-03-06T07:14:29,53.37517189979553,16,46
2016-03-06T07:14:52,2016-03-06T07:15:23,2016-03-06T07:15:29,60.877333879470825,16,40
2016-03-06T07:15:57,2016-03-06T07:16:25,2016-03-06T07:16:31,60.55936002731323,16,46
2016-03-06T07:17:02,2016-03-06T07:18:23,2016-03-06T07:18:28,106.88627910614014,16,42
2016-03-06T07:18:53,2016-03-06T07:32:16,2016-03-06T07:32:20,828.586688041687,16,543
2016-03-06T07:32:44,2016-03-06T07:33:12,2016-03-06T07:33:18,58.064270973205566,16,46
2016-03-06T07:33:45,2016-03-06T07:34:16,2016-03-06T07:34:22,52.95526909828186,16,43
2016-03-06T07:34:43,2016-03-06T07:35:18,2016-03-06T07:35:22,60.52565407752991,16,31
2016-03-06T07:35:47,2016-03-06T07:36:19,2016-03-06T07:36:25,55.10885310173035,16,46
2016-03-06T07:36:47,2016-03-06T07:40:19,2016-03-06T07:40:26,238.80999302864075,16,45
2016-03-06T07:40:47,2016-03-06T07:41:19,2016-03-06T07:41:22,59.44814610481262,16,113
2016-03-06T07:41:52,2016-03-06T07:43:19,2016-03-06T07:43:22,110.81844902038574,16,56
2016-03-06T07:43:46,2016-03-06T07:45:17,2016-03-06T07:45:21,112.30515789985657,16,43
2016-03-06T07:45:42,2016-03-06T07:46:17,2016-03-06T07:46:22,65.20172691345215,16,30
2016-03-06T07:46:52,2016-03-06T07:48:18,2016-03-06T07:48:22,118.80538892745972,16,56
2016-03-06T07:48:54,2016-03-06T07:51:14,2016-03-06T07:51:19,177.24843406677246,16,157
2016-03-06T07:51:57,2016-03-06T07:53:13,2016-03-06T07:53:19,108.75345921516418,16,136
2016-03-06T07:53:47,2016-03-06T07:54:12,2016-03-06T07:54:17,61.52325487136841,16,53
2016-03-06T07:54:52,2016-03-06T07:56:12,2016-03-06T07:56:17,108.34426283836365,16,106
2016-03-06T07:56:42,2016-03-06T07:57:14,2016-03-06T07:57:20,51.3723840713501,16,34
2016-03-06T07:57:39,2016-03-06T07:59:02,2016-03-06T07:59:07,99.8426148891449,16,37
2016-03-06T07:59:21,2016-03-06T07:59:59,2016-03-06T08:00:06,66.34715294837952,16,106
2016-03-06T08:00:30,2016-03-06T08:00:54,2016-03-06T08:01:00,43.2922420501709,16,51
2016-03-06T08:01:18,2016-03-06T08:01:53,2016-03-06T08:02:01,59.2170569896698,16,53
2016-03-06T08:02:20,2016-03-06T08:02:52,2016-03-06T08:03:38,106.73627591133118,16,119
2016-03-06T08:04:11,2016-03-06T08:04:47,2016-03-06T08:04:53,58.81493782997131,16,39
2016-03-06T08:05:13,2016-03-06T08:05:42,2016-03-06T08:05:50,53.56428098678589,16,90
2016-03-06T08:06:10,2016-03-06T08:07:34,2016-03-06T08:07:39,104.51630997657776,16,48
2016-03-06T08:07:59,2016-03-06T08:08:30,2016-03-06T08:08:35,61.17451214790344,16,105
2016-03-06T08:09:04,2016-03-06T08:09:26,2016-03-06T08:09:32,39.58025407791138,16,43
2016-03-06T08:09:48,2016-03-06T08:12:23,2016-03-06T08:12:27,169.75940084457397,16,58
2016-03-06T08:12:42,2016-03-06T08:13:14,2016-03-06T08:13:19,51.00830388069153,16,58
2016-03-06T08:13:36,2016-03-06T08:14:07,2016-03-06T08:14:13,53.80133819580078,16,163
2016-03-06T08:14:34,2016-03-06T08:14:59,2016-03-06T08:15:05,47.099388122558594,16,61
2016-03-06T08:15:25,2016-03-06T08:15:59,2016-03-06T08:16:05,68.17993593215942,16,30
2016-03-06T08:16:37,2016-03-06T08:17:47,2016-03-06T08:17:52,89.7525200843811,16,57
2016-03-06T08:18:11,2016-03-06T08:18:44,2016-03-06T08:19:32,109.06087279319763,16,53
2016-03-06T08:20:03,2016-03-06T08:20:37,2016-03-06T08:21:27,112.99825310707092,16,44
2016-03-06T08:22:04,2016-03-06T08:22:29,2016-03-06T08:22:34,51.107173919677734,16,137
2016-03-06T08:22:54,2016-03-06T08:23:20,2016-03-06T08:23:25,60.57228493690491,16,168
2016-03-06T08:23:58,2016-03-06T08:24:16,2016-03-06T08:24:22,35.49233913421631,16,119
2016-03-06T08:24:37,2016-03-06T08:25:06,2016-03-06T08:25:13,50.916877031326294,16,58
2016-03-06T08:25:32,2016-03-06T08:25:55,2016-03-06T08:26:00,50.27118706703186,16,45
2016-03-06T08:26:26,2016-03-06T08:27:39,2016-03-06T08:27:43,90.7572090625763,16,30
2016-03-06T08:28:00,2016-03-06T08:28:31,2016-03-06T08:28:38,64.9384388923645,16,30
2016-03-06T08:29:09,2016-03-06T08:29:21,2016-03-06T08:29:27,43.108346939086914,16,158
2016-03-06T08:29:56,2016-03-06T08:30:17,2016-03-06T08:30:23,40.84160304069519,16,36
2016-03-06T08:30:40,2016-03-06T08:38:03,2016-03-06T08:38:12,465.7027020454407,16,589
2016-03-06T08:38:30,2016-03-06T08:39:05,2016-03-06T08:39:11,52.84426999092102,16,46
2016-03-06T08:39:28,2016-03-06T08:40:03,2016-03-06T08:40:09,60.451356172561646,16,46
2016-03-06T08:40:32,2016-03-06T08:41:04,2016-03-06T08:41:09,53.055068016052246,16,55
2016-03-06T08:41:29,2016-03-06T08:42:04,2016-03-06T08:42:09,57.78427505493164,16,46
2016-03-06T08:42:30,2016-03-06T08:50:58,2016-03-06T08:51:03,529.0922050476074,16,588
2016-03-06T08:51:23,2016-03-06T08:57:41,2016-03-06T08:57:51,410.72558403015137,16,610
2016-03-06T08:58:18,2016-03-06T08:58:38,2016-03-06T08:58:44,41.28500008583069,16,55
2016-03-06T08:59:03,2016-03-06T08:59:34,2016-03-06T08:59:40,62.888997077941895,16,134
2016-03-06T09:00:09,2016-03-06T09:02:16,2016-03-06T09:02:21,156.76610207557678,16,36
2016-03-06T09:02:49,2016-03-06T09:03:10,2016-03-06T09:03:15,37.61457395553589,16,54
2016-03-06T09:03:31,2016-03-06T09:04:58,2016-03-06T09:05:03,110.04584980010986,16,31
2016-03-06T09:05:24,2016-03-06T09:05:49,2016-03-06T09:05:55,58.5261869430542,16,62
2016-03-06T09:06:27,2016-03-06T09:11:49,2016-03-06T09:11:55,341.5313251018524,16,620
2016-03-06T09:12:11,2016-03-06T09:12:51,2016-03-06T09:12:56,61.11846995353699,16,56
2016-03-06T09:13:16,2016-03-06T09:13:45,2016-03-06T09:13:50,49.32000803947449,16,43
2016-03-06T09:14:10,2016-03-06T09:14:43,2016-03-06T09:14:49,52.249622106552124,16,160
2016-03-06T09:15:05,2016-03-06T09:15:32,2016-03-06T09:15:37,48.41922688484192,16,34
2016-03-06T09:15:57,2016-03-06T09:16:21,2016-03-06T09:16:26,54.03739094734192,16,52
2016-03-06T09:16:59,2016-03-06T09:17:55,2016-03-06T09:18:00,84.84191513061523,16,36
2016-03-06T09:18:24,2016-03-06T09:18:40,2016-03-06T09:18:45,42.69205713272095,16,55
2016-03-06T09:19:11,2016-03-06T09:19:22,2016-03-06T09:19:28,44.38377285003662,16,57
2016-03-06T09:19:59,2016-03-06T09:24:10,2016-03-06T09:24:16,281.70109391212463,16,32
2016-03-06T09:24:44,2016-03-06T09:27:37,2016-03-06T09:27:47,202.43893694877625,16,616
2016-03-06T09:28:09,2016-03-06T09:28:19,2016-03-06T09:28:25,32.32334113121033,16,56
2016-03-06T09:28:46,2016-03-06T09:29:42,2016-03-06T09:29:47,85.01531291007996,16,39
2016-03-06T09:30:14,2016-03-06T09:30:23,2016-03-06T09:30:28,29.37916088104248,16,42
2016-03-06T09:30:47,2016-03-06T09:33:52,2016-03-06T09:34:16,237.24282908439636,16,37
2016-03-06T09:34:48,2016-03-06T09:35:13,2016-03-06T09:35:20,55.78437089920044,16,166
2016-03-06T09:35:49,2016-03-06T09:36:36,2016-03-06T09:36:42,77.72403287887573,16,48
2016-03-06T09:37:09,2016-03-06T09:43:05,2016-03-06T09:43:11,375.5640559196472,16,115
2016-03-06T09:43:28,2016-03-06T09:44:33,2016-03-06T09:44:38,95.40640997886658,16,45
2016-03-06T09:45:09,2016-03-06T09:45:18,2016-03-06T09:45:25,36.74010109901428,16,48
2016-03-06T09:45:47,2016-03-06T09:46:04,2016-03-06T09:46:10,50.153176069259644,16,31
2016-03-06T09:46:41,2016-03-06T09:46:51,2016-03-06T09:46:59,27.97322988510132,16,42
2016-03-06T09:47:13,2016-03-06T09:47:38,2016-03-06T09:47:46,55.09366297721863,16,41
2016-03-06T09:48:12,2016-03-06T09:48:25,2016-03-06T09:48:33,37.68469500541687,16,36
2016-03-06T09:48:53,2016-03-06T09:49:09,2016-03-06T09:49:15,49.71370220184326,16,41
2016-03-06T09:49:46,2016-03-06T09:49:56,2016-03-06T09:50:01,36.065430879592896,16,58
2016-03-06T09:50:26,2016-03-06T09:50:44,2016-03-06T09:50:50,38.911261796951294,16,59
2016-03-06T09:51:08,2016-03-06T09:51:32,2016-03-06T09:51:38,53.54233407974243,16,62
2016-03-06T09:52:05,2016-03-06T13:03:11,2016-03-06T13:03:18,11498.555712938309,16,544
2016-03-06T13:03:48,2016-03-06T14:17:55,2016-03-06T14:18:01,4466.592648983002,16,44
2016-03-06T14:18:19,2016-03-06T14:34:57,2016-03-06T14:35:06,1035.4788479804993,16,34
2016-03-06T14:35:39,2016-03-06T14:52:58,2016-03-06T14:53:03,1065.25723695755,16,101
2016-03-06T14:53:28,2016-03-06T14:56:58,2016-03-06T14:57:08,247.76360607147217,16,39
2016-03-06T14:57:41,2016-03-06T14:58:58,2016-03-06T14:59:02,112.6534948348999,16,92
2016-03-06T14:59:36,2016-03-06T15:36:55,2016-03-06T15:37:01,2258.944535970688,16,543
2016-03-06T15:37:18,2016-03-06T16:31:46,2016-03-06T16:31:51,3300.4347970485687,16,622
2016-03-06T16:32:22,2016-03-06T16:32:53,2016-03-06T16:32:59,55.45932602882385,16,53
2016-03-06T16:33:21,2016-03-06T17:25:47,2016-03-06T17:25:56,3182.6092960834503,16,588
2016-03-06T17:26:28,2016-03-06T17:28:58,2016-03-06T17:29:03,170.84621906280518,16,55
2016-03-06T17:29:22,2016-03-06T17:29:57,2016-03-06T17:30:01,67.4700858592987,16,30
2016-03-06T17:30:34,2016-03-06T17:35:54,2016-03-06T17:36:24,382.7042109966278,16,41
2016-03-06T17:37:10,2016-03-06T18:24:22,2016-03-06T18:24:29,2856.9222280979156,16,590
2016-03-06T18:24:52,2016-03-06T18:25:23,2016-03-06T18:25:29,66.74350214004517,16,92
2016-03-06T18:26:02,2016-03-06T18:26:21,2016-03-06T18:26:28,49.15273308753967,16,41
2016-03-06T18:26:55,2016-03-06T18:28:12,2016-03-06T18:28:17,112.88008093833923,16,37
2016-03-06T18:28:51,2016-03-06T18:29:07,2016-03-06T18:29:30,63.65262317657471,16,56
2016-03-06T18:30:01,2016-03-06T18:30:59,2016-03-06T18:31:05,91.69934105873108,16,138
2016-03-06T18:31:37,2016-03-06T18:31:58,2016-03-06T18:32:03,44.35712909698486,16,51
2016-03-06T18:32:25,2016-03-06T18:32:56,2016-03-06T18:33:02,65.32626104354858,16,90
2016-03-06T18:33:34,2016-03-06T18:35:44,2016-03-06T18:35:50,162.03408098220825,16,34
2016-03-06T18:36:20,2016-03-06T18:36:42,2016-03-06T18:36:49,44.16026210784912,16,38
2016-03-06T18:37:11,2016-03-06T18:55:41,2016-03-06T18:55:47,1138.4526860713959,16,552
2016-03-06T18:56:16,2016-03-06T18:57:39,2016-03-06T18:57:45,121.69539403915405,16,62
2016-03-06T18:58:19,2016-03-06T18:58:43,2016-03-06T18:58:51,60.37866187095642,16,104
2016-03-06T18:59:23,2016-03-06T18:59:43,2016-03-06T18:59:48,46.306379079818726,16,38
2016-03-06T19:00:12,2016-03-06T19:00:42,2016-03-06T19:00:48,56.61840605735779,16,44
2016-03-06T19:01:13,2016-03-06T19:01:42,2016-03-06T19:01:50,66.41102409362793,16,35
2016-03-06T19:02:23,2016-03-06T19:02:42,2016-03-06T19:02:48,48.97017502784729,16,35
2016-03-06T19:03:15,2016-03-06T19:03:42,2016-03-06T19:03:49,54.62185001373291,16,48
2016-03-06T19:04:14,2016-03-06T19:04:40,2016-03-06T19:04:46,54.001967906951904,16,47
2016-03-06T19:05:12,2016-03-06T19:05:40,2016-03-06T19:05:47,50.889338970184326,16,61
2016-03-06T19:06:09,2016-03-06T19:06:40,2016-03-06T19:06:46,55.985206842422485,16,103
2016-03-06T19:07:06,2016-03-06T19:07:39,2016-03-06T19:07:44,62.38421821594238,16,49
2016-03-06T19:08:12,2016-03-06T19:08:39,2016-03-06T19:08:44,44.33341908454895,16,58
2016-03-06T19:09:03,2016-03-06T19:09:38,2016-03-06T19:09:44,57.39836502075195,16,43
2016-03-06T19:10:04,2016-03-06T19:10:39,2016-03-06T19:10:44,63.7658908367157,16,52
2016-03-06T19:11:12,2016-03-06T19:12:36,2016-03-06T19:12:42,109.4061050415039,16,36
2016-03-06T19:13:05,2016-03-06T19:19:35,2016-03-06T19:19:41,425.1368579864502,16,604
2016-03-06T19:20:14,2016-03-06T19:21:33,2016-03-06T19:21:38,109.71828103065491,16,55
2016-03-06T19:22:07,2016-03-06T19:27:33,2016-03-06T19:27:38,356.6462390422821,16,160
2016-03-06T19:28:07,2016-03-06T19:31:33,2016-03-06T19:31:39,225.77240681648254,16,35
2016-03-06T19:31:59,2016-03-06T19:32:35,2016-03-06T19:32:41,62.972184896469116,16,51
2016-03-06T19:33:06,2016-03-06T19:34:35,2016-03-06T19:34:41,115.57758593559265,16,57
2016-03-06T19:35:05,2016-03-06T19:35:36,2016-03-06T19:35:42,57.36776280403137,16,56
2016-03-06T19:36:07,2016-03-06T20:10:30,2016-03-06T20:10:37,2097.166910171509,16,550
2016-03-06T20:11:08,2016-03-06T20:11:32,2016-03-06T20:11:44,51.80131793022156,16,43
2016-03-06T20:12:03,2016-03-06T20:13:33,2016-03-06T20:13:39,113.77455997467041,16,56
2016-03-06T20:14:00,2016-03-06T20:18:38,2016-03-06T20:18:47,309.6968331336975,16,54
2016-03-06T20:19:14,2016-03-06T20:19:36,2016-03-06T20:19:41,41.99513792991638,16,58
2016-03-06T20:20:00,2016-03-06T20:20:35,2016-03-06T20:20:44,60.50534200668335,16,52
2016-03-06T20:21:04,2016-03-06T20:21:34,2016-03-06T20:21:39,46.9608199596405,16,48
2016-03-06T20:21:59,2016-03-06T20:22:36,2016-03-06T20:22:42,68.17073702812195,16,42
2016-03-06T20:23:11,2016-03-06T20:23:33,2016-03-06T20:23:39,48.8457670211792,16,56
2016-03-06T20:24:03,2016-03-06T20:24:36,2016-03-06T20:24:42,67.04404091835022,16,156
2016-03-06T20:25:14,2016-03-06T20:25:34,2016-03-06T20:25:41,56.62325692176819,16,135
2016-03-06T20:26:14,2016-03-06T20:26:33,2016-03-06T20:26:39,51.00900602340698,16,51
2016-03-06T20:27:08,2016-03-06T20:27:35,2016-03-06T20:27:41,56.80409789085388,16,45
2016-03-06T20:28:09,2016-03-06T20:29:36,2016-03-06T20:29:41,106.53719019889832,16,43
2016-03-06T20:29:59,2016-03-06T20:31:37,2016-03-06T20:31:44,127.78042006492615,16,52
2016-03-06T20:32:11,2016-03-06T20:32:38,2016-03-06T20:32:44,63.69521689414978,16,52
2016-03-06T20:33:19,2016-03-06T20:34:36,2016-03-06T20:34:42,108.9822039604187,16,31
2016-03-06T20:35:11,2016-03-06T20:35:36,2016-03-06T20:35:41,59.449604988098145,16,163
2016-03-06T20:36:14,2016-03-06T20:37:36,2016-03-06T20:37:41,101.5193018913269,16,52
2016-03-06T20:38:00,2016-03-06T20:38:33,2016-03-06T20:38:39,53.939327001571655,16,61
2016-03-06T20:38:59,2016-03-06T20:40:35,2016-03-06T20:40:41,132.2362790107727,16,35
2016-03-06T20:41:15,2016-03-06T20:41:36,2016-03-06T20:41:42,41.096951961517334,16,57
2016-03-06T20:42:00,2016-03-06T20:42:35,2016-03-06T20:42:41,65.74713611602783,16,37
2016-03-06T20:43:09,2016-03-06T20:43:39,2016-03-06T20:43:44,61.63518786430359,16,36
2016-03-06T20:44:15,2016-03-06T20:44:35,2016-03-06T20:44:42,43.83443093299866,16,30
2016-03-06T20:45:02,2016-03-06T20:45:37,2016-03-06T20:45:41,68.03352880477905,16,128
2016-03-06T20:46:14,2016-03-06T20:46:36,2016-03-06T20:46:42,51.74269986152649,16,51
2016-03-06T20:47:09,2016-03-06T20:47:35,2016-03-06T20:47:41,46.33903908729553,16,45
2016-03-06T20:47:59,2016-03-06T20:48:40,2016-03-06T20:48:47,71.15673208236694,16,156
2016-03-06T20:49:15,2016-03-06T20:49:38,2016-03-06T20:49:44,56.78524684906006,16,39
2016-03-06T20:50:15,2016-03-06T20:50:36,2016-03-06T20:50:42,48.67370891571045,16,134
2016-03-06T20:51:08,2016-03-06T20:51:36,2016-03-06T20:51:41,51.04343509674072,16,59
2016-03-06T20:52:02,2016-03-06T20:52:39,2016-03-06T20:52:44,58.37971615791321,16,53
2016-03-06T20:53:04,2016-03-06T21:01:35,2016-03-06T21:01:39,531.4249179363251,16,608
2016-03-06T21:02:00,2016-03-06T21:02:34,2016-03-06T21:02:41,68.45373106002808,16,55
2016-03-06T21:03:12,2016-03-06T21:03:35,2016-03-06T21:03:41,54.35769701004028,16,125
2016-03-06T21:04:10,2016-03-06T21:05:36,2016-03-06T21:05:41,103.18857097625732,16,91
2016-03-06T21:05:59,2016-03-06T21:06:38,2016-03-06T21:06:44,67.42734909057617,16,50
2016-03-06T21:07:10,2016-03-06T21:07:38,2016-03-06T21:07:44,56.20324397087097,16,61
2016-03-06T21:08:10,2016-03-06T21:08:36,2016-03-06T21:08:42,54.10127091407776,16,60
2016-03-06T21:09:07,2016-03-06T21:09:37,2016-03-06T21:09:44,65.36829090118408,16,32
2016-03-06T21:10:16,2016-03-06T21:10:38,2016-03-06T21:10:44,48.19139003753662,16,35
2016-03-06T21:11:08,2016-03-06T21:12:40,2016-03-06T21:12:47,123.77328109741211,16,49
2016-03-06T21:13:16,2016-03-06T21:13:35,2016-03-06T21:13:41,55.05035090446472,16,46
2016-03-06T21:14:14,2016-03-06T21:14:40,2016-03-06T21:14:47,55.04630494117737,16,41
2016-03-06T21:15:13,2016-03-06T21:21:43,2016-03-06T21:21:50,413.1444191932678,16,163
2016-03-06T21:22:10,2016-03-06T21:22:41,2016-03-06T21:22:46,64.90937399864197,16,40
2016-03-06T21:23:19,2016-03-06T21:24:41,2016-03-06T21:24:47,117.35879302024841,16,42
2016-03-06T21:25:21,2016-03-06T21:26:41,2016-03-06T21:26:48,103.94080901145935,16,139
2016-03-06T21:27:07,2016-03-06T21:27:43,2016-03-06T21:27:48,52.317474126815796,16,31
2016-03-06T21:28:03,2016-03-06T21:28:43,2016-03-06T21:28:48,65.68949604034424,16,112
2016-03-06T21:29:13,2016-03-06T21:29:41,2016-03-06T21:29:46,51.47415494918823,16,32
2016-03-06T21:30:08,2016-03-06T21:34:43,2016-03-06T21:34:48,301.19981503486633,16,62
2016-03-06T21:35:14,2016-03-06T21:39:45,2016-03-06T21:39:49,295.166375875473,16,159
2016-03-06T21:40:15,2016-03-06T21:40:43,2016-03-06T21:40:49,50.03229284286499,16,105
2016-03-06T21:41:06,2016-03-06T21:55:39,2016-03-06T21:55:44,889.9143199920654,16,570
2016-03-06T21:55:59,2016-03-06T21:56:40,2016-03-06T21:56:46,73.52000594139099,16,57
2016-03-06T21:57:17,2016-03-06T21:57:38,2016-03-06T21:57:44,54.766231060028076,16,44
2016-03-06T21:58:15,2016-03-06T21:58:38,2016-03-06T21:58:44,56.08472800254822,16,100
2016-03-06T21:59:15,2016-03-06T21:59:41,2016-03-06T21:59:47,43.35317587852478,16,37
2016-03-06T22:00:02,2016-03-06T22:00:40,2016-03-06T22:00:46,63.283393144607544,16,48
2016-03-06T22:01:09,2016-03-06T22:01:39,2016-03-06T22:01:46,50.25523805618286,16,46
2016-03-06T22:02:03,2016-03-06T22:05:41,2016-03-06T22:05:46,253.78126096725464,16,148
2016-03-06T22:06:22,2016-03-06T22:08:41,2016-03-06T22:08:47,157.251060962677,16,60
2016-03-06T22:09:01,2016-03-06T22:10:41,2016-03-06T22:10:47,135.6192491054535,16,58
2016-03-06T22:11:21,2016-03-06T22:12:42,2016-03-06T22:12:48,101.79589915275574,16,33
2016-03-06T22:13:06,2016-03-06T22:14:39,2016-03-06T22:14:44,127.76042604446411,16,104
2016-03-06T22:15:19,2016-03-06T22:16:38,2016-03-06T22:16:44,115.04055595397949,16,37
2016-03-06T22:17:16,2016-03-06T22:17:41,2016-03-06T22:17:47,60.617760181427,16,30
2016-03-06T22:18:21,2016-03-06T22:19:39,2016-03-06T22:19:44,106.7725830078125,16,49
2016-03-06T22:20:11,2016-03-06T22:20:38,2016-03-06T22:20:44,48.35964798927307,16,98
2016-03-06T22:21:05,2016-03-06T22:21:37,2016-03-06T22:21:44,55.68055200576782,16,50
2016-03-06T22:22:03,2016-03-06T22:22:39,2016-03-06T22:22:44,66.18725299835205,16,38
2016-03-06T22:23:13,2016-03-06T22:23:36,2016-03-06T22:23:41,52.10470700263977,16,60
2016-03-06T22:24:08,2016-03-06T22:25:38,2016-03-06T22:25:44,118.0427758693695,16,43
2016-03-06T22:26:10,2016-03-06T22:26:36,2016-03-06T22:26:41,48.08220291137695,16,93
2016-03-06T22:27:02,2016-03-06T22:28:36,2016-03-06T22:28:42,114.28518199920654,16,55
2016-03-06T22:29:00,2016-03-06T22:29:35,2016-03-06T22:29:41,65.77217602729797,16,53
2016-03-06T22:30:09,2016-03-06T22:31:35,2016-03-06T22:31:41,106.6315438747406,16,48
2016-03-06T22:32:00,2016-03-06T22:32:36,2016-03-06T22:32:47,69.99111700057983,16,57
2016-03-06T22:33:13,2016-03-06T22:33:36,2016-03-06T22:33:42,55.5764000415802,16,121
2016-03-06T22:34:19,2016-03-06T22:35:40,2016-03-06T22:35:47,108.14839005470276,16,34
2016-03-06T22:36:10,2016-03-06T22:36:40,2016-03-06T22:36:46,65.46235203742981,16,119
2016-03-06T22:37:21,2016-03-06T23:11:34,2016-03-06T23:11:39,2084.298544883728,16,605
2016-03-06T23:12:15,2016-03-06T23:12:37,2016-03-06T23:12:41,60.636088848114014,16,48
2016-03-06T23:13:19,2016-03-06T23:14:36,2016-03-06T23:14:44,108.91152000427246,16,62
2016-03-06T23:15:11,2016-03-06T23:47:33,2016-03-06T23:47:44,1980.5936059951782,16,570
2016-03-06T23:48:15,2016-03-06T23:48:35,2016-03-06T23:48:44,53.28087902069092,16,43
2016-03-06T23:49:13,2016-03-06T23:50:36,2016-03-06T23:50:42,119.01547718048096,16,52
2016-03-06T23:51:16,2016-03-06T23:56:36,2016-03-06T23:56:42,352.7540681362152,16,62
2016-03-06T23:57:12,2016-03-06T23:57:36,2016-03-06T23:57:41,64.96225094795227,16,94
2016-03-06T23:58:21,2016-03-07T00:01:38,2016-03-07T00:01:44,223.2357211112976,16,131
2016-03-07T00:02:08,2016-03-07T00:44:33,2016-03-07T00:44:44,2574.3494629859924,16,591
2016-03-07T00:45:07,2016-03-07T00:46:39,2016-03-07T00:46:44,133.59133005142212,16,95
2016-03-07T00:47:24,2016-03-07T01:16:35,2016-03-07T01:16:39,1787.9503071308136,16,625
2016-03-07T01:17:16,2016-03-07T01:17:38,2016-03-07T01:17:44,55.98715901374817,16,52
2016-03-07T01:18:16,2016-03-07T01:18:41,2016-03-07T01:18:47,49.80864500999451,16,37
2016-03-07T01:19:09,2016-03-07T01:23:38,2016-03-07T01:23:44,303.2132639884949,16,51
2016-03-07T01:24:16,2016-03-07T01:24:39,2016-03-07T01:24:44,63.75476884841919,16,56
2016-03-07T01:25:26,2016-03-07T01:26:41,2016-03-07T01:26:52,124.22812104225159,16,46
2016-03-07T01:27:32,2016-03-07T01:28:38,2016-03-07T01:28:44,93.0514600276947,16,91
