title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2015-02-01,2015-07-31
---------
Day,"[PSC BLACKLIGHT] Wait Hours: Per Job","[TACC STAMPEDE] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[CCT LSU SUPERMIC] Wait Hours: Per Job","[NICS DARTER] Wait Hours: Per Job","[SDSC COMET] Wait Hours: Per Job","[TACC MAVERICK2] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[OSG] Wait Hours: Per Job"
2015-03-15,1.95137344,24.40638585,3.16564402,0.01618530,0.08422500,0.00512877,3.05326029,0,7.71089412,0.69145000,0.00000000
2015-03-16,1.56397206,16.37222229,1.84179875,0.02527388,0.02162857,0.00547931,3.30570328,0,1.14188462,0.00000000,0.00000000
2015-03-17,3.26596377,11.12326245,0.94448603,2.06747659,0.96694375,0.00549783,5.02323309,0,4.44884706,0.00000000,0.00000000
2015-03-18,4.50445144,9.42140143,1.29805976,2.28887733,3.95869565,0.00544267,0.34767857,0,2.96205902,0.01945000,0.00000000
2015-03-19,3.17118971,13.49157187,1.81805337,3.26656217,0.58176389,0.00486435,3.83271122,0,0.81287062,0.00000000,0.00000000
2015-03-20,10.51262915,14.72121057,2.30199108,1.78263077,0.01032414,0.00540864,1.05682403,0,0.07551971,2.60182500,0.00000000
2015-03-21,4.56912565,18.16608409,0.85728482,2.31519421,0.00900645,0.00495051,0.29308956,0,0.00000240,0.00000000,0.00000000
2015-03-22,3.95318700,17.10657362,0.61608044,2.84182076,0.07711290,0.00524545,0.04594632,0,0.00001386,0.89940000,0.00000000
2015-03-23,2.87488673,10.55917292,1.64355654,0.65270566,0.48627826,0.00503894,0.15374615,0,0.05238814,0.00000000,0.00000000
2015-03-24,2.11333127,8.19768447,1.93031628,2.06705720,0.14746923,0.00522529,3.84506250,0,0.00562414,2.76332500,0.00000000
2015-03-25,4.26360218,8.35652252,3.30206330,1.70757576,0.00634000,0.00472933,0.77075362,0,0.02846129,5.88786667,0.00000000
2015-03-26,2.66750034,16.53063106,7.93428447,0.39174436,0.01202500,0.00406471,0.27103146,0,0.01494659,0.21778000,0.00000000
2015-03-27,4.02936602,16.49304875,2.66528927,1.93292205,0.00906000,0.00503898,40.82356524,0,0.00000300,1.52750000,0.00000000
2015-03-28,5.35875382,18.96131296,0.70743714,0.20218947,34.00440000,0.00890000,34.96090000,0,0.00000000,0.00000000,0.00000000
2015-03-29,19.06750175,16.51408396,0.32994160,2.68871195,4.02978889,0.00476512,28.30235667,0,0.00001141,0.05492500,0.00000000
2015-03-30,37.86124412,2.64633786,0.44601337,0.03748901,3.42731667,0.00509615,4.93468392,0,0.37190625,0.06375000,0.00000000
2015-03-31,29.62685836,24.03279891,0.58854974,0.01231850,4.13755000,0.00508551,1.74603797,0,1.27260288,0.00000000,0.00000000
2015-04-01,74.07036916,10.57600338,0.52831271,0.09668071,2.27915000,0.00610000,0.71157739,0,0.28170180,0.00000000,0.00000000
2015-04-02,4.48491939,11.46167417,0.96420498,0.34926234,4.66032667,5.02662444,1.64818397,0,0.26369670,0,0.00000000
2015-04-03,2.80621257,4.82817315,0.88500514,0.01128605,0.01084000,0.02746000,1.21017459,0,0.24995417,0,0.00000000
2015-04-04,14.71406081,16.36785665,0.20664876,0.03552826,0.00828333,0.00520120,0.86451895,0,0.00000000,0,0.00000000
2015-04-05,8.63759155,15.81726416,0.51321109,0.40505896,0.00516000,0.00529412,0.09950893,0,0.84063684,0,0.00000000
2015-04-06,5.55796540,8.45737061,0.45723761,0.51740998,0.00708333,0.00487973,0.20008124,0,0.00007045,0,0.00000000
2015-04-07,7.13118979,7.77668993,0.64679382,0.60196096,0.00500000,0.00410000,0.04236916,0,3.48099394,0,0.00000000
2015-04-08,16.95585690,7.78257984,2.62563870,0.56292518,0.00844000,0.67052692,0.20674150,0,0.01033571,0,0.00000000
2015-04-09,7.09830184,14.62955277,3.38870440,0.84756302,0.01485000,0.39905410,0.98799551,0,0.63102105,0,0.00000000
2015-04-10,15.58666939,14.64119047,2.41765233,1.51999678,0.01095714,0.00612037,4.22353293,0,0.11095714,0,0.00000000
2015-04-11,10.67197356,13.28756418,1.94239653,1.39866335,0.00625000,0.00832542,3.54785405,0,2.13841429,0,0.00000000
2015-04-12,8.00731396,15.20308516,6.33607644,0.53752032,0.00796667,0.00475417,0.02993846,0,7.07878571,0,0.00000000
2015-04-13,14.10239004,13.22766127,4.05537644,1.17060706,0.01156667,0.00598378,0.28801538,0,1.97682672,0,0.00000000
2015-04-14,8.67490259,11.65243411,3.99957642,0.34858333,0.01120000,0.00478537,1.17394565,0,0.05185960,0,0.00000000
2015-04-15,11.49151489,16.99717335,4.72048767,0.37218996,0.00722500,0.03266167,2.46046667,0,0.04069773,0,0.00000000
2015-04-16,9.13510741,16.13472911,0.56798408,1.02199885,0.00898333,0.00483333,4.50982069,0,0.00115619,0,0.00000000
2015-04-17,6.39906459,7.61288318,1.42943156,0.15295906,0.00855000,0.00746727,0.00050000,0,0.00000000,0,0.00000000
2015-04-18,14.16998995,13.11606715,1.33868208,0.00627108,0,0.00500833,0,0,0.00000429,0,0.00000000
2015-04-19,9.07984894,12.23933145,0.39807238,0.01109587,0,0.07886122,0,0,0.00000000,0.00957500,0.00000000
2015-04-20,28.86217411,6.12428645,0.20495024,0.00619161,0.51530000,0.34298684,63.09357241,0,0.00000896,0,0.00000000
2015-04-21,43.64027431,7.56780188,1.87362480,0.01116135,0.00817143,1.48851398,1.98598174,0,0.00000000,0,0.00000000
2015-04-22,8.51509595,40.83743759,2.84985046,0.07094399,0.01000000,0.39930490,2.43767518,0,0.00000000,0,0.00000000
2015-04-23,3.67104959,9.01645592,6.34670955,0.97273503,0.35285000,0.64039495,1.11832463,0,0.00013846,0,0.00000000
2015-04-24,3.21295500,8.37362255,8.30721843,4.84999767,0.01125000,2.87662414,1.96353252,0,0.00000000,0,0.00000000
2015-04-25,1.77220469,15.43834461,10.21364835,1.26431778,0.00515000,26.70735000,3.12999922,0,0.14258571,0,0.00000000
2015-04-26,10.53220000,7.83215138,0.74248726,0.23348325,0.01452500,1.16854722,1.99728926,0,0.00000441,0,0.00000000
2015-04-27,45.34139381,0.99678498,0.96891431,0.00781902,0.00410000,1.25478974,0.71377415,0,0.00000645,0,0.00000000
2015-04-28,15.23428476,18.56549883,2.12530241,0.01184618,0.00945000,1.47686486,0.15838162,0,0.00000000,0,0.00000000
2015-04-29,8.21164554,8.42690239,4.33267918,0.00851796,0.01015000,0.40721212,0.08534694,0,0.00028889,0,0.00000000
2015-04-30,19.22837961,8.34377395,7.19497954,0.01796509,0.01097500,0.24410233,0.32806187,0,0.00183077,0,0.00000000
2015-05-01,4.73689486,12.48710277,8.26509694,0,0.02550000,0.00857097,23.76818723,0,0.00178947,0,0.00000000
2015-05-02,4.56075392,13.86084890,23.83298618,0,0.00617500,0.49570000,10.02841356,0,0.00000000,0.01810000,0.00000000
2015-05-03,12.43658636,19.40183363,0.34925097,0,0.00890000,0.00503667,0.68723701,0,0.00000000,0,0.00000000
2015-05-04,9.20963429,6.75550044,0.53621759,0,3.39545000,1.26495052,0.48983618,0,0.00001176,0.01600000,0.00000000
2015-05-05,20.05162832,9.68596318,1.69097170,0,0.01056667,1.36620909,0.15659571,0,0.13803684,0.00390000,0.00000000
2015-05-06,9.22113957,8.34833517,1.40912297,0,0.00890000,1.54421375,0.08360359,0,0.06157407,0,0.00000000
2015-05-07,12.61893440,9.65640597,4.27345545,0,0.25504000,0.63130526,0.28571359,0,0.01057824,0.01493333,0.00000000
2015-05-08,30.16175226,6.59181410,1.64932432,0,0.01033333,0.69447639,0.37884902,0,0.00000000,0,0.00000000
2015-05-09,50.56207204,8.38506742,2.05321132,0,0.00973333,10.89519737,8.09365725,0,0,0,0.00000000
2015-05-10,48.20650909,5.59869110,0.38789067,0,0.01640000,1.77676309,0.24446954,0,56.02296170,0,0.00000000
2015-05-11,33.50271633,3.53836572,13.54748027,0,0,8.13761856,0.34123529,2.05810000,0.28019055,0,0.00000000
2015-05-12,12.96140328,4.83778508,0.00977609,0,0,2.63413792,0.84410911,0.00000000,0.43561420,0,0.00000000
2015-05-13,28.41092339,8.74195196,0.43232838,0,0,2.54566547,3.00832525,27.21663542,0.07779878,0,0.00000000
2015-05-14,12.02619086,8.11822207,3.87385029,0,0,0.00504930,1.41672552,2.02196512,0.22547164,0,0.00000000
2015-05-15,12.89278902,1.80030576,8.93352198,0,0,0.51432368,0.93035394,2.07010663,1.04589825,0,0.00000000
2015-05-16,54.82676167,45.75290580,13.62954125,0,0,1.23347000,7.27407216,1.47720574,4.96126604,0,0.00000000
2015-05-17,41.17107808,19.88171832,17.21109774,0,0,3.18378500,0.28400252,6.61705972,0.73072963,0,0.00000000
2015-05-18,70.20492239,11.52424506,18.40712536,0,0,1.22799340,0.43357149,2.63418333,0.00000000,0,0.00000000
2015-05-19,12.93732513,6.82781292,15.86565166,0,0,0.74676818,0.14358113,5.12871927,0.00947595,0,0.00000000
2015-05-20,21.05391026,8.17918622,15.64765356,0,0,0.95781518,1.00785448,6.52990474,0.16225156,0,0.00000000
2015-05-21,18.19187471,8.64658354,8.15912858,0,0,4.24019561,0.05230167,2.71414433,0.23069580,0,0.00000000
2015-05-22,5.33253077,11.97873355,1.61760875,0,0,2.89630460,1.19411456,2.74629568,1.89606264,0,0.00000000
2015-05-23,2.05845132,18.83276144,1.61061402,0,0,3.95225652,8.22732273,4.77954681,1.28226875,0,0.00000000
2015-05-24,6.64905269,20.21260771,0.06598297,0,0,2.79780347,1.81119981,5.04414706,0.00001111,0,0.00000000
2015-05-25,14.99124000,9.52427141,0.56579391,0,0,0.00540000,0.37293030,4.40750839,0.02937692,0,0.00000000
2015-05-26,4.37054808,7.38360839,0.76646773,0,0,3.91697985,2.28824065,1.48208493,0.00068904,0,0.00000000
2015-05-27,1.69995966,5.85884114,1.71771065,0,0,0.09433258,0.48490069,1.83347348,0.37835412,0,0.00000000
2015-05-28,2.57229391,9.47568884,1.19949672,0,0,3.49370233,0.40692471,1.85509956,0.13651609,0,0.00000000
2015-05-29,5.49263820,11.01270886,1.81274904,0,0,3.67630421,0.16576570,1.22212269,0.12477982,0,0.00000000
2015-05-30,8.56471333,15.63350779,3.56468197,0,0,1.93208868,0.07181471,1.51980995,1.29925532,0,0.00000000
2015-05-31,3.62173000,11.42556069,7.33561704,0,0,3.39086842,0.20586321,4.17416651,5.16420690,0,0.00000000
2015-06-01,3.07989700,3.18260833,3.78664802,0,0,1.18626476,0.08709370,0.78459408,0.00102125,0,0.00000000
2015-06-02,5.81632169,21.82851800,9.23739552,0,0,3.27417679,0.13075133,0.86727116,6.23101667,0,0.00000000
2015-06-03,2.81161172,6.50397215,8.09459394,0,0,0.11895034,0.16503319,1.20307760,0.08662984,0,0.00000000
2015-06-04,2.84489788,6.25733466,4.23682464,0,0,4.49085532,0.55946041,2.27032385,0.21766270,0,0.00000000
2015-06-05,1.76194925,11.32697019,0.73105649,0,0,0.01788986,0.24932098,0.85783035,0.01304746,0,0.00000000
2015-06-06,1.19201596,22.74505340,0.06796718,0,0,9.18882600,0.27296876,3.65052448,0.00034971,0,0.00000000
2015-06-07,1.15186667,15.11144516,0.01428931,0,0,0.78573306,0.18966843,2.04111994,0.00030448,0,0.00000000
2015-06-08,1.40394286,11.67341272,0.35797735,0,0,0.00511525,4.82075833,2.49173731,0.00622574,0,0.00000000
2015-06-09,1.73867450,9.88665459,0.89483490,0,0,0.00498476,0.48296163,2.81536230,0.09704851,0,0.00000000
2015-06-10,4.64249528,11.04587061,3.59359730,0,0,0.64708955,3.21324932,3.77792410,1.00662118,0,0.00000000
2015-06-11,6.96304250,12.00508871,3.49212568,0,0,1.00733704,0.51935319,1.31051186,0.42081022,0,0.00000000
2015-06-12,4.64875255,12.57175724,7.28110416,0,0,2.76176061,2.59492688,3.36814914,0.30013305,0,0.00000000
2015-06-13,5.71274450,14.43799305,7.24335181,0,0,0.76190000,8.66865422,1.53854740,0.00023750,0,0.00000000
2015-06-14,1.51795043,16.57059627,0.37790000,0,0,0.00554222,1.52386795,3.13141834,0.00025000,0,0.00000000
2015-06-15,2.73631690,12.85129203,36.58992116,0,0,0.62669621,7.01143649,0.71743768,0.00691333,0,0.00000000
2015-06-16,6.07568913,10.91871659,8.55876152,0,0,0.00497705,4.88293968,2.82900829,0.00226503,0,0.00000000
2015-06-17,11.02858537,12.51790869,7.01680978,0,0,0.00833000,3.67979290,2.49194458,0.02973226,0,0.00000000
2015-06-18,2.00117551,15.30122458,15.76868976,0,0,0.00568333,2.26622097,3.67975794,0.36758060,0,0.00000000
2015-06-19,4.59139848,18.30510157,20.04429850,0,0,0.43886316,4.41122255,3.36801609,0.97468298,0,0.00000000
2015-06-20,9.64137500,14.99798412,41.95884293,0,0,1.16284059,8.54842090,1.94806830,0.24099727,0,0.00000000
2015-06-21,30.96259091,13.97561957,0.31097618,0,0,0.00503137,3.97021458,2.67779260,0.09133478,0,0.00000000
2015-06-22,9.70400645,7.99169448,1.26587684,0,0,0.00497115,18.95884410,1.49140919,2.09975435,0,0.00000000
2015-06-23,10.02876703,13.36547406,3.81970747,0,0,0.04590526,8.12193640,1.42291510,14.90718846,0,0.00000000
2015-06-24,7.13097410,13.94027994,4.72993592,0,0,2.89642738,10.57904174,1.19936257,2.11030482,0,0.00000000
2015-06-25,4.58036170,10.90790376,3.59585921,0,0,6.31171905,1.85922174,1.31778032,2.16787703,0,0.00000000
2015-06-26,15.10249141,16.99226199,9.93473452,0,0,14.76242250,1.70407529,0.18622035,0.41466997,0,0.00000000
2015-06-27,8.07976244,18.62036891,20.09059550,0,0,5.68757461,7.82561648,0.72910534,0.47403098,0,0.00000000
2015-06-28,4.04811872,20.01026696,36.69626965,0,0,11.58343100,14.14737278,0.37176494,0.08939061,0,0.00000000
2015-06-29,2.66225617,15.28497901,11.77545839,0,0,3.31469905,8.13000182,0.26138713,2.54777750,0,0.00000000
2015-06-30,10.45760840,12.94758395,6.50962136,0,0,14.65911346,0.74304570,1.29560839,2.36580076,0,0.00000000
2015-07-01,14.84580394,11.15457923,10.11273875,0,0,6.09115696,0.90931523,0.50045704,1.10412022,0,0.00000000
2015-07-02,1.70831376,18.78873376,18.51375626,0,0,0.98969681,4.47664938,0.42488557,0.13819216,0,0.00000000
2015-07-03,10.79886772,10.69881586,15.48144081,0,0,7.25485120,18.58972202,1.83988537,0.00022603,0,0.00000000
2015-07-04,6.41237218,12.06982161,8.75686054,0,0,0.00515556,35.41806947,1.87176865,0.00013793,0,0.00000000
2015-07-05,1.01016212,11.09216109,5.15329928,0,0,0.00493038,30.04900700,0.36762066,0.00016111,0,0.00000000
2015-07-06,5.17132308,5.40969126,1.52369465,0,0,3.73560522,5.36894363,0.07679879,0.32919294,0,0.00000000
2015-07-07,6.09341127,8.36663040,2.76419231,0,0,3.04801105,6.93536593,0.23879747,2.58574434,0,0.00000000
2015-07-08,3.59066777,9.37052928,3.12830564,0,0,2.98512081,5.74808650,0.70863682,4.37272785,0,0.00000000
2015-07-09,6.10987477,8.84120123,3.07075979,0,0,3.90035420,9.02694848,1.69246322,0.10916935,0,0.00000000
2015-07-10,8.13951304,9.65990213,6.93613930,0,0,9.71500758,13.47176471,0.31840337,0.96165670,0,0.00000000
2015-07-11,37.33618065,9.28261844,10.23177086,0,0,0.24185000,8.71957838,2.04911000,0.00018000,0,0.00000000
2015-07-12,33.43697455,7.31668380,18.09822286,0,0,0.03621053,6.67154229,0.54584978,0.00012857,0,0.00000000
2015-07-13,35.19125056,1.34337448,2.42476505,0,0,0.46743039,10.36761283,0.12858257,0.00051087,0,0.00000000
2015-07-14,57.60979699,27.37023225,4.16374457,0,0,0.00714353,5.01166258,0.81836875,0.00929341,0.01953333,0.00000000
2015-07-15,42.89060633,5.60331904,6.20325503,0,0,0.01351337,7.55509630,0.73083154,1.01815545,0,0.00000000
2015-07-16,56.16254959,8.77875871,13.24324559,0,0,0.00604641,12.65041604,0.31798506,1.26172719,0,0.00000000
2015-07-17,22.65300000,11.84190861,18.75817768,0,0,0.00489071,4.11469058,1.34325569,4.50076784,0,0.00000000
2015-07-18,50.22095217,14.67217913,24.11906511,0,0,0.00427931,8.94837067,3.42241349,5.36560526,0,0.00000000
2015-07-19,63.88198182,7.31775051,31.49171440,0,0,0.00479683,10.88654405,0.52454425,5.19922424,0,0.00000000
2015-07-20,18.86563440,4.95234849,9.43720126,0,0,0.00575333,1.83293636,1.74933780,0.71967826,0,0.00000000
2015-07-21,22.36155079,5.57935245,9.56244903,0,0,0.00506129,6.13228632,0.44788606,0.57942993,0,0.00000000
2015-07-22,82.31510888,8.16473868,8.64944332,0,0,0.00511905,5.75245244,0.07247009,2.79719250,0,0.00000000
2015-07-23,234.71368771,12.01553718,4.20714246,0,0,0.00502644,6.49727714,17.39751990,1.59439722,0,0.00000000
2015-07-24,14.52386275,9.29542445,12.43443898,0,0,0.00687767,11.12243274,0.87989228,2.13251667,0,0.00000000
2015-07-25,7.84734839,13.76235593,21.98571563,0,0,0.00515000,19.73647160,5.83229868,9.61830500,0.01900000,0.00000000
2015-07-26,56.87900820,12.68947323,23.60658775,0,0,0.00518393,14.02096304,1.98492242,6.32802857,0,0.00000000
2015-07-27,1.27638416,7.20031742,16.13626547,0,0,0.07707163,3.04378969,4.43817305,7.64467500,0,0.00000000
2015-07-28,1.33024107,6.97080233,12.58991164,0,0,0.00534549,12.86686295,2.17833208,6.90074560,0,0.00000000
2015-07-29,9.36105217,7.39721452,29.09097573,0,0,0.18475648,20.65297657,1.96590890,3.30954783,0,0.00000000
2015-07-30,3.40049429,5.89024942,17.94842543,0,0,0.39941341,26.27548623,0.58524318,0.00177883,0.02690000,0.00000000
2015-07-31,7.49835111,10.82671062,30.35778646,0,0,0.00465000,6.78157125,0.83124815,1.93593906,0,0.00000000
---------
