title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2010-02-01,2010-07-31
---------
Day,"[NCSA DTF] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[NICS ATHENA] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[NCSA LINCOLN] Wait Hours: Per Job","[NCSA COBALT] Wait Hours: Per Job","[TACC LONESTAR] Wait Hours: Per Job","[NCSA ABE] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[IU BIGRED*] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[PSC BIGBEN] Wait Hours: Per Job","[ORNL NSTG] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job"
2010-02-19,31.63771010,15.32531574,22.14068150,0,4.67669992,8.55895060,4.34229957,3.11286842,9.95167394,2.05954712,23.91684828,0,0.00140000,0.84831925,0.00007241,0.48006933,0,0.02765000,0.00038072
2010-02-20,47.91469751,26.62106829,33.75456223,0,5.00965111,29.21674493,4.46335161,2.99553057,16.78562804,3.95054803,99.46876667,0,0,0.05827864,0.00003929,0.03458293,0,0,0.00036357
2010-02-21,30.86451397,24.23787455,28.80416374,0,2.85776837,4.34996061,7.73537913,15.99389900,20.63881733,8.75673267,54.85646667,101.78110000,0,0.00623622,0.00006897,6.12759545,0,0.01720000,0.00080759
2010-02-22,21.98760682,15.05830491,16.50656294,0,2.10023341,0.07387440,14.36711901,5.34155041,5.67650067,23.09892985,66.17876190,163.07901364,0.00678571,0.01659024,0.22545857,0.19132286,0,0.03526667,0.00076338
2010-02-23,65.78225410,19.33965158,14.04713542,0,3.12428606,0.03412716,11.29734722,4.28587579,9.84273429,24.00228378,7.87217294,0.20366889,0.00578571,0.04312920,0.01294571,0.00597368,0,0.02482000,0.00092888
2010-02-24,50.14104691,54.97501522,20.78472437,0,3.17418470,2.25370440,16.85509910,2.48427200,14.68939036,29.56332288,7.11946538,0.90931810,0.00486667,2.40057872,0.01536667,0.02164242,0,0.20196667,0.00084390
2010-02-25,7.88487270,16.32397174,14.38171288,0,66.69998503,2.93101966,15.86951031,2.11723672,19.14585024,10.67193474,4.24352500,1.07892655,0.00562439,5.00734141,0.01297945,0.17821250,0,0.01060000,0.00066253
2010-02-26,6.76834822,76.05517674,22.66041981,0,13.09293139,0.03017917,9.58165702,5.17774393,32.48033030,9.75101255,3.11553306,1.61430487,0.00825185,1.47643033,0.01453065,0.69207176,0,0,0.00302510
2010-02-27,14.14602213,14.91246404,13.71399273,0,10.07862810,0.03281500,24.37368712,12.84283110,80.88148807,41.60267782,8.14968796,3.33357316,0.01030000,0.08429148,0.00005763,0.03013571,0,0.02285000,0.00881568
2010-02-28,29.13702623,21.96660256,17.61304631,0,3.47739118,0.03049545,24.49301776,7.02829009,60.63007550,11.80784803,5.00362821,2.90165818,0.00982308,0.19910439,0.00007143,0.02290192,0,0.02707500,0.00100844
2010-03-01,14.84380781,20.69358554,7.47456480,0,2.66640134,0.08130769,17.42087971,11.02033266,30.12728713,11.83656618,1.19188328,6.59820704,0.00730408,1.13402323,0.01576441,0.02915926,0,0.01546667,0.00050738
2010-03-02,53.83241839,4.19169432,10.25151694,0,5.61381189,0.33982162,20.56926422,0.97696342,34.25430194,27.85456748,86.92646250,16.39580245,0.00237037,2.73917191,0.01616897,0.01928714,0,0.16966000,0.00177162
2010-03-03,80.52277423,7.05551447,11.67403319,0,6.91007500,0.50901538,17.82637045,0.66459493,25.38212209,13.52155757,1.89651613,6.34511879,0.00922373,0.02324706,0.01602807,0.01359180,0,0.05746000,0.01255626
2010-03-04,101.40908964,21.03638957,10.74303048,0,79.04390000,2.50788704,16.05766069,0.61116000,19.83911598,9.22642374,8.84362500,2.14777401,0.00709375,0.12790558,0.01331667,0.00402895,0,0.03334000,0.00887850
2010-03-05,52.45113507,7.33152197,14.71523629,0,150.58013750,0.04050600,2.11872620,3.26494479,21.00108162,7.38297505,5.66796220,0.55815442,0.00433000,1.69918065,0.01552333,14.68581818,0,0.03902500,0.00184742
2010-03-06,10.51563365,32.58250278,16.36548175,0,34.10491367,0.56734000,0.89301149,10.01027018,28.39353915,6.25719606,11.59946154,13.81410256,0.00410000,0.31147681,0.00009815,0.68057778,0,0,0.00041228
2010-03-07,19.80617890,51.01871961,7.48496718,0,16.03251455,4.82940870,3.89136396,5.90320942,21.32384691,4.48954944,7.17759400,0.83106324,0.00536667,0.02567445,0.00004808,0.00526829,0,0.01540000,0.00039072
2010-03-08,20.97635969,2.85770823,6.26808557,0,3.83229665,0.04366923,5.36827853,5.82161953,24.78969879,3.25226973,50.13791607,6.66190300,0.00644118,0.73745529,0.02931270,0.01116000,0,0.03473333,0.00099498
2010-03-09,55.10535064,8.91037849,10.84269469,0,1.60125369,0.05929412,2.45995681,8.01933831,28.36693274,5.03049080,36.14882222,4.12823995,0.00665000,2.61024568,0.02007059,0.01674091,0,0.03760000,0.00066020
2010-03-10,48.27846082,28.22030190,13.99413434,0,6.65082500,1.02582432,9.88989513,8.75037851,21.92033625,7.57553792,12.32355263,12.27082190,0.00806220,5.85358679,0.02667971,0.05249130,0,0.03525000,0.00050895
2010-03-11,41.93316160,49.42326848,12.19856884,0,44.03615574,0.12300370,9.61438910,16.93116341,14.62154572,10.28828357,8.18352143,12.23968914,0.00879649,3.45628609,0.05462857,0.01259000,0,0.02255556,0.00104591
2010-03-12,46.23885190,8.67424667,15.53667020,0,11.06448408,4.18132222,27.08394051,7.98433115,19.25234540,12.57462229,12.71606364,2.33412077,0.00789744,2.96661747,0.01620164,4.68712778,0,0.03886667,0.00092167
2010-03-13,29.66104897,7.80112432,25.93484021,0,3.87044304,0.05961429,21.05351639,9.65784167,38.56778964,8.03247577,72.56040000,4.67776903,0.23036071,1.13464304,0.00005091,0.00463333,0,0,0.00380078
2010-03-14,30.91866440,9.48708750,25.90916287,0,3.04978006,0.31194091,36.14932780,23.00278841,62.98873558,31.00493099,6.86117391,36.01456261,0.00781719,0.26591160,0.00006078,0.10914615,0,0,0.00214616
2010-03-15,31.73734106,13.59114857,2.72838580,0,2.82864092,0.21559143,10.06017813,15.60734646,33.59768678,9.00200931,0.00000000,5.53636685,0.00738649,0.11819179,0.01460476,0.00203125,0,0.03280000,0.00220486
2010-03-16,7.08585766,27.62423438,45.62903791,0,1.41585702,0.83062143,5.21696963,31.05305175,32.35687560,14.84830622,82.83265412,6.08605267,0.00777826,0.20234432,0.10085283,0.01403684,0,0.03257500,0.00351220
2010-03-17,62.02687542,5.92729423,18.00965188,0,23.65700411,0.00000000,12.96251545,10.84301138,42.99129373,19.90580217,7.73357333,18.24821579,0.00335000,0.50457729,0.02288049,0.00283125,0,0.02953333,0.00070589
2010-03-18,4.52710012,18.19837594,13.44476442,0,23.74111856,2.08921059,5.41956638,5.49048696,13.81271780,5.81659265,4.58714348,8.98537122,0.00151667,1.83622222,0.01453016,0.00204762,0,0.33531429,0.00652265
2010-03-19,20.47261825,16.17907885,8.56176057,0,3.99721536,0.10429848,13.71254233,12.54429513,33.66727087,7.77728528,0.28782553,33.72487429,0.00221429,9.56774000,0.01607797,4.89828000,0,0.02156000,0.00236448
2010-03-20,45.73891888,19.05089239,20.55813038,0,2.37125366,66.06092571,42.19962174,6.65347703,30.69135362,14.12734553,8.60858929,1.30169851,0,5.98127917,0.00008491,3.46115714,0,0.01567778,0.00194601
2010-03-21,67.30783705,28.59156316,17.10577462,0,1.91003724,0.02894286,9.20858434,11.83229897,38.36764672,22.79497200,12.85494286,0.85800543,0,3.09064364,0.00006333,1.25073333,0,0.01250000,0.00241450
2010-03-22,49.41444617,1.87581772,3.96057610,0,0.86994952,0.75702143,0.31005193,2.04379782,40.05912348,22.36921104,12.14876897,0.65723917,0.00228750,2.24397089,0.02820000,1.46126667,0,0.02767778,0.00221719
2010-03-23,33.11418726,11.62999686,9.31146300,0,1.38570805,0.48729615,1.32773123,2.29857802,25.39984616,7.30245560,15.06287895,0.16106715,0,2.15928916,0.01538070,0.00801429,0,0.02930000,0.00160636
2010-03-24,50.49682679,7.87207980,6.24310234,0,13.00068684,0.27585735,5.01336477,4.91869220,26.29095235,4.47817955,0.31942267,0.32744087,0.00732609,3.80360455,0.01708393,0.01151613,0,0.02958889,0.00391795
2010-03-25,111.06717706,6.94966908,12.48603732,0,30.53508750,0.45861188,4.66438410,4.29538899,48.82515364,7.17373580,1.59434722,2.39872057,0.00641333,3.48409431,0.01642414,0.00260000,0,0,0.00796070
2010-03-26,104.42307627,3.09970988,17.29998906,0,28.34761648,0.26725048,1.77034028,5.66321960,28.03295430,2.79533952,5.51598261,8.17424558,0.00442424,5.67859917,0.01485082,9.76546364,0,0.02390000,0.00318408
2010-03-27,27.15069633,8.95315529,7.26882766,0,24.32012051,0.04609545,4.49440325,19.93112038,55.23655278,9.59641584,1.33365556,15.27059636,0.00396667,15.44559552,0.00008714,2.51170000,0,0.23890000,0.00226088
2010-03-28,40.07584573,8.50159102,6.36646559,0,5.46600855,0.07866512,1.13049796,21.16922168,41.91293252,7.88695021,1.39204286,24.20557964,0.02038571,8.64072985,0.00007681,0.00222500,0,0,0.00298135
2010-03-29,47.94128750,2.09249968,6.41995524,0,2.48878546,0.23500270,2.71578470,11.91520293,22.17518285,5.37337403,0.39075493,2.62405652,0.38690704,3.63255493,0.00005676,0.00190000,0,0.02095000,0.00192590
2010-03-30,54.42716694,10.64993077,10.02249533,0,1.16238583,0.64375000,20.01055902,7.14472808,3.78005634,26.53122293,1.29264375,3.40054054,0.01114545,3.90104385,0.01411471,0.00229167,0,0.02513750,0.00445301
2010-03-31,1.50189161,7.88474429,8.63366092,0,11.38571795,0.34060127,2.46062357,9.19864362,4.58715187,6.63137921,2.17578062,22.16811570,0.22883125,1.65149061,0.01317083,0.00186875,0,0.02526667,0.00310325
2010-04-01,0.65101200,13.29191474,8.10590671,0.00117500,196.80594000,3.45257273,1.86483965,9.34700202,4.79458925,9.17270947,1.32490656,12.85156312,0.25661600,0,0.01752295,0.00117500,0,0.05772500,0.00268624
2010-04-02,0,11.76536269,13.67963277,0.92487308,22.92382612,0.00000000,3.03399667,10.64087815,0.00000000,17.04894784,0.81252051,10.16323036,0.00356071,0,0.00006410,5.30753750,0,0.20760000,0.00197322
2010-04-03,0,23.07795405,19.76684918,0.65464800,11.27997375,0.00000000,0.58342297,12.44600621,0.00000000,22.33384884,31.31519310,34.16934367,0.00797500,0,0.00001875,0.42918000,0,0.09610000,0.00550566
2010-04-04,0,28.71045526,16.35096523,0.43040000,0.68910717,0.00000000,1.11996078,3.29942929,0.00000000,26.83659811,3.80659474,39.09591481,0.00563333,0,0.00003529,0.00147500,0,0,0.00812143
2010-04-05,0,20.34425970,10.25796541,0.25574211,2.34301650,42.52569333,0.61324604,2.12247436,62.40968296,16.38435575,0.14093158,10.99038251,0.00473729,0,0.01776154,0.00194000,0,0.02523333,0.00307290
2010-04-06,0,19.35238354,8.77699633,1.37894247,2.60636667,0.02371169,2.74834905,29.47357243,6.33397239,18.56210535,47.15761475,0.04705573,0.00274000,0,0.01757500,0.00241250,0,0.06770000,0.00266414
2010-04-07,0,11.44752516,10.27465683,0.06389189,5.35338571,0.15735542,2.24024580,3.46532757,6.40155425,3.19355430,2.02651667,0.94260160,0.11961379,0,0.01446250,0.00207500,0,0.14870000,0.00206075
2010-04-08,0,16.35175136,8.11914297,0.12137597,36.49171832,1.78703158,3.81906551,3.15117867,5.63209099,6.18969205,0.77675417,0.19697799,0.16277222,0,0.01571111,0.00310000,0,0.02375000,0.00132830
2010-04-09,0,22.48341273,11.80353499,0.60898256,11.64231376,4.23658750,5.34134111,2.71339797,4.25963230,6.47596821,0.45764938,0.60800574,0.40341739,0,0.02602727,0.00125000,0,0.92450833,0.00193816
2010-04-10,0,19.36361466,17.96485222,2.01255000,4.22729810,6.41378000,4.92938333,8.09094205,3.28597955,4.83519058,5.26312660,0.37543963,0.03011250,0,0.00006182,0,0,0.00640000,0.00195480
2010-04-11,0,40.37809429,11.69243729,84.52500000,6.12370263,11.52345000,5.20485602,1.63004721,0.14899902,4.90982013,1.24463289,1.15854672,0.00703182,0,0.00004717,0.04046667,0,0.02073333,0.00095865
2010-04-12,0,31.28738037,4.34158123,2.07528462,4.70929469,10.60903000,3.45403524,5.53268269,29.99301069,10.12370410,3.36737347,1.88848196,0.00716410,0,0.01532031,0.00250000,0,0.03125000,0.00096009
2010-04-13,0,20.64745699,6.00633162,5.73024280,1.25885913,2.20559545,2.15903648,3.98111875,1.50520562,14.61017471,1.67707253,1.29329819,0.30924510,0,0.02357436,0.00172000,0,0.01470000,0.00136157
2010-04-14,0,7.08155211,5.64564057,17.07921107,17.13156624,15.52970833,3.11308546,3.39697639,1.41011113,7.46247778,7.33162206,3.65433802,1.10430116,0,0.00005455,0.00187692,0,0.02415000,0.00385704
2010-04-15,0,13.41795647,7.32754708,27.14786588,9.51192591,37.05480408,5.00262677,4.23755966,0.36443707,26.25637427,7.91603273,2.72029707,2.36028958,0,0.08292609,0.07480000,0,0.03518333,0.00459685
2010-04-16,0,9.59208941,8.21512563,1.70135826,6.77102544,79.05966222,3.40242222,8.06900469,0.29088551,34.31116469,2.35753871,3.26861848,0.08737347,0,0.07639130,0.00222222,0,0.03176667,0.00373657
2010-04-17,0,0,14.01819680,16.34876883,11.33853648,41.95307105,7.47519167,2.79872843,3.51034404,26.37216924,34.07189825,1.71136681,1.18683043,0,0.00001765,0.00178889,0,0.02780000,0.00542504
2010-04-18,0,78.30518571,20.00276836,13.63144375,5.48642059,64.61253333,7.68137842,8.38457187,6.35065598,24.09729827,11.27412143,3.52262201,13.94505455,0,0.00001765,0.00267143,0,0.03555714,0.00237887
2010-04-19,0,12.77191800,12.71397522,3.60950494,2.07387826,63.25506575,0.03268804,5.14054523,0.93267752,7.93626974,4.51903366,0.59547185,0.00223333,0,0.03555769,0.00226774,0,0.08581818,0.00183271
2010-04-20,0,15.94378405,8.02804392,3.38591920,1.07245026,87.37381186,0.22987169,10.66830252,2.17856048,6.14063941,1.89679794,1.22456653,40.09744000,0,0.04065652,0.00238636,0,0.02903750,0.00183472
2010-04-21,0,37.42904923,8.42259565,7.89719346,17.45146939,113.17572264,0.64241519,5.58394853,15.34416037,25.41751803,0.86233824,7.18039945,23.07407778,0,0.02846471,0.45601429,0,0.16215789,0.00287139
2010-04-22,0,16.75175962,11.06596238,4.54694237,3.54928879,94.22258267,0.95661862,8.58384607,18.60994524,12.85043994,3.79052419,3.16015049,7.29522353,0,0.01368923,0.00286667,0,0.19523333,0.00688773
2010-04-23,0,61.32295435,14.50440824,6.42772861,4.71503863,12.47680103,1.08247990,4.34784481,2.76641173,17.94205083,4.80553919,2.50774072,9.01144000,0,0.01641864,3.59178571,0.00000000,0.05955833,0.00215617
2010-04-24,0,51.58970000,15.86968808,7.96112384,18.08828374,20.71705323,0.23514528,10.78568604,1.73435830,7.66735205,7.69057586,3.37728868,3.46361000,0,0.00006939,0.01718136,0,0.02422500,0.00191344
2010-04-25,0,34.23573377,15.42569702,2.83686892,5.01511209,52.79852308,6.32591799,18.08194034,3.52051551,22.32502047,0.18892941,0.91146379,4.45215313,0,0.00004386,0.00265882,0,0.02478000,0.00291484
2010-04-26,0,17.35383033,3.08498495,4.32392003,3.55211389,95.04494737,0.12529435,5.52736955,7.87636379,20.25156759,5.09163962,1.35191068,2.66142951,0,0.00005385,0.00148333,0,0.03442727,0.00564871
2010-04-27,0,5.60569662,7.01233209,4.43869663,3.19052656,41.71172895,3.02619139,8.17125872,10.10594721,22.46033705,6.07977115,0.25089178,2.00420145,0,0.01798923,0.01331159,0.50735000,0.33821111,0.00388797
2010-04-28,0,18.45027064,12.12797263,2.54565286,12.31185982,104.27387463,3.39221707,3.37301453,2.90989323,17.87173480,3.49735091,1.96067889,1.91050676,0,0.02716769,0.40808898,4.81546667,0.02678000,0.00293946
2010-04-29,0,11.18264048,8.95804072,2.94230682,3.77125427,61.66671308,0.37798682,2.98186250,2.13804789,22.75850135,0.47036923,0.98368681,3.18051860,0,0.01467419,4.10297143,0.00020000,0.02756250,0.00279525
2010-04-30,0,7.39734448,9.84971752,5.38577833,5.30569462,0.03853571,1.35782556,26.40202778,2.96171319,33.57161844,5.35265455,0.92089368,3.77302368,0,0.03847692,2.88097222,0.00000000,0.03547500,0.00077212
2010-05-01,0,18.28801527,14.79566635,1.06600196,6.46302836,0.01007033,0.12410968,18.83905128,7.23054060,45.30323329,3.77283529,0.00599688,4.18673235,0,0.00001875,0.00387500,0.00000000,0.03175000,0.00118509
2010-05-02,0,11.50833841,15.01731251,0.74497469,7.48233790,5.44571132,0.75837500,39.39078676,1.85924134,7.82495207,0.09409000,3.65266765,3.97766857,0,0.00004583,0.00370833,0.00000000,0.04150000,0.00135575
2010-05-03,0,5.57958148,0.72829280,0.95425792,8.42551311,11.23305873,0.24599309,9.48700288,2.75354053,9.95553403,0.00978125,0.07260988,2.62562453,0,0.06187857,0.00304167,0.00000000,0.04936000,0.00122795
2010-05-04,0,29.80849560,24.07702710,0.23552485,2.13723337,0.06604828,0.25933693,7.71677926,2.42117571,71.91252727,0.01050000,0.16527969,3.43382045,0,0.03675294,0.01597308,0.00000000,0,0.00099701
2010-05-05,0,15.85154103,9.24922927,0.31596371,7.80909075,0.02581818,0.69722756,2.68744690,3.00981614,41.75465177,72.52601000,1.26139423,5.26078684,0,0.08727385,0.02544615,49.57420000,0,0.00324862
2010-05-06,0,29.16257073,7.84257644,0.34500290,14.59356410,0.42305273,2.52401406,4.25882689,10.21114579,85.92919195,35.58512381,2.80386500,3.40113256,0,0.01643103,0.17015714,0,0.09423846,0.00125275
2010-05-07,0,3.70627642,10.26454961,6.06666429,17.67671051,0.01907925,2.43611009,11.54763431,11.71632223,41.55676904,8.34034348,1.03375249,4.08067778,0,0.01651228,9.49263333,0.00015000,0.02826667,0.00150670
2010-05-08,0,8.65243294,26.38206634,18.36758485,35.00796842,0.01160588,5.58545506,4.84963640,10.63432515,7.72011627,15.35769500,2.61764510,4.11139730,0,0.00008077,0.31464000,0.00015000,0.03165000,0.00157759
2010-05-09,0,38.02135902,27.62406629,0.61650940,57.71661761,0.02744000,1.21969450,7.46151635,13.22080475,8.44237233,3.73849000,5.33262500,4.93608974,0,0.00006981,0.02066190,0.00000000,0.00740000,0.00155011
2010-05-10,0,0.88064160,11.69663326,0.72640717,17.40055430,0.16623750,0.40750350,9.53330664,2.40022495,3.13678095,2.01447500,17.50149156,3.43430408,0,0.01508750,0.27360714,0.00000000,0.02134545,0.00202311
2010-05-11,0,3.17455909,10.79920777,0.95636748,7.80322338,0.01165909,1.97977163,4.55293886,5.23429987,4.70392895,16.31691579,5.93687099,2.64312208,0,0.01545167,2.04481667,0.00012222,0.10930000,0.00253010
2010-05-12,0,5.72236081,12.71985099,0.84253992,3.95684698,0.01185333,1.21728128,4.47618366,6.15499952,3.24006378,15.59915417,13.24097329,2.99437667,0,0.01648421,0.00199091,0.00011250,0.12560000,0.00224058
2010-05-13,0,5.00035074,20.91075093,0.96057345,2.06995230,0.12240800,7.94412893,6.51517914,3.92096866,5.62676451,5.47642692,45.05306817,2.40568000,0,0.02067500,0.00192222,0.08506667,0.04082500,0.00175118
2010-05-14,0,5.36530269,30.13396205,0,0,0.02619487,0.56583361,6.17140706,2.14144666,15.23393228,19.76725676,1.29461286,1.92751220,0,0,8.94277692,0.00019167,0.07875000,0.00160444
2010-05-15,0,8.15880558,27.29585984,0,0,0.01643506,23.73065000,10.49187548,0.80774925,15.88110353,2.66792143,6.67434641,7.29287647,0,0,3.53120000,0.00020000,0.03640000,0.00153960
2010-05-16,0,23.55801875,23.73246649,0.71154125,70.37366149,0.01324500,2.61840536,6.96058020,0.63906197,2.69039055,12.51585909,9.24629458,4.96810233,0,3.16770667,0.13862222,0.00010000,0.04000000,0.00154629
2010-05-17,0,8.91836796,12.09572356,0.55856612,15.37009801,0.16277759,0.84036118,10.12331314,0.48808053,1.22601320,10.60694333,5.57644706,3.23396351,0,0.01547869,0.08043333,0.00015000,0.10030000,0.00111594
2010-05-18,0,9.76994710,10.62099572,0.45065998,11.62196766,0.02173016,0.71958111,6.80257081,0.14626343,1.54710217,0.75020278,6.70842551,2.70603918,0,0.01203671,0.26370667,0.00014000,0.06012857,0.00059139
2010-05-19,0,6.06660111,15.12511620,0.50930063,8.84834553,0.69570833,1.78147465,4.36608363,1.21526815,5.40996110,0.65452698,2.14941553,3.21589111,0,0.01627654,0.25982143,0.00000000,0.14235000,0.00089656
2010-05-20,0,9.24976695,16.76427248,4.72700000,13.80669563,0.13785918,4.79876713,3.90794900,1.11658825,5.75348582,0.90054833,0.64204600,3.89484194,0,0.09429839,0.03315000,0.00030000,0.02737778,0.00077975
2010-05-21,0,14.82365283,10.32441086,0.60907500,5.51176597,0.14872143,1.64115194,8.05599915,9.03125047,12.75878907,1.47707971,8.13904468,4.18913934,0,0.00006923,9.50661429,0.00010000,0.03626667,0.00121440
2010-05-22,0,24.64340789,30.15933502,8.93122195,26.91343320,0.03485217,1.24147121,2.66921972,3.22999943,5.10560661,1.88156774,10.38314314,8.61430455,0,0.00008036,2.61222500,0.00000000,0.02240000,0.00107958
2010-05-23,0,19.39559423,9.91907269,0.80724510,17.96501241,0.04427500,0.09902121,29.90621154,0.79248650,2.80709105,13.37815472,10.21477018,3.52630000,0,0.00009831,0.02904286,0.00020000,0.01110000,0.00130974
2010-05-24,0,9.56734500,5.25547608,0.88336890,16.56112734,0.08681827,0.48571494,5.09963447,0.24378211,1.90892999,0.80849647,6.83888564,0.05119403,0,0.00005455,4.92171667,0.00006667,0.01735000,0.00145162
2010-05-25,0,16.47620000,7.51125338,0.81158395,12.25356916,1.62277997,5.44831378,4.60097006,3.46158786,2.62756007,0.58143715,23.28198661,4.06223333,0,0.00005667,0.81457500,0.00015000,0.03305000,0.00130002
2010-05-26,0,11.59632695,8.56445047,0.88768722,25.94096240,1.80341170,0.29150107,6.36182811,3.50104300,2.57556112,0.85438551,1.40250293,0.00576727,0,0.00005636,0.47940625,0.00000000,0.02793333,0.00103438
2010-05-27,0,9.12663444,16.69689448,1.00357091,41.27320779,0.04698750,1.78158195,3.70984029,6.86383666,4.30637024,0.19262295,3.44470101,0.01513023,0,0.12357833,0.00295000,0.00022500,0.01470000,0.00076962
2010-05-28,0,6.74103309,24.02626959,10.54958375,27.34660155,0.02778571,4.45558776,3.13761964,2.29088926,6.34005067,0.17741346,16.19881381,0.02808780,0,0.10055593,0.00258333,0.00017143,0.02000000,0.00088190
