title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2012-02-01,2012-07-31
---------
Day,"[PSC BLACKLIGHT] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[NCSA FORGE] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[GATECH KEENELAND] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job"
2012-04-03,4.09978841,8.62758912,10.51905243,0.12696038,9.95975433,0,0,5.39338117,5.18855170,2.29406611,20.19588421,0.04447593,0.35593573,0,0.01190000
2012-04-04,12.95672511,9.37509620,10.07576961,0.06568438,4.97775489,0,0,1.89305547,2.06453311,2.23203598,0.18861333,0.23672926,0.00285026,0,0.04125000
2012-04-05,8.26997658,4.98595470,8.69470269,5.45749077,9.74736984,0,0,3.70848706,1.71080992,2.27750190,0.09474286,4.37852170,0.99703111,0,0.02694000
2012-04-06,7.31956393,36.54318571,8.28579362,3.97530638,10.89350000,0,0,3.20611776,2.63855039,0.70282157,0.00535556,22.49395024,0.00502643,0,0.01030000
2012-04-07,13.44379007,21.14261491,20.18864297,6.61104219,4.33754942,0,0,5.01544911,1.36518463,3.41719048,2.01838846,0.46727138,0.02131739,0,0.01220000
2012-04-08,11.57069320,26.32242022,23.38281621,2.79620250,9.85559918,0,0,3.89848663,0.38616726,3.82998191,0.00400833,0.13246561,0.00659016,0,0.01676667
2012-04-09,6.93411654,18.32066138,14.92068953,0.34834737,10.58971618,0,0,3.68234594,6.98613159,2.90377165,0.01892800,0.10202494,0.12225647,0,0.01155000
2012-04-10,6.88880077,11.97596310,5.67384281,2.32488689,2.67155816,0,0,2.34351201,2.48206269,2.80993798,0.59825934,1.06563937,0.71831550,0,0.02850000
2012-04-11,3.65883693,22.61945312,10.23427563,7.31190625,4.49753676,0,0,4.18478877,2.63743032,3.19709333,0.62027568,1.47169521,1.66339981,0,0.01632500
2012-04-12,10.06281230,9.96398596,7.11470206,2.23330631,3.20507437,0,0,4.39668686,4.06528712,2.95709211,5.77397308,3.07904731,2.23621817,0,0.02661667
2012-04-13,4.32499149,122.34225000,3.84464706,3.81762667,3.34021553,0,0,3.86467051,2.88467756,3.56246569,14.15264167,0.03021465,1.58031110,0,0.01440000
2012-04-14,7.51316237,16.53811786,8.54256137,8.70393947,7.53778398,0,0,4.88836279,1.35019709,3.65203100,0.00487885,3.89970455,1.28637627,0,0
2012-04-15,27.43485593,10.31286684,23.85275745,8.49239756,16.62374680,0,0,2.38829087,0.81218975,2.94411774,0.00441875,20.24155492,0.37924184,0,0
2012-04-16,0.00000000,5.40650691,8.25753768,1.13303333,13.69780317,0,0,1.39177150,1.76944853,0.77154800,0.02853222,1.53254359,0.05703095,0,0.03420000
2012-04-17,11.80131943,24.93316588,3.68238654,1.55217630,4.31061764,0,0,5.09384310,1.57279548,0.01013333,0.00490962,0.11794190,0.06055152,0,0
2012-04-18,5.51847988,11.74435611,2.45629012,1.20053933,5.92584513,0,0,4.21220513,4.71204603,0.01157460,0.00478533,0.04498167,0.17760973,0,0.50573333
2012-04-19,13.97374790,18.33238988,3.91986762,0.09102128,1.88168842,0,0,3.35426830,0.65051150,2.39340169,0.78047143,0.01783428,0.77066917,0,0.02640000
2012-04-20,7.42954950,10.79958532,3.24715169,0.56355843,6.75101399,0,0,3.67150811,1.50404836,2.86260853,0.49250789,0.05869011,0.34247519,0,0.01953333
2012-04-21,10.85501818,15.86834979,5.46724931,1.57562118,9.12630501,0,0,3.36156988,0.70764385,3.38467143,0.00471667,0.01016820,0.21632178,0,0.01830000
2012-04-22,33.73522439,40.20774149,11.83591940,1.90778364,10.54477313,0,0,1.98298600,3.54166993,3.88527885,0.00450000,4.53872431,0.16400560,0,0
2012-04-23,12.52527191,6.96942122,5.15234335,3.25480345,0.74152919,0,0,0.92405357,4.05934609,2.19490224,0.08770909,0.27998782,7.81116962,0,0
2012-04-24,21.47450978,0,3.58951805,1.70445526,3.04673516,0,0,0,1.16365804,0,0.06540667,2.68567748,10.21500042,0,0
2012-04-25,16.40364811,0,3.75499751,1.17885000,1.55273606,0,0,0,1.62197062,0,0.15973514,4.93119017,5.34145896,0,0
2012-04-26,20.57173438,0,7.86316726,2.80857179,3.35573284,0,0,0,3.47370355,0,0.03832222,9.56330071,9.30750333,0,0
2012-04-27,14.70274605,0,10.18632090,2.71507692,3.97336288,0,0,0,1.16696584,0,0.24084324,0.67170223,0.00000000,0,0
2012-04-28,11.80343388,0,33.33344844,0.24032032,5.55495201,0,0,0,1.66518618,0,0.75222321,3.61854345,0.00722500,0,0
2012-04-29,17.52750588,0,22.78192592,3.52695000,5.41884924,0,0,0,2.55416545,0,0.00520000,0.29158813,0.02402500,0,0
2012-04-30,7.36671771,0,8.35340524,2.22133310,5.96837540,0,0,1.92147500,8.70046118,0,0.02487228,0.68170434,0.01337000,0,0
2012-05-01,8.13761239,0,4.52923585,4.52170313,2.05788728,0,0,5.30292418,5.39734385,0,0.00482692,1.63090637,7.48613429,0,0
2012-05-02,19.50814674,0,10.66459455,7.64920541,1.70529408,0,0,9.02735179,1.03271370,10.05179474,0.00503667,0.67592722,0.11021900,0,0
2012-05-03,9.25570989,0,9.11521278,7.33950000,2.65870057,0,0,7.28139280,0.91062091,6.51495517,0.53725714,0.70231583,1.03023003,0,0.01240000
2012-05-04,17.16882786,57.09546667,11.66031062,2.37910481,5.49635807,0,0,7.58281096,2.39369010,3.55845197,0.05294167,0.61078038,0.56693319,0,0.16388750
2012-05-05,10.24318451,12.59388225,15.33908191,16.11158333,5.80856294,0,0,12.29417569,3.89579535,2.78325294,1.96803333,0.45842734,0.01279026,0,0
2012-05-06,9.13424624,10.79067982,15.79378104,31.30231569,0.91617477,0,0,3.42399549,2.28413253,7.05680175,0.00472000,1.96735816,0.25546199,0,0.04110000
2012-05-07,1.73600909,3.44666660,3.81334523,15.83049189,34.42722112,0,0,1.48694415,1.06928951,0.91610577,0.00640000,1.00855872,0.27070303,0,0.07555000
2012-05-08,3.04344848,6.28901951,9.58722031,4.74652394,0.90023998,0,0,21.25360938,1.13956263,1.08550000,1.83923500,5.35847344,0.63597444,0,0
2012-05-09,2.50874798,12.02164131,4.60833776,1.29396557,0.99692424,0,0,9.18018480,0.49312701,3.87139130,0.00379545,7.30453333,2.07153960,0,0.00780000
2012-05-10,12.39329784,20.95342152,4.09242309,3.24730787,2.72443514,0,0,5.06567089,0.14589603,0.91793611,0.05717667,11.75022614,1.50279538,0,0.03286667
2012-05-11,10.82620492,15.65442578,8.48095489,2.72806897,1.45053886,0,0,14.60526057,0.89286713,1.25717714,0.00725000,20.29216301,0.23235695,0,0.02527500
2012-05-12,29.48654667,22.27223629,16.54599579,17.90435366,22.12283168,0,0,9.83919393,0.30922252,1.36093404,0.00495000,2.01425149,0.43939488,0,0.02180000
2012-05-13,33.65815303,24.67313070,9.56972334,16.22389286,12.47892523,0,0,4.73730279,0.33220470,0.00813636,0.00436667,1.48532811,0.26275325,0,0
2012-05-14,12.52251408,13.88002507,3.89606973,4.58083953,5.79753389,0,0,6.26813608,0.05453055,3.25324032,0.00575714,8.20854626,0.40964245,0,0.01640000
2012-05-15,10.74652158,11.99088743,9.04079577,13.12289787,4.02154869,0,0,7.25380052,0.01265000,5.54689412,4.81538000,13.27818918,0.03079265,0,0.01657500
2012-05-16,7.34377333,7.64574345,19.30967187,18.94915472,9.39130973,0,0,8.04311027,0,6.39304259,0.00587857,1.82174062,0,0,0.04330000
2012-05-17,8.80924219,7.76861703,6.56812050,8.30410308,2.78481324,0,0,6.32826646,0.14302030,2.73374310,0.00551429,10.48972146,0.00165250,0,0.02026667
2012-05-18,10.02574850,10.24029534,5.64289468,2.93549278,2.46247203,0,0,8.61263815,0.77072996,4.98125873,0.00400000,3.02845420,1.23628224,0,0.01475000
2012-05-19,7.48313782,22.52148769,15.35712900,17.89974250,1.53280946,0,0,16.05532222,1.98717943,15.02500000,0.00405000,1.73124111,1.87021670,0,0
2012-05-20,6.03821250,12.61687843,4.21888618,22.51691154,1.30813049,0,0,5.38595052,1.38177480,12.71715600,0.00551111,1.73461730,1.93861934,0,0
2012-05-21,5.04719018,4.27921095,3.35591450,23.67503243,1.62133854,0,0,0.61215341,0.18143932,5.44133125,0.03850250,6.97545244,1.92516930,0,0.06413000
2012-05-22,7.79039302,8.95323900,4.57502654,3.48700353,3.39611711,0,0,34.65601429,0.12082854,10.73694231,0.00464545,1.28589890,0.96813142,0,4.41566667
2012-05-23,11.61762756,9.20426825,1.97382598,4.61410927,0.91399991,0,0,9.39837442,0.99023506,5.45528824,0.00525278,2.79555867,1.23863929,0,0.02761429
2012-05-24,18.25740500,13.97678599,2.70829330,0.57381739,2.08733991,0,0,5.61032866,1.44613996,0.40757442,0.00457500,0.71871459,1.07982028,0,0.10320000
2012-05-25,17.98132679,17.60744884,4.23109974,7.99550435,1.47986315,0,0,4.66045441,2.15783737,2.39839394,0.00476596,1.39399211,2.99741921,0,0.02897000
2012-05-26,29.00651087,13.99271794,2.10273232,10.43857500,0.40470627,0,0,5.58814901,2.21996876,0.01890000,0.00525625,4.56763333,0.75673883,0,0.02956000
2012-05-27,34.83978807,3.01138771,2.49812568,32.09840000,23.82664167,0,0,4.02591888,3.37576879,0.62462727,0.00383333,0,0.64095336,0,0.02807059
2012-05-28,26.42356556,0.58927725,7.91066660,11.21209326,0.39486147,0,0,3.35632405,2.75233759,9.03265000,0.00526667,0,1.54279325,0,0.03920000
2012-05-29,42.28477283,23.22171926,3.25804165,6.22268219,2.13052399,0,0,4.28255857,4.19029395,0.01037949,1.96431250,0,0.30353612,0,0.02750000
2012-05-30,22.58008160,14.46524276,25.74947778,6.15512578,4.76335623,0,0,10.37273644,3.23349999,0.77775000,1.53194783,0.58461364,1.02241382,0,0.03970000
2012-05-31,25.53964118,11.72074290,4.04129745,5.56514767,3.83830731,0,0,9.17583078,2.05538617,1.11630625,0.53342051,0.36364721,0.13495702,0,0
2012-06-01,16.17945829,15.30693002,4.21448943,6.81938750,5.69220635,0,0,13.56535722,0.77511241,0.23194333,0.00489167,0.80030238,2.74601723,0,0
2012-06-02,32.93235368,13.74395273,9.35595320,15.21117059,1.16699119,0,0,9.19637036,1.11373655,1.69030000,21.46718182,1.70553584,1.92125402,0,0
2012-06-03,29.33476571,10.00047282,3.41547364,7.54859000,8.62071902,0,0,3.99541564,0.61492087,0.68713846,0.00295000,1.50765426,0.05795197,0,0
2012-06-04,15.23496061,9.58655375,2.85776284,0.84004910,20.50599087,0,0,3.69687649,0.66924847,0.67798667,0.08972308,1.98504444,0.33753680,0,0
2012-06-05,17.27391963,5.82816089,3.17603448,2.95666500,8.36467702,0,0,4.02506693,0.55469383,4.52157949,4.45316667,0.76604779,0.42850631,0,0
2012-06-06,26.05750571,7.95858330,7.88068183,1.78249288,1.65782384,0,0,4.97602748,0.75634079,6.88468039,0.53117200,2.14419360,0.80322662,0,0
2012-06-07,18.53321125,11.53290849,6.64962740,2.04115714,0.31590388,0,0,2.58385083,1.53046246,5.35447342,0.88610400,2.05142612,1.18853398,0,0.03053571
2012-06-08,25.88641453,12.19297532,1.90411748,1.68400619,1.79107021,0,0,3.09225220,1.57297293,6.19854231,1.60633333,1.87245043,2.07016065,0,0.00890000
2012-06-09,41.71794898,20.38944126,2.17662708,5.36179153,3.54257227,0,0,2.97827963,1.27787956,0.01421905,0.00513636,1.42592566,1.76743308,0,0.02556667
2012-06-10,96.86617009,9.05616620,3.69606024,5.60632485,2.98116710,0,0,4.61229578,2.29000987,0.00920000,0.00558824,1.15368679,1.73402914,0,0
2012-06-11,22.87223506,4.29374595,12.26211195,2.34777239,1.03072840,0,0,4.11901226,1.67014492,0.01068986,0.38945750,3.65589723,0.71021870,0,0
2012-06-12,17.45532622,6.11626369,6.86752479,4.88591013,0.17923198,0,0,4.03969085,2.54090696,1.22430896,1.89413725,0.17806780,1.71747927,0,0
2012-06-13,39.81365203,6.63807676,4.01554203,3.93373621,19.65998549,0,0,3.30453788,3.16338637,4.54202597,1.19987800,4.44397500,1.54959631,0,0
2012-06-14,35.68565049,13.85411288,9.24076199,1.47731136,2.65139157,0,0,5.48204127,3.88681641,9.60029512,1.63783200,0.47713129,1.53622495,0,0.02525000
2012-06-15,50.64063288,16.96951445,3.80583597,5.67261968,0.46775965,0,0,2.31211509,4.03255776,1.44305545,0.72539773,0.45167686,2.42570740,0,0.02701111
2012-06-16,23.31580893,37.46416657,2.37584690,25.55212986,1.43038449,0,0,2.79950592,3.62276031,56.56172500,2.16716087,0.62439179,3.93308160,0,0.01847500
2012-06-17,8.41435099,26.60940211,5.50151922,9.00182919,1.06632149,0,0,3.16341616,0.78120018,3.90358947,0.71214615,0.44895019,0.77726957,0,0.04062500
2012-06-18,18.59498333,4.10740831,2.90785777,1.86365595,1.82804756,0,0,3.27868765,1.86230858,0.43676130,0.68125938,2.52698599,0.56192028,0,0.02770000
2012-06-19,12.83692818,5.36209873,24.37944106,5.25212477,0.45069089,0,0,2.44014026,3.53786905,0.55079407,9.86589091,0.75094692,1.11688564,0,0.01930000
2012-06-20,9.56885927,8.74024146,10.12619448,9.97997625,3.83522359,0,0,2.41435490,7.85788723,0.46008438,2.22433571,0.60163278,14.33578234,0,0
2012-06-21,17.67595638,12.62945066,8.14492846,4.13408974,0.27806414,0,0,2.96141307,7.12442321,1.23710565,1.53708276,0.39702449,3.03702561,0,0.01780000
2012-06-22,23.54833364,5.23785198,6.97390592,6.24479097,0.48493383,0,0,2.71331438,5.35048349,1.09667769,0.74972500,0.77389970,1.00028648,0,0.02268333
2012-06-23,39.26403261,6.54138728,5.18251606,4.09896887,1.11008019,0,0,3.44011521,4.86760483,1.24582159,3.24527500,0.30606152,1.41711147,0,0
2012-06-24,79.62233112,2.05904890,8.03376344,6.25480366,3.00284000,0,0,3.28570974,1.92463929,3.05535191,0.00490000,0.67035485,1.90014927,0,0.04330000
2012-06-25,26.07870517,1.90265224,8.55994035,3.71357943,0.76461843,0,0,2.67135206,2.71836061,0.60097207,0.16065294,0.01025856,3.52864496,0,0.02963333
2012-06-26,10.46238557,3.52083864,5.68838748,12.99413455,1.33406115,0,0,2.77723716,5.29242396,1.89164000,6.83216087,0.04553904,4.74777887,0,0
2012-06-27,44.17661616,7.39497070,9.06260537,4.98960373,0.23788908,0,0,2.26948071,5.69800338,2.62413966,0.00516757,0.13007725,8.40954179,0,0
2012-06-28,31.74921579,4.96698637,11.16828530,9.03084823,1.73240572,0,0,3.04363190,2.05976779,0.58736119,0.16678831,0.19791106,8.42505756,0,0.02955714
2012-06-29,9.72450088,2.42949640,7.55755523,10.52387260,0.85959381,0,0,3.97737248,2.12367527,1.00179516,0.01129667,0.24708665,11.88310850,0,0.02614091
2012-06-30,36.07283854,1.75050289,6.19323924,23.57072500,0.61484719,0,0,3.51645886,3.00563099,2.22311571,0.18417966,0.13106427,13.59743520,0,0.02558125
2012-07-01,44.37024407,2.02437734,15.70363211,4.98986404,1.50384308,0,0,4.98651378,1.41118393,0.17046154,3.63819286,0.05759571,6.45843814,0,0.02375000
2012-07-02,21.75147340,3.17302118,5.52255026,4.80787688,1.24816999,0,0,2.07012645,2.48276444,1.72780079,0.04341129,0.07491741,7.34805800,0,0.02045000
2012-07-03,45.02682807,3.23115537,6.67940367,1.76455824,3.78612672,0,0,2.42404317,4.03989086,1.99346615,0.08991471,0.07723212,9.82703500,0,0
2012-07-04,32.63188161,2.02446471,9.77520275,14.58006923,2.44320409,0,0,2.49071994,2.35925100,4.90222714,9.18102857,0.34845275,22.20277071,0,0.03810000
2012-07-05,20.69412090,3.43437430,12.58998349,6.25221655,1.46214962,0,0,3.67469378,2.21125123,1.09050562,0.25994500,0.41413189,19.36524384,0,0.02985000
2012-07-06,13.54760181,6.92603926,8.52557551,5.15237218,3.33964588,0,0,3.17887656,3.07640457,0.15383333,0.00511186,0.61627575,9.92878500,0,0.02491667
