title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2016-02-01,2016-07-31
---------
Day,"[NICS DARTER] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[PSC BRIDGES] Wait Hours: Per Job","[TACC MAVERICK2] Wait Hours: Per Job","[TACC STAMPEDE] Wait Hours: Per Job","[CCT LSU SUPERMIC] Wait Hours: Per Job","[PSC GREENFIELD] Wait Hours: Per Job","[SDSC COMET] Wait Hours: Per Job","[PSC BRIDGES LARGE] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[Stanford XSTREAM] Wait Hours: Per Job","[OSG] Wait Hours: Per Job"
2016-03-02,2.89285553,3.69023658,0,1.66356696,5.03898402,0.02308263,4.07124074,7.87532823,0,0,0,0.00000000
2016-03-03,5.03082353,3.69083433,0,6.31631600,5.73583211,0.45720417,0.00428163,1.75455124,0,0,0,0.00000000
2016-03-04,11.58188830,13.01805519,0,8.33730909,4.36578899,10.05069683,0.00585333,5.86831871,0,0,0,0.00000000
2016-03-05,15.34095278,32.96896038,0,15.23265625,3.36871894,6.15036351,0.01742222,2.79522081,0,0,0,0.00000000
2016-03-06,17.93494974,6.05883307,0,13.32010000,3.25073873,10.62628095,0.00583333,2.51794960,0,0,0,0.00000000
2016-03-07,14.40090404,1.30498764,0,1.90905833,2.16485982,14.10147195,10.33291176,5.55184804,0,0,0,0.00000000
2016-03-08,15.94629504,1.19765206,0,1.62666989,2.69527528,4.39246312,0.00517500,2.11720475,0,0,0,0.00000000
2016-03-09,35.80165659,2.02964001,0,0.00022931,4.98722717,6.78046822,0.05705217,2.27048288,0,0,0,0.00000000
2016-03-10,22.70422614,2.19032508,0,0.26207346,3.63187796,4.35954362,0.59632963,1.34837123,0,0,0,0.00000000
2016-03-11,27.16596864,1.62589194,0,1.21950062,4.46357914,8.76478241,0.00394615,2.43642858,0,0,0,0.00000000
2016-03-12,40.40665641,2.28819802,0,1.72671098,7.01902506,16.68308333,0.00500000,0.92605600,0,0,0,0.00000000
2016-03-13,25.16508056,1.65202901,0,5.79400843,4.13006243,7.13080150,1.00424286,9.52937335,0,0,0,0.00000000
2016-03-14,15.96395769,1.18882936,0,2.06869026,3.33630132,2.15947500,0.00000000,0.68095391,0,0,0,0.00000000
2016-03-15,11.76280970,0.95988066,0,4.20298652,2.16539246,0.59690510,1.23240256,0.96054297,0,0,0,0.00000000
2016-03-16,21.53558148,0.97118942,0,6.73974805,3.94681473,0.11308977,7.04773784,0.16483290,0,0,0,0.00000000
2016-03-17,19.84639657,1.38407530,0,1.73692402,4.14292952,1.93624884,1.00427500,0.53663525,0,0,0,0.00000000
2016-03-18,11.49223043,1.85020547,0,3.05808693,3.76542993,1.43837500,12.41991000,1.14846230,0,0,0,0.00000000
2016-03-19,9.83214524,1.64401058,0,1.41769298,3.37114010,8.00897838,8.77962941,4.43016829,0,0,0,0.00000000
2016-03-20,16.71202381,3.43577904,0,0.00039286,4.16465066,24.83817011,1.00305000,2.84861954,0,0,0,0.00000000
2016-03-21,14.67218062,1.85856013,0,0.00055317,4.65404583,3.88643423,1.00473889,2.11021077,0,0,0,0.00000000
2016-03-22,19.67949936,2.60274635,0,0.00102418,5.52930784,1.62314923,1.66219000,0.60416156,0,0,0,0.00000000
2016-03-23,14.90759611,3.76478515,0,0.00018321,7.97933688,3.06735595,1.18012727,3.87496909,0,0,0,0.00000000
2016-03-24,7.07645266,1.89926040,0,0.24925137,10.55217833,1.22879841,1.16050385,5.69167518,0,0,0,0.00000000
2016-03-25,24.25215982,3.66393747,0,0.01813684,9.53730042,1.48669487,1.92761500,0.56772811,0,0,0,0.00000000
2016-03-26,23.51870190,4.34182581,0,0.63773692,14.68205509,6.05048500,1.00278000,0.59841193,0,0,0,0.00000000
2016-03-27,63.28529185,4.19339187,0,0.00012154,10.17443121,0.03574937,7.16287857,0.81088206,0,0,0,0.00000000
2016-03-28,12.11833518,4.04489200,0,0.12975735,6.13104882,0.61076790,1.22754130,1.99713140,0,0,0,0.00000000
2016-03-29,10.64060505,5.47257233,0,0.34308182,9.49511650,0.94690620,3.28812000,0.34371675,0,0,0,0.00000000
2016-03-30,6.58531965,4.01945582,0,0.01922157,14.53466818,3.10355287,6.95079286,0.52102654,0,0,0,0.00000000
2016-03-31,60.94726873,2.45298376,0,0.42158522,13.11070891,0.00477978,3.22798205,1.68378141,0,0,0,0.00000000
2016-04-01,82.82305225,7.52904470,0,1.99264853,14.97825480,0.22271864,4.57640714,0.71294035,0,0,0,0.00000000
2016-04-02,61.86784667,7.66243948,0,6.12900400,8.24285564,2.95290675,4.56404737,0.52747065,0,0,0,0.00000000
2016-04-03,25.52420600,2.43997076,0,10.79525263,4.76920777,1.30653496,2.20570000,0.92045324,0,0,0,0.00000000
2016-04-04,27.80760541,1.14283526,0,1.39682143,2.38280878,0.65927805,1.69335667,0.30850822,0,0,0,0.00000000
2016-04-05,34.12450795,0.39578870,0,4.19715000,6.04277030,1.06882783,1.75752059,0.37001463,0,0,0,0.00000000
2016-04-06,23.04542389,6.19094368,0,2.71488000,8.13306535,0.65404133,4.43376970,0.40402997,0,0,0,0.00000000
2016-04-07,7.04902796,4.48156956,0,0.99933732,8.25636222,1.77551136,1.75638085,0.35411182,0,0,0,0.00000000
2016-04-08,7.47677500,0.38632921,0,1.11608675,7.03299596,4.58244775,1.38312903,0.23118466,0,0,0,0.00000000
2016-04-09,39.25296023,1.33258395,0,1.64784128,6.01471299,1.33941212,1.10141000,0.79186773,0,0,0,0.00000000
2016-04-10,37.19155460,0.64895413,0,0.57292741,4.55097961,0.00696228,1.00528500,0.45332125,0,0,0,0.00000000
2016-04-11,7.34843013,0.24291857,0,0.65696440,3.62330560,0.18494101,1.00484333,0.29036352,0,0.02926667,0,0.00000000
2016-04-12,8.62442429,1.59847404,0,0.31482627,7.03550357,0.26877500,1.00426667,0.28595198,0,0,0,0.00000000
2016-04-13,16.30665153,0.37760084,0,0.11072706,8.36917702,6.95802736,1.01514815,1.27869902,0,0,0,0.00000000
2016-04-14,20.39774479,0.24785198,0,0.00046621,8.06259278,1.71755291,6.00679250,1.71933723,0,0,0,0.00000000
2016-04-15,13.46275617,2.35775696,0,0.00023061,9.79137077,0.21114167,2.30302245,1.41620239,0,0,0,0.00000000
2016-04-16,48.59847963,11.05703070,0,0.70004737,10.01926844,0.00577500,1.60488182,1.58484297,0,0,0,0.00000000
2016-04-17,44.43142154,5.72322310,0,1.33881702,3.80855715,0.00360000,1.00457857,0.24433343,0,0,0,0.00000000
2016-04-18,22.05816796,1.39164034,0,2.18708537,3.63209423,0,1.09473214,0.26292819,0,0,0,0.00000000
2016-04-19,6.90603060,1.18613723,0,0.64750654,4.12885186,18.63912771,1.92293478,0.79206011,0,0,0,0.00000000
2016-04-20,4.55894513,0.15543831,0,0.03900616,3.07709426,1.88844193,5.86187551,1.09447441,0,0,0,0.00000000
2016-04-21,4.24131951,0.26955875,0,0.25035664,4.07154356,5.22274459,6.28564286,0.67351412,0,0,0,0.00000000
2016-04-22,2.31413097,3.65213310,0,0.73465584,3.53059888,0.34857389,1.00520000,0.44564335,0,0,0,0.00000000
2016-04-23,0,11.08155297,0,0.20114182,2.45373429,1.18239123,1.00353333,1.26312711,0,0,0,0.00000000
2016-04-24,0,13.65862809,0,0.00030517,1.05928161,2.22466949,1.00477500,0.55564728,0,0,0,0.00000000
2016-04-25,72.44323043,2.84952197,0,0.00033780,1.05857814,0.96169574,1.00516250,0.39495926,0,0,0,0.00000000
2016-04-26,6.16958717,3.82762378,0,0.12058519,2.25396792,0.28308831,0,0.33270905,0,0,0,0.00000000
2016-04-27,9.47220585,5.75804823,0,0.17832596,2.90945995,0.49676909,22.75618750,0.34157150,0,0,0,0.00000000
2016-04-28,24.12156020,16.43355691,0,0.32234048,2.44281367,1.60107031,1.00454444,1.05425524,0,0,0,0.00000000
2016-04-29,12.47121749,14.26843814,0,0.31177907,3.38951307,0.50344698,1.00450000,0.57422116,0,0,0,0.00000000
2016-04-30,20.19470224,38.49202092,0,3.39526389,4.66332933,1.47478310,1.00490000,0.39129546,0,0,0,0.00000000
2016-05-01,3.68449703,49.68948653,0,9.85152414,1.59900314,0.30850323,0,0.11960692,0,0,0,0.00000000
2016-05-02,0.89589201,39.29495571,0,2.73354194,0.36850165,4.54747907,1.00408095,0.24501219,0,0.00110000,0,0.00000000
2016-05-03,16.06268411,29.71950636,0,3.29245556,6.79686454,4.13016504,1.35787692,0.62009072,0,0,0,0.00000000
2016-05-04,13.99714013,19.49714725,0,4.80503281,10.74650806,1.53544278,1.00387436,0.89457128,0,0,0,0.00000000
2016-05-05,7.15372221,37.37774966,0,9.31665676,5.20500694,6.67096667,3.01582400,0.38309536,0,0,0,0.00000000
2016-05-06,9.54683194,48.46727782,0,2.96995055,5.64375586,7.19201406,0.00000000,0.29157856,0,0,0,0.00000000
2016-05-07,15.71038904,71.10742892,0,1.06989767,3.75845550,2.17579403,0.00000000,0.36043261,0,0,0,0.00000000
2016-05-08,4.20796670,83.83687556,0,0.69665811,4.10959468,0.00585926,0.00000000,0.21238262,0,0,0,0.00000000
2016-05-09,2.38821564,50.71541615,0,0.37142955,2.85336517,0.54908889,0.00000000,0.36175720,0,0,0,0.00000000
2016-05-10,2.44463273,50.01613612,0,0.97914000,4.65561579,1.24348649,75.54826000,0.37984981,0,0,0,0.00000000
2016-05-11,6.38661033,44.02087644,0,0.93728269,4.54288773,3.99798529,9.28656923,0.35904027,0,0,0,0.00000000
2016-05-12,8.03911339,56.95913486,0,1.41481818,5.32730123,7.35766531,1.00450000,0.13549045,0,0,0,0.00000000
2016-05-13,13.04442897,7.44860385,0,0.00022979,5.54094414,0.79170000,1.00445000,0.40515333,0,0,0,0.00000000
2016-05-14,57.28824065,2.40159245,0,4.13825000,8.06460952,0.64210000,1.00346667,1.88268316,0,0,0,0.00000000
2016-05-15,4.60087543,1.36130000,0,0.69918214,1.59599511,0.02452955,1.00478889,0.83031666,0,0,0,0.00000000
2016-05-16,4.86440210,1.30737730,0,0.66087143,0.97550113,0.14351078,1.00417500,0.67217219,0,0,0,0.00000000
2016-05-17,3.23025830,10.36330585,0,0.17888514,3.66282410,0.00565682,1.00452857,0.60676140,0,0,0,0.00000000
2016-05-18,4.31122991,16.50403127,0,0.57610336,6.30409839,0.00496917,1.00370769,2.96095835,0,0,0,0.00000000
2016-05-19,3.71297976,16.44792222,0,0.06208347,5.22234977,0.06260072,1.00292500,0.83740484,0,0,0,0.00000000
2016-05-20,1.02816813,50.09474527,0,0.25560481,7.80285695,1.39597000,1.00468889,1.02378707,0,0,0,0.00000000
2016-05-21,391.93206471,75.34470697,0,0.00030000,11.06016028,7.14881842,1.00536667,1.16175958,0,0,0,0.00000000
2016-05-22,12.99767556,80.38838450,0,0.00030000,2.34621666,0.76957803,0.00000000,0.88870100,0,0,0,0.00000000
2016-05-23,3.55692857,0.65814686,0,0.00018750,2.51177785,1.15105753,1.00500000,0.31321397,0,0,0,0.00000000
2016-05-24,3.48148547,0.20382625,0,0.01577333,5.42586486,0.72875235,1.00235000,1.02969578,0,0,0,0.00000000
2016-05-25,4.31180803,1.41721763,0,0.02890000,3.96016779,0.70200513,1.00427407,0.91448145,0,0,0,0.00000000
2016-05-26,7.77151886,8.82688034,0,1.07993366,7.46418932,0.75748671,1.00438824,1.12318589,0,0,0,0.00000000
2016-05-27,25.59140386,0.74552324,0,4.91897013,9.62570471,1.07379778,1.00485000,1.09281078,0,0,0,0.00000000
2016-05-28,92.90923535,8.79521368,0,4.42369444,13.18199920,4.66805106,1.00235000,0.68053731,0,0,0,0.00000000
2016-05-29,4.56872914,19.07513701,0,3.93831200,6.00474719,7.63784500,1.00515000,0.10962140,0,0,0,0.00000000
2016-05-30,4.04435687,15.20634486,0,16.45695985,2.09672495,1.08200789,1.00476667,0.73041410,0,0,0,0.00000000
2016-05-31,4.66394508,0.20069708,0,2.02020659,4.65075978,4.94988000,1.00378750,1.22240902,0,0,0,0.00000000
2016-06-01,5.55356730,0.16505968,0,2.06219940,6.79271997,0.00597849,1.00558571,2.01406692,0,0,0,0.00000000
2016-06-02,4.78162873,1.50555153,0,2.57246292,7.20567225,0.03095952,1.00421818,1.22454201,0,0,0,0.00000000
2016-06-03,15.76748675,0.66658314,0,1.32511784,7.26584118,0.05694524,1.00552115,1.09336828,0,0,0,0.00000000
2016-06-04,71.73439608,0.84390177,0,2.40763737,12.57471693,0.00615600,1.00500000,1.97014431,0,0,0,0.00000000
2016-06-05,82.81920591,1.16460487,0,0.01126373,8.32546913,0.31249549,1.00472222,0.74313737,0,0,0,0.00000000
2016-06-06,70.68428938,1.28195540,0,1.01766812,3.43078824,0.14754177,1.03372326,0.29132574,0,0,0,0.00000000
2016-06-07,66.73039491,0.61829134,0,1.31257425,8.81037477,0.16466136,1.00686071,1.60294972,0,0,0,0.00000000
2016-06-08,147.39046833,0.55229857,0,3.22913710,10.64226279,0.32984667,1.22678947,1.64045100,0,0,0,0.00000000
2016-06-09,19.87736633,4.12977790,0,10.09998333,11.40789108,0.01635000,1.11484375,3.08479475,0,0,0,0.00000000
2016-06-10,81.10738933,6.95338750,0,29.00775625,15.15308366,0.01590000,1.00502941,2.68089723,0,0,0,0.00000000
2016-06-11,38.87688808,11.64291677,0,21.37391429,17.44180625,0.00501935,1.27208333,4.00965193,0,0,0,0.00000000
2016-06-12,97.78120000,24.23801823,0,24.47497882,18.15522297,0.01914151,1.00475714,1.07751171,0.00000000,0,0,0.00000000
2016-06-13,24.56663939,21.75566278,0,9.85350947,6.85366778,0.29778429,1.00535000,0.98658111,0.00000000,0,0,0.00000000
2016-06-14,59.70556570,0.87559398,0,11.58812449,9.58493417,0.01057674,2.46062143,4.99358604,0.00000000,0,0,0.00000000
2016-06-15,4.48073766,0.50645878,0,22.56632192,12.49487491,0.18050033,7.79288125,9.50141707,0.00000000,0,0,0.00000000
2016-06-16,8.57031393,0.31494358,0,34.04575057,13.24726178,0.01088462,1.13398571,3.05218360,0.00000000,0,0,0.00000000
2016-06-17,12.18651254,0.65094949,0,44.17395948,18.70175773,0.02077459,2.27868125,1.88508931,0.00000000,0,0,0.00000000
2016-06-18,37.79047414,1.56774380,0,38.50898246,21.57134697,0.20322000,11.04682857,2.52304752,0.00000000,0,0,0.00000000
2016-06-19,9.85021873,0.67704016,0,14.85161724,14.30304810,0.19311205,1.00335333,3.62741307,0.00000000,0,0,0.00000000
2016-06-20,6.88264306,6.61203353,3.08966000,3.42689016,10.63357537,1.67690300,1.00475000,8.02422908,0.00000000,0,0,0.00000000
2016-06-21,12.18734313,0.95715434,7.76850435,17.63186020,10.87040202,2.77766195,1.00498235,1.87347003,0.00000000,0,0,0.00000000
2016-06-22,14.43487981,1.24294882,3.93270643,21.51812083,9.59345781,6.79123818,1.00364286,0.74443766,0.00000000,0,0,0.00000000
2016-06-23,14.07949243,4.05380159,1.25637129,25.57666190,8.19882441,6.31849540,1.00451176,1.24983098,0,0,0,0.00000000
2016-06-24,6.97725591,2.93622672,0.00501588,21.46548333,9.66089674,9.30120000,1.06296818,1.74450791,0.00014444,0,0,0.00000000
2016-06-25,30.25775608,1.92813920,1.03114554,6.69255287,9.36668225,41.42439394,1.00460000,0.59079373,0.00126250,0,0,0.00000000
2016-06-26,7.86038419,0.56362938,0.16478407,7.25024091,7.72372126,43.42199091,8.34810833,1.72917395,0.00000000,0,0,0.00000000
2016-06-27,5.65314348,0.11570190,0.77759934,2.61497206,3.04541929,11.46689076,2.57594286,3.00626318,0.00166667,0,0.00000000,0.00000000
2016-06-28,3.66308311,0.71590694,1.70326266,10.69931375,5.85765852,8.05662136,2.12207500,2.16029972,0.00004286,0,0,0.00000000
2016-06-29,3.53695258,1.41314964,7.58225412,15.27830000,7.44840372,3.53220964,1.00819412,5.03111098,0.00034444,0,0,0.00000000
2016-06-30,1.52382308,4.36527994,1.41755564,18.24245647,9.02596288,1.47039865,1.01709000,2.77060045,0.00523000,0,0,0.00000000
2016-07-01,0,7.25150459,0.25985393,10.52765132,6.32860732,0.00564384,1.00457647,0.45657868,0.00073750,0,0.00000000,0.00000000
2016-07-02,0,10.81773886,9.19010825,7.92762258,13.59097527,0.00549074,1.00444667,0.29994325,0.00028000,0,0.00000000,0.00000000
2016-07-03,0,3.53143463,0.00047125,7.06528478,7.02904183,0.00512593,1.00810000,1.67658686,0.00040000,0,0,0.00000000
2016-07-04,0,1.88151439,1.57248800,3.29556712,3.67501029,0.01202647,1.00695000,4.29525425,0.00066000,0,0,0.00000000
2016-07-05,0,1.67914471,9.88980526,8.98836809,3.05641828,0.00562857,1.00580000,0.93464025,0.21250000,0,0,0.00000000
2016-07-06,0,14.20834568,0.00000000,13.91530273,6.43878453,0.00516000,1.00500000,6.13463514,0.00000000,0,0,0.00000000
2016-07-07,0,6.89059048,0,20.61792946,9.83849684,0,6.13831333,0.92989339,0.00000000,0,0,0.00000000
2016-07-08,0,7.24264969,33.50432892,15.06132209,10.01120329,0,1.00404286,1.65467880,0.00667222,0,0,0.00000000
2016-07-09,0,16.12039273,0.32042299,30.99800649,12.28970415,0,1.00360000,1.26705597,1.14940000,0,0,0.00000000
2016-07-10,0,6.10571591,5.00482338,21.02125263,5.33625581,0,1.81306538,1.06180760,11.99046667,0,0,0.00000000
2016-07-11,0,8.44231247,0.08499576,17.40282963,2.33950956,0,2.52263333,1.43120177,2.34100769,0,0,0.00000000
2016-07-12,0,3.75920819,0.14554508,18.47405851,4.37262940,0,6.84974783,1.56697038,0.00037273,0,0.00026667,0.00000000
2016-07-13,0,7.27054265,0.24139405,20.19924861,5.47728224,0,1.00411905,0.96279817,0.00030000,0,0,0.00000000
2016-07-14,0,4.26133985,2.35915966,17.50390000,3.95715466,0,1.00481429,1.02509105,0.71060000,0,0,0.00000000
2016-07-15,0,19.98349119,1.18607311,15.45074359,4.96277450,0,1.72281429,1.44344248,0.00039412,0,0,0.00000000
2016-07-16,0,22.40382743,0.48924425,21.40976944,7.54825044,0,1.00551667,1.30953631,0.00024286,0,0,0.00000000
2016-07-17,0,9.97080615,3.38768453,15.46175429,3.08503279,0,0,0.96492394,0.00206250,0,0,0.00000000
2016-07-18,0,4.74514614,14.35004554,10.37944167,0.49360407,0,1.00610000,1.01799493,0.00075000,0,0,0.00000000
2016-07-19,0,2.02587136,1.22165516,13.00505827,13.65705581,0,1.00421667,8.83106888,0.00093846,0,0,0.00000000
2016-07-20,0,5.45801773,5.90117408,12.91220364,7.99180070,0,1.00417143,3.52364035,0.03025357,0,0,0.00000000
2016-07-21,0,3.23101788,4.41601297,20.12663881,6.20950490,340.35750000,1.00610000,1.96816674,1.34785455,0,0,0.00000000
2016-07-22,0,11.93685577,5.29986832,15.91644717,2.30761053,0.00550488,1.00527500,3.24406406,0.57556667,0,0,0.00000000
2016-07-23,0,8.97504191,32.02367678,15.10353378,6.56515817,0.05401098,1.00452857,2.20790783,0.00510250,0,0,0.00000000
2016-07-24,0,27.85608044,29.86811691,4.96531857,6.06449036,0.00903108,0.00000000,1.33644014,0.00390909,0,0,0.00000000
2016-07-25,0,1.59603237,17.06540039,16.71185667,0.48313582,0.59550150,0.00000000,1.99155758,3.68794222,0,0,0.00000000
2016-07-26,0,16.47375179,7.69626020,18.23021250,0.74135912,0.00576121,1.00290000,1.49041398,0.37435714,0,0,0.00000000
2016-07-27,0,1.93973770,33.11900766,17.43715526,0.86954101,0.00673072,1.00423333,1.71390269,2.81018333,0,0,0.00000000
2016-07-28,0,13.56984911,29.17552029,13.05530000,0.67887242,0.00667114,0.00000000,1.23265649,3.64224667,0,0.00015000,0.00000000
2016-07-29,0,11.20910513,0.29422222,14.65004091,6.81322316,0.00816250,1.17496667,1.18337342,0,0,0.00030000,0.00000000
2016-07-30,0,40.46900147,0.00012857,10.38045200,3.29286537,0.00659534,0.00000000,1.80814846,0.00360000,0,0,0.00000000
2016-07-31,0,7.03397407,0.04294548,9.36904561,2.11521346,0.00620588,1.00420000,2.65612171,0.00000000,0,0.00005000,0.00000000
---------
