Day,[PURDUE CONDOR] Wait Hours: Per Job,[GATECH KEENELAND] Wait Hours: Per Job,[SDSC GORDON] Wait Hours: Per Job,[PSC BLACKLIGHT] Wait Hours: Per Job,[SDSC TRESTLES] Wait Hours: Per Job,[PURDUE STEELE] Wait Hours: Per Job,[NICS KRAKEN] Wait Hours: Per Job,[GATECH KIDS] Wait Hours: Per Job,[NICS NAUTILUS] Wait Hours: Per Job,[TACC STAMPEDE] Wait Hours: Per Job,[TACC LONESTAR4] Wait Hours: Per Job,[TACC LONGHORN] Wait Hours: Per Job
2013-08-24,34.35812673,17.12197368,19.26128311,6.84940736,7.43978000,0,2.01795063,0.00000000,0.57317857,0.26973041,0.99440301,0.11907106
2013-08-25,29.95914083,3.44469767,12.70122191,31.45501974,0.23347348,0,3.29650235,0,0.05391250,0.18056739,0.44225542,0.23696169
2013-08-26,31.18671563,0.14481612,1.51035316,0.00000000,0.10396015,0,5.29815896,0.26548889,0.01852917,0.37961555,1.53032454,0.25607407
2013-08-27,38.95379400,3.00270070,4.51878082,31.40746104,0.88291096,0,2.82673653,0.00012000,0.82384400,1.74151306,1.05752766,0.08369905
2013-08-28,36.90853836,1.93848587,2.88553041,1.20554962,1.30161145,0,3.57968785,0.00026250,0.01707368,1.52723519,1.74690024,0.16924800
2013-08-29,0,3.65911560,8.18606605,6.13355152,3.08608961,0,6.10190701,0.00030000,0.25235385,0.46134108,3.84910846,0.00870000
2013-08-30,44.87425833,0.46543727,5.35466576,5.51088571,2.37607002,0,5.81029682,0.00000000,0.10419552,0.69211664,2.37115000,0.00975580
2013-08-31,0,0.00094286,19.61109907,0.00000000,8.56265714,0,23.07168953,0,2.52149437,0.82110991,0.20238567,0.00785556
2013-09-01,83.99944444,0.00025544,18.04600375,0.00000000,14.89456945,0,16.73467768,0,0.30111660,0.45098674,0.35838241,0.01070877
2013-09-02,48.43263636,0.01602222,19.55349609,47.84008174,1.74807952,0,4.46998546,0,0.73915000,0.68049296,0.12220067,0.00723333
2013-09-03,68.22020833,3.50081186,19.21399265,9.35492520,1.13325535,0,3.64414376,0.00028333,0.15979143,0.86266315,0.41030925,0.00698846
2013-09-04,845.00670000,0.27991597,7.21054735,9.75302222,0.10735232,0,5.57722141,0.09596667,0.98679167,0.56267503,0.46243274,0.00828182
2013-09-05,78.78451818,0.02872233,42.02818550,4.47651827,1.94206314,0,3.34979819,0,2.18100148,1.12239036,0.47991735,0.01125000
2013-09-06,56.51921489,0.96565669,37.64514768,10.64785086,13.91767017,0,3.16437706,0,0.49842857,3.00233105,0.15461874,0.00617692
2013-09-07,65.15349286,2.79628081,47.00736667,17.28628462,6.95915776,0,2.96666623,0,3.05166026,3.17476349,0.26647002,0.00740000
2013-09-08,0,0.02248163,27.03379751,20.38757625,1.23662907,0,2.51351430,0,0.01713571,0.77654227,0.35189388,0.00000000
2013-09-09,59.67060000,0.00041644,31.84092815,22.31221575,5.12573113,0,2.74586898,0,0.92079091,0.42971539,0.39678882,0.00722308
2013-09-10,248.07867500,8.26593945,31.29344568,29.58282562,2.38603637,0,1.95547377,0.00009565,0.21171667,17.72886034,0.82941949,0.00655500
2013-09-11,997.20610000,0.51371379,34.44148217,24.08372868,2.31347053,0,3.12912124,0.01470714,0.01333125,1.79597129,0.73753001,0.02771364
2013-09-12,55.59381171,1.35539454,40.90738569,0.74498286,2.94296147,0,3.13444952,0.00005000,0.36891129,2.67992418,0.41724465,0.49425930
2013-09-13,87.78967500,1.55074022,38.06465816,21.02848071,1.88855758,0,2.78935450,0.63631000,0.58936667,1.28951916,0.49551338,0.40757535
2013-09-14,269.53480000,0.70949474,66.30262451,3.31069302,5.47626649,0,1.97256176,0,2.83680000,1.95292957,1.02390010,0.02221957
2013-09-15,1091.89440000,3.08896818,54.77405105,52.26123667,18.44088127,0,1.21299333,0,3.58613636,0.27529388,0.07357251,0.03691144
2013-09-16,162.22087143,1.34361919,57.74557791,24.70333404,52.35013061,0,1.25123338,0.44388333,5.03428571,0.38371441,1.40800984,0.54082381
2013-09-17,228.37456000,0.78806099,55.97377270,45.31163761,61.38485672,0,2.11706910,0.00018333,11.79728421,0.46955926,1.28715390,0.86845000
2013-09-18,0,7.41852365,17.98549635,44.89756364,50.09403046,0,4.93638007,0.00017778,0.13886842,0.41618530,2.91222959,0.01092000
2013-09-19,0,12.04377279,16.32886206,10.57239056,27.99209849,0,6.08650329,0.00020000,0.01420000,0.47292025,2.39492055,0.00492500
2013-09-20,68.51184157,8.76178914,13.25641000,29.90931324,25.17992055,0,5.41528840,0.00015000,8.38201500,0.47940223,3.19297689,0.00976364
2013-09-21,103.91359167,14.41279779,31.70810000,16.85708385,37.17126635,0,6.48570267,0.00020000,0.01203333,0.27358791,1.14709100,0.00728000
2013-09-22,640.52710000,17.86008922,45.24626756,12.40466087,33.51913626,0,3.76467430,0.00006000,7.80303333,0.37890314,2.04770773,0.00727391
2013-09-23,129.51161000,4.10857595,17.87885155,4.52036667,18.27186892,0,2.67316747,0.00026364,0.98968750,0.32885682,1.24689592,0.00819444
2013-09-24,0.00000000,18.87705410,29.14132041,5.85515545,18.60928875,0,4.29168433,0.00020000,2.62706667,0.85013188,2.53950125,0.00799545
2013-09-25,0,15.44583318,70.44733972,10.11207009,15.90857221,0,4.65168059,0.00030000,8.04861481,0.69589992,1.16654441,0.01022069
2013-09-26,75.99935000,21.35782701,54.16275344,14.99396119,33.37890500,0,11.78052454,0.00015000,0.44016000,0.68082363,0.88376183,0.00839714
2013-09-27,96.04997241,31.57427907,24.73400543,29.62002400,58.31066700,0,15.77111580,0,0.86228333,1.08650997,1.46711838,0.00825185
2013-09-28,202.41901429,48.45370758,1.10302121,23.45674667,5.32303341,0,9.60534168,0,0.01058182,0.57418750,1.06687008,0.00951333
2013-09-29,0,35.18554286,0.90458244,6.69047381,6.25702537,0,4.12908878,0,8.63443125,0.40322039,1.09185718,0.01090000
2013-09-30,86.09371324,20.37231698,7.92571831,1.41363936,2.62575882,0,3.76377046,0.00175225,0.87169259,0.46781271,1.01765948,0.14729464
2013-10-01,0,78.83390556,6.42958254,0.20572400,2.70720425,0,3.41638933,0.00005000,5.07296667,0.72119925,0.59195843,0.35712137
2013-10-02,0,40.48535490,0.95600389,4.14206785,0.16215462,0,3.76110422,0.00015000,28.11450000,1.17351127,0.27423416,0.16577849
2013-10-03,771.21345000,25.63785615,3.94402551,0.07885459,0.46046438,0,4.85642920,0.00009868,59.46917500,1.29326302,0.37876926,0.00724583
2013-10-04,778.80305000,5.81744670,5.12376754,0.87543729,1.47361340,0,1.71097004,0.00541087,86.10578571,1.65925179,0.13424790,0.00709762
2013-10-05,792.55985000,23.12295748,4.41843766,0.06546180,0.32971383,0,0.75285147,0.00710000,101.00015000,2.45876580,0.17408561,0.00723333
2013-10-06,161.52786000,36.35130229,2.21298005,0.51420505,0.77296504,0,0.61128187,0.59349439,107.09560000,1.15456321,0.14718357,0.01581905
2013-10-07,0.00000000,11.75184239,6.56339981,0.28970443,0.34501984,0,1.27042474,4.15993083,0.94000000,2.17406866,0.12242170,0.00646250
2013-10-08,0,10.17813354,5.96134048,2.04897730,2.60580413,0,1.60823292,3.17491647,0.02310000,2.77852395,0.12338290,0.87438571
2013-10-09,0,25.42913503,15.06013160,4.84479565,0.30069259,0,1.30185347,7.79697360,0,3.13006128,0.21537741,2.70297083
2013-10-10,0,13.14076059,19.66509650,3.66103099,0.18913573,0,1.64637262,7.66399759,0,2.51910369,0.56168420,4.49140000
2013-10-11,0,3.40350260,28.85796739,18.12472564,0.10388762,0,0.92669224,3.56929462,0,1.80911605,0.71423458,0.01216000
2013-10-12,0,48.37521563,41.57422382,12.74808718,0.14720264,0,24.29776087,0,0,0.57902764,0.96233838,0.00683158
2013-10-13,0,34.16372778,18.95875836,31.12106735,0.17415944,0,14.94144300,120.69953333,0,0.36399292,1.36638011,0.01270000
2013-10-14,0,3.80796890,20.60378429,31.04833946,0.44247638,0,1.06015002,13.94715667,0,0.62083057,0.80909822,0.00935604
2013-10-15,0,18.08319876,7.95813249,18.70914239,3.62472505,0,0.65845989,0.00027083,0,4.37763701,10.53854069,0.00834167
2013-10-16,460.99792500,2.92975900,6.12535929,22.89384140,0.59092292,0,0.70221084,0.00046154,0,1.72506448,7.75323752,0.00822037
2013-10-17,936.28360000,4.59650349,9.95016478,17.16666510,3.64814454,0,2.97295654,1.60272439,0,1.16704111,2.02604820,0.01027167
2013-10-18,0,5.56074694,11.71187692,25.40838308,1.87162859,0,0.68518093,13.32123768,0,3.32032170,1.91757769,0.01321111
2013-10-19,0,23.47645833,4.26435365,24.50416699,0.97505874,0,0.65831788,36.09531154,0,1.43090386,1.05490321,0.00916818
2013-10-20,0,42.99093594,2.73826560,10.26125699,3.63313600,0,0.49603709,55.35285714,0,0.59708910,1.32586086,0.00905873
2013-10-21,0,29.18218462,1.88509509,13.06592639,2.32820538,0,0.99672852,0.00024000,0,0.71687756,1.92689427,0.00977255
2013-10-22,0,49.00688421,3.83484454,17.14067162,0.42433897,0,2.68828780,5.82427368,0.01220000,1.00073392,1.88503314,0.01057273
2013-10-23,2016.04720000,31.44844007,1.31301586,21.40805734,0.84701525,0,0.96670134,0.07227391,0,1.86783951,1.95925915,0.00930833
2013-10-24,0,26.13905893,8.61807792,8.49350872,0.78243354,0,1.12674163,0.00000000,0,0.63775154,0.92394722,0.00955333
2013-10-25,0,6.96656397,14.87652942,11.04290708,2.55105370,0,1.93362920,0,0,1.15944418,1.91505153,0.01297460
2013-10-26,0,59.54032295,3.05141514,2.74364356,2.34135149,0,9.14404699,39.79500000,0,1.20100635,2.48258641,0.05035171
2013-10-27,0,60.71573729,1.67514183,2.84899905,3.02506150,0,2.41533798,0.00014706,0,0.33196278,0.80633330,0.01155000
2013-10-28,0,65.16815510,2.28769611,6.21700758,5.42175472,0,2.75258656,0.00041724,0,0.19507979,0.47350762,0.00946356
2013-10-29,0,24.06089531,3.59550435,8.22604234,11.71301157,0,4.33704357,0.00006667,0,0.04677618,1.15409236,0.11610814
2013-10-30,0,31.18353739,2.87317275,8.51965403,10.85132539,0,3.40188656,0.00015714,0,7.22314162,1.51573648,0.19049221
2013-10-31,0,44.94996048,3.85145304,3.64096975,0.85551351,0,2.00681840,0.00026667,0,2.08543636,1.70854688,0.19563120
2013-11-01,0,35.06466154,4.06719945,2.22372517,1.23263216,0,1.87994450,0.00000000,0,1.80000126,0.89754562,0.20185617
2013-11-02,0,42.96237376,9.45840182,1.60398172,20.85488471,0,1.94377658,0.00030000,0,0.90039812,0.26816157,0.21607357
2013-11-03,0,2.41162000,1.73548123,0.39436094,2.17871178,0,2.12849240,0.00000000,0,0.47352771,0.57090237,0.01183333
2013-11-04,0,0.83037122,9.59125622,12.71659697,1.82768011,0,1.58056328,0,0,0.90638801,0.50468466,0.00785000
2013-11-05,0,25.72984154,7.92897728,4.29974129,10.26135480,0,7.19981928,36.28280000,0,1.47144528,0.84585978,0.01269184
2013-11-06,0,24.89429300,3.04370000,1.25826020,30.61973270,0,3.02257180,0.00000000,0,1.79271505,0.98955648,0.01006765
2013-11-07,0,3.22320746,6.17980779,2.69057229,31.88029539,0,1.43892935,0.00030000,0,2.55197860,1.29130072,0.00880909
2013-11-08,0,9.14937635,6.67594836,3.90711545,49.90923136,0,2.10148986,0.00015000,0,1.93759553,0.94103724,0.01195714
2013-11-09,0,3.23635372,3.69748842,1.85851818,52.05030249,0,1.55252835,0.00030000,0,0.79140734,0.01676402,0.01049067
2013-11-10,0,0.90567241,3.14284946,12.32003000,0.03461166,0,0.98587037,0.00030000,0.00950000,2.08132965,0.04085966,0.00938462
2013-11-11,0,0.31007943,2.59817182,3.84507477,0.04386868,0,0.98293014,0.00030000,0.01295000,1.92686678,0.08353977,0.00888710
2013-11-12,356.11544286,8.11064054,3.16825857,6.83439125,0.08082701,0,1.42197389,0.00010000,0,2.55368815,0.43299658,30.80543143
2013-11-13,0,14.23457615,1.37667209,3.47198498,0.46678542,0,1.55172451,0.00131224,0,4.27415478,0.23006707,0.01857895
2013-11-14,0,24.20788777,2.06382924,4.18136627,2.99385777,0,1.71617478,0.00022136,0,3.42353858,0.66091140,0.00842213
2013-11-15,0,41.80071986,2.13882078,6.63397523,0.23614647,0,1.56257252,0.00023000,0.00920000,1.76363357,0.36975118,0.00826394
2013-11-16,0,46.32825030,2.21021971,11.27402114,0.36346531,0,1.12375965,0.00015000,0,0.89806061,0.29161774,0.00927129
2013-11-17,0,80.02502880,2.92006370,13.68163469,0.17853698,0,1.25397298,0.00012000,0,1.00596657,0.42496528,0.01035882
2013-11-18,0,58.00545354,0.09106137,10.28633351,0.08989572,0,0.77967965,0.06407886,0,1.48042183,0.96006863,0.00727273
2013-11-19,0,44.32042813,1.25222795,16.33995983,0.08139406,0,1.40286120,0.39602979,0.00708333,3.18361699,0.81147283,0.00836316
2013-11-20,0,64.44173333,3.36746385,16.63609720,10.70528266,0,1.31420950,0.00028333,0.01316923,2.40540513,0.87390514,0.00850134
2013-11-21,2713.58420000,107.37648394,4.18712697,14.25465806,4.85028050,0,2.61064391,0.00015000,0,1.10812208,0.55767417,0.00907854
2013-11-22,0,84.08480083,5.44740923,31.09769897,0.39028812,0,2.10772535,0.00000000,0,4.10419503,0.36065471,0.00903989
2013-11-23,0,23.53702817,0.41613870,9.90796512,3.44227328,0,2.09738254,0.00000000,0,1.20304766,0.16686015,0.00958675
2013-11-24,0,0.11599487,1.01237137,26.58080000,0.02804351,0,1.30989325,0.00007059,0,0.20673115,0.06277368,0.00965789
2013-11-25,0,3.71087788,4.36678817,36.15751898,0.35595275,0,1.08659713,0.00000000,0.01213333,0.25945251,0.20394025,0.00937500
2013-11-26,0,14.57496348,1.20387291,9.15507434,1.13082826,0,1.74473227,21.01750000,0.00973333,0.82601764,0.26665562,0.01023043
2013-11-27,0,29.55790456,4.86310062,11.07880317,12.32476815,0,1.26603971,0.00024354,0,1.61182392,0.71558452,0.00901711
2013-11-28,0,0.00000000,11.90491558,17.62077436,1.48616989,0,1.17822232,0.00000000,0,5.02339677,0.82377768,0.00841841
2013-11-29,0,0.00000000,2.51265657,0.00060000,5.84519653,0,1.24299699,0.00030000,0,1.02918398,1.21842279,0.00877412
2013-11-30,0,0.00000000,12.54760177,0.00000000,3.68459306,0,0.75710078,35.65690000,0,3.26737709,1.06923397,0.00825018
2013-12-01,0,102.78736024,1.02551434,55.26172648,5.40161922,0,1.20245120,0.00012444,0,2.41990153,0.11212367,0.00861892
2013-12-02,0,4.85922400,1.41847182,9.45186457,1.87883734,0,0.58414254,0.00025655,0.00916667,0.61894029,0.24262340,0.01111905
2013-12-03,0,26.53645208,0.71411382,5.89431354,0.07388218,0,0.93541815,0.14370593,0.00971667,2.20170074,0.46409306,0.01039565
2013-12-04,0,31.60664536,3.53828993,3.21415415,2.06343810,0,2.02177292,0.29005071,4.41821667,2.41135399,0.65850257,0.00971081
2013-12-05,0,16.58973267,0.53097365,4.59985208,0.10904701,0,5.06323496,0.00010000,0.00960000,3.03734236,0.54726377,0.00625000
2013-12-06,0,12.00372042,0.04096923,6.44673382,0.01999615,0,2.74100964,0.48703417,6.31456000,1.80574036,0.66813537,0.00915789
2013-12-07,0,1.10111867,0,2.89306579,0,0,3.12309624,0.70937531,0.04000000,4.18093248,0.61071481,0.01003636
2013-12-08,0,3.08271505,0,4.33210864,0,0,3.97812544,0.45396686,0.01945000,0.12806392,0.05732965,0.14961467
2013-12-09,0,7.94084802,99.27363172,12.11189306,0.70790000,0,2.01461150,0.67161944,0.00820909,0.23567142,0.38202931,0.16951597
2013-12-10,0,11.50517786,19.17721339,9.67645115,0.02860465,0,1.73440467,0.73962327,0.01416667,19.60478901,0.75902196,0.00817788
2013-12-11,0,1.05881383,17.71080177,8.41132500,0.00899651,0,1.85705496,0.42141660,0.01400000,0.44967084,1.40156554,0.00967478
2013-12-12,0,0.10535248,11.88817721,7.74938864,0.02730407,0,1.96134169,0.08274400,0.01488333,0.57683695,2.12796572,0.15636752
2013-12-13,0,1.86382712,3.39813098,9.01911125,1.93259232,0,2.13262275,0.00018125,1.02888333,3.83845309,2.40609560,0.21948015
2013-12-14,0,0.51055593,2.23858713,14.76593973,1.22612521,0,10.40111805,0.00012105,0.01088333,0.72176221,2.07232124,0.01111429
2013-12-15,0,5.70598623,1.80071034,32.33939730,0.02889219,0,3.84441527,0.00012400,0.01440000,0.79401295,0.67536603,0.01558000
2013-12-16,0,1.09166667,2.59643669,6.85814091,0.11660267,0,0.64829241,0.63565556,0.44040000,0.67371495,0.15610848,0.00765652
2013-12-17,0,55.97291429,2.17452975,7.93630362,1.26433279,0,27.36698342,0,0,2.08340947,0.08898048,0.00873846
2013-12-18,0,31.54789375,5.39466342,16.27234881,0.53645872,0,4.29695789,0.01505400,4.28290000,1.84472896,0.21534502,0.18427947
2013-12-19,0,50.19871579,8.27074191,12.37260543,0.02022204,0,3.46950679,1.03055047,3.62470000,1.16988158,1.53172089,0.62305841
2013-12-20,0,77.99422292,10.89620778,18.86441465,0.11263374,0,4.57189193,0.94965062,0.01970000,1.51136251,1.04304846,0.62687030
2013-12-21,0,14.32499474,9.45292824,6.05038649,0.00748722,0,7.95453780,1.27188772,0.01286000,1.01440753,2.40670540,0.60730949
2013-12-22,0,45.68316346,21.72423840,5.24421880,0.31480510,0,8.43963590,1.84203723,0.01402000,1.74941053,1.51272310,0.01437500
2013-12-23,0,6.61699922,10.66964776,7.17423882,1.00638139,0,2.35510982,0.73073178,0.01806667,0.61072538,1.28476899,0.05103704
2013-12-24,0,17.13551129,2.75008878,7.21824258,0.00532881,0,5.28341145,2.59640781,0.03047500,0.81677302,1.42426738,0.13297778
2013-12-25,0,20.92800139,1.34433597,7.59549615,0.01210804,0,3.07776641,12.57747667,0.01360000,0.80240639,2.84902704,0.00872632
2013-12-26,0,30.19529810,0.03921118,15.14096703,0.03204574,0,7.17395436,2.68960978,0.02695000,0.79656124,0.75011921,0.12463077
2013-12-27,0,27.68211143,0.03082801,3.06373830,0.07387206,0,8.51485266,26.00820909,0.01140000,0.78032845,0.66101447,0.00871081
2013-12-28,0,38.19393016,0.09741949,3.96645714,0.01615815,0,9.81197533,19.53250000,0.00625000,2.36189737,0.93810633,0.07276682
2013-12-29,0,59.99462465,0.32539298,2.99914607,0.03678916,0,9.49029096,41.71562500,0.00835000,0.46179617,1.52810321,0.05382444
2013-12-30,0,50.40613204,0.76183470,3.72364158,0.07608825,0,10.84948783,43.49728889,0.01306667,3.46948311,0.75386868,0.02491569
2013-12-31,0,16.75771688,1.45407594,5.23546709,0.16801254,0,8.25806188,52.12540000,0.00970000,1.70209069,0.51008645,0.00816457
2014-01-01,0,3.72892500,5.74560422,1.38496832,0.67321096,0,8.06706826,29.83340000,0.01260000,0.30958918,0.64216686,0.00906554
2014-01-02,0,1.61093396,3.93144720,0.09923276,0.11211509,0,0.86501359,0.87057000,0.01030000,0.04420372,0.19979231,0.01031875
2014-01-03,0,2.23955420,6.98596028,1.96769808,0.01507537,0,1.57534028,7.31180526,0.01670000,0.11173745,0.58416186,0.00766923
2014-01-04,0,1.32813077,2.43177223,0.01706029,0.40493843,0,4.28489451,8.26543438,0.00695000,0.06623919,0.35500924,0.02126667
2014-01-05,0,5.26543333,4.24821311,0.01078860,0.00467750,0,1.65791055,0.31168120,0.01640000,0.01924949,0.09631787,0.18095000
2014-01-06,0,3.53689870,5.42869078,1.04400584,0.00487649,0,1.74781926,0.00012647,0.01670000,0.05872988,0.28902205,0.03908125
2014-01-07,0,13.17086000,16.39680784,0.57160088,0.01067245,0,4.09231611,6.83349667,0.00902500,0.36545311,0.29812320,0.13416667
2014-01-08,0,3.51292640,2.47431742,2.29024153,0.05140921,0,1.47685097,0.00056080,0.01342500,2.93257657,0.05918441,0.00800000
2014-01-09,0,2.11095408,9.57185408,4.21261551,0.06702689,0,0.35282398,0.00917633,1.93960000,0.53668140,0.10254745,0.01971224
2014-01-10,0,1.72778778,9.15127395,3.52704043,0.11691691,0,0.55536646,0.00159111,0,0.66305794,0.17741983,0.00893912
2014-01-11,0,0.09260353,14.14224909,5.24900380,0.09032298,0,2.55759024,0.00079844,0,0.68212116,0.04808319,0.00940203
2014-01-12,0,2.20394175,35.20332544,1.54270940,0.01246909,0,1.61391461,0.02970282,0,0.06779667,0.01862291,0.00943258
2014-01-13,0,4.27053150,4.31569017,5.48591386,0.01136219,0,1.43437853,0.06184627,0,0.42040513,0.07079914,0.00856234
2014-01-14,0,13.46774867,7.83471166,13.51106759,0.10499405,0,1.81572890,0.00014340,0.01330000,1.34689265,0.04440305,0.01201852
2014-01-15,0,1.67990702,5.30607424,5.73313571,0.15449655,0,2.51879580,0.00084684,0.01360000,0.58968714,0.06095935,0.00877544
2014-01-16,0,1.63351696,3.02992323,10.83252276,0.11032818,0,1.46186581,0.42130446,0,0.88032838,0.06756915,0.00944255
2014-01-17,0,5.08776165,4.13898009,4.46734925,0.77516012,0,1.52824471,0.00440667,0.01293333,0.63050557,0.13295035,0.01004792
2014-01-18,0,1.93292830,9.85088567,6.58624310,0.03459049,0,0.67756433,1.67996145,0.01870000,0.17558677,0.22115665,0.00843043
2014-01-19,0,0.48707107,8.41130153,7.61502000,0.33986409,0,0.54109003,0.00354884,0.00670000,0.20930895,0.50970432,0.00918750
2014-01-20,0,0.60313947,6.34745929,1.85696783,0.49117201,0,1.10599722,0.00035229,0,0.09404643,0.39825757,0.01000000
2014-01-21,0,13.37708962,8.73129611,1.00807478,0.24673305,0,1.62146655,3.97764074,0.43060000,6.66466214,0.67871592,0.00919063
2014-01-22,0,3.54710215,4.34759349,2.88777003,1.93420854,0,0.46190791,6.30719714,0.01390000,1.04145561,1.02588709,0.01428750
2014-01-23,0,5.71121304,5.50296222,1.22353750,0.22889233,0,0.90351935,0.49783611,0.01213333,0.82522921,0.29888447,0.00500000
2014-01-24,0,5.96297420,12.35164430,4.96605185,0.08928877,0,2.25900239,7.14520000,0,0.47497604,1.04769737,0.00808627
2014-01-25,0,20.25471523,17.67121755,5.39560932,0.75901907,0,3.39420857,0.00020000,0,0.37388269,0.75364903,0.01024000
2014-01-26,0,38.33769730,33.34589384,0.07667290,0.69428203,0,1.30500004,61.58000000,0,0.47702068,0.54141662,0.00000000
2014-01-27,0,13.13351597,32.11122051,2.00696121,1.35375213,0,1.70783309,0.00018000,0,2.74654122,0.57119060,0.00600286
2014-01-28,0,17.05385000,14.00487034,0.39481748,4.23974029,0,1.01996350,20.81104639,0.01625000,4.36763673,0.79366374,0.00515000
2014-01-29,0,35.32165192,16.41029682,0.44990091,6.31712151,0,1.71459788,2.64362222,0,4.70653900,1.04897290,0.01044815
2014-01-30,0,27.76527409,16.80752510,5.49556863,10.01632948,0,0.85022089,6.72863636,0,3.08857528,3.80420533,0.00950345
2014-01-31,0,24.43035284,26.22577829,2.78817789,9.29910697,0,3.11667005,16.04628400,0,0.96627243,1.18940466,0.00559024
