Day,[GATECH KIDS] Wait Hours: Per Job,[PSC BLACKLIGHT] Wait Hours: Per Job,[SDSC GORDON] Wait Hours: Per Job,[GATECH KEENELAND] Wait Hours: Per Job,[SDSC TRESTLES] Wait Hours: Per Job,[NICS KRAKEN] Wait Hours: Per Job,[TACC RANGER] Wait Hours: Per Job,[PURDUE STEELE] Wait Hours: Per Job,[TACC LONESTAR4] Wait Hours: Per Job,[NICS NAUTILUS] Wait Hours: Per Job,[TACC LONGHORN] Wait Hours: Per Job,[PURDUE CONDOR] Wait Hours: Per Job,[TACC STAMPEDE] Wait Hours: Per Job
2013-02-11,0,2.28630438,13.47691128,0.00143559,23.54682595,3.60630139,0.00000000,2.70230231,0.33408083,0.20718400,3.39267143,0.02572950,0.02974436
2013-02-12,0,1.61545538,3.66413134,13.85080297,2.99919322,7.72103493,0,1.44522650,3.50244755,0.17890769,14.34370256,0.06876667,11.86582697
2013-02-13,0,2.34582866,1.20683172,6.27682500,1.91098184,9.42105244,0,1.62986450,1.58634770,0.50418140,5.05545476,0.11588009,0.27251095
2013-02-14,0,5.59842589,0.37394824,7.26672581,1.72362305,21.79730712,0,1.53004669,2.62434456,0.03973200,0.01038966,0.00789845,0.27187323
2013-02-15,0,8.64956000,2.92321432,6.48689091,3.79056146,17.30491607,0,1.22924372,2.51421754,5.35689691,0.01049200,0.19189362,0.12895084
2013-02-16,0,0.00000000,5.58042674,18.43721064,7.96277912,25.58859487,0,0.86384005,1.51666566,1.42842727,0.00891429,0.45239808,0.08561809
2013-02-17,0,21.35821974,2.56311693,15.08162600,0.01967072,18.08188563,0,0.71505402,1.23524321,0.00718519,0.51428837,3.02113810,0.07005381
2013-02-18,0,6.35198173,0.16918797,6.50700455,1.27953477,21.41932868,0,1.25763303,0.61231839,0.00924894,0.00812727,1.09765080,0.05367420
2013-02-19,0,6.07306721,0.03788101,16.22852297,1.43946915,9.66878732,0,9.18591954,3.26125574,0.06343068,0.01190217,0.00856304,0.01847014
2013-02-20,0,5.36620473,0.69029597,14.97711429,2.52515234,9.25405188,0,6.62784563,1.69272299,0.11096071,1.65804103,0.31587370,0.10026003
2013-02-21,0,3.22396226,4.66704456,14.17674032,2.96336669,42.62069449,0,2.42923889,4.08456778,0.14733478,0.70175806,0.09888729,0.05271125
2013-02-22,0,5.64209185,2.48637785,12.96157344,1.67985000,20.30208898,0,1.85592668,5.89976979,0.78189211,7.48845833,0.05655485,0.19378346
2013-02-23,0,10.91886959,9.03963958,13.62349063,2.98458900,19.91927383,0,2.22967518,10.85609333,0.33139592,15.29538500,0.02545842,0.29458205
2013-02-24,0,5.46104630,13.30008562,19.29019804,8.43498646,22.99182574,0,1.54082505,2.14968849,0.39689000,5.50178667,0.00150000,0.15457302
2013-02-25,0,1.52813358,11.61313643,7.59057692,4.87581854,18.03907245,0,1.81761645,0.25171271,1.57659000,0.00950000,0.06251858,0.07636584
2013-02-26,0,5.24131373,1.88871379,20.02721607,0.64605080,7.60620213,0,2.48626827,17.68347055,1.77717899,0.00774545,0.21993936,10.19253495
2013-02-27,0,4.20297468,8.66192025,21.57243519,1.98184199,5.96053505,0,1.06981616,18.64916584,4.38793191,0.00952222,0.03662363,0.91272219
2013-02-28,0,1.51814245,11.91306982,13.09770758,1.11339202,3.83435530,0,1.86769527,11.12896772,6.69847595,0.01034500,0.09050833,0.51800612
2013-03-01,0,3.87344726,2.09059819,20.96843333,2.60433692,8.55861416,0,1.31542046,10.49978936,7.22795758,0.00958000,4.45272988,1.33827028
2013-03-02,0,0.90886755,6.39785750,13.69225625,2.28562164,11.32861486,0,3.49234065,11.56891275,1.63485938,0.00851000,12.72415000,0.87484612
2013-03-03,0,0.00000000,1.17830845,8.30935217,0.26517711,13.03261429,0,0.42894077,4.21239286,2.65328750,0.00709500,0.00216250,1.07006035
2013-03-04,0,12.92412081,0.56609129,2.08930625,0.00814968,4.15090144,0,0.30347103,1.07619782,0.22477069,0.00901875,0.00208333,1.32320824
2013-03-05,0,4.74697995,3.65387363,9.07061895,0.08502829,4.61258505,0,1.31959317,1.62139009,0.07139474,0.00833000,35.19458462,1.59556650
2013-03-06,0,1.15385714,1.08942021,5.34924722,0.24846490,6.82724902,0,0.67734843,2.81483506,0.11751154,0.00748333,0.00606552,1.06797729
2013-03-07,0,1.17700259,2.76762914,15.95138806,0.01386260,6.09584958,0,1.67213970,1.43637471,0.94203478,0.00755161,12.22862439,0.43668623
2013-03-08,0,5.12958514,4.88738779,17.65263913,0.03055518,9.70905846,0,2.94705798,1.61299769,0.01899756,0.00810000,0.05145806,0.33436948
2013-03-09,0,16.64910548,4.00715064,1.29819070,0.01689864,12.04759858,0,4.07458736,1.24812668,0.02375000,0.00988889,0.00086000,0.25102588
2013-03-10,0,11.89539406,0.13630816,0.00012000,0.15219500,17.08799385,0,1.71898076,0.98796381,0.01740000,0.00885652,1.62002000,0.13409442
2013-03-11,0,4.08696944,0.99196796,0.00014643,0.08940897,20.60165903,0,0.69844042,0.90178416,0.13111250,0.01058286,0.01958133,0.20709452
2013-03-12,0,1.10499750,9.21552748,3.64914943,0.03142343,13.56374828,0,3.76673448,0.57570751,0.01720909,0.01168958,0.36395642,0.39976059
2013-03-13,0,33.28149660,1.74201991,3.87719114,0.21499155,9.98183136,0,0.93807247,0.81816952,0.39509259,0.01023056,0.45586440,0.41644223
2013-03-14,0,15.00483030,3.27615230,4.45035625,0.59972913,14.10240951,0,0.36487732,1.32639134,0.00349355,0.02023571,0.12531329,0.53162780
2013-03-15,0,13.05086087,5.05826553,5.12854348,1.16240695,16.35015997,0,0.34867291,2.09908145,1.09971429,0.01259524,0.04828806,0.37575670
2013-03-16,0,8.95919435,10.66823974,2.38813333,2.09130392,19.02869124,0,0.71089900,7.30286534,0.00300571,0.00949545,0.73507833,0.28581740
2013-03-17,0,15.05116600,13.36053561,1.35968235,15.95317937,21.61377536,0,0.30395999,5.07307942,0.05162857,0.01100000,0.18525543,0.25588068
2013-03-18,0,6.05149080,3.42744884,0.00037143,25.81565555,8.25762644,0,0.37823696,2.36279624,0.01185106,0.00982222,0.14222425,0.31573628
2013-03-19,0,9.58401459,6.15503899,0.00000000,1.47638073,5.83005926,0,1.71455078,1.70452469,0,0.01008889,0.01223765,8.83946167
2013-03-20,0,2.02787260,18.45716882,0,6.24766671,33.59737749,0,0.95128862,1.01521809,0,0.00874000,0.92299939,0.98407405
2013-03-21,0,2.60972085,20.53885599,0,2.17960712,14.09060609,0,2.49492578,0.55515019,0,0.00786471,0.01167710,1.44676031
2013-03-22,0,2.34946067,26.45541115,0,7.12846849,13.12461771,0,5.30025002,1.36207807,0,0.01257619,1.91696695,0.49283876
2013-03-23,0,2.36564884,34.39371549,23.16603611,5.09245079,17.20429381,0,2.85555068,1.14721771,16.57394643,0.93889067,1.58062827,0.66762800
2013-03-24,0,2.04168836,32.99652298,0.00048276,1.72368170,24.00478678,0,1.84956764,1.68169882,0.32430000,0.01201692,0.02140901,0.35605460
2013-03-25,0,3.98030747,22.71434894,0.00029167,2.26288408,5.37118689,0,2.42842043,0.83502077,0.01208667,1.10512031,0.47383441,0.22683220
2013-03-26,0,3.78671434,21.34772538,6.11453333,1.70540560,7.07124406,0,2.89405898,2.32381282,0.45066667,3.04576522,1.79781727,0.46283909
2013-03-27,0,6.64676536,11.60009917,1.27842810,5.59836654,18.05290425,0,3.07008640,4.10413464,0.11103600,0.00930417,0.12130398,2.10239141
2013-03-28,0,6.20610751,22.32163656,1.96005882,4.98228862,14.66614147,0,5.15895082,2.12837809,0.74613200,0.01156667,0.16935368,0.41834747
2013-03-29,0,6.59401854,32.58020086,4.09576250,10.17750197,8.80106830,0,4.22907941,1.27858529,16.47285641,0.02871538,0.03971679,1.04499774
2013-03-30,0,11.98651858,43.27506024,1.80774257,15.36496484,7.66490512,0,3.05985985,0.26291180,33.80393103,0.01544815,0.04903916,0.26374223
2013-03-31,0,13.52477529,6.82436328,7.69129481,1.02604746,4.71230215,0,3.12338430,0.33849283,0.06500000,0.01390909,0.00317861,0.06185185
2013-04-01,0,4.58110167,1.24220571,2.26767192,0.69214051,6.42571670,0,0.78318849,1.68411224,0.00770000,0.00988814,0.33793560,0.07708679
2013-04-02,0,2.48261143,6.86207710,9.37354435,0.64131775,3.96256985,0,1.13374664,1.77944525,10.16471875,0.00895897,0.17587519,6.83518556
2013-04-03,0,2.76921057,1.01402393,20.19417047,0.47711157,2.98780202,0,5.25773710,1.33440703,1.45715294,0.00779091,0.28541470,0.32672806
2013-04-04,0,4.90390049,6.53847470,4.90023931,0.75739491,3.71892808,0,2.31950637,1.77811088,0.01785806,0.00899118,0.40794774,0.30530336
2013-04-05,0,13.99451600,6.73109144,4.26147333,0.87796489,6.87438908,0,2.91743261,0.27012083,0.28867778,0.00994375,5.57804750,0.12955126
2013-04-06,0,12.20134516,5.61570426,2.61375000,0.45289930,17.84228711,0,6.11457527,0.94672965,2.10790400,0.00969118,0.09461216,0.44842079
2013-04-07,0,3.23167879,1.50731928,2.67331651,0.41809674,4.41746439,0,5.54312659,0.18615180,3.85129412,0.01177059,58.03810000,0.46355889
2013-04-08,0,3.80978053,3.85154314,2.24681429,0.26101748,44.63142403,0,4.48857392,0.09907530,1.68972154,0.00933704,0.24287793,0.35323808
2013-04-09,0,9.46449538,3.24789277,10.20438333,0.95461972,4.91648240,0,5.71132662,6.60588539,2.39943793,0.00887115,0.06140873,0.30618401
2013-04-10,0,14.28114422,1.72055552,7.73617536,0.35722754,5.12573757,0,3.33011442,1.63961191,2.75244043,0.00950000,0.06234907,0.14421790
2013-04-11,0,11.04546877,1.92281799,6.54883857,6.14226306,3.97254835,0,6.63303938,1.12414793,1.18083750,0.00928361,0.04810042,0.20226560
2013-04-12,0,5.92127375,4.08746098,11.73580723,19.33336125,5.83238697,0,7.65475573,1.48982298,1.62270000,0.00925000,0.05053456,0.34903389
2013-04-13,0,9.22669265,1.99803253,1.43471506,54.98913510,5.53362046,0,16.02864485,1.47209500,0.09327000,0.00902381,0.04598155,0.41586685
2013-04-14,0,12.72845768,0.26094057,3.92465354,47.67888691,3.82058789,0,4.62111702,4.30478471,0.01652500,0.00816000,0.04713171,1.10887666
2013-04-15,0,6.26305871,1.53639729,2.91156731,0.23571648,2.55844434,0,5.13976435,1.29245018,0.05702037,0.00833333,0.35739727,0.32819661
2013-04-16,0,26.66860404,1.81284423,17.33358018,0.22068828,2.27164879,0,3.82937879,4.83792504,0.51731607,0.00758571,1.30066793,9.02962217
2013-04-17,0,0.70924221,6.39215291,2.47325963,0.88180082,3.96765152,0,5.28162262,6.47087919,0.03758214,0.00879688,0.34763392,0.65529806
2013-04-18,0,15.47809151,16.17072293,18.36721842,0.96852525,4.19352159,0,6.76517961,4.60983627,0.21849619,0.00884815,0.07620129,1.36715099
2013-04-19,0,28.81984299,1.76833790,10.87542615,0.79366255,4.99454227,0,5.12464778,2.91113503,0.02649706,0.00810000,0.08765084,1.07228542
2013-04-20,0,7.46108909,1.39093325,18.00047391,1.22179986,5.19657509,0,6.96558191,1.80682500,9.02021053,0.00782727,0.14870352,1.11454345
2013-04-21,0,14.85202740,0.59600482,28.12105556,0.47725128,10.48280317,0,1.86930683,2.92350693,8.74972286,0.00921034,1.75807492,0.80111502
2013-04-22,0,12.04272511,0.63125878,15.55047742,0.58553371,2.69878851,0,3.97356402,2.95445194,0.01240500,0.00935333,0.31468093,0.71925699
2013-04-23,0,15.96972237,0.44632764,52.25870667,0.96063443,2.58750926,0,8.20811136,2.03966546,0.08272642,0.00777308,0.97960663,2.96853607
2013-04-24,0,3.00341317,0.59654256,9.74887500,0.41198071,4.96212961,0,11.88444495,2.68318179,0.63090571,0.01102308,0.44836456,2.68796455
2013-04-25,0,1.46775641,1.29474810,1.25963646,0.54880059,2.97996876,0,6.20774030,5.79685664,6.23156000,0.01200000,0.24352259,3.70341687
2013-04-26,0,1.36728432,8.31012209,10.68563223,2.29742030,10.71238042,0,4.64323793,5.51573329,4.40593947,0.00985455,0.26869841,4.32340339
2013-04-27,0,10.88230965,0.82450592,0.12493018,0.91421074,12.86603538,0,5.91638678,2.79138355,3.40690345,0.81960870,0.30345462,0.14700712
2013-04-28,0,0.45901305,2.30582261,0.91596928,1.53957485,5.25247089,0,6.67368886,1.01847752,0.01052727,1.55275200,6.12360407,0.18561882
2013-04-29,0,0.61899200,2.33793325,0.00081795,0.59258797,2.72864352,0,3.25865541,1.55075972,0.14812667,0.50115818,15.47056240,0.26096376
2013-04-30,0,0.57948396,6.64494083,5.23501910,0.91123883,3.01750166,0,9.51064948,0.78119258,1.13975556,2.51011356,7.86946073,17.28111881
2013-05-01,0,18.08006395,18.22273329,1.15031729,0.81158970,3.38457843,0,9.47954484,0.83607920,1.33233929,0.88232089,0.57291871,0.59344883
2013-05-02,0,7.58058621,10.72691361,1.67275923,1.24357950,0.86181861,0,10.75136056,4.89240422,1.36876667,0.29607549,9.66176494,1.01631501
2013-05-03,0,3.00316786,1.96789349,0.00172910,0.84001994,3.66303723,0,5.56047479,2.94166255,0.01790000,0.00925000,8.39859442,0.91652255
2013-05-04,0,0.34134524,1.59717615,0.00841058,0.84569220,5.01085271,0,6.43455919,1.25217530,0.01925833,0.00807634,0.28406839,1.38208057
2013-05-05,0,2.80763235,8.22833305,0.17326484,3.02454234,4.09612791,0,4.60709394,1.77070218,0.00793913,0.00925079,7.70144505,0.58436295
2013-05-06,0,4.79822950,2.69242427,0.34953179,4.03316575,1.19217515,0,6.22961553,0.97995778,0.01164655,0.00779091,1.67851186,0.13858615
2013-05-07,0,3.22700169,5.94642873,1.88481030,3.15779107,1.24467728,0,6.05142018,16.70308250,2.16880208,0.00878413,0.78220610,10.81480821
2013-05-08,0,6.71461053,7.69790388,4.30391375,1.28165227,3.27267609,0,12.51608409,1.06103069,0.01646479,0.00896750,6.44043247,0.78674063
2013-05-09,0,6.29560606,5.43787247,2.50721043,2.31336110,5.14199097,0,9.52892241,1.42184856,0.17226512,0.00871970,3.98565269,0.36633705
2013-05-10,0,5.74767429,1.18384483,2.28807669,2.28191616,9.83918201,0,11.25850072,0.58986312,0.11312045,0.00886154,1.34759913,1.50044633
2013-05-11,0,19.45354038,0.36075046,0.93539818,2.17230984,5.31133877,0,4.11721000,1.65614289,0.01015417,0.00742121,7.57573507,0.51364635
2013-05-12,0,21.53321737,0.48862249,4.66056064,4.20225224,2.82488072,0,2.71115142,1.21454175,4.39730250,0.00793824,0.94191261,0.70856766
2013-05-13,0,1.27726507,0.85512519,0.00019091,1.70559036,5.31881803,0,3.22140748,2.01796097,0.07349318,0.00844286,7.56469789,0.18790366
2013-05-14,0,0.06831198,3.47713337,10.76028090,2.87918144,3.34405591,0,8.22169065,4.26547384,0.92370200,0.00782742,8.74857222,15.80799082
2013-05-15,0,37.27320653,1.80791575,1.26611739,0.94109631,1.61697556,0,7.16104111,4.97986470,1.66316441,0.00899048,7.46848642,0.80986461
2013-05-16,0,4.08068750,0.49715047,4.21890320,0.38082772,3.55456186,0,9.69130241,3.39617244,0.03046538,0.00795873,8.22761572,0.34602543
2013-05-17,0,6.83929359,1.79993582,0.95722872,1.75872715,3.68061894,0,3.96527184,4.99809759,0.01405600,0.00745417,13.57177432,0.40330926
2013-05-18,0,26.23989500,0.63935910,5.09513194,7.92673433,2.91571780,0,8.58717152,7.98488495,0.01398205,0.01645000,3.24737223,0.80084306
2013-05-19,0,5.60399677,0.72427029,0.18349735,9.31880216,1.70538132,0,11.93138815,4.75500530,0.00842857,0.00000000,3.72981062,0.21964020
2013-05-20,0,25.30186906,1.49214266,4.67908692,5.00236266,1.81423318,0,10.39694852,1.50451790,0.03887059,0.00190000,6.71143571,0.12114544
2013-05-21,0,2.05460938,1.08598322,1.92251000,4.38556562,1.45007161,0,22.38626021,1.80698464,0.01656471,0.01225000,7.68679775,0.38503334
2013-05-22,0,36.21673864,0.96838097,13.69077791,3.47453858,2.04186975,0,19.07789531,3.54848072,0.04512985,0.01170000,5.35706129,0.35296437
2013-05-23,0,45.74992121,2.93379899,12.75049489,4.00899925,2.06675758,0,1.55862013,3.29753725,0.03755833,0.00823333,9.20870614,0.24299247
2013-05-24,0,58.88625061,2.65409786,2.51481250,9.69952163,2.03470394,0,6.00702863,3.50718459,0.13705000,0.00741429,5.55905000,0.17656622
2013-05-25,0,39.42363077,9.64629339,2.10683679,29.06705724,3.68311826,0,17.78560667,4.26045765,0.00702500,0.00000000,0.00556667,0.65595050
2013-05-26,0,45.74581376,31.88009812,0.06832545,15.79100432,2.08849723,0,4.22641461,0.17221479,0.01261875,0,17.64699022,0.51506327
2013-05-27,0,22.57397500,2.49784184,1.26260217,0.31710695,1.59705972,0,17.37690442,2.52555786,0.01021579,0.01135000,12.49388308,0.20026142
2013-05-28,0,29.86243000,0.97128427,0.00000000,1.12908378,2.27682986,0,7.95919851,6.51734981,2.70826081,0.00861111,11.22409375,0.16346398
2013-05-29,0,13.98319174,0.99191691,26.51817159,0.19947978,1.37880224,0,5.52428875,6.12603373,0.39256981,0.00772222,0.30686478,0.17492244
2013-05-30,0,13.08052166,7.74178762,9.48742651,0.30087010,1.45447529,0,7.13293210,4.85559572,0.02275581,0.01125000,0.14178893,0.22920216
2013-05-31,0,5.38645753,20.84178153,0.23446952,1.80175518,2.62167886,0,4.08362131,7.29040192,1.44633077,0.01166667,17.11257143,0.11234458
2013-06-01,0,2.03075691,0.50501340,0.00390625,1.13972085,2.83963462,0,3.72586436,1.29183780,0.01337097,0.00776500,17.44945574,0
2013-06-02,0,28.05590909,0.09696751,0.00031034,2.73301593,2.06921658,0,6.94556279,0.86841579,0.01137000,0.01039474,15.68636909,52.19255775
2013-06-03,0,26.71064569,0.10822987,0.13189832,4.19363758,2.00375374,0,0.81321740,0.90966441,0.01276842,0.00958696,16.13271964,1.07011144
2013-06-04,0,3.35516067,0.62953894,3.20811111,3.88885905,2.10051775,0,3.53271658,2.44994589,1.98870980,0.00833684,0.13421126,0.34364044
2013-06-05,0,3.87294625,3.78892798,0.57619287,14.02119374,2.23628305,0,4.92905662,0.92768071,0.93016818,0.00975385,0.44084793,0.72164010
2013-06-06,0,3.09858769,0.97625041,2.75983121,1.46285254,1.89228554,0,3.36790908,1.00354009,0.10053208,0.00809375,0.53351334,0.65950811
2013-06-07,0,6.34155862,4.35092941,2.72948433,5.50860297,3.59384691,0,2.85158505,0.58622132,0.18323276,0.13219486,0.64533963,1.02046430
2013-06-08,0,9.08826029,2.66593205,3.79556426,0.19093964,5.67643799,0,4.40456774,0.74575817,0.17695667,0.31141573,8.10342353,0.35294511
2013-06-09,0,9.89481778,3.50629580,0.00575500,0.42293411,9.75854497,0,3.79619522,0.48502147,0.10907872,0.44856890,13.28577500,0.24696592
2013-06-10,0,2.51228979,8.53597346,0.00000000,0.10048114,2.61710790,0,4.69827670,0.15399409,0.02906765,0.75244567,23.25738877,0.20838426
2013-06-11,0,1.43144651,1.70046416,0,0.13648366,2.51180521,0,6.69372783,17.87731559,3.14169459,1.16448945,0.52116728,0.27034421
2013-06-12,0,1.84993871,6.20498694,0,0.49703515,2.44478763,0,1.99888356,2.92645138,1.85570933,1.82276098,1.88164502,0.37855689
2013-06-13,0,5.02107349,2.42611821,115.62045651,0.49776567,5.06966283,0,2.99750218,1.37080943,1.38325957,0.01088333,24.73046356,0.36057621
2013-06-14,0,4.75092124,3.78099359,0.19508261,2.30692413,5.87349864,0,0.87535517,1.14638500,0.18486765,0.01330000,0.00345706,0.16497322
2013-06-15,0,1.66360000,4.32408097,1.74166674,0.58296459,6.15710685,0,0.79758661,2.22863975,0.58553810,0.00310000,21.48247460,0.19364400
2013-06-16,0,10.90863108,3.38073101,2.47078158,0.03117847,6.23831060,0,0.39758975,4.46441721,0.01109286,0.00000000,2.77062424,0.26643347
2013-06-17,0,1.08084761,2.54854371,0.61316321,0.08557635,3.45161172,0,1.26431497,1.18636771,1.36213529,0.98115000,0.97561708,0.82142153
2013-06-18,0,3.79855976,9.82322562,0.00898465,0.03784802,2.48915381,0,2.94028058,0.77816333,4.92806140,11.00879583,0.75019767,1.00180601
2013-06-19,0,14.67897782,12.19322160,0.01404373,0.13535081,1.80272342,0,0.24619430,0.21942708,1.12784426,6.63352951,5.01682573,0.44595861
2013-06-20,0,4.18583175,22.45345241,0.67454813,0.05090603,4.72258071,0,0.44279242,1.22072688,0.28810000,21.05836471,15.14128580,0.27759525
2013-06-21,0,0.36753151,19.75851480,0.56953870,0.88693569,2.38402273,0,0.83028938,3.15582264,0.58524889,17.52712083,0.06663636,0.89104691
2013-06-22,0,7.03927907,28.65596163,5.79018942,1.40909170,2.18776583,0,1.75831761,7.43352331,0.00810000,13.66764231,0.15195431,0.33154294
2013-06-23,0,0.90605593,13.23415394,0.15406105,0.06710953,2.43685910,0,1.56498228,1.38783475,0.02722857,17.92452857,0.97477312,0.30557148
2013-06-24,0,2.79691595,6.78395616,0.21976413,0.64866730,1.59824521,0,0.74793766,0.14475455,0.23921091,0.00793333,2.11841364,0.11785766
2013-06-25,0.00043118,1.59592216,11.39991019,6.21466985,0.07309043,2.37545648,0,2.76639028,0.78810087,0.96378600,0.00970000,3.56298095,28.79876240
2013-06-26,0,7.06709852,12.33105379,1.20485307,2.15594204,1.32607222,0,6.09768762,0.30291784,1.65720000,0,0.13039759,2.71570159
2013-06-27,0,13.77725364,22.82355634,0.02085569,12.27876254,5.82044789,0,3.33217264,2.58323389,1.85902286,3.16840000,6.89082012,0.49886372
2013-06-28,0.00027500,1.21760918,24.72631829,0.08133726,21.33619021,2.54407505,0,4.70558556,1.72507493,1.87715676,8.52885000,6.97588858,1.11317898
2013-06-29,0,0.00000000,31.35996647,0.86842951,1.16412981,2.49863876,0,4.25484407,3.07204211,0.01490000,8.19475957,7.63092804,0.20559423
2013-06-30,0,0.00000000,18.26759593,0.00099579,0.59022965,2.55444148,0,10.04104869,1.80721353,0.00975333,6.61879077,8.38802800,0.17001556
2013-07-01,0.00030000,43.86523056,5.75881858,0.64007800,0.45686523,1.56786127,0,23.91986231,3.68275370,0.06659767,15.73920000,10.00926491,0.26394274
2013-07-02,0.00038000,11.84603786,11.56020127,1.41725000,0.04726563,1.54783687,0,6.06095366,3.99422252,0.88217826,22.02658333,1.25496265,1.10632167
2013-07-03,0.28833784,2.09788490,11.56066426,23.30270526,0.02603747,0.86083827,0,2.56621349,3.24544576,1.10550000,15.40575926,3.05653951,1.19921449
2013-07-04,10.93850833,7.45722000,28.24088905,12.44361053,0.00920855,3.34563380,0,2.52534752,3.13380367,0.04465882,26.97559333,5.66987200,0.70384418
2013-07-05,15.94586800,31.35235305,20.58677490,2.69809032,0.00697130,1.28107472,0,4.39049756,1.78844357,0.17471220,1.34337309,13.68551791,0.47163007
2013-07-06,20.70924231,35.22853785,13.10058004,15.45150606,0.01542255,3.68565675,0,3.71597110,0.35239600,0.01342368,27.14172000,6.15048652,0.29211938
2013-07-07,16.54668095,14.99408227,10.75976783,1.83993710,0.00814560,2.05696738,0,2.98880621,0.42379053,0.01293333,14.92994444,15.81150563,0.43543239
2013-07-08,23.02621481,9.90158000,22.65632942,0.01441491,0.45419390,0.93128082,0,2.07569542,1.70096306,0.23233051,0.00880597,6.95514468,0.33863389
2013-07-09,10.17112321,7.98735714,6.88881686,17.89072353,0.01506789,3.10145067,0,2.94041909,4.52963436,0.16322609,0.01925000,11.67335976,0.64313129
2013-07-10,9.57618387,42.53217647,6.38557284,4.56925391,0.04799872,3.32641258,0,3.63997503,10.20797389,0.01232174,0.00815287,11.40704535,1.01471686
2013-07-11,10.33331111,6.11547004,10.12403305,7.84324948,0.23773800,2.99926674,0,4.75906713,5.86450769,0.03230263,0.00833333,11.16562162,1.65414869
2013-07-12,16.13459016,23.21522667,31.18026140,6.24874959,0.18640343,1.70091967,0,2.91154209,5.89432000,2.70414194,0.01203333,0.18871801,0.59211117
2013-07-13,34.81006800,21.04418025,20.38067704,18.58500625,0.02414072,2.76728955,0,3.19087724,2.44573483,0.05456190,0.01580000,1.25812146,0.36921913
2013-07-14,0,25.75585934,4.48035257,10.15861091,0.01323991,2.58986420,0,4.70555149,0.75271259,0.02682800,0.00972500,2.42937860,0.58044284
2013-07-15,36.15903684,39.71678820,2.59640553,5.54567727,0.02711139,2.16259308,0,2.13667310,2.39940502,0.01054000,0.02007674,3.62840110,0.41050091
2013-07-16,0.15728235,6.51580641,3.59658114,19.64521848,1.22617206,2.84784735,0,7.85947871,5.05070694,2.50205088,0.00743636,4.65655080,0.25049394
2013-07-17,2.03123548,2.10456721,8.94893002,3.00755177,3.75881793,2.70498745,0,4.29530596,8.98380276,0.65913962,0.00911321,6.23728348,0.27821666
2013-07-18,8.41642667,6.58533611,11.34411443,1.34331774,0.52168157,2.94551389,0,2.80213446,5.05252430,0.23547333,0.05342703,0.00270735,0.35625607
2013-07-19,15.79080000,22.77410000,10.67177229,2.36558431,0.22040435,3.32807843,0,1.92479585,8.32516327,2.71144722,0.01211250,0.00178333,0.34742433
2013-07-20,5.93083333,16.04840909,7.11478037,0.00000000,0.03796355,8.07320617,0,0.77151725,1.03256581,0.01703478,0.01091000,0.05257634,0.31149495
2013-07-21,25.71132593,65.78147083,28.13847353,34.43130495,0.26131025,3.73017592,0,4.54924340,0.77913297,0.01575455,0.00625000,0.16298774,0.20755728
2013-07-22,44.98908462,21.44911220,10.02725684,5.50230677,0.22209163,2.92551223,0,1.16357322,3.44212857,0.06444091,0.00908000,0.03766960,0.03452209
