title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2012-08-01,2013-01-31
---------
Day,"[NCSA FORGE] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[GATECH KEENELAND] Wait Hours: Per Job","[SDSC GORDON] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[TACC STAMPEDE] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job"
2012-08-15,61.01515905,22.36402368,21.86462104,0,0.27716808,3.71623091,0.62146269,0.04188356,4.22723699,2.88834821,9.74830365,0,0.58017588,0.02360000
2012-08-16,13.98560805,33.04764857,14.90702085,21.93566667,0.69725557,2.87758876,0.24221998,0.05367800,2.82411053,2.85503721,6.28155250,0,52.91813534,0.02893333
2012-08-17,5.60258986,38.04730000,29.05404265,9.15345942,1.09307010,4.58177893,1.16725886,1.22051842,3.15908588,2.30611429,6.85192102,0,1.89388393,0.03185000
2012-08-18,4.58049528,66.25458065,25.70295724,36.10194286,1.06979188,4.20450997,1.62039817,8.36637500,1.44102729,3.25028864,5.31111667,0,0.08012062,0
2012-08-19,11.57995342,44.17283889,20.55340601,17.26366667,1.01823745,2.90985322,0.26759377,0.37058804,3.78017610,2.96807736,4.44178857,0,1.97082963,0.03707000
2012-08-20,32.30958302,47.48280549,26.74174147,3.08373621,2.53351641,1.95851501,0.05410143,0.01634875,4.59927205,2.32833056,4.95124581,0,0.07272338,0.04403500
2012-08-21,29.82622595,27.31093293,7.89524978,0.00000000,6.57733391,2.15709466,0.16816831,3.29417027,17.66719109,3.39215345,5.65081622,0,0.05503969,0.02984348
2012-08-22,7.31952179,55.79231006,12.49565271,28.01141250,11.53736224,3.04645951,0.05219360,0.01780417,6.54206248,3.12097619,5.17047631,0,0.21536858,0.02600000
2012-08-23,1.15174286,30.22086058,6.65067688,0.00906522,11.03746542,2.41082619,0.69348166,0.00468077,0.96421195,0.00957885,7.37142573,0,0.49632893,0.03750000
2012-08-24,7.12526596,13.76883290,18.34060718,5.00677500,18.77393357,1.82213088,0.41711743,1.95930000,0.63826806,0.03235500,8.32014973,0,0.91016598,0.02530000
2012-08-25,6.44230645,29.80153832,45.47424791,22.25015714,52.25656908,1.69855804,1.04675230,0.00321429,4.47473299,3.05011389,6.78647563,0,0.79060909,0.00795000
2012-08-26,12.38560909,6.89916904,30.83795996,2.36056667,52.65907557,0.47997381,0.66764793,0.00240000,10.31351042,9.65451613,3.00585962,0,1.70265600,0.02292500
2012-08-27,2.01896667,10.16875354,20.12532154,0.00186316,40.00485561,0.99233861,0.96222060,0.00466905,4.02236479,5.08643860,0.69333965,0,0.38839940,0.06089091
2012-08-28,2.71066055,13.19349679,7.44873109,0,0.86353739,0.67308554,1.11471673,0.00490000,1.65726823,9.11335238,12.39907538,0,0.86764943,0.02640000
2012-08-29,5.08199730,10.29056178,6.13883663,25.68840625,0.74424400,2.21727652,0.21277414,0.12158475,1.99532569,5.09961538,0.87847093,0,0.47138933,0.03030000
2012-08-30,15.74074769,11.10273860,13.02049711,76.99827500,0.83468092,4.74963320,0.49589081,0.05694000,3.80307217,3.32537021,1.04224386,0,0.08157107,0
2012-08-31,37.73215000,14.93996286,18.66174976,85.14207500,0.56558870,3.16552285,0.62399513,11.37584167,2.72943453,3.27524400,1.61372978,0,0.28567589,0.03402500
2012-09-01,3.79293143,13.74571824,9.33049296,63.24310000,0.85737200,1.84821249,0.83127319,2.90610000,1.93885327,5.24986667,2.26400102,0,0.61790040,0.04110000
2012-09-02,16.58758635,6.43422982,20.15006182,23.91992500,0.39109450,1.75615185,0.04369290,0.38859333,5.44498259,5.00922414,1.89853459,0,1.55550513,0.01890000
2012-09-03,19.01471616,1.49760616,4.32282150,38.26015000,0.86831032,11.63761542,0.28341619,0.00575000,2.40468747,3.16142979,2.18152770,0,5.61994615,0.05655000
2012-09-04,41.76761171,1.81007404,7.07177879,40.38220000,0.50872768,5.77430433,0.02827608,2.36407813,1.47011714,3.30756512,1.98855744,0,1.61207323,0.03055833
2012-09-05,18.41594809,29.02542212,4.84907182,7.62393750,1.42138475,10.20941899,0.84222605,0.05542632,1.71129657,2.46456000,3.66082109,0,0.85620208,0.01930000
2012-09-06,10.32069872,5.64081667,6.54441186,20.83884615,6.40700620,3.09893602,9.94095235,0.00489048,3.32556066,2.38332763,0.99426446,0,1.52313582,0.02720000
2012-09-07,5.97829444,12.21724671,5.95578003,52.17448571,3.46440689,4.50114104,24.60347155,0.00569111,5.75423749,2.84844038,1.05733019,0,2.44677372,0
2012-09-08,9.05492414,20.52866429,11.35285543,5.32393000,7.40827439,1.17948323,2.33987097,0.00516500,4.11574201,2.26727627,0.85037465,0,0.60866287,0
2012-09-09,7.02348947,30.39678806,16.89140390,6.76134000,2.85334059,1.24438021,8.71416730,0.00549444,2.81799564,4.74432941,0.30586426,0,0.94686764,0
2012-09-10,2.84455984,16.89726111,11.91953453,0.03206667,2.31177454,3.80559736,0.79578297,0.35842927,1.72972936,2.33575397,0.53165709,0,0.71708647,0
2012-09-11,7.92530952,42.54502062,8.16147189,0,6.19232834,2.42131677,8.38233749,0.02481075,3.55895237,2.11342857,1.26759048,0,0.25781087,0.02433333
2012-09-12,9.60882895,62.82252011,8.54309752,27.62544000,1.24944938,2.20359922,17.90862274,0.45249333,3.57062482,2.54042167,0.65166513,0,0.26775002,0.03390000
2012-09-13,6.25674396,21.77761716,9.67668868,0,3.13545403,1.26984903,6.12984872,1.30156667,1.28191018,1.85006000,0.62590000,0,2.06493754,0
2012-09-14,7.24162821,17.14210697,6.75694334,67.78602500,0.71814686,0.17530000,17.70843538,0.00475526,3.24206675,0,0,0,0.98005020,0
2012-09-15,14.25359690,29.77944095,20.57131000,118.01301429,7.62507504,0.00000000,4.73859797,0.00492500,3.43218736,3.16394444,5.89788125,0,1.11593084,0
2012-09-16,10.18658197,2.09459074,6.13281274,22.64245000,1.97115320,7.86299044,2.84671522,0.00518333,4.10251625,3.14937857,3.74206390,0,1.82901544,0
2012-09-17,6.77385690,4.58985547,5.40518772,4.01964706,1.53147327,1.51968718,4.08581243,0.00564444,1.73138214,1.23652963,1.83411933,0,3.22586378,0.02463333
2012-09-18,21.71145672,2.79032569,4.43892125,0.18095000,4.58747740,2.86864007,11.40433707,0.00400000,1.40499569,1.93368276,0.88741269,0,3.03396351,0.04084902
2012-09-19,18.14673793,4.24902388,8.37059589,33.59162000,23.34180901,1.79769073,0.90424565,0.00427200,1.80726251,1.28808211,2.14696122,0,2.88442182,0.03101250
2012-09-20,15.30170952,7.01413056,7.06175609,40.71510909,9.94458917,1.67357098,0.82003140,0.00701635,1.65974273,0.72653333,4.27805246,0,4.16149452,0.01401429
2012-09-21,27.96774557,13.24976955,6.05658553,25.92907500,0.94782166,2.12061801,0.83318779,0.00562174,1.92639199,0.95038692,0.94937235,0,3.35441386,0.01257500
2012-09-22,14.93281923,17.65833829,12.67989760,8.43088333,0.46538384,1.69030725,6.48603916,0.00427333,1.62741949,0.00919773,1.98648086,0,1.74090192,0
2012-09-23,28.31067447,8.16198387,18.68124114,6.07404000,0.57830247,1.90731793,11.64990437,0.15855000,1.90426056,0.00887966,5.34929830,0,3.09017857,0
2012-09-24,25.87637200,5.44117259,8.86264906,9.18808571,0.52467713,3.70777220,0.14054477,0.38534777,2.86656430,0.00885000,3.79014502,0,0.01854667,0.01734000
2012-09-25,21.55467660,10.95965031,5.99481643,7.36537500,1.51669688,3.20799648,3.40001702,0.96815635,3.40840834,0.01212000,2.05511563,0,4.22597333,0.01861429
2012-09-26,13.03087656,21.02547542,25.17948060,9.50203871,0.39454791,3.66451225,13.75556940,0.16182791,2.65867497,0.00882644,2.44304764,0,9.81487059,0.02782857
2012-09-27,11.76063889,6.93378077,22.69575051,14.53601429,0.07296104,4.71742946,0.01376260,1.34985000,2.53311318,0.00782381,2.05131995,0,0.01308600,0.02888000
2012-09-28,16.81927593,11.33794643,18.94087918,10.70143333,0.62019307,1.43170434,0.04985735,0.52268929,1.78846510,0.00886290,1.88339365,0,0.10930366,0
2012-09-29,3.59080000,18.20696667,16.89924184,41.41780000,1.96087974,2.16580021,0.14884375,4.16810000,1.79358780,0.00812245,3.76483042,0,0.18492134,0.00610000
2012-09-30,0.00000000,9.25631011,43.66219066,23.75463333,1.12837892,1.25626013,0.05366625,0.00523750,4.53159591,0.00902807,4.14761450,0,0.28795452,0.03530000
2012-10-01,0,3.63537773,7.66052026,5.28261111,0.37571707,1.29089519,0.09239067,0,2.33839422,0.00732075,1.41028691,0,0.37740146,0
2012-10-02,0,2.72635000,12.25280700,8.89580645,0.58450105,2.25401004,0.60240097,6.38743902,2.50770855,0.00788866,13.04443511,0,0.02090000,0
2012-10-03,0,2.70454315,6.40143977,4.40365926,3.83838809,3.34438895,1.27894519,0.01009000,1.86961910,0.01096333,11.24873661,0,0.69200289,0.02685000
2012-10-04,0,7.64151453,6.28705806,7.05906500,1.60847388,5.79265471,0.54229861,0.00505143,26.61763002,0.00590000,4.03957474,0,0.12402130,0
2012-10-05,0,10.34153782,5.80464717,0.28850370,2.63396010,4.55693001,0.18161789,0.69979778,9.95153855,0.00796593,2.89884883,0,0.13633353,0
2012-10-06,0,16.24251521,17.27110674,1.21595789,1.72179413,9.62323132,1.46778150,0.02094000,4.28411800,0.00484000,3.63020040,0,0.15966734,0
2012-10-07,0,4.94372531,10.60669990,0.10127907,0.79399540,3.46802161,0.98327577,0.29589444,3.72560418,0.01178462,4.76279851,0,0.00171000,0
2012-10-08,0,53.91084579,4.12344187,0.83388750,0.35534981,6.40819171,5.20107379,0.07145600,7.47907003,0.00706377,6.65943223,0,0.12493059,0
2012-10-09,0,10.55349211,5.26186348,6.46215000,1.17532204,8.17705987,1.59211508,0.44997170,2.76814280,0.00776842,1.63165989,0,0.07931874,0
2012-10-10,0,44.57201371,10.32443685,12.43744211,0.87329835,8.35065470,3.22908298,0.55781515,1.19975129,0.66279268,0.67399343,0,0.09618110,0.04280000
2012-10-11,0,7.69700199,16.18146273,0.93972857,1.22019629,6.87534611,1.68547895,1.57155000,1.63239155,2.01660896,2.73709835,0,0.05322247,0.04015000
2012-10-12,0,6.91306356,7.90825830,0.41864643,2.17447191,16.92899963,0.17728250,0.07653571,1.32209929,2.60746667,0.83719938,0,0.11602279,0.02690000
2012-10-13,0,4.22846029,12.64308156,1.21918421,3.66873218,12.70681967,0.42791833,0.00433750,0.95866928,8.36958750,0.41794937,0,0.27966692,0
2012-10-14,0,6.49009289,4.90933363,1.99716000,0.73244266,5.67886921,0.62428121,0.02187500,1.25617168,25.60552500,32.98096689,0,0.00656241,0
2012-10-15,0,3.17526419,8.18586237,0.00082500,0.03757855,1.03259706,0.80100601,3.41182821,0.94860480,2.67957451,0.67477419,0,0.03208350,0.04276667
2012-10-16,0,7.10391592,6.50507778,0.50996271,0.54522853,26.03975862,2.63262030,10.78956667,1.98908698,2.23341228,1.09539865,0,0.39882124,0.06580000
2012-10-17,0,10.61031576,12.53712993,0.07719145,7.26946481,9.56899633,4.15447324,2.83358983,1.88753591,0.00825538,0.68314542,0,1.00332657,0.03280000
2012-10-18,0,11.18411250,8.14583171,9.45157692,2.22794315,2.53257747,2.34994000,5.87758095,1.13808220,3.05009302,0.56183038,0,0.25323901,0.00000000
2012-10-19,0,10.83449005,9.91880148,5.01518286,0.83438030,4.12286743,11.89328435,3.69704615,1.57806085,2.31921846,1.30398041,0,0.07728350,0.01860000
2012-10-20,0,17.40412543,15.20176105,14.10885472,0.83947435,3.34717607,12.33270141,1.51221538,2.26151972,3.85146667,1.46488292,0,0.32275767,0.00000000
2012-10-21,0,8.57543264,9.19482381,19.08758298,1.19600867,6.30021290,4.14442066,5.46714828,2.06441779,8.79476000,2.45738079,0,0.03313987,0
2012-10-22,0,6.66073130,7.36014293,1.81529565,5.19078358,5.66938428,17.30727880,8.23583333,0.86819688,2.57747164,0.52907590,0,0.03921729,0.02915000
2012-10-23,0,8.90058900,10.07830187,2.32823333,6.96315250,4.82407374,4.33234708,8.69227857,3.50186384,2.08091739,8.88748646,0,0.04596846,0.03704000
2012-10-24,0,11.59477639,8.45765765,10.19696579,0.39856464,5.67255675,5.77841441,1.48604615,3.32383080,2.10872754,1.42255266,0,0.07578621,0.45873333
2012-10-25,0,12.90764158,8.23896375,22.92540938,0.15316153,20.03324026,4.50643400,42.91610000,2.65863733,2.65918276,1.71123617,0,0.14685710,0.05560000
2012-10-26,0,21.78714388,6.96371567,29.60623333,0.04498721,19.45095139,0.98650357,2.09151667,4.07570483,2.67855522,1.17410000,0,0.06250298,0.05785882
2012-10-27,0,16.56672941,13.29194668,0.87563846,0.67519717,7.63703971,0.17790673,7.44072222,3.01498813,4.26732368,0.04663145,0,0.00011000,0.07466094
2012-10-28,0,51.09038283,19.02727696,1.01646364,0.41637802,3.52431360,1.39845697,3.57362000,3.27095050,4.62547778,0.01751180,0,0.00147917,0.02960400
2012-10-29,0,16.11042556,18.25452160,1.23693333,0.49233055,3.08021725,10.95772773,0.62699375,1.22495039,1.97124583,0.57434946,0,0.00210833,0.03690545
2012-10-30,0,18.89875417,7.40823358,24.32414667,0.86958642,4.90794402,2.39290547,26.46814762,0.71034796,2.87114565,2.01862760,0,0.06273964,0.02170000
2012-10-31,0,7.65886957,5.60464713,16.44554667,0.36996046,5.29438649,3.10489704,1.00001688,0.74119331,2.87821786,3.88404378,0,0.22337922,0
2012-11-01,0,12.79009846,7.46129380,4.33919474,1.02154715,12.89728730,1.38570914,5.47112609,0.65529605,2.57626176,2.39671485,0,0.00176875,0.04719000
2012-11-02,0,16.20338421,16.80288552,2.86281667,4.39726687,20.10308493,3.62524515,12.77627447,0.92145763,2.20777541,2.11250695,0,0.00810924,0
2012-11-03,0,15.77007297,43.21286194,5.26916333,2.83390289,37.62759857,2.47965040,6.13285000,0.97848331,1.89319104,2.23695607,0,0.00032000,0
2012-11-04,0,31.64084459,16.22512001,0.01005455,0.92962108,18.29878740,5.46073770,0.92334706,0.86039982,3.84248148,1.47884662,0,0.00187500,0
2012-11-05,0,11.78092459,6.80624371,26.90478621,0.52693650,4.37376489,4.82610088,0.97675349,0.49619528,1.88293766,1.44325097,0,0.05198143,0
2012-11-06,0,0.04323553,6.90812501,4.33831154,1.20758909,4.63640982,4.74639034,10.49415915,0.47459320,0.57905417,1.64673968,0,0.03240275,0
2012-11-07,0,24.91459500,6.24290452,2.69202414,5.52028137,4.48900029,8.60800408,8.49034839,1.85292234,2.85089189,2.53235613,0,0.03552477,0
2012-11-08,0,14.53170204,9.41807579,4.05935581,12.42812746,4.89333960,8.96994440,1.71314250,3.75154602,0.89094792,2.39006696,0,0.02856377,0.02445000
2012-11-09,0,14.19115484,12.80003020,6.41639762,20.63069066,4.73805546,22.99268331,8.87968519,0.49757702,9.36519118,1.49323887,0,0.03006283,0.02100000
2012-11-10,0,24.62502000,16.57792300,24.01319286,0.47940140,6.43060478,1.88540232,30.79680000,1.28321951,1.83688583,9.05400611,0,0.90692934,0
2012-11-11,0,86.20675909,16.29009197,12.57030000,1.19892422,0.81317815,2.29590426,0.10547692,1.30867497,1.83905217,1.69932701,0,1.26963396,0
2012-11-12,0,25.66766065,9.28576849,14.32573000,1.17445115,5.64030505,1.47256959,1.65240741,0.91952568,5.71730769,1.30188983,0,0.00611401,0
2012-11-13,0,25.84831881,5.82005086,15.77622903,0.46589589,4.80131014,7.10716368,4.14498108,1.43382204,0.45906600,2.10021623,0,0.17823976,0.03362500
2012-11-14,0,33.17401244,6.84980770,16.13982564,0.38751205,7.30290450,5.45696169,12.29051294,1.63666104,2.40964561,1.09754839,0,0.02435029,0.02875000
2012-11-15,0,44.39352824,6.78567358,5.04083125,0.73211492,12.85878671,5.02089190,4.63949118,3.55561866,2.63932500,2.17961645,0,0.00618140,0
2012-11-16,0,17.47938830,6.75921451,8.72931538,0.68448896,13.63212345,2.06353497,2.37767222,2.63609168,0.15525208,0.93216860,0,0.33955838,0
2012-11-17,0,9.92490595,92.66717570,7.12704545,1.23553354,8.66987778,1.62456523,7.66771143,0.99981117,0.49018687,0.51935225,0,0.28591102,0
2012-11-18,0,30.40923956,12.55853402,18.38355000,0.67600422,3.76646682,3.62028982,0.80189615,1.06317415,0.21640179,3.95212721,0,2.34691750,0
2012-11-19,0,42.35760934,8.26184546,2.32564615,0.07290075,3.44152570,0.45706627,2.78451304,5.58627395,0.33540385,2.70826286,0,0.00441875,0.03860000
2012-11-20,0,32.55757333,5.49690839,6.52869208,0.82561038,3.78205935,0.86013244,9.37359589,3.45931898,0.13512394,4.86643354,0,0.00181852,0.03274286
2012-11-21,0,10.55292222,6.57309965,9.93128689,1.25967997,4.56241294,0.35855472,4.30182051,2.47038571,0.17073704,3.60358863,0,5.89815313,0.02837143
2012-11-22,0,32.81913366,6.37864374,12.64003000,6.62882197,5.67435714,6.55805005,25.22807500,32.18511304,0.00712917,4.01430621,0,0.00102083,0
2012-11-23,0,7.60764877,10.54869521,3.45277500,0.05735229,3.41080501,21.48601431,6.53820882,1.54862515,0.00743243,1.31319044,0,0.00174583,0
2012-11-24,0,8.17464635,10.43277613,0.00000000,1.56738607,4.47238474,3.81629195,0.16290000,2.05102012,0.72037857,0.73282376,0,0.00085417,0.02625000
2012-11-25,0,26.35682844,17.41552296,0.00082353,1.97767335,3.69037245,0.83955156,1.37397407,1.88400868,1.77418911,0.61437956,0,0.00259389,0
2012-11-26,0,30.98150884,10.61433933,3.47816909,9.03770073,1.71532289,0.74945421,1.85421667,1.86720852,2.30504444,1.88573411,0,0.80047799,0
2012-11-27,0,34.81537692,5.40366223,6.17501481,12.62403807,28.76821645,0.65967010,4.02252951,2.57722468,2.48382941,2.03751549,0,0.13326662,0
2012-11-28,0,35.07457679,5.39227074,4.47943310,0.51751446,5.01845411,0.88940688,1.84685915,1.26718456,0.84202683,2.16703804,0,0.07732702,0.03598182
2012-11-29,0,21.34727250,14.95531297,52.12170526,0.23044472,5.71510069,0.16957360,1.15777000,1.37111593,3.81524769,2.42237049,0,0.22130672,0.02960000
2012-11-30,0,18.82133333,14.29076420,21.09324286,0.68921580,5.49288164,0.16706086,3.33324688,0.56494051,3.36643504,1.91802861,0,0.15336469,0.02758333
2012-12-01,0,53.89408182,20.59573074,7.50460244,0.19039189,4.82334809,0.05773361,5.41208857,0.66232363,3.40414190,4.39388518,0,0.00000000,0
2012-12-02,0,33.46430027,40.01677339,1.03075600,0.59523959,4.95157153,0.01409156,0.94829571,1.45494526,1.78029400,1.42968469,0,0.00000000,0
2012-12-03,0,0.96821176,12.52316724,0.00224237,0.71075677,3.11926973,0.96136812,1.04415517,1.56629957,0.28594070,0.55457549,0,18.37770000,0
2012-12-04,0,1.13436923,9.88479449,11.48230625,5.85235439,6.95466471,0.80483178,6.90369524,2.28371271,2.32955579,0.81607938,0,0,0.06906667
2012-12-05,0,0.77961615,13.83627383,24.41906667,4.60653902,3.82841485,0.16786035,1.54375161,2.17998255,0.45207636,0.81657533,0,0,0.02515000
2012-12-06,0,0.42120433,13.95683358,10.44012500,4.65773208,2.36943397,1.28287231,3.79019000,0.60601006,2.61978406,0.97461467,0,8.06050597,0
2012-12-07,0,0.02908475,13.75698576,7.75290645,0.49047542,3.38308419,0.73450028,3.69984500,1.27970121,6.46641857,1.25030857,0,0.00202192,0.02356000
2012-12-08,0,19.74228161,63.28156363,2.11398800,0.18480256,5.11777972,2.71813197,7.39328000,3.59752381,0.94585345,2.02761783,0,0.02044967,0.00487500
2012-12-09,0,6.68173279,32.05597547,1.76069333,0.56166654,12.18427505,0.37002342,3.56595000,2.63052457,3.79119362,1.78358778,0,2.38193000,0.03640000
2012-12-10,0,3.46144800,17.62483975,2.14666167,0.19362259,9.85861474,0.08540910,1.88376000,2.68597630,3.40703415,1.13798343,0,0.00000000,0
2012-12-11,0,4.49260619,19.12110304,14.94539808,0.07769200,7.19053119,0.13744962,1.79003200,1.90706141,2.92993509,0.84232553,0,6.95395000,0
2012-12-12,0,7.09098425,17.27237384,6.66486832,0.19000523,9.28842666,0.14640640,0.06364783,1.64692908,4.80678548,1.10809215,0,0.10636234,0.04375000
2012-12-13,0,1.57155127,9.64282889,5.76487037,0.28863249,3.59483145,0.66145284,0.04413571,2.00083681,0.18558000,0.82964444,0,0.00365274,0.02555000
2012-12-14,0,5.40033013,13.96781549,3.96228645,1.11920005,2.96687872,0.17840642,0.09778000,2.58724615,0.00769423,0.33633375,0,0.01322425,0.00000000
2012-12-15,0,6.42175769,23.34961205,5.35385507,2.70234540,4.25387577,0.16513100,0.33966000,9.71697658,0.00898710,0.45661783,0,0.04907519,0
2012-12-16,0,10.18073248,37.89289132,4.55045694,2.81683632,4.18961206,0.08864354,0.53445789,5.35886481,0.02964286,1.01534236,0,0.00000000,0
2012-12-17,0,1.06997448,10.11172246,3.10255516,0.43935805,2.22022344,0.07370143,0.20675000,0.66791772,0.00951887,1.20772305,0,0.00279750,0
2012-12-18,0,5.79766170,5.87273562,5.31282347,0.90480352,2.42964606,0.03270762,0.05876383,1.09980342,0.26212128,1.91972817,0,1.47203521,0.03610000
2012-12-19,0,11.37367570,8.79711626,4.42004894,0.24747949,3.15328854,0.06348799,0.80891333,0.97230501,0.00741364,1.10133100,0,0.00815109,0.01949091
2012-12-20,0,4.40669730,17.26690019,86.93211515,13.96943041,2.51016232,5.86193316,0.00885556,1.21136511,0.03558235,2.81447624,0,6.35390000,0
2012-12-21,0,48.89461021,11.62177037,19.22957593,1.10356783,2.64701943,0.37764627,26.03636667,0.76030905,1.62877813,1.05724716,0,0.02285000,0.02470000
2012-12-22,0,6.13290492,14.20374874,7.05129804,6.66400805,3.47658107,0.30186380,6.87256000,1.93368576,12.97130000,1.49634841,0,2.04869697,0.03480000
2012-12-23,0,6.44293566,12.81756022,5.67791356,0.43149657,3.15646520,0.14457719,3.99141500,2.86264902,20.02333000,1.08500125,0,0.00485000,0.04095000
2012-12-24,0,6.02397536,16.52331326,36.70585400,3.35578936,1.88104609,0.23086755,0.01252000,1.18815619,22.30834286,0.57243735,0,0.01569844,0.01875000
2012-12-25,0,6.78238276,12.93032952,6.24490556,7.97685333,1.51044101,0.36866398,0.01052000,1.48372843,25.31801053,1.37605260,0,0.00188750,0.00000000
2012-12-26,0,11.89078901,16.60023305,2.13287846,9.23057139,2.14895876,0.21771942,0.01228462,0.67724871,8.95628889,0.52127625,0,0.00192364,0.02280000
2012-12-27,0,4.32836581,22.83299638,1.72027556,1.48817569,2.16735986,0.40069769,0.01303333,1.41260792,14.72773871,1.61792022,0,0.87597778,0.02170000
2012-12-28,0,14.22541463,6.70986316,0.96046739,4.07107270,1.31208685,0.29790313,2.57753256,3.06092014,19.18171667,3.02194924,0,0.00628333,0.02765000
2012-12-29,0,9.49977037,12.34716897,0.00030000,7.52650845,2.44530872,1.06980153,14.48340222,0.34104972,16.65445000,2.54639000,0,3.14472720,0.02481667
2012-12-30,0,16.05692237,15.53442168,0.21441250,8.36526312,1.84816395,0.02560568,22.95796154,0,7.04540845,2.14455618,0,0,0.02745200
2012-12-31,0,28.69780556,30.83225906,8.89669643,23.96610116,2.58779800,0.01312421,17.56536842,0,13.33262821,3.68746408,0,0,0.02030000
2013-01-01,0,48.81978298,17.26906584,5.17026265,5.44980957,2.29631525,0.17558790,0.00918889,0,16.30009412,2.30684028,0,0,0
2013-01-02,0,19.96328261,6.76294532,1.36729457,3.79436201,0.92967183,1.00249263,10.94539167,0,12.71229787,2.00358544,0,0,0
2013-01-03,0,10.01952642,8.34957239,1.26146340,2.39471267,0.67202098,0.20463127,5.13241406,0,0.41083659,2.27446232,0,0,0
2013-01-04,0,17.53363649,9.61180159,0.87053516,6.75145096,1.13752565,0.00866683,10.18797455,160.07804260,0.07579206,0.38924162,0,133.44460000,0
2013-01-05,0,13.26124744,9.42410097,1.06251087,8.72310864,1.23174502,0.04492170,4.81822333,2.26389425,0.01153235,1.72441726,0,0,0
2013-01-06,0,7.00714796,9.69945849,2.78890602,2.58068298,2.81774459,0.09428802,17.46031923,0.67201533,0.00990000,0.79200860,0,0.01182000,0
2013-01-07,0,4.96420419,5.62520041,0.83268677,4.68609862,1.20229876,0.13742353,12.28579231,0.46299721,0.00882333,2.29387746,9.85772857,0.56391080,0
