title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2011-02-01,2011-07-31
---------
Day,"[NCSA LINCOLN] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[IU BIGRED*] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[NCSA EMBER*] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[NICS ATHENA] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[NCSA ABE] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[ORNL NSTG] Wait Hours: Per Job"
2011-02-11,82.21804700,1.79744123,8.13093595,31.50998737,1.37826230,0,18.68094048,2.58497742,0.88948943,3.65404745,6.90850994,0.13632500,0.24959887,1.23434000,1.10178252,1.89508955,0.00298776,0.38364809,0.03585000,0
2011-02-12,90.86447019,0.82534477,12.73490990,13.71423273,7.74734595,0.01510000,4.66833484,0.35276962,3.36667048,3.44349595,1.50808906,0.12353750,0.40445629,5.75769808,5.38254222,0.10687941,0.08650062,0.05265679,0,0
2011-02-13,97.17224219,3.31688771,5.53169660,13.92138793,8.66880526,0.00000000,9.77191202,0.04944684,3.13207019,6.42888141,0.67340649,0,0.03080483,0.00453158,8.60630938,0.08109205,0.00142000,0.11449326,0.02110000,0
2011-02-14,87.05378375,2.51975000,7.19827321,9.97702000,23.42215556,0.00510000,2.34489462,0.27390132,3.89346286,5.44870662,7.20428109,21.09251200,0.15283876,0.14489887,1.66941061,0.00173694,0.00182911,0.51577802,0.13743333,0
2011-02-15,130.61708947,1.49405014,7.16171039,13.35129425,17.22754615,24.14333603,5.61792927,0.09200161,13.86750874,1.76988305,6.94401102,1.04482000,0.77908730,0,0.49494020,0.18359353,0.00051000,0.40635427,0.03280000,0
2011-02-16,112.00727581,7.28054952,14.89420178,21.20064250,7.87652500,32.93358254,3.85954219,0.66660585,1.39945222,3.91753431,12.69078557,7.23972727,3.55255224,0.00195000,0.11169344,0.87458863,0.00224625,0.20789172,0.03390000,0
2011-02-17,114.73092590,4.46411066,13.46926916,18.40186778,7.41044340,8.19254618,4.14447292,0.29705935,2.15313309,1.11795398,11.46085357,10.82162308,0.48574793,0.00530000,0.10775343,0.88532196,0.00501818,0.26845539,0.02206667,0
2011-02-18,85.40347273,2.00387477,12.65002080,23.60416857,0.68838673,4.87512364,6.44393846,0.44160551,2.88613394,0.62291396,28.68150306,17.90161111,0.84830254,0.00357143,12.87916129,0.20249533,0.00295455,1.59292437,0.02347000,0
2011-02-19,20.06114259,5.94883817,14.66451081,24.55487600,1.81706610,4.94840107,17.01093131,0.04920798,2.54452270,5.22699424,44.72912360,22.73000000,2.73128555,0.00718750,1.48730000,0.00230698,0.00067188,1.18659581,0.04363636,0
2011-02-20,4.27285882,0.23570263,6.70824418,26.54988065,0.86445758,6.77218638,7.44191415,0.40310699,1.19055629,2.48314327,12.37421389,2.14055000,1.73849979,0.00376875,1.83615610,0.00166111,0.00062941,0.18279226,0.02906154,0
2011-02-21,4.23905698,0.79545308,5.85672823,17.92741194,5.19400690,5.65885290,8.70150289,1.29927845,0.06438973,18.02854129,17.45006569,5.64017500,1.27498516,0.00676500,5.68245610,0.16770364,0.30009655,0.62044731,0.13251667,0
2011-02-22,6.64462980,1.89162890,8.43262214,18.60141800,1.37760308,3.57169031,12.09555852,2.38406097,13.35644355,17.49336031,15.59197740,18.82320000,2.02559892,2.07280000,2.70566818,0.27769583,0.00077619,0.10223448,0.03177692,0
2011-02-23,26.32587840,0.94838813,13.47192445,31.03630833,26.10638000,14.15985279,6.24457089,3.09490091,1.65096040,3.42837939,4.09705013,9.28117500,1.20888170,0.01604035,2.67504750,6.42165000,0.15009880,0.71587933,0,0
2011-02-24,2.48562821,0.17487601,9.80988466,43.29088485,1.86275068,13.66886143,3.01892773,7.65348544,0.84068150,2.64694511,0.24050238,9.00680000,2.29623429,0.02967755,0.88441429,4.68774177,0.00406083,1.81776743,0.04765000,0
2011-02-25,0.00910217,3.86826410,10.45338802,24.53082174,6.60145000,11.61730641,5.00811258,1.89652812,1.58878504,4.13682991,0.58092468,0.00000000,0.55032203,0.00521176,7.72157250,1.69278400,0.22282475,7.42949634,0,0
2011-02-26,0.00974231,4.08629128,17.28022825,47.68769200,1.39155000,3.25129000,2.08047041,0.35008589,2.59096188,4.50892759,2.27340423,0.00015000,0.12529313,0.00703333,5.80155172,0.14444528,0.73911091,9.23972262,0,0
2011-02-27,1.42360000,2.90061333,9.02824199,44.57149524,1.84085000,7.17364547,4.07885037,0.00511040,1.86613679,7.99882561,30.59435556,0.00010000,0.47015071,0.00553333,7.02302759,0.30322473,3.73006602,12.64045203,0.02823333,0
2011-02-28,0.21276989,2.84455574,10.30833427,29.40551481,0.65479481,7.09683813,5.17249959,0.87236391,0.14228990,11.89726827,21.37654571,0.00000000,0.22012787,0.00534194,4.30161042,0.67957351,0.00105315,9.76578908,0.03015000,0
2011-03-01,2.09619245,1.29734743,9.68359872,57.34531818,49.43046131,1.04968654,1.77540847,3.13148805,4.55374947,15.51324940,55.18731172,5.62653000,1.71985166,0.00572745,2.42165750,0.17936127,0.03047281,0.91789407,0.03790000,0
2011-03-02,0.28523646,5.20749029,14.71454680,34.27081935,9.96611923,2.64323794,1.24689860,7.33156962,1.15895359,0.53617277,72.09591776,0.00904737,0.91079633,0.00686364,0.65147679,5.26430667,0.00090367,0.46776376,0.10072000,0
2011-03-03,1.29341064,6.15278238,12.12212968,22.73462128,10.25415333,1.89960283,1.01273636,1.52389803,0.37899807,0.65259300,39.83740309,0.00006000,3.80104246,16.11439375,0.63667734,1.76984894,0.12302653,0.21522422,0.01670000,0
2011-03-04,0.01585692,6.53730652,18.16438534,18.07012222,14.61853077,4.66298676,3.38910079,7.87758636,1.15681106,1.77848173,23.47594595,0.00250000,2.48008820,0.00513137,2.11749270,0.86393889,0.00152367,0.15708785,0.03875000,0
2011-03-05,0.02120455,4.85903787,20.65988886,38.50998846,2.65496038,4.86565418,5.84717324,0.83403283,1.86749222,1.38624513,7.83333699,5.41683333,3.69116062,0.02963333,0.46101304,0.78085849,0.00239861,0.13838184,0.03970000,0
2011-03-06,0.01173500,0.60588257,22.74426671,22.71932143,9.60331250,2.13030910,2.99079231,0.91763284,1.60673825,0.08989385,4.81332330,10.47970000,0.60657044,0.00517368,0.99586432,0.16788039,0.04178039,0.09516820,0.03000000,0
2011-03-07,3.86938919,0.50451800,8.96890126,17.99732192,3.45254762,2.52355067,6.10984098,0.72233060,1.01158932,1.54110459,1.31125441,6.94316667,1.21878590,0.01153182,1.32082239,0.00824691,0.00192155,0.15324508,0.03354000,0
2011-03-08,4.73876333,1.83656577,7.99325480,38.51768627,3.34975172,3.68111170,2.90693333,0.27638253,1.31900457,1.74380954,5.95840735,0.00000000,4.68755141,2.34324545,0.46834401,0.00099000,0.00440000,0.15617494,0.02920000,0
2011-03-09,5.64711724,0.42192462,14.64196869,9.93559452,15.15705814,11.34939459,3.61510347,10.01312112,1.14309510,1.93370424,0.63750276,3.80095000,4.34016146,0.55939315,0.48221444,1.45601806,0.00341081,0.71476895,0.04900000,0
2011-03-10,5.74637895,5.54055556,14.93529211,0.00564565,1.98059655,10.85514982,4.18643535,3.21449192,0.62780983,2.01880819,6.36780791,0.00000000,2.39302771,0.14549032,0.32086508,1.36367101,0.00187983,0.23383873,0.04690000,0
2011-03-11,21.85553662,0.18020391,14.07750710,1.68302500,6.88062857,17.29492063,6.89521886,2.25764725,0.76584213,4.59459319,1.93189079,0,13.20425302,3.60837059,5.58304535,0.56761087,0.00083933,0.16207312,0.60946667,0
2011-03-12,4.34058824,0.94061294,57.26246716,0,0.26410139,33.55546582,14.73327368,6.95364659,0.13195340,20.63904557,0.31083037,0,11.51113452,0.00000000,1.17292267,23.14163125,0.00078095,0.07516454,0,0
2011-03-13,10.75444286,0.03063725,45.20190885,6.59615000,9.20841875,22.44700071,11.34244658,1.72182599,0.02111283,10.42030415,24.83212013,2.42485000,3.26596328,0.00250000,1.92970421,0.16302492,0.03105455,0.06166274,0,0
2011-03-14,0.06471642,0.36136979,7.42624129,7.88523103,3.04263333,7.00230682,11.68786835,2.69162156,0.15285455,4.93085734,0.53133926,0.00000000,7.44793940,0.00390000,1.27251538,0.31406735,0.02614795,0.67162583,0.33176667,0
2011-03-15,0.91081750,2.11506899,46.33511540,9.45860500,4.29229697,9.98531234,3.85880938,1.20152670,0.25079627,3.37328198,4.43133864,4.59822000,8.56364216,0,0.06661680,0.10148949,0.29227870,0.30524481,0,0
2011-03-16,0.12959922,2.28405446,17.08177460,9.42243400,4.11246667,12.80140410,0.92253974,2.46973387,1.81240423,60.83992192,14.52747852,6.90906000,6.51536172,0.00456667,0.00534162,6.44633971,0.00199328,0.18350108,0.37305000,0
2011-03-17,9.15825060,6.42194365,24.82047787,13.27913667,4.48115714,10.56559147,5.76551423,1.64525276,5.56900100,3.70120691,5.14859798,5.22156667,12.43895935,0.00304167,0.00571000,0.12288770,0.04978300,0.62088486,0.03080000,0
2011-03-18,2.98582424,5.24956977,15.38557043,33.21969286,0.00816000,9.61589434,5.54600563,7.93180252,0.03694101,10.60626837,4.88105446,7.97330000,2.39296121,0.00441111,6.36212432,0.06181829,0.00265522,0.41815844,0.02922500,0
2011-03-19,14.12436348,3.79256341,29.80714392,49.27998571,0.01588333,12.17556118,5.12479388,11.06839943,0.64443453,2.28279688,6.31779009,0.00293810,5.05688609,1.58737059,1.40410000,1.01871667,0.00110189,0.74846526,0.03332000,0
2011-03-20,4.20537742,4.06894744,41.90830360,53.53507273,4.27069000,5.55597360,8.41699039,6.61181951,0.30979969,66.50397727,1.43492316,9.79980000,19.10658493,0.00930556,1.22570250,0.13938387,0.00558443,0.37375586,0.13047000,0
2011-03-21,2.54427105,1.34318976,20.11411888,18.98246346,0.27828000,2.87516632,11.30823258,12.15257445,0.21704163,0.26633849,18.92236316,0.00034444,5.06283680,0.00424286,0.16918393,0.29641301,0.00143229,0.20654134,0.03046667,0
2011-03-22,15.03281884,2.09197251,15.98520680,15.62370714,0.01139412,1.63940626,1.56885176,5.59578759,9.66093527,1.13784219,21.64854138,0.00000000,1.41307652,11.21930000,0.00225333,0.09500994,0.02848955,0.51469765,0,0
2011-03-23,33.82655667,4.35460422,9.91080571,18.11687917,0.83140909,22.69711486,23.51498250,11.80790524,0.77430765,0.55022224,31.11620623,0.00015000,5.61623018,0,0.01189821,12.20701154,0.11308571,0.63722817,0.02055000,0
2011-03-24,38.76644384,2.67031651,13.13660924,46.04424000,0.58698824,10.12289996,40.03494850,8.37075872,0.07220978,0.36753543,1.08292435,3.80545000,7.61120009,0.00622000,0.01523617,1.98277347,0.00371667,1.78967003,0.02962222,0
2011-03-25,66.18774098,0.97397451,12.32332625,51.69145714,3.98165000,4.38646370,7.65634158,19.85389965,0.64815591,0.24255377,1.49120984,0.00021667,1.32180647,0.00542553,4.00487701,0.00445000,0.87797440,0.19185215,0.02892857,0
2011-03-26,93.18679024,2.26315741,17.87381368,72.38554286,0.00805000,3.52451975,5.80685156,42.26020528,0.29588694,0.76166087,6.15071132,0.00011250,1.94353677,0.00656667,0.00264730,0.02928368,0.00444884,0.25758324,0.04225000,0
2011-03-27,70.89738514,0.44930625,19.47742573,51.53360000,0.01357500,1.80918556,7.47008624,40.73128147,0.40131694,0.01128372,2.76352515,0.00006000,1.58259052,0.00916875,0.39529697,0.00054063,0.01538529,0.90749399,0.02937500,0
2011-03-28,69.26758795,0.72267903,36.10326809,25.81118462,0.01350000,1.40696508,7.50663742,23.54686124,0.01338564,0.00771399,0.08001797,0.01458000,1.90625972,0.00573636,0.13565402,0.31591404,31.73119180,0.20050229,0.41511667,0
2011-03-29,126.10556667,0.05671579,30.07971983,16.54334400,0.23852500,6.74380198,7.34414146,2.83877002,0.12124858,29.66710588,0.62392000,0.21895500,1.84293908,9.39340488,0.00581392,0.04539141,0.63349586,24.58949267,1.16390000,0
2011-03-30,37.04418098,0.87073614,38.62133329,6.19103333,0.09499000,2.23557695,17.16697973,1.45122532,0.46958812,0.00622400,0.84826821,0.01102619,1.77489388,0.00470435,0.01241594,11.14587403,0.00116425,0.55035725,0.10612500,0
2011-03-31,77.67048714,2.37011875,23.78483027,18.09564615,0.01484000,2.84660258,8.80542847,7.17326495,0.28769832,0.02215357,0.15875904,1.39085294,6.18472904,0.00791667,0.00336087,0.07142992,0.00072153,0.36368622,0.04452500,0
2011-04-01,97.13076712,0.36518048,22.48581635,24.68150769,18.36940000,3.87623159,10.86639899,3.92389782,0.00636809,1.18815356,0.07016559,0.00012857,5.80979041,0.02815556,6.46410000,2.06450000,0.00261758,0.33051810,0.34198750,0
2011-04-02,130.29778551,0.71951600,35.91878069,32.40178750,0.08412308,0.96185641,10.72058015,3.12067868,0,0.01908750,3.60473840,20.00002500,1.07973411,0.00125000,0.00303421,1.53663182,0.00334500,0.26611792,0.03108667,0
2011-04-03,162.55503623,0.00316552,46.39821057,20.59780833,0.01839630,2.73347407,12.24421126,4.04804974,27.40182550,0.01018333,3.18511977,0.00030000,20.49736151,0.79710000,0.00362069,0.03026765,0.00071111,0.12132145,0.02360000,0
2011-04-04,159.64388873,0.39404157,26.39953163,8.87392800,0.01376667,3.11576704,14.85985817,5.44351106,0.37365062,0.36248610,0.57029162,0.00025714,11.12047261,0.00636667,0.00443056,0.61275161,0.00347000,0.18032444,0.02754286,0
2011-04-05,137.93202131,0.19259390,9.04811367,50.81207000,140.49389870,2.26349762,15.90160650,2.64415708,0.27591667,2.83286400,1.11142182,0.00015385,15.88653689,2.38457429,0.18221325,9.33851000,0.00748333,0.37862015,0.02381250,0
2011-04-06,23.38660800,2.75820430,9.05180229,20.76568824,5.86583871,13.33217267,6.47502819,2.79444218,0.50240184,1.70198303,0.51688738,0.00025000,6.38540490,7.41730600,0.01928625,4.07659118,0.02664184,0.74081223,0.04015000,0.00017500
2011-04-07,41.69412069,1.27591053,11.02307485,23.30145769,3.64712571,19.99821941,7.77750391,5.34556511,0.30023281,0.88566957,1.44888381,0.00000000,24.88812329,21.62203636,0.00377547,3.86323750,0.01624679,3.97283994,0.01860000,0.00012000
2011-04-08,18.85362222,2.23925686,9.30291342,39.72702540,2.17827826,32.70917437,10.11753660,4.35890512,0.01779603,1.17224846,4.15265646,11.02316667,7.63008495,4.95277500,0.02149565,2.28985821,0.08464141,1.01843991,0.03060000,0.00009231
2011-04-09,12.39521981,2.87093789,30.18061301,32.40227833,0.42827000,31.12616655,18.20377391,9.17778966,0.00763333,0.02416786,2.25239101,0.00000000,15.30201045,0.35647000,18.64967368,0.60200000,0.05541321,2.58542807,0,0.00011020
2011-04-10,20.92880833,1.10020226,10.82979594,43.66481875,0.35642759,27.45750237,14.90576571,11.75499580,0,0.04842708,1.68709847,0.00081111,9.58848660,0.85485000,0.00370986,5.31756296,0.02255625,2.13749635,0,0.00008077
2011-04-11,39.23332500,9.52842821,9.43107477,24.02558214,8.18260957,8.39952929,24.25789277,11.61721587,10.36313977,0.35978181,1.23576667,0.49276667,5.57876138,0.16853793,0.00387692,10.19328630,0.00155504,3.03416447,0,0.00010000
2011-04-12,19.70896667,2.67499115,7.19693005,27.96432857,3.18814130,7.35003003,34.27990941,4.54443916,0.38040853,0.04092515,0.65075896,4.50012500,3.04555533,0.00515000,0.00325319,0.89752582,0.29350202,0.82928933,0.01310000,0.00008696
2011-04-13,25.67253611,12.80278941,11.54481162,18.07092254,1.49229630,8.04949576,22.40077083,6.99455276,0.96982290,0.16522500,0.27256160,0.70425714,3.58244000,0.00669535,0.00844653,1.20867669,0.27017059,0.39698236,0.01440000,0.00007234
2011-04-14,8.68559930,1.03677165,8.27814246,22.88452031,4.04666111,11.83283004,36.25878971,6.31560971,2.32276203,0.46603494,0.30286551,0.15424000,2.60836362,0.00602308,0.55412941,2.28710916,0.00292408,2.25281338,0.02560000,0.00007727
2011-04-15,12.64177303,16.93480339,9.63481884,17.29010698,3.76897939,21.00764340,7.62115114,12.92123875,0.99163183,0.00658482,1.48061604,0.45744000,1.94413125,0.00576471,1.15068596,0.91718221,0.00413498,5.72592604,0.20780000,0.00008500
2011-04-16,42.94034868,31.66012387,17.46472665,14.67502143,4.55416585,6.56021476,29.99860896,5.34347683,1.62150250,0.00104000,6.79596905,0.00030000,0,0.00488571,0.03848955,5.85855494,0.00716329,11.36507089,0,0.00009615
2011-04-17,66.06270394,21.76961538,42.44982510,18.03538500,4.97242143,3.01501425,11.31772234,3.20444646,2.97880714,0.00000000,7.84306225,3.45242500,0,0.00410000,1.28558909,6.91463579,0.07000469,4.05936068,0,0.00006275
2011-04-18,35.57478535,21.31582455,7.47257628,7.43671622,0.58960435,7.32163536,3.77731020,24.90027073,3.14378555,0.00125000,0.75731029,0.11395000,0,0.00447667,0.05326947,4.81270876,0.00483465,4.74502687,0.02340000,0.00009032
2011-04-19,18.58674000,31.86990704,9.27497553,9.36430225,3.87030952,5.16606843,13.56585793,5.63220745,7.42284552,0.00063659,6.23232152,0.00007500,0,0.00476667,0.34656119,5.43492827,0.00285140,5.52816861,0.02813846,0.00013214
2011-04-20,79.98486825,38.32256648,8.74019296,15.47685333,0.39851429,5.22457536,9.28121259,4.22520533,15.51053359,0.95694250,6.14981662,0.00030000,0,0.00414000,0.20260444,4.28338182,0.00263670,2.45066911,0.04109412,0.00009273
2011-04-21,237.34968679,28.63800217,10.99417583,13.83277471,1.79000732,18.23621218,3.65729761,5.69932495,5.17489140,0.38090744,2.32550659,0.00000000,0,0.00482273,0.20407632,2.08615490,0.00852690,1.01019415,0.11705000,0.00009184
2011-04-22,241.45921014,28.31485919,16.67223145,10.84838889,3.00087083,22.14387636,13.10725000,10.28176851,3.16908567,6042.52333519,0.23826304,0.00015000,0,0.00493846,5.30035600,2.58951558,0.00400248,0.99922369,0.04210000,0.00009808
2011-04-23,259.19163400,36.20368125,39.01053830,1.63780000,6.90122414,67.96486130,14.97406154,26.27586325,22.95180000,0.00000000,0.25197053,0.00110000,0,0.00550870,0.01787561,16.12572429,0.01546280,0.50732841,0,0.00007255
2011-04-24,354.97176304,33.90586373,40.74120039,17.53395588,5.20400313,41.55231478,67.97251200,8.99510132,12.00421150,0.00000000,0.45408698,0.00000000,0,0.00507000,0.01954464,37.11382927,0.01238604,0.81938754,0.03360000,0.00012292
2011-04-25,279.35385077,26.92922691,8.06025882,13.73400337,5.07569000,47.02159699,14.42642357,10.69497828,1.69668974,0.00000000,2.03787723,0.81254211,0,0.11745909,2.20523690,2.50471709,17.02655858,0.18465128,0.03140000,0.00012083
2011-04-26,254.17360403,41.42017490,5.28211017,5.99173377,1.00256000,23.48968942,10.01150085,29.86588878,2.61307607,0.02412708,0.68698664,0.52789821,0,9.08990667,3.24942444,1.74327039,0.00457621,0.25226228,0.02765000,0.00006889
2011-04-27,199.04962205,56.02666497,7.11902546,4.82480270,2.74192368,12.41774211,6.89809536,4.86272773,4.12209035,0.06497458,1.77041613,0.00025333,0,0.13193448,2.14955909,1.77355082,0.00305484,0.37083953,0.03786667,0.00009773
2011-04-28,159.49277381,22.67387367,9.23840312,19.78751000,16.52851500,29.09220400,14.75132427,13.99208304,2.96454370,0.33198413,1.05476929,0.00000000,0,0.00517500,7.93497778,1.54047119,0.00473356,0.76685766,0.03703333,0.00007174
2011-04-29,184.65964887,5.06168709,8.14534635,11.71903534,5.83678235,19.36874109,14.18996731,14.47492246,8.52674536,0.68663348,5.44392451,0,0,0.01739500,6.71682766,1.69951687,0.00840798,1.08463837,0.27070000,0.00006939
2011-04-30,78.51729808,15.33746592,9.19491343,25.92190579,2.28540000,0.00000000,48.11689730,30.05103951,4.82671299,10.32645440,80.99881613,0.00000000,0,12.62197000,1.43962500,5.65502800,0.00920484,1.56545827,0.02453333,0.00011501
2011-05-01,53.22942286,11.09313981,12.43776635,15.76909895,0.01513478,85.88224404,27.60967429,17.31198458,10.31319696,0.91478636,0.50935038,0.00000000,0,0.09360000,0.34532414,1.27829000,0.00711187,24.09117727,0.02250000,0.00005098
2011-05-02,12.13545671,12.62032767,12.42977807,10.92899655,0.55042899,50.06263397,101.58083033,73.96383968,1.65080959,0.14540491,0.25565675,0,0,0.20107333,0.10766053,1.41014333,0.00551868,16.38623877,0.48265000,0.00010714
2011-05-03,10.85852345,14.52832614,12.22955595,10.91969306,61.69362634,31.19471342,9.99997500,4.76107695,38.78563951,2.63604743,0.81029614,0,0,6.13084815,0.30071304,1.63421613,0.00856137,6.10360830,0.03063333,0.00007179
2011-05-04,7.72476900,17.50257709,15.67645424,14.20474286,1.60790856,26.20112203,2.91997500,14.51292813,23.57677213,1.20615454,1.62350520,0.01126667,0,2.62852619,7.38183571,2.75970787,0.08145000,1.78614203,0.18167500,0.00002727
2011-05-05,41.01229538,12.34384047,7.55294456,4.96274250,1.34558947,16.70893258,2.14166696,3.24939003,11.37034106,0.82426211,0.72947107,0.13090000,0,0.00156087,1.49392857,6.23330366,0.00728556,0.94105454,0.02556667,0
2011-05-06,25.71014019,15.81223249,8.91493656,10.26656522,1.22279868,16.54047290,1.11736889,4.48792691,18.19191988,0.20454222,0.30243014,0.73036552,0,1.08428640,0.53136250,0.43746587,0.00799908,0.20217544,0.04000000,0.00006154
2011-05-07,72.01990641,12.00020585,14.19770168,22.70997615,8.18493654,45.61139434,4.85014898,1.44514105,20.84390098,0.04155000,0.52971456,0.00000000,0,0.00611250,1.91905714,5.53470976,0.00799757,1.10581392,0.02615000,0.00005750
2011-05-08,68.57323460,7.58011658,3.96431745,3.97228571,2.32091000,36.21089552,0.94275062,0.79242733,18.90460786,0.02470000,0.72360200,0,0,0.34521000,0.01211250,32.95440455,0.00683056,0.17766087,0.00750000,0.00007391
2011-05-09,29.89691627,19.40676162,4.40205927,1.39521895,0.66693320,16.52626718,0.01273636,2.92932012,4.03062021,0.03237083,1.23358607,0.00041667,0,0.02209091,0.03043333,4.28497711,0.00385267,0.25679823,0.02864167,0.00010870
2011-05-10,29.21971974,5.43539500,9.47365260,4.61686538,1.27323585,7.49479512,0.00207945,4.11888508,5.11351763,0.02037083,0.96034310,0.00043636,0,0.00480345,0.00665319,0.33532725,0.02586513,2.47827046,0.08175333,0.00009020
2011-05-11,19.81329373,8.20706886,13.64704384,1.43271304,2.38656424,6.24962006,13.06737931,3.28825014,5.19793624,0.02209583,0.46331241,0.00000000,0,0.00577188,0.02040000,14.82035000,0.06449636,0.82141609,0.02439000,0.00008125
2011-05-12,41.72753111,16.03154922,13.19066883,2.52396413,1.04158919,9.26201674,2.01872000,8.15354157,3.62911743,0.83549359,1.11210635,0.00050000,0,0.00322742,0.00363636,0.59278962,0.38310317,0.57489226,0.02138000,0.00009592
2011-05-13,36.23406917,20.43368696,8.92255876,2.84639604,0.84597563,20.18014245,7.50161735,2.51510840,3.20939840,6.09020121,0.59423473,0.00000000,0,0.44980435,15.38954333,0.15943260,0.40127316,1.75691148,0.02646000,0.00010800
2011-05-14,79.55269326,87.32929722,10.38544878,0.94051667,3.52989778,37.46080199,8.16157236,1.77985429,10.02243043,0.74407335,6.69347740,0,0,0.00520000,1.39207391,0.05861324,0.54152423,2.11281134,0.03750000,0.00008936
2011-05-15,81.00679600,5.40771844,10.28093684,1.33362927,0.82661447,13.59717865,8.59425182,1.04576810,9.93284787,1.47252998,0.89705037,0,0,0.06520769,0.02225143,0.22592871,0.02006207,0.61075643,0.01250000,0.00010417
2011-05-16,41.40573048,0.35614554,6.21075114,3.89234941,6.75239000,4.30622748,10.54386932,2.55250948,8.06642890,1.80920356,1.23859101,0.00779375,0,0.24502041,0.00190000,0.15390259,0.21153531,0.67045183,0.01843333,0.00011429
2011-05-17,91.17806205,0.56216711,7.60787938,5.59566413,1.31495208,4.98923553,1.07259694,14.11498251,6.38266643,12.02073067,3.59529635,1.92747692,0,0.03485926,0.00125000,0.30078182,2.17676344,1.18301693,0.19071429,0.00013261
