title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2014-02-01,2014-07-31
---------
Day,"[SDSC GORDON] Wait Hours: Per Job","[GATECH KEENELAND] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[GATECH KIDS] Wait Hours: Per Job","[TACC STAMPEDE] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[TACC MAVERICK2] Wait Hours: Per Job","[NICS DARTER] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job"
2014-03-03,10.68112926,2.62922400,14.04174956,0.94222920,16.38007500,1.32511114,0,1.68224371,0.00722500,0,0,0.00821429
2014-03-04,10.93362196,14.30643878,18.33714939,1.09878797,35.05810000,1.65430958,71.07274714,0.69194094,0.00880952,0,0,0.00851333
2014-03-05,20.34789938,29.19450364,14.53361346,0.99778656,29.31588000,2.02906799,0.01885994,0.29096814,0,0,0,0.01339444
2014-03-06,16.05545287,28.67726879,11.96648794,1.99667028,28.69495714,2.41872510,8.84324766,2.55419456,0,0,0,0.01150000
2014-03-07,20.20425698,0.63899609,19.84373377,7.03562767,2.91932308,1.04368528,0.45203877,0.78650880,0,0,0,0.00622353
2014-03-08,28.57256463,1.50218333,35.20831963,16.35755588,23.20070000,0.93738269,0.01716889,0.54794733,0,0,0,0.00875000
2014-03-09,5.64935521,0.07560909,0.01472222,16.55300500,0.00000000,1.86968914,8.48189590,1.22292090,0,0,0,0.00887059
2014-03-10,0,0.02204091,0,12.31397625,0.00017200,0.91473735,0.41738114,0.21155529,0,0,0,0.00920800
2014-03-11,86.71700569,15.78953523,62.46176279,10.62255733,39.55530000,1.17784686,1.65902205,0.43423117,0,0,0,0.01255000
2014-03-12,1.18565602,24.82805071,6.17497994,17.70698305,30.10916429,2.88757350,2.77473595,0.70125412,0,0,0,0.01093333
2014-03-13,57.03936264,45.14586455,9.64225461,2.05610303,3.30342632,2.03793154,2.57050718,1.58515158,0,0,0,0.01184211
2014-03-14,37.38253242,50.45546264,5.50059425,9.44136701,18.89524000,1.81500280,4.82433753,1.05497998,0,0,0,0.00860000
2014-03-15,39.14661980,56.44855933,0.44189031,5.98295490,2.00253000,2.38022805,8.76657258,1.25861012,0,0,0,0.01245714
2014-03-16,24.75888627,29.53738963,0.92568835,16.55534306,16.79256000,1.41493630,0.47005177,2.14409091,0,0,0,8.26443333
2014-03-17,72.51764560,1.86968770,0.32948868,6.83310052,15.81562222,1.43448303,2.07834803,3.61247403,0,0,0,0.00000000
2014-03-18,6.87219431,18.94774043,0.16254113,11.87467984,7.12648889,0.83663196,1.70443466,0.89678971,0.01125000,0,0,0
2014-03-19,12.09844940,6.46484816,0.03549686,22.34762143,28.70837143,0.97629818,0.99341400,2.73451758,0,0,0,0
2014-03-20,13.35375364,12.56992559,0.09046306,26.00393307,24.35786667,1.66090773,0.21840158,2.60207496,0,0,0,0
2014-03-21,15.00902334,34.43399932,1.97379881,37.83722131,1.46973684,2.69894439,0.34466306,2.18335598,0,0,0,0
2014-03-22,16.21586244,40.64359112,10.91784034,110.93270526,25.08391667,5.10119918,6.61495789,1.73530907,0,0,0,0
2014-03-23,29.17768842,62.47971835,8.86725913,1.77123396,38.98580000,3.38545288,3.40353691,1.17564427,0,0,0,0
2014-03-24,30.94368686,65.25370662,0.21108892,6.26346364,1.79431905,2.19574264,3.89085501,0.56082540,0,0,0,0
2014-03-25,6.92669155,7.47956732,3.68497974,3.56611530,14.34077059,5.76323489,1.30068818,1.45142643,0,0,0,0
2014-03-26,8.47440777,12.17606910,11.07602178,6.69674855,28.65539600,6.97655299,0.29607930,1.53057732,0,0,0,0
2014-03-27,26.99198263,20.01266907,4.01430131,3.46891319,19.94833125,6.82475161,0.19932004,1.42140893,0,0,0,0
2014-03-28,44.58339058,23.65505311,0.83571653,4.78364591,17.16915263,4.53632963,0.72891063,0.98740970,0.01207500,0,0,0
2014-03-29,16.23067432,31.00380609,4.93189000,4.25290000,13.08400526,6.48225242,0.73480963,2.85604105,0,0,0,0
2014-03-30,2.58691544,96.54800352,0.35380298,6.04982299,6.82290000,4.46290861,0.82472695,5.81534286,0,0,0,0
2014-03-31,5.22128364,82.30129272,0.02841991,9.17328142,0.00013333,3.37957522,0.39735866,3.81483414,0,0,0,0
2014-04-01,5.38734851,50.83276111,0.27643255,1.04767799,21.46924000,3.64461732,4.57548014,2.19598839,0,0,0,0
2014-04-02,9.99050696,26.57129417,0.17195542,1.08313649,0.00094000,2.82710005,2.59834755,0.60640186,0,0,0,0
2014-04-03,5.16517577,2.78514071,0.89670361,1.90284000,3.61942857,4.94442854,2.07963622,0.54410118,0,0,0,0
2014-04-04,5.66241546,5.22690851,8.14721222,3.04994907,23.30333333,3.91658528,2.26736387,0.59985991,0,0,0,0
2014-04-05,4.47310268,0.58195849,13.05077612,8.09480000,48.91250000,1.79318552,0.16014840,0.93395351,0,0,0,0
2014-04-06,10.97016265,0.53666429,0.76146454,1.16058833,0.00000000,2.69651143,0.14645525,0.98584007,0,0,0,0
2014-04-07,20.37170768,6.84230720,1.53375796,1.21716872,12.90241923,1.94693031,0.63792241,0.69931732,0,0,0,0
2014-04-08,2.81854569,11.76326351,2.35693007,2.50797918,20.75972500,4.31987210,1.27480827,0.49795849,0,0,0,0
2014-04-09,3.76110548,3.87356879,2.81528048,4.99321117,0.02507097,4.17384751,1.46681152,2.28174040,0,0,0,0
2014-04-10,5.78181794,5.52745793,0.99795952,1.83938280,12.84767000,4.54861029,1.03177995,1.36425612,0,0,0,0
2014-04-11,8.85819113,4.96057661,1.63633667,4.11986265,19.97992500,4.71963596,0.60078507,1.52913606,0,0,0,0
2014-04-12,22.82311215,24.14455071,0.17187370,0.00000000,4.45270833,5.93846581,0.04198166,1.03725325,0,0,0,0
2014-04-13,26.99534026,36.78603638,0.16592164,19.69165063,13.89509444,2.08568391,0.24675524,0.89884953,0,0,0,0
2014-04-14,17.30176222,1.31413893,1.06056212,3.01829452,2.01999500,1.20023732,0.14752876,0.68710541,0,0,0,0
2014-04-15,13.48247674,10.05163844,0.06249210,6.85076944,1.15407188,0.00658852,0.92072000,0.77277645,0,0,1.17440000,0
2014-04-16,13.27209796,1.46729175,0.22031486,11.46505000,2.45298333,11.73320684,1.42837644,0.95116625,1.06720000,0,0,0
2014-04-17,9.10348741,6.22578193,1.60180575,4.02738099,11.45760000,5.71917391,1.29244056,3.19200083,0,0,0.01116800,0
2014-04-18,15.63606769,1.92423943,0.02939273,8.42065306,39.37485000,3.84584363,0.40777989,1.91431819,0.00530000,0,0.07273333,0
2014-04-19,20.25419507,1.00238950,1.82047252,15.50072319,19.14312500,3.75423090,0.15551172,2.21852831,0,0,0,0
2014-04-20,27.48817664,0.00414615,0.02492910,3.59635952,19.04312500,1.22522968,0.60969842,1.83485151,0,0,0,0
2014-04-21,22.96767718,2.86728205,0.41315671,2.03866692,2.95878857,2.13107808,0.16549101,2.13159682,0.28031429,0,0.10868125,0
2014-04-22,34.17837156,9.87936445,0.31462371,2.44449153,3.99699556,3.82316468,7.08870567,2.48073548,0,0,0.18876883,0
2014-04-23,10.76021671,1.54834684,1.05336663,6.99796197,1.84506296,5.72730500,1.45067522,2.65808957,0.01008182,0,0.18874576,0
2014-04-24,13.36360619,1.67555296,0.94886986,9.23644286,8.97835833,6.76862503,1.28227296,1.52253739,0,0,0.03799394,0
2014-04-25,9.39147682,4.34711404,0.03189631,13.80600642,4.03397674,4.46318267,0.78183859,3.91907252,0,0,0.59174192,0
2014-04-26,24.48479075,0.00024602,1.00546007,17.14629175,7.29124667,4.71010855,0.37980235,2.30942774,0,0,0.21160415,0
2014-04-27,16.98529701,0.00019603,0.07300678,4.31214097,0.28424653,2.01853416,0.53611895,1.36275263,0,0,0.13464017,0
2014-04-28,17.77728265,3.96531294,1.06039438,6.68084762,6.64545556,4.56165385,0.37585800,3.55629082,0,0,1.58933498,0
2014-04-29,6.74362186,24.06504654,5.49392383,4.15421803,0.48193356,4.11921819,0.75249390,2.99253245,0,0,2.50014908,0
2014-04-30,10.46313000,33.11169701,4.92639049,4.91623609,2.06730926,9.64699716,0.65067292,1.40535868,0,0,0.03871888,0
2014-05-01,10.95425897,40.62462459,2.09319715,13.45438378,4.66709714,6.01379621,1.36978007,0,0,0,0.23303373,0
2014-05-02,17.80665234,46.44991169,3.44533420,26.83217010,1.74290000,3.80297359,0.27094722,0,0,0,0.72674314,0
2014-05-03,19.58518774,33.98923855,2.15798383,6.95766333,11.99165000,4.26215409,0.24198366,0,0,0,0,0
2014-05-04,54.13569065,0.00170435,0.01515957,18.49328167,47.25305000,0.71422235,0.42305053,0,0,0,0,0
2014-05-05,17.14204345,0.12238388,0.62900066,12.59641782,0.90700333,1.45683410,0.46465885,0,0,0,0.76493024,0
2014-05-06,26.36342894,3.01652125,0.83228548,2.75581475,11.03697778,1.50647595,0.49740639,0,0,0,2.42011366,0
2014-05-07,26.63546210,16.32810784,0.14429654,3.63942182,6.23582692,1.54420753,2.08153440,0,0,0,0.23279090,0
2014-05-08,25.03269088,24.97690271,0.17439941,2.14412179,1.96111667,1.90042925,1.36986883,0,0,0,0.36182910,0
2014-05-09,43.06361890,23.83781786,3.02655059,8.55259892,20.80683333,5.95912367,0.24239805,0,0,0,1.74564336,0
2014-05-10,42.31524158,53.18136149,2.26287813,2.17820979,9.91773571,3.51516909,0.05941700,0,0,0,1.35323571,0
2014-05-11,48.44760320,85.55590049,0.94123474,2.66181896,0.00129714,0.80620222,0.02981838,0,0,0,0.53542619,0
2014-05-12,23.99844605,76.08017692,0.57717146,3.59616915,0.00083846,0.29646323,0.04322123,0,0,0,0.04383735,0
2014-05-13,44.31879421,0.00000000,1.37323416,7.65882400,0,11.46799369,0.70049658,0,0,0,0.12840473,0
2014-05-14,55.73734827,69.29261039,0.29648232,13.00569048,73.50693158,2.47323109,0.91396430,0,0,0,0.22783461,0
2014-05-15,5.34374152,60.08958532,0.03879083,8.65870727,0.00000000,2.91037658,0.49405137,0,0,0,0.13831891,0
2014-05-16,4.10909595,24.47987939,0.13899714,3.01179048,43.27424000,1.34190297,1.37590599,0,0,0,0.52246744,0
2014-05-17,6.17261307,47.68131250,0.00866640,15.66586250,7.93972500,0.98401733,0.78761140,0,0,0,0.33944167,0
2014-05-18,4.70153306,18.72296707,0.01795662,16.59880435,6.04453913,1.55983589,0.02286990,0,0,0,0.02100055,0
2014-05-19,5.57201807,4.02325070,0.00501238,3.76480658,1.82653793,0.49045822,0.10748072,0,0,0,0.14117052,0
2014-05-20,8.37275844,12.38691233,0.63875275,5.89466928,0.00016000,10.65727565,0.40620742,0,0,0,0.31128699,0
2014-05-21,6.18662416,29.45450314,2.82302097,5.22609160,0.00062500,6.74861243,0.68355921,0,0,0,0.10311877,0
2014-05-22,8.60082526,24.29532955,3.49753008,13.99993333,0.00097500,3.33823214,1.07461163,0,0,0,0.32555613,0
2014-05-23,17.10351194,24.34139257,0.79412606,5.66567813,3.00678333,4.23303238,0.90694664,0,0,0,0.47159471,0
2014-05-24,25.51161376,64.32041586,1.35626761,30.45890000,6.34514615,6.36686651,2.40879917,0,0,0,1.86325283,0
2014-05-25,36.84298630,58.60181974,0.02043355,0,79.44465000,2.27305017,1.19919730,0,0,0,0.02120903,0
2014-05-26,0.68917518,5.51073333,0.16455398,0,0.00000000,0.48700232,0.02664715,0,0,0,0.15094867,0
2014-05-27,3.17883137,11.94627586,0.14350356,42.72400444,98.48956000,1.99336148,7.38702500,0,0,0,0.13047359,0
2014-05-28,4.19025064,8.59593377,0.04701924,54.14935789,2.71697321,3.25923019,1.76091506,0,0,0,0.16229718,0
2014-05-29,9.99537300,6.29017851,0.01964888,23.64393750,13.95137568,9.55886743,1.89197291,0,0,0,0.25992364,0
2014-05-30,9.91142500,16.64953186,0.02448277,14.98313144,0.11729394,4.86146998,1.88534066,0,0,0,0.39940181,0
2014-05-31,14.52972865,36.46478539,0.03074452,18.94000133,1.34563061,1.57871523,3.82658163,0,0,0,0.05191680,0
2014-06-01,36.74445846,54.41284822,0.03282024,5.49487348,21.55377500,0.52474841,2.19811556,0,0,0,0.02556449,0
2014-06-02,26.78188544,11.29651616,0.02917554,1.56211980,0.00030000,1.64962292,0.03659628,0,0,0,0.19328773,0
2014-06-03,14.08117055,7.76293214,0.19539479,1.56679120,0.00170000,2.24968876,16.09692782,0,0,0,0.13994404,0
2014-06-04,12.52036831,47.79373882,16.91792982,37.25623652,95.37340000,3.70034304,13.65193899,0,0,0,0.89708247,0
2014-06-05,7.84988056,36.66587778,12.74010359,6.08078028,0.01397778,2.74003282,5.98390580,0,0,0,0.53760422,0
2014-06-06,7.06348140,21.47308606,11.18406978,3.45826319,9.30191176,2.01719382,2.47293193,0,0,0,2.62458858,0
2014-06-07,14.30510250,30.95762194,5.72803602,1.11030000,11.66073333,0.82470025,4.89369444,0,0,0,18.71202113,0
2014-06-08,28.63657704,0.32310022,0.04744641,2.61839664,35.56693333,0.66063665,8.93597391,0,0,0,4.09865526,0
2014-06-09,19.91393283,6.46864991,2.13238324,10.58754698,0.00000000,0.28628446,5.40254855,0,0,0,2.41443027,0
2014-06-10,3.92613446,7.13478509,4.39952184,21.88802787,0.04615714,2.10845481,1.06544459,0,0,0.00000000,2.61768750,0
2014-06-11,6.86260391,9.47492188,3.34756437,7.38500463,0.00082703,2.05706608,1.88916270,0,0,0.84193966,2.05343511,0
2014-06-12,7.63133105,11.22758953,4.01965113,2.36986341,0.00152500,1.12640204,0.92159084,0,0,1.71491951,3.76068298,0
2014-06-13,9.13633071,12.86338704,6.85515822,3.99942262,2.75250435,1.75663074,0.98905802,0,0,1.90794583,2.01370806,0
2014-06-14,13.09254944,5.00909130,24.93637705,2.22553395,20.30055000,0.60485607,1.78777457,0,0,2.30290377,19.57806500,0
2014-06-15,3.58923846,2.90851696,32.43366838,5.07573521,15.10475000,0.34770195,1.79238982,0,0,3.94310000,0.58286006,0
2014-06-16,5.51557131,1.22752883,1.75782450,10.05864720,0.00102619,0.34514946,1.17783522,0,0,3.18836735,10.00734603,0
2014-06-17,4.33945978,9.10804255,2.72212686,2.61408229,0.00101622,0.32399143,1.84673923,0,0,0.71544444,1.04544778,0
2014-06-18,46.49731006,38.19376489,2.53238706,1.00134088,45.93100000,12.69019516,1.99812748,0,0,0.00000000,0.97866608,0
2014-06-19,5.03135738,4.10721460,1.45588460,7.15693593,0.78234324,5.68285638,2.99422791,0,0,0.00000000,1.34444798,0
2014-06-20,3.58521734,4.26973020,1.62576253,1.31383248,26.33633750,8.84887474,10.35667688,0,0,0.40133393,0.88924254,0
2014-06-21,10.50551336,5.73136608,8.35825078,2.78508289,3.50551111,9.39836128,5.61488068,0,0,3.60025227,6.76006418,0
2014-06-22,10.06365067,5.50788341,0.00525221,4.96107711,7.86024000,2.57253698,2.89583034,0,0,4.27991515,13.53660357,0
2014-06-23,7.50869008,11.13341988,0.60989873,12.97237750,6.54134545,1.88637294,1.62423659,0,0,1.64355397,1.83337711,0
2014-06-24,5.06773145,4.70714628,6.54314602,1.75897108,4.19867500,12.42423704,1.23127288,0,0,1.11775062,1.74381242,0
2014-06-25,9.28646090,11.38330696,1.91706899,6.80627959,0.84519375,6.97541875,1.13609063,0,0,0.94051154,3.22102697,0
2014-06-26,11.58284346,16.07056364,0.26478743,6.75216971,3.85728182,7.46389766,0.77119304,0,0.01186667,4.84256327,0.48140197,0
2014-06-27,3.39342919,16.27038706,3.74577834,2.59540355,3.78342692,5.66129607,1.64321852,0,0.00585000,0.23567368,1.13405099,0
2014-06-28,15.67664515,27.87955040,4.34678522,9.08623590,13.52740833,7.31752812,2.01773066,0,0.01280000,0.00000000,9.21597333,0
2014-06-29,8.99778607,22.28204973,2.51184128,2.70023691,7.77703846,7.08131741,3.56821438,0,0.01130000,0.00000000,0.00000000,0
2014-06-30,7.36082828,5.80187991,2.35682656,4.31468609,0.00147500,4.93879902,3.66842762,0,0.00598333,0.47382787,1.53729780,0
2014-07-01,14.53132380,13.48373623,6.27776429,37.17408402,0.00170000,3.36425589,4.35469172,0,0.11433333,1.35331268,1.16903125,0
2014-07-02,20.37297472,44.30515185,1.23502354,7.97263807,0.00028000,4.03882520,4.14533072,0,6.55316667,1.74272667,11.78532308,0
2014-07-03,24.02894767,43.53210283,2.09479944,8.08070094,0.00030000,2.23502877,4.96439950,0,0,3.55845143,3.52163918,0
2014-07-04,32.74312719,2.13473954,2.52618330,19.65817895,0,1.36128200,3.08290672,0,0,11.93328148,3.35835714,0
2014-07-05,72.24372714,4.97759524,6.02625965,11.18443500,0,0.72404317,5.79526554,0,0,0.00000000,3.11604074,0
2014-07-06,19.07254145,5.04058776,4.63827227,41.75327067,0.00095000,1.08547121,11.95654361,0,0.00750000,5.91953810,0.34176111,0
2014-07-07,9.52236556,2.97799885,6.48130489,11.62561121,0.00044286,1.60823250,0.54406449,0,0.00860000,2.10325000,0.66993614,0
2014-07-08,10.15928734,5.16108118,9.67794610,22.77866598,0.58644211,2.69079040,23.42999194,0,0.03690588,0.76815221,0.06937101,0
2014-07-09,19.24152009,15.76009063,10.58011902,7.41940465,2.85369200,5.63691461,11.28313640,0,0.00954118,5.59197059,6.45402137,0
2014-07-10,11.76714225,3.60936687,22.52048205,18.94602432,41.24323333,3.38551056,6.96261297,0,0.00412000,3.02380783,1.74175423,0
2014-07-11,15.32742557,3.81628118,8.80342821,3.27593088,2.53738000,2.02218541,6.07681357,0,0.01012222,1.03936125,3.54011892,0
2014-07-12,32.03744948,3.26663388,16.57453787,44.17731707,22.06972500,0.55154746,5.81359581,0,0,1.86155313,3.66217119,0
2014-07-13,30.11672076,5.35292810,17.61960211,16.82784545,120.62750000,0.55594718,9.62818701,0,0,0.86851795,1.24465469,0
2014-07-14,25.96433730,1.16901054,27.71649796,3.93937273,69.03695000,0.43770118,5.33809070,0,0.00991000,0.00527500,3.85261799,0
2014-07-15,16.20909165,2.38600254,20.30632514,1.86271042,7.93319000,0.14108263,3.73175516,0,0.00530000,3.96697273,3.54902609,0
2014-07-16,29.10219254,6.76298219,27.06465009,2.71714300,0.00140000,10.89578310,3.85550955,0,0.00925333,0.11829934,4.84829586,0
2014-07-17,13.61009256,3.63183830,15.23562760,1.01580000,0.00260000,5.94570174,4.45521268,0,0.00827143,2.47946154,2.49282414,0
2014-07-18,24.63942776,0.90706172,16.18748268,11.72013929,1.40205238,1.08971178,5.99652579,0,0.00000000,3.49923889,2.18143661,0
2014-07-19,30.29062969,4.28521104,42.38852121,1.00085833,12.10389286,1.21729515,9.62182911,0,0.01170000,9.30477167,12.91263866,0
2014-07-20,43.91341440,6.64909968,37.61643385,1.00102857,80.31280000,0.33898691,7.92419222,0,20.11560000,11.62130000,14.26390798,0
2014-07-21,29.17713530,5.04791264,44.66227335,1.15627778,93.83060000,1.61903563,4.12222252,0,0.01530000,4.33123684,9.81689225,0
2014-07-22,30.03795851,2.09107871,41.94864532,1.26006875,0.00121667,2.51440248,9.87422189,0,0.00783333,0.51550818,1.49123333,0
2014-07-23,22.24468646,8.96545000,13.51934255,1.30601739,0.00067368,3.59126859,3.20071135,0,0.00968571,0.15529597,6.66374205,0
2014-07-24,26.11252185,14.93496098,17.27070347,2.61290385,11.96845000,4.27504691,2.66128214,0,0.01055000,0.30647026,0.19957576,0
2014-07-25,13.93598417,8.10401099,21.44583632,1.26660000,0.73646753,2.88283136,6.07947844,0,0.00655000,2.99748947,0.25038424,0
2014-07-26,20.08417049,5.24439026,24.47442059,1.43252742,0.90583930,0.87623570,2.96296087,0,1.55344545,16.81977059,0.12402580,0
2014-07-27,13.94759980,6.56288793,22.80771865,1.01490968,1.91436188,0.36108232,3.82297576,0,0.00791667,18.83252917,0.00053265,0
2014-07-28,5.31828776,0.00019032,24.52517286,1.89942647,0.99115935,0.57162391,5.68272395,0,15.27273000,0.37418742,0.08490498,0
2014-07-29,18.32829815,0.61616359,34.93332084,5.16020000,5.83906500,4.27893243,6.05098935,0,10.17890000,0.52908305,0.11819013,0
2014-07-30,17.38739666,0.61359688,19.80535115,1.53494175,1.78134286,1.80508669,6.07819861,0,1.34015714,0.06922489,1.72486856,0
2014-07-31,11.37319730,3.23995419,27.65808000,1.13831067,8.88997736,0.91785549,2.86465857,0,6.57389412,0.11543635,0.19639237,0
---------
