title
"Wait Hours: Per Job: by Resource"
parameters

start,end
2011-08-01,2012-01-31
---------
Day,"[IU BIGRED*] Wait Hours: Per Job","[NCAR FROST] Wait Hours: Per Job","[LONI QUEENBEE] Wait Hours: Per Job","[PSC BLACKLIGHT] Wait Hours: Per Job","[NICS KRAKEN] Wait Hours: Per Job","[TACC LONESTAR4] Wait Hours: Per Job","[TACC RANGER] Wait Hours: Per Job","[PURDUE CONDOR] Wait Hours: Per Job","[SDSC TRESTLES] Wait Hours: Per Job","[NCSA LINCOLN] Wait Hours: Per Job","[PSC POPLE] Wait Hours: Per Job","[NICS NAUTILUS] Wait Hours: Per Job","[PURDUE STEELE] Wait Hours: Per Job","[TACC LONGHORN] Wait Hours: Per Job","[SDSC DASH] Wait Hours: Per Job","[NCSA FORGE] Wait Hours: Per Job","[TACC SPUR] Wait Hours: Per Job","[NCSA EMBER*] Wait Hours: Per Job"
2011-08-24,0,0.24735000,0.00000000,2.99627284,0.93574060,5.37965283,1.79212997,0.59940541,3.89762277,11.63794324,3.35428889,5.61830000,9.70477869,1.39277586,3.25470000,0.01232500,0.01823333,0.02110000
2011-08-25,0,3.10858235,54.67232222,2.48636936,1.15883644,7.76563208,5.40304832,0.24344729,2.77648322,2.36397667,2.12700580,6.01722857,21.50825536,8.57425938,0.00054000,0,0.02798000,0.02772857
2011-08-26,0,3.30681818,15.70771556,2.91711793,2.73859242,9.06418130,11.07428672,0.09927218,3.24127353,1.54093457,2.66280000,14.92558976,0.20630759,3.99611190,8.26137500,0,0.04310000,1.22750000
2011-08-27,0,13.76695000,1.04990000,4.37365705,7.01186616,16.94528475,10.16619227,0.06678651,5.35065962,0.01017059,6.82496000,1.28193438,0.59913659,9.36341176,0.01465000,0,0.02690000,0.02172857
2011-08-28,0,0,8.77598182,5.33625359,3.46127289,4.37065907,6.11444448,0.07047154,4.06744060,0.00971522,0.00000000,1.33467360,2.13875780,4.29233750,0.00015000,0,0,0.01625000
2011-08-29,0,0.00270000,2.03984674,0.87039006,5.16212619,2.47963709,3.35077533,0.20550999,2.19186568,0.01439412,10.88641429,11.39267482,1.97153783,5.29497000,33.84920000,0,0.02130000,0.01945000
2011-08-30,0,0.08853333,14.28182929,2.58112579,5.76804654,5.45726207,2.81330485,0.18361493,2.08145183,0.01585616,9.71791563,4.70246190,1.35949551,1.06633922,0.00007500,0,0.02536667,0.01590909
2011-08-31,0,0,15.02239457,7.23659697,1.65581117,3.77479142,2.54941609,1.01511574,2.10872538,0.01330000,3.83877500,3.97210282,2.78122154,4.08420465,0.00000000,0,0.02350000,7.49190000
2011-09-01,0,0,6.83860148,1.90266161,3.69138461,4.37479402,4.72087339,0.40790997,1.87761407,0.32895588,0.00000000,3.70017368,3.56594564,1.46086667,16.76366000,0,0.42095000,0
2011-09-02,0,0,16.81796292,3.37085965,4.26290200,2.62378539,3.41436703,1.28437934,2.22531892,3.90805000,0,1.22604400,1.11379505,0.01009259,0.00000000,0,0.02762222,0
2011-09-03,0,0,10.74693265,6.70343364,0.48340470,14.12127833,12.52355424,0.32170557,1.24057908,14.01248846,0,0.00473333,1.65240322,1.13147609,0.00010000,0,0.02470000,22.23970000
2011-09-04,0,0,15.47468333,5.50520745,0.82353639,3.55714214,4.06657097,0.19336803,2.31003346,0.01274211,0,0.01617692,1.33250628,1.93037442,0.07190000,0,0.03330000,0
2011-09-05,0,0,9.86454762,5.35815664,1.49159874,4.51370722,4.28360665,0.36226718,3.57886781,0.01018421,0.00031000,2.18674857,5.23079750,4.35020938,0.03907500,0,0,0
2011-09-06,0,0,0.00369813,2.91330379,4.99932475,9.38207575,2.32724898,0.58147228,0.01061441,0.01145000,0.00030000,7.27438131,1.96767139,5.45797073,0.00046000,0,0.02680000,0.02827500
2011-09-07,0.12525000,0,9.93773669,1.29102125,1.81942332,2.41176209,4.13404895,2.19927721,0.08864131,0.27855325,0.00030000,0.15322571,2.10573637,2.28609063,0.00000000,0,5.43284000,0.01156667
2011-09-08,0,0,5.96091232,2.83107389,15.15532474,3.55764356,4.02944362,1.64107119,0.00270000,6.10187500,0.00098462,0.17405714,4.46422489,4.22229767,0,0,0.29530000,0.25595625
2011-09-09,0,0,10.09186196,2.27312891,11.47280111,20.96663659,2.79932088,0.62873464,0.00000000,16.21454286,0.00073333,0.07201818,19.92400148,6.51269250,0.00075000,0,0.09868000,0.00360000
2011-09-10,0,0,16.57887423,7.21906294,9.26884027,12.25823661,4.84665498,0.20875641,4.91865971,4.75362059,0.00000000,0.00880000,8.51826007,4.82926809,8.98220000,0,0.03365000,0
2011-09-11,0.00806667,0,10.39507000,9.05797917,3.54603329,9.40641414,3.56251592,0.12729455,0.19761806,11.11066154,0,0.06463469,2.30276037,6.00461034,0,0,0.02656250,0
2011-09-12,0,0,16.26275417,5.50581554,3.06250975,4.81740602,2.71666910,2.60812376,0.07918331,3.59749423,0.00062857,0.01225143,1.80266844,5.01551250,0,0,0.09690000,0.00780000
2011-09-13,0,0,21.99900806,4.88093333,6.24119518,5.70565622,1.73833544,1.30905948,0.03954812,4.71917571,0.00832933,0.44938462,3.79286563,11.60825735,0,0,0.01736250,0
2011-09-14,0,0,8.89109516,1.24909888,8.23108798,3.81429612,3.81844249,1.10401833,0.11504654,1.69381818,0.00046667,1.19111000,3.38580668,2.57244950,0,0,0.03384000,0
2011-09-15,0,0,16.72659018,5.52783478,5.44820959,4.13279002,0.99854269,0.37154864,0.00728273,3.37954362,0.00000000,0.55878673,9.33949160,2.94876180,0,0,0.01703333,0.01140000
2011-09-16,0,0,80.79491000,3.68343636,6.87234700,14.08066485,2.83229616,0.45380416,0.01641173,0.98094068,0,0.00480625,1.71539519,7.81913026,0,0,0,0.02314000
2011-09-17,0,0,178.71542500,8.11110290,18.38975727,3.06450034,3.52423771,0.54267211,0.00578375,0.01102553,0,0.00506000,0.47170682,5.24048429,0,0,0.03390000,0
2011-09-18,0,0,77.88654000,15.51934558,1.21431973,22.72102917,3.96577757,0.21390667,0.00592791,0.02331042,0,0.00736250,0.97449765,4.25185000,0,0,0.02421429,0
2011-09-19,0,0,0.18774348,7.86213487,1.99566802,3.58561111,2.21738241,0.16453542,26.01721920,0.02827347,0,0.00984194,2.38829470,3.57493393,0,0,0.02164000,0
2011-09-20,0,0,53.35124375,7.02525083,4.24783822,0.03310000,2.94208641,0.48300917,30.59451649,0.11289556,0,4.32243443,2.36640358,6.09942647,0.00000000,0.00382000,0.01715000,0.00485000
2011-09-21,0,0,9.88917414,2.11869476,8.55326361,0,4.93347937,0.73732285,1.36327268,3.92080385,0,3.76237108,0.40759976,3.62291163,0,0.00445000,0.02290000,0.02087143
2011-09-22,0,0,0.06441034,5.42772576,9.43545266,37.17845781,2.95454054,0.61405076,0.47458549,9.61964630,0,0.16096863,0.53080290,6.82910566,0,0.34603333,0.06120000,0.01245000
2011-09-23,0,0,0.17519024,12.07472511,5.64250540,9.95500614,2.90325406,0.10453018,0.54828561,0.03507500,0,0.26884727,1.00146228,4.59428125,0,0.33672333,0.02240000,0.02130909
2011-09-24,0,0,1.81588333,14.79711813,9.98996213,7.40513824,4.00456070,0.34667403,0.00331171,1.49027714,0,0.04109474,1.70825385,5.38071951,0,0.00000000,0.11278000,0
2011-09-25,0,0,0.00661905,49.80736923,12.29791290,13.82232087,3.50024466,0.42187784,0.01927033,0.18718000,0,0.17193333,1.65253504,4.94934242,0,0,0.21940000,0
2011-09-26,0,0,0.00990847,11.68701868,3.13779789,6.97750776,3.29242515,0.89580438,0.01673258,2.52570208,0.00212857,3.37890000,1.32669606,4.25320976,0,2.37247778,0.01957500,0
2011-09-27,0,0,0.00291750,10.44274361,6.11726218,6.80915899,3.12556305,0.59289352,0.13390529,3.86447103,0.00040000,3.13800556,17.94210545,4.36197442,0,2.93777083,0.06293333,0
2011-09-28,0,0,0.00398393,8.05472211,8.31270661,5.91745900,3.54219788,0.24219125,1.21353295,0.01072530,0.00166875,0.55533274,4.88625345,3.60896579,0,0.00328095,0.04060000,0
2011-09-29,0,0,0.00447200,22.07467431,10.96762876,7.17905919,2.99849042,0.66333224,7.13202659,1.27883462,0.00252308,1.50527083,2.39474502,5.58600769,0,0.07330857,0.02534615,0
2011-09-30,0,0,0.00182500,19.86021814,21.92257323,4.85515388,2.99160257,0.97637280,3.16179942,0.47338786,3.46022000,2.64144298,0.20378059,4.36800667,0,0.03198710,0.24767500,0
2011-10-01,0,0,0.00143333,10.25003484,37.45570077,3.63132870,5.61005145,0.29394221,0.64218362,22.85753714,21.02058750,0.00284286,2.27765684,0.00970000,0,0.00238667,0.01220000,0
2011-10-02,0,0,0.00799200,34.24988010,24.72284548,6.04945574,2.81476722,0.06054349,0.02333031,0.00760370,15.15990000,0.00527000,0.31582429,0.01080000,0,0.22973662,0.02204118,0
2011-10-03,0,0,0.00396429,1.13059747,14.75330694,0.97223036,2.02439260,0.02471076,0.00560213,0.00882222,21.10802727,0.09644545,0.22140723,0.00908571,0.00000000,0.03610252,0.38945000,0
2011-10-04,0,0,0.03651290,6.79258767,11.56224993,10.68291176,5.71593227,0.53631514,0.01072522,0.00885263,44.73139091,1.03255929,0.23956436,0.01194000,0,0.05976056,0,0
2011-10-05,0,0,0.01236923,8.72684329,2.74567211,14.30802897,1.88176219,1.07129330,0.14030599,0.05328947,44.62530000,1.98278137,0.06977881,0.01012222,0,0.11654444,0.02245714,0
2011-10-06,0,0,0.00143684,1.57608262,4.12759939,10.15492278,2.66717578,1.47703478,0.00831731,0.00743333,70.51296667,1.47957204,0.10498391,0.01323333,0.00030000,0.00292143,0.02586667,0
2011-10-07,0,0,0.00469412,5.01683764,2.38638240,12.72399347,3.75827017,0.82135670,0.05942436,0.00848889,0,0.83966974,0.21091194,0.00100000,0.00000000,0.00325000,0.01960000,0
2011-10-08,0,0,0.00110000,7.06615783,6.81126932,0.43104474,2.47914475,0.68158296,0.35274855,0.00891333,0,0.00560000,0.11478166,0.00993333,0,0.00000000,0.01060000,0
2011-10-09,0,0,0.00000000,2.62942783,4.77880273,9.17219765,2.66995664,0.09747240,1.56805418,0.00808462,0,0.12485978,0.07360528,0.01810000,0,0,0.02250000,0
2011-10-10,0,0,2.59850000,0.33577365,6.00037432,1.40048978,2.50416238,0.32243661,0.00453610,0.00976154,0.02271304,2.07166906,0.16522784,0.01655000,0,0.00420000,0.05012667,0
2011-10-11,0,0,0.00570000,0,6.50774693,0,1.62071733,0.49659014,0.00246784,0.35117778,0,0.03025789,4.76879839,0.01007222,0,1.42260000,0.02585714,0
2011-10-12,0,0,0.00635455,5.53418477,6.59936751,6.12605000,5.17229880,0.28610202,0.08435668,0.01476667,0,1.15660714,0.78504190,0.00928333,0.00030000,0.00296047,0.02375000,0
2011-10-13,0,0,1.40291935,0.53633626,4.98003338,12.82080063,2.54746941,0.43140278,0.61702820,0.00965000,0,1.18793654,0.71682321,0.01017636,0,0.00391842,0.03270000,0
2011-10-14,0,0,0.80975714,0.03564045,10.43677580,5.64246067,3.67852287,1.51916859,0.26713551,113.91076250,0,0.00524615,0.10536194,0.00787500,0,0.38210526,0.03356364,0
2011-10-15,0,0,4.94682222,0.02402574,9.53417035,8.02806341,3.01771036,1.95938129,0.75258916,0.95496154,0,0.00551667,0.23007486,0.00867500,0,0.24857857,0.01375000,0
2011-10-16,0,0,2.07540000,0.29864231,17.51836835,6.34927325,3.47244236,0.47339350,7.15408902,0.01163000,0,0.00330000,0.05790935,0.00760000,0,0.59312273,0.03030000,0
2011-10-17,0,0,1.47577500,0.03551776,7.62329186,98.63207143,1.07421139,0.16450705,0.73117246,0.00965714,0,0.00903000,0.27424854,0.01180000,0,0.84371327,0.28285000,0
2011-10-18,0,0,5.28769375,0.02658338,20.10945827,6.56238333,23.27729038,0.03884046,1.44218514,0,0,0.55515189,0.13943800,0.00914000,0,0.00388571,0.02833333,0
2011-10-19,0,0,0.00000000,1.13644115,10.95851974,2.13805479,3.25453846,0.02745234,0.56165296,0,162.21920000,0.00500625,0.10759881,0.00880714,0,0.05783421,0.02562857,0
2011-10-20,0,0,0,0.33781907,14.58216989,12.80517526,4.47169183,0.26241095,2.73666851,0,0,0.00482727,0.88878711,0.01110526,0,0.16127879,0.13924000,0
2011-10-21,0,0,49.09016667,0.33180482,9.64589211,7.71106455,5.60520750,0.01073431,0.86035360,0,0,0.00487949,1.96047312,0.01095417,0,0.27738491,0.01780000,0
2011-10-22,0,0,0.00000000,0.77739202,13.49420452,20.63616748,6.17409385,0.04315573,2.65112062,0,0,0.00558889,3.03287384,0.00978182,0,0.15800000,0,0
2011-10-23,0,0,0.44940000,3.68362500,18.38397643,9.96706136,2.78547706,0.43420917,1.60623449,0,0,0.00574091,1.21554279,1.73625000,0,0.76969420,0.02665000,0
2011-10-24,0,0,0.35675000,5.68607536,8.80336575,2.60410658,2.91712668,0.21693807,2.89304956,0,0.00030000,0.78199073,2.19468103,0.01009091,0.00030000,0.98313824,0.09594000,0
2011-10-25,0,0,11.56366875,1.24762455,9.73581441,1.58900363,3.35664472,0.01948157,3.96714473,0,0.00030000,1.20125600,3.20470505,0.00856400,0,0.25226548,0.01863333,0
2011-10-26,0,0,14.47327826,2.19826329,13.39878481,29.45944138,4.33678401,0.00476989,5.99195819,0,0.00000000,0.01761964,3.11297510,0.01468333,0.00010000,0.33346750,0.67260000,0
2011-10-27,0,0,13.91409070,1.87638474,14.45857221,10.02048533,6.81366941,0.04026115,7.45776018,0,0,1.53684211,1.42398089,0.01166667,0.00010000,0.00898571,0.04750000,0
2011-10-28,0,0,58.53990000,0.71570550,8.87828695,5.28868096,5.52599073,0.39586804,2.37189912,0,0,8.44108182,2.11312348,0.00790000,0.00151111,0.24021379,0.02954000,0
2011-10-29,0,0,103.80531429,2.41027518,9.05653784,10.21227383,3.06806631,0.18691636,2.62692912,0,0,0.00603333,0.77625827,0.01690000,0.00010000,0.00405909,0.02210000,0
2011-10-30,0,0,74.29660000,0.94049551,5.08069812,4.49083747,1.05477422,0.44047826,3.98858938,0,0,4.20388636,0.65268301,0.01070000,0.00030000,0.01335310,0,0
2011-10-31,0,0,68.54336154,0.16178814,4.05671789,1.68382200,2.27842791,0.00202068,6.59125172,0,0,0,1.28249996,0.01286667,0.00028000,0.20190448,0.07300000,0
2011-11-01,0,0,143.78021538,0.78731216,4.82212052,27.10587097,1.87012550,9.08783305,0.61766379,0,0,23.85097933,2.00338490,0.01578000,0.00030000,7.96209118,0.01906667,0
2011-11-02,0,0,0.00000000,7.41543374,6.94391139,25.94733851,4.91148122,0.90025048,0.78130249,0,0,3.38022941,2.67600622,0.01110000,0,0.83609181,0.02834286,0
2011-11-03,0,0,0,5.84174583,3.52581978,6.42811338,4.01893646,1.39566682,0.75233557,0,0,0.07393214,1.89454016,0.01140000,0,2.10544524,0.08858500,0
2011-11-04,0,0,61.49419091,3.01596911,3.34806407,13.60269891,6.46270315,1.06467814,1.25277881,0,0,0.09387911,2.51423141,0.01100000,0,3.32289217,0.02850000,0
2011-11-05,0,0,0.00140000,9.44757857,3.15920640,15.33295929,5.35238291,0.00722650,0.13964094,0,0,0.00810000,3.19902007,0.00746667,0.00030000,2.72680000,0.03417500,0
2011-11-06,0,0,0.63962000,2.21091333,3.61275556,18.94176756,4.09610541,0.18394695,3.25814000,0,0,0.01373684,1.31549865,0.01068889,0,0.22597568,0.03062500,0
2011-11-07,0,0,0.00000000,1.43025939,6.39051547,4.20708882,0.99129944,0.64298383,2.64906782,0,0,0.07139231,0.12575932,0.02982500,0.00026667,1.69395426,0.24190000,0
2011-11-08,0,0,0.50863636,2.49672757,8.83945586,18.95741818,7.63759687,0.47003351,1.19488365,0,0,8.45630000,0.77350119,0.00916087,0.00013750,2.81426667,0.16055000,0
2011-11-09,0,0,23.70888333,1.18656169,4.16686569,3.49162452,6.08389037,0.25465231,1.13854255,0,0,3.60619143,2.01676050,0.00791250,0.00015714,7.09211724,0.10423333,0
2011-11-10,0,0,57.95956000,2.82300616,17.95623322,12.24498038,4.86109472,1.29542384,5.16386836,0,0,1.36327714,3.90189466,0.00926667,0,2.45359149,0.02236667,0
2011-11-11,0,0,30.24945714,1.22721277,7.71123694,6.74596667,4.71174556,0.03853351,6.79633566,0,0,3.19574571,0.57026518,0.00947347,0,1.29297843,0.02203333,0
2011-11-12,0,0,82.71890000,0.25994855,3.19093405,6.82437942,3.17925965,0.02171122,20.97050679,0,0,3.45374815,0.25639378,0.82901818,0,1.20433929,0.02888333,0
2011-11-13,0,0,122.95812500,0.91141929,1.92765659,4.79604110,2.28855823,0.04721155,20.65640758,0,0,3.12662333,0.26669030,1.29844444,0,0.03446879,0.02140000,0
2011-11-14,0,0,34.51560588,3.08954933,2.78938092,7.53265616,2.65897503,0.00690247,8.07264925,0,0,0.06198824,0.17805870,0.01088333,0,7.90611563,0.00970000,0
2011-11-15,0,0,51.12154857,1.04820196,2.53247756,3.56404179,2.31794636,0.07289344,1.22337374,0,0,6.04202188,0.62418254,0.00843846,0,10.20553846,0.03040000,0
2011-11-16,0,0,34.76153571,1.28016848,2.47224568,6.12045342,4.06570897,0.02378672,0.89483123,0,0,0.98941622,0.44765274,8.67880000,0,8.02837857,0.02436667,0
2011-11-17,0,0,35.99150000,4.69376176,4.93387797,3.78649897,5.33838962,0.10622933,3.01427999,0,0,4.58101778,0.98824316,1.97980909,0.00030000,9.74857361,0.02732000,0
2011-11-18,0,0,17.31920909,4.00258042,10.26718872,11.34314167,12.30912789,0.01288119,6.10723275,0,0,0.41642889,0.94012601,0.00666667,0.00018000,4.41744848,0.04835000,0
2011-11-19,0,0,23.97995333,0.00000000,7.46853088,5.54754103,15.60877373,0.02316504,9.39229624,0,0,4.79412960,1.07711062,0.01250000,0.00000000,0.00412308,0.02835000,0
2011-11-20,0,0,14.71095517,0.00000000,9.64758382,3.61160977,12.25673295,0.16076075,21.53155641,0,0,2.82893846,0.31259770,0.00420000,0,0.11448286,0.03235000,0
2011-11-21,0,0,16.79435417,48.29306926,7.32551442,5.90820101,3.83916249,0.24251949,20.19984656,0,0,7.41434268,0.86677941,0.00815500,0,2.55293750,0.02693333,0
2011-11-22,0,0,146.20590000,2.33978500,4.93302061,9.07022046,3.67488874,0.02049347,32.62724472,0,0,10.24018333,0.16659664,0.00895694,0,1.97355000,0.01930000,0
2011-11-23,0,0,116.52041667,2.78239295,5.71205325,4.61972893,3.43649387,0.00538582,42.35049875,0,0,9.65898226,0.26537302,0.01119091,0,1.71922128,0,0
2011-11-24,0,0,75.73056667,5.58920155,9.09818747,3.85101505,4.25218258,0.00390279,72.96768280,0,0,3.03433220,0.30911206,0.01140000,0,6.54356486,0,0
2011-11-25,0,0,125.79507778,3.71328627,6.64571591,57.43734000,6.04937403,0.00126624,60.56179826,0,0,0.08580500,0.39862393,0.00985000,0,1.18964237,0,0
2011-11-26,0,0,245.84562500,1.10386190,21.34342647,9.47358833,4.66130563,0.00113814,39.50047050,0,0,10.24428525,0.31984408,0.00780000,0,1.45298472,0.02595000,0
2011-11-27,0,0,26.77000714,6.11070784,27.19842523,7.82270912,8.16503025,0.00203040,4.77590444,0,0,2.82137797,0.54532147,0.00775000,0,1.71035833,0.06200526,0
2011-11-28,0,0,2.32516250,1.05970747,8.28404265,6.50399510,1.80799253,0.00348808,1.12336050,0,0,1.15928652,0.47174743,0.00816250,0,4.81616230,0.05500000,0
2011-11-29,0,0,1.36335600,0.00198148,2.70254410,3.79295681,24.80208799,6.93226873,1.06617095,0,0,7.10012470,0.37143098,0.00920769,0,1.02809405,34.69640000,0
2011-11-30,0,0,6.18108125,7.38726218,10.95540633,0,6.28961608,0.10616501,1.61092982,0,0,6.42045957,0.34104054,0.00622632,0,1.93592319,0.02193333,0
2011-12-01,0,0,7.16258125,5.69802822,5.55681400,5.37270470,7.73397939,0.00185862,1.08168082,0,0,1.24715697,0.27922404,0.00949149,0.00030000,1.35021731,0.17350000,0
2011-12-02,0,0,22.03655333,0.86178434,13.71844214,3.33053983,6.12485840,0.00152917,1.66315320,0,0,2.50814110,0.28526342,0.01146667,4.57026897,1.78365111,0.01720000,0
2011-12-03,0,0,12.97963659,3.13656687,19.68102292,2.99479553,3.53906074,0.00184167,0.01373878,0,0,1.75745727,2.23021967,0.01140000,21.18885000,3.84909459,0,0
2011-12-04,0,0,10.80622500,0.19580602,11.51098653,83.45310000,4.83457627,0.00382917,10.70411194,0,0,5.26306860,1.40108689,0.00606000,0,0.00433333,0,0
2011-12-05,0,0,24.10674800,1.61792799,6.05014202,8.63672969,6.10941622,0.02383406,2.00286175,0,0,2.45115579,0.28839024,0.01100500,0,1.29000175,0,0
2011-12-06,0,0,32.41279444,1.41910735,2.92869970,8.98020939,5.11945971,0.01861239,1.43076277,0,0,8.34763784,4.87512660,0.00867258,0.00027500,1.22153026,0.02360000,0
2011-12-07,0,0,54.86676875,16.18032185,3.02348143,7.99570784,6.91227614,0.02655943,0.63944291,0,0,8.07159677,1.79455903,0.00814375,0,1.34402923,0.01640000,0
2011-12-08,0,0,141.76503750,13.27422036,20.52583333,9.17523385,8.60193959,0.00907333,1.23187704,0,0,0.07761667,0.73424996,0.00666250,0.00007500,0.00000000,0.04030000,0
2011-12-09,0,0,28.56012857,5.05086596,15.64576637,19.83269847,7.73197103,0.00292917,1.50856412,0,0,10.13788511,1.30819203,0.00890000,0,18.74892985,2.26360000,0
2011-12-10,0,0,0.00140000,5.54107921,24.77497036,6.39970620,6.51634483,0.00927083,1.32227505,0,0,0.95969286,3.84951089,0,0.00022500,8.15019655,0,0
2011-12-11,0,0,0.00156667,10.92184089,19.64460051,3.88242265,5.05793307,0.00207083,1.93173892,0,0,1.14141132,2.86850297,0.01012500,0.00006667,17.70539310,0.01195000,0
2011-12-12,0,0,0.00148182,5.48895879,5.30119854,3.07585658,7.51961701,0.00114583,1.68552076,0,0,0.23258788,0.89687897,0.00530526,0.00020000,0.43917167,0.35876667,0
2011-12-13,0,0,0.00170000,8.20914656,5.53776044,17.04224103,7.97543362,0.01009167,0.71327399,0,0,7.84460526,0.23757470,0.00753636,0.00022000,2.82111111,0.00000000,0
