Day,[TACC LONGHORN] Wait Hours: Per Job,[NICS KRAKEN] Wait Hours: Per Job,[IU BIGRED*] Wait Hours: Per Job,[NCSA COBALT] Wait Hours: Per Job,[PSC POPLE] Wait Hours: Per Job,[TACC RANGER] Wait Hours: Per Job,[NCSA EMBER*] Wait Hours: Per Job,[NCSA LINCOLN] Wait Hours: Per Job,[TACC LONESTAR] Wait Hours: Per Job,[NICS ATHENA] Wait Hours: Per Job,[PURDUE CONDOR] Wait Hours: Per Job,[PURDUE STEELE] Wait Hours: Per Job,[LONI QUEENBEE] Wait Hours: Per Job,[NCSA ABE] Wait Hours: Per Job,[NICS NAUTILUS] Wait Hours: Per Job,[SDSC DASH] Wait Hours: Per Job,[PSC BLACKLIGHT] Wait Hours: Per Job,[NCAR FROST] Wait Hours: Per Job,[TACC SPUR] Wait Hours: Per Job,[SDSC TRESTLES] Wait Hours: Per Job,[ORNL NSTG] Wait Hours: Per Job
2010-08-27,0.00239231,23.71264033,4.71807361,10.91727018,2.26315342,1.41081177,0,8.62048696,1.34202630,19.09535743,0.20457491,1.93528559,1.19761191,1.68003947,0,0.02470000,0,1.74895000,0,0,0.00004600
2010-08-28,0.00290000,12.61792448,1.92666324,22.96467536,0.82101724,1.58582685,0,27.64120714,2.29051910,24.90797669,0.24035302,3.97409769,23.66295634,0.03954064,0,0,0,1.38162000,0.00430000,0,0.00005833
2010-08-29,0.00210000,7.33163130,3.22502308,25.38512033,8.75028447,1.36143190,0,5.52854231,0.41701991,32.59067143,0.05415276,1.30350818,1.67695328,0.02305313,0,0,0,0.05078000,0,0,0.00008936
2010-08-30,0.00280000,4.03547808,1.22300625,12.15883358,2.38417582,1.79862550,0,11.26933333,2.44325610,10.64724884,1.06994540,0.05552100,3.70564045,0.21723322,0,1.36030000,0,0.00280000,0.02750000,0,0.00007963
2010-08-31,0.00356364,2.08069396,2.01851176,10.57782813,1.71557778,2.23533201,0,15.36472273,5.64499821,5.90671181,0.25479556,101.79944137,2.34352825,1.33498919,0,0.23751818,0,0.17880000,0.03421667,0,0.00008163
2010-09-01,0.00370597,5.12284356,1.25329108,17.58948030,4.53976207,2.42549989,0,17.30393333,4.33168819,6.92723582,0.02689682,8.46092536,2.53193300,4.13422901,0,0.00044167,0,0.00187619,0,0,0.00006071
2010-09-02,0.00224906,9.51819823,2.31209580,3.93392160,12.67879574,4.23460588,0,22.33436000,10.11963483,3.76703742,0.12519467,6.06489051,6.01948557,2.48833155,0,0.12717273,0,0.00235000,0,0,0.00007368
2010-09-03,0.00212000,9.06211351,0.69782949,4.21230891,20.23043929,4.64112604,0,5.39407949,6.21759749,15.50494453,0.23452304,5.31633792,9.62496261,0.34895776,0,0,0,1.90952083,12.32810000,0,0.00007800
2010-09-04,0,5.07658691,0.10789000,10.76855082,3.00038235,10.77348166,0,9.58912667,20.52303297,5.85416148,0.13104326,5.32417697,5.41873617,17.54237317,0,0,0,0.00250000,0,0,0.00007778
2010-09-05,0.00420000,5.43877104,0.01032456,8.25939333,36.93409583,12.75864927,0,11.29550625,8.53570966,4.52182391,0.20131000,2.77991427,8.85400591,23.97124928,0,0,0,0.00197143,0,0,0.00005962
2010-09-06,0.15020000,4.79680744,0.00885472,9.56644503,3.87881429,12.88125107,0,18.85465714,13.00010222,1.79520304,0.19304038,3.99543189,2.45879401,15.03064633,0,0,0,0.00176000,0,0,0.00006415
2010-09-07,0.03944375,1.04003538,114.06141382,4.39698517,11.10936471,10.33169445,0,11.47122692,3.44602179,17.47798506,0.43633494,7.64404596,2.56974113,7.31050427,0,0,0,0.00177000,0.03030000,0,0.00005893
2010-09-08,0.00222222,20.21119806,0.58524828,4.90147054,1.54220748,4.55153583,0,20.44542667,1.85521076,2.64929144,0.10110000,16.11137078,2.08170539,1.75735459,0,1.37970000,0,0.00299048,0.09223333,0,0.00007547
2010-09-09,0.00263333,13.16394640,0.14162896,1.16386164,3.91706667,7.22369281,0,46.42389545,5.16125985,22.66643523,0.41930000,4.84633804,4.24081589,7.27937892,0,1.72640000,0,0.00707333,0.02340000,0,0.00009464
2010-09-10,0.00230000,11.50840523,2.63507670,7.96520060,10.65275229,14.49973150,0,6.68624737,3.99455000,15.48582934,0.00000000,13.94703585,4.68486888,0.31391882,0,0.15502143,0,4.27242759,0.03073333,0,0.00005345
2010-09-11,0.00200000,8.25967211,0.38214228,29.03626042,9.42072653,16.45058398,0,15.03431818,1.36925954,22.25696176,0,18.77947178,7.83562624,0.07989724,0,0.00020000,0,0.00547391,0.02130000,0,0.00009038
2010-09-12,0.00401429,33.65902360,0.22109296,15.70552642,22.16916023,9.75987892,0,20.03336667,0.68583625,12.43978676,0,15.90427848,9.51480553,0.02053996,0,0.00000000,0,0.00552273,0.02750000,0,0.00004259
2010-09-13,0.00234130,11.43002107,0.03923562,4.60053718,3.62330189,4.75235989,0,6.96324375,1.68508589,5.98360000,0.09582609,14.10765880,4.07495143,14.03894894,0,0.00010000,0,0.00341724,0.03983333,0,0.00007818
2010-09-14,0.21420625,1.45307761,1.26219000,8.91898418,8.94210857,6.61973575,0,19.18622727,1.98245326,15.38914300,0.06173250,44.51194950,7.73927717,0.32354186,0,0.00056667,0,0.32762917,0.06706429,0,0.00007692
2010-09-15,0.00343333,3.80851450,4.63447662,8.97046823,9.36926091,7.01134270,0,10.91589706,1.78780307,7.50235890,0.06989606,15.12903615,15.93204196,0.46940000,0,0.02173750,0,0.00274483,0.04497000,0,0.00008491
2010-09-16,0.00344615,21.58772638,3.50401852,15.49620769,4.74309000,4.60120253,0,28.33344000,5.79580000,6.66788872,1.33118214,3.64245461,4.30639186,0.13230318,0,0.00053333,0,0.00252273,0.08746000,0,0.00007407
2010-09-17,0.00246667,24.39455630,1.07205441,0.01030000,8.17143571,8.34906347,0,0.00000000,0.45330723,12.16841250,0.10078817,1.94336277,0.42300632,3.14054331,0,0,0,4.34222174,0.30820000,0,0.00009123
2010-09-18,0.00288333,13.80218087,4.61166909,0.02391304,21.19847500,17.01585703,0,0.01057105,0.87824574,28.29836364,0.82321315,0.68663833,5.10047111,0.01179316,0,0,0,0.00342222,0,0,0.00005741
2010-09-19,0.00316250,26.96960560,3.16337347,1.03878000,8.64316531,19.82398333,0,0.00993684,1.42786494,10.22943083,1.30118542,0.80153582,8.48862941,0.01508953,0,0,0,0.00310909,0.02460000,0,0.00009608
2010-09-20,0.11900000,18.42498778,11.80868704,0.36675068,18.84204906,9.34050928,0,0.08918571,1.39981559,7.49361654,0.98088583,1.43212680,1.50190758,0.01380118,0,0,0,0.00337333,0.35816000,0,0.00010000
2010-09-21,0.09998163,4.81284003,4.77267222,22.65563714,5.08813556,7.78044874,0,12.06541395,0.66281476,6.32890058,0.40337519,18.33649408,5.61906020,38.16438823,0,0,0,0.01250000,0.03510000,0,0.00000000
2010-09-22,0.00338000,3.89872561,4.27526379,37.24865013,5.50237600,12.26832071,0,15.27800667,0.63557867,3.75073540,1.38698864,14.86913226,6.32181500,1.88754284,0,0,0,0.00229048,0.04519333,0,0.00005000
2010-09-23,0.00267500,21.21627275,8.71204815,28.49326658,3.01063816,12.58057048,0,3.96069200,1.00915882,10.95374726,2.48122806,10.69767676,1.36716522,1.22761264,0,0,0,0.00210000,0.02654000,0,0.00008500
2010-09-24,0.00215000,18.51769328,4.10972222,26.50808148,11.85441111,9.20850482,0,2.79364286,1.53683845,10.98512571,5.06851940,7.96492319,3.65879250,0.48481809,0,0,0,4.06584242,0.02766250,0,0.00005625
2010-09-25,0,17.34751049,3.27903333,9.85495000,4.68118235,16.52968487,0,3.02103810,1.96469818,11.90095000,0.94840455,0.31733212,1.68489100,2.76991808,0,0,0,0.00298182,0,0,0.00007500
2010-09-26,0,19.53291619,18.17508485,12.25737021,1.13270000,14.20974864,0,0.02582727,1.43013875,11.36826667,9.06933276,5.54916679,4.98775750,0.10818643,0,0,0,0.00219286,0.01640000,0,0.00008182
2010-09-27,0.00270000,16.56188954,7.13637692,6.37401938,9.28574000,4.90171811,0,0.02426818,0.21109597,30.14095888,7.98790085,5.67445915,1.60158500,0.89160548,0,0,0,0.00291471,0.07023077,0,0.00010000
2010-09-28,0,8.86433949,4.84743103,12.57533278,13.91408182,14.41226621,0,6.10293673,0.72958170,12.73476375,2.53592018,6.27601687,1.82001799,1.06268185,0,0,0,0.00514286,0,0,0.00011538
2010-09-29,0.00305556,2.73744455,4.37978824,9.03767277,13.32551782,6.47760585,0,11.36966750,1.24111608,9.47542703,7.45757015,7.25147439,2.05813299,3.82237187,0,0.00000000,0,0.02082963,0.02680000,0,0.00006923
2010-09-30,0.00227273,6.43694735,6.98228261,6.74855749,8.39508737,5.88318379,0,1.08422000,1.04084824,5.33418125,0.00402500,5.25300263,3.16718714,3.00987283,0,0,0,0.00149091,0.02520000,0,0.00012857
2010-10-01,0.13003333,30.37094930,14.93643000,4.69640704,9.23897931,7.82629478,0,2.90620333,11.07964444,7.14414026,0.00125000,6.55524567,1.11073137,6.29806994,0,0.00030000,0,6.23399474,0.11682857,0,0.00006923
2010-10-02,5.94645000,40.51670573,19.95163529,3.23803855,0.00144118,9.03153159,0,9.57142857,58.01226174,13.57815833,3.39659333,3.81342330,1.13701250,3.59290200,0,0,0,0.00198696,0.01500000,0,0.00008333
2010-10-03,49.38367500,37.24592051,20.29967059,1.23641551,48.29451639,2.94269126,0,22.67606250,14.75513333,6.76085724,0.00013750,2.15691371,0.06283529,0.40231437,0,0,0,0.00270833,0.02945000,0,0.00007500
2010-10-04,9.66838776,19.63033991,14.78969545,2.70242969,7.00945322,5.28816593,0,0.02214000,12.27189175,2.97014358,0.35800036,2.57131138,1.57424419,1.38961010,0,0.00018333,0,0.00570000,0.01690000,0,0.00010000
2010-10-05,30.87344000,7.96296898,171.57935065,3.66359706,1.47165542,8.55545302,0.02127273,0.05513500,23.89017803,2.47852738,0.44907562,1.36228055,4.35133158,1.02688616,0,0.00825455,0,0.02048889,0.03142222,0,0.00010714
2010-10-06,38.29149286,1.45274492,2.25910000,4.09878247,22.29390333,9.92650687,6.61901333,0.67349091,12.40887815,11.27767651,2.16783146,2.97177959,4.93313478,0.21552640,0,0.10361429,0,0.05674839,0.03117500,0,0.00003750
2010-10-07,19.94579149,9.23613590,14.93413333,17.90857619,9.27329420,10.84252751,0.02291667,3.86988750,16.49960902,12.26052437,2.84024675,2.51144263,20.22930064,0.05036763,0,1.39945556,0,0.02204286,0.02674444,0,0.00002500
2010-10-08,47.07792222,18.97382271,3.74684737,4.55633596,1.59780000,11.98367889,0.02430000,3.28776102,13.74016038,19.43137222,0.84651652,3.84556132,3.56418692,0.02222309,0,17.61060000,0,0.00128000,0.02291667,0,0.00005862
2010-10-09,68.03647500,36.24877177,9.06647551,9.61825851,0.00030000,20.18834723,0.04020000,10.62518889,13.38921055,15.33306500,3.19551290,2.51302179,2.06915089,0.05849536,0,0.00034444,0,38.98152500,0.03426667,0,0.00011176
2010-10-10,108.76264286,13.27932956,21.97047255,31.50894205,0.35000000,16.69021919,0.11423514,10.26690000,5.44151087,7.54196567,5.19237027,1.55439032,0.63993500,0.12112080,0.00170000,0.00000000,0,4.60760000,0.02575000,0,0.00008000
2010-10-11,30.62691163,12.00895444,0.55192667,0.81848732,25.18264024,4.00778400,0.02326154,19.48548750,24.05937830,7.09091802,0.42496771,1.50585577,2.39227534,0.14553823,0,0.44213333,0,0.00365385,0.02210000,0,0.00009600
2010-10-12,4.19558261,2.13882564,16.30457973,2.44353275,0.00500000,37.78525901,0.45214737,4.41717838,8.23129430,10.37724961,0.22032718,240.07701594,4.62688444,0.36370132,0,0.00000000,0,0.00346765,19.82475000,0,0.00007818
2010-10-13,5.42481290,43.05124863,29.72037273,7.93493966,0.00000000,11.22472934,0.08306500,1.30136364,1.94477483,6.60671176,0.28039801,17.98049494,0.57737368,0.43179802,0.00546000,0.00017692,0,0.00203333,0.03991000,0,0.00006667
2010-10-14,20.77123000,11.12760799,0.62616667,6.85043500,18.77362000,11.61212853,1.22783636,2.73992979,7.67380380,1.36481427,0.34934190,12.43311971,2.57593133,0.88641805,0,0.00015111,0,0.01837895,0.04807000,0,0.00004717
2010-10-15,28.75038235,12.15277637,0.76643267,0.66004545,72.59636630,13.65746134,0.01799500,2.41952903,12.22476567,3.45589464,0.54256947,5.89182549,0.69185620,2.34489608,0,0.01262222,0,0.22972667,0.06950000,0,0.00008491
2010-10-16,33.58030952,16.31396380,7.92650870,5.95885395,14.50729091,17.68520873,3.58930000,6.51566471,4.30121156,9.46582679,0.98813501,4.02553009,0.14275470,1.34802109,0,0.58316296,0,0.00160000,0.02397500,0,0.00006415
2010-10-17,109.92838889,29.12453794,37.00682708,1.66055761,22.93160874,3.60777621,0.01485000,10.52167895,0.00696617,4.98476122,0.13010482,4.02322737,4.15291654,3.82718188,0,0.00075714,0,0.00197000,0,0,0.00006379
2010-10-18,6.61406800,23.81905090,3.76442933,0.44486859,11.46358145,5.53497928,0.01950645,0.44025909,0.36117302,6.93532094,0.53557913,3.22455898,2.21319291,2.14075174,0.01025455,1.50202500,0,0.00198750,0.03576667,0,0.00005556
2010-10-19,57.17047059,20.54717398,4.50794694,2.06610759,21.57930308,7.08971115,0.78065833,8.04460000,2.50613162,13.31803387,0.11240390,2.68520695,1.42732241,3.79699812,0.00490000,0.00000000,0,0.16650000,0,0,0.00015000
2010-10-20,7.32179521,17.27854266,0.69726061,2.43378945,4.70000213,10.28842965,7.06304545,6.17894545,1.65493753,3.69764621,0.05281311,7.61957687,0.87396456,0.22110117,0.00698333,0.00025000,0,0.10155542,0.03097500,0,0.00003571
2010-10-21,10.85644795,13.11644762,1.00202750,3.21375878,8.50900133,13.61138188,0.64989412,6.81313600,1.19001000,2.19017050,0.09063760,3.83964256,8.64206577,1.37676111,0.00742857,2.59106667,0,0.07029048,0.04010000,0,0.00007400
2010-10-22,19.35971569,15.05891385,0.96167667,7.67366589,2.69966188,11.53939904,16.88172667,6.00783235,1.70028170,1.83672586,2.53468122,8.53170087,3.92402500,1.02992435,0.00485000,1.48376500,0,2.31371471,0.04000000,0,0.00009804
2010-10-23,64.29268667,110.15588355,4.50723219,7.03507941,17.80685789,12.44837793,6.99144310,9.99030455,0.90071047,0.60913889,0.00263038,5.77662103,4.08225481,1.12321921,0,2.82659375,0,0.00319545,0.02580000,0,0.00008333
2010-10-24,17.97578684,105.39191621,2.86212500,12.10486055,13.23641556,12.01352625,4.58303125,69.24297500,4.84102113,0.47393217,0.00227765,3.20380304,0.10053417,1.27854962,0,0.00030769,0,1.15970667,0.01330000,0,0.00008704
2010-10-25,19.32482807,5.50432347,1.22262632,0.23765556,0.43202258,7.28441974,3.23247231,4.51141163,0.61676072,11.24718145,0.04610339,3.23300104,1.21703655,0.32314126,0.00890000,0.49942222,0,0.05252105,0.25095000,0,0.00010196
2010-10-26,14.09989677,4.39329745,2.08078947,0.44171564,8.08779565,11.22404814,1.56031282,7.21522121,12.77756327,0.43304000,0.00218935,7.18292143,1.28661789,0.30234037,0,21.94518333,0,0.25115385,0.02375000,0,0.00007255
2010-10-27,61.52158800,0.68533631,5.99652979,6.04350558,2.95315441,0.00000000,0.14763091,3.79610341,0.42300615,1.94241002,0.00547951,3.60095799,6.31153161,0.62450586,0,15.40534000,0,0.08997059,0,0,0.00006897
2010-10-28,0.00285333,6.18033290,8.34162973,2.59658953,1.58124902,73.87794984,0.81728137,5.30500000,1.57929015,1.09464136,0.13498912,4.46552156,11.28500847,0.48728265,0,0.00000000,0,4.31165000,31.35330000,0,0.00004286
2010-10-29,0.00224000,3.38030324,13.68254182,3.86870091,2.44937019,21.21865185,4.19768696,3.82797083,1.34151947,0.99958776,0.11183522,5.33688280,7.93933733,1.50660526,0,12.15156500,0,2.90262105,0.03203333,0,0.00012000
2010-10-30,0.00207500,13.46777702,13.98279787,0.02104857,2.49010541,14.34126725,5.38264516,10.97186471,5.86398140,0.85739440,0.53660428,7.49341241,1.63775588,2.21117270,0,12.14912857,0,2.02104000,0.02750000,0,0.00007500
2010-10-31,0.00901538,3.68952600,0.16226364,0.02324615,0.66637273,12.69184915,8.61468438,2.41973833,0.36918859,2.37462514,1.99541840,5.00813646,0.44243985,0.41381118,0.02743333,19.66296667,0,0.50646667,0,0,0.00010000
2010-11-01,0.00677143,3.35876756,0.05332917,0.12700000,1.42306739,5.03635775,2.19268000,1.88333391,1.06940086,0.94465966,3.77220269,6.52750824,1.58914041,0.56214922,0.00490000,1.15220968,0,1.06822000,0.03473333,0,0.00011333
2010-11-02,0.59443810,5.45664792,73.16641358,0.03893269,3.83542421,10.02256973,2.57619639,1.56458774,0.25653379,0.85958028,0.05212234,2.00412856,3.87370423,0.24310084,0.00810000,0.00383448,0,0.64218000,0.40386000,0,0.00008571
2010-11-03,4.39056338,1.22387376,0.82070833,0.10330960,2.77188286,14.26994086,0.02234259,0.01788462,0.03823553,17.98237460,0.15567837,0.53431543,3.97517500,0.02621740,0.01780000,0.42627692,0,0.45771538,0.04080000,0,0.00000000
2010-11-04,17.29923600,10.18112558,1.89007500,0.04796687,4.92838384,16.20825793,0.02380066,5.44545405,0.11164273,1.78470269,0.16641158,4.09601447,1.51459005,40.74723694,0.00750000,0.27288000,0,0.49823415,0.03513333,0,0.00012143
2010-11-05,24.66853846,39.38286027,2.29555625,0.01921944,5.53168311,11.97190989,0.07100082,2.74801795,0.00230598,1.65490574,0.23727917,7.20164366,3.97082599,12.10863664,0,0.57210508,0,1.41353438,0.01890000,0,0.00004000
2010-11-06,68.25465385,46.52044549,0.68789118,0.00000000,5.30422612,15.50159954,0.11450400,4.98540149,0.00143054,0.80341523,11.73833558,12.63419659,1.97962037,1.24012065,0,0.00030000,0,1.54306111,0.04560000,0,0
2010-11-07,82.84930625,48.51967505,0.15905909,0.00000000,5.78755234,17.07743917,0.01745750,24.28185789,0.00218169,0.57422549,7.55645432,1.33477845,3.46187233,0.22924741,0,0.00000000,0,1.90270000,0,0,0
2010-11-08,2.41049048,12.90406435,0.01972365,0.00000000,4.00671461,8.49390860,0.20824069,2.26520814,0.00392727,6.96337120,0.01656449,10.94254155,1.25066256,0.67881365,0,0.00008824,0,0.88751429,0.03312500,0,0
2010-11-09,5.14132439,6.43387427,1.71857805,0.00000000,5.78492198,7.32202804,0.82722803,2.30411148,0.00255855,5.25835592,7.09699048,1.61807520,2.79598083,9.92508158,0,0.00010606,0,0.38400000,0.02463333,0,0
2010-11-10,81.77537895,22.08095446,2.13675181,0.00000000,10.33275126,11.82289658,6.32637540,2.99954333,0.03334938,15.21255000,2.54245793,1.44963311,4.14958038,9.23261144,0.68030556,0,0,0.11155000,0.02757143,0,0
2010-11-11,69.17520000,4.63941249,3.15986364,0.00000000,6.45370510,14.36321463,0.47122897,1.20607222,0.00143925,1.91272688,0.48188090,1.09187703,8.61397342,6.32895921,0,0.00010769,0,0.02610000,0.03608182,0,0
2010-11-12,30.37150800,6.79655354,1.04501096,0,6.17687921,10.03423866,1.94187917,5.47710000,0.00458089,7.06626489,0.41819781,2.19441922,14.08101532,10.30587221,0,0.00020000,0,4.56193750,0.26902000,0,0
2010-11-13,19.66455000,12.28859926,1.51530588,0,4.74389474,24.07121124,0.02157357,17.56915455,0.03413919,9.18602061,0.18001224,0.67394394,4.42119157,29.57022862,0,0.00000000,0,0.00730833,0.03680000,0,0
2010-11-14,12.49247727,26.68632755,2.32468889,0,7.84508750,14.76962795,0.08729189,20.90743571,0.00656649,7.92299239,1.92364531,2.16127645,1.99985543,7.45426631,0,0.00000000,0,0.43666667,0.02794286,0,0
2010-11-15,19.39021429,21.70454563,1.22995775,0,2.11980500,11.09283451,0.00000000,52.64020000,0.24381989,7.73309412,0.77270813,1.26706309,2.42863350,3.68192851,0,0.00007500,0,0.00256154,0.49363750,0,0
2010-11-16,25.11200370,14.03009760,2.71323309,0,3.67146511,18.98188366,9.88850460,41.82447000,2.21087690,1.47270788,0.26016407,0.46345596,1.31541658,0.12428991,0,0,0,0.00195625,0.01830000,0,0
2010-11-17,14.22650962,29.28885691,2.48700103,0,4.80409706,10.54960382,33.94340108,10.09060278,1.08490493,8.19173907,0.09706223,0.84619329,0.38985048,20.20059891,0,0.40203898,0,0.09167143,2.34420000,0,0
2010-11-18,30.31119667,15.37126748,4.66066136,0,6.49499675,11.39276487,6.37061829,4.35615106,0.57570516,7.69701429,0.93880000,1.47239206,0.83490868,10.52111362,35.99425000,0.00007500,0,0.16000556,0.03067333,0,0
2010-11-19,8.30404722,20.91946739,2.09850429,0,7.61926271,13.21972887,9.44220905,15.60890000,0.64240052,4.04366343,0.15499739,6.64959606,1.76946941,8.64772090,0.00502857,2.15535000,0,3.06378750,0.02927778,0,0
2010-11-20,5.06532361,0,0.22886600,0,13.68543005,20.53523185,1.21366811,14.55836774,0.08227340,9.40037077,0.03246684,4.32896664,0.49400588,0.49968315,0.00770385,0.00089474,0,0.00213333,0.02340000,0,0
