title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON","Queue =  normal"
start,end
2015-08-01,2016-01-31
---------
Day,"[10] Wall Hours: Per Job","[34] Wall Hours: Per Job","[15] Wall Hours: Per Job","[38] Wall Hours: Per Job","[9] Wall Hours: Per Job","[120] Wall Hours: Per Job","[26] Wall Hours: Per Job","[33] Wall Hours: Per Job","[24] Wall Hours: Per Job","[36] Wall Hours: Per Job","[7] Wall Hours: Per Job","[30] Wall Hours: Per Job","[6] Wall Hours: Per Job","[48] Wall Hours: Per Job","[25] Wall Hours: Per Job","[64] Wall Hours: Per Job","[11] Wall Hours: Per Job","[32] Wall Hours: Per Job","[20] Wall Hours: Per Job","[12] Wall Hours: Per Job","[2] Wall Hours: Per Job","[40] Wall Hours: Per Job","[4] Wall Hours: Per Job","[60] Wall Hours: Per Job","[5] Wall Hours: Per Job","[96] Wall Hours: Per Job","[16] Wall Hours: Per Job","[8] Wall Hours: Per Job","[28] Wall Hours: Per Job","[17] Wall Hours: Per Job","[1] Wall Hours: Per Job","[63] Wall Hours: Per Job","[14] Wall Hours: Per Job","[45] Wall Hours: Per Job","[19] Wall Hours: Per Job","[3] Wall Hours: Per Job","[59] Wall Hours: Per Job","[57] Wall Hours: Per Job","[100] Wall Hours: Per Job","[18] Wall Hours: Per Job","[29] Wall Hours: Per Job","[99] Wall Hours: Per Job","[43] Wall Hours: Per Job","[13] Wall Hours: Per Job","[50] Wall Hours: Per Job","[21] Wall Hours: Per Job","[47] Wall Hours: Per Job","[27] Wall Hours: Per Job","[22] Wall Hours: Per Job","[114] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[35] Wall Hours: Per Job","[52] Wall Hours: Per Job","[23] Wall Hours: Per Job","[126] Wall Hours: Per Job","[56] Wall Hours: Per Job","[65] Wall Hours: Per Job","[62] Wall Hours: Per Job"
2015-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.70335000,0,13.39734286,0,12.00250000,5.19810833,0,6.89764885,0,5.83240000,0.15722500,9.26516000,2.60989000,0,0,4.00101484,0,0,0,4.25166000,1.36218710,0,2.10595000,0,0,0,0,0,0,0,0,0,0,0.31030000,0,0,0,0,0,0,0,0,0,0
2015-08-12,2.02510000,0,0,0,0,0,0,0,0,0,0.65860000,0,7.61640000,0,0,8.68986667,0,0.65028000,0,4.40703333,2.33372561,0,6.10777759,0,1.30271111,1.48983333,7.98796667,2.32000000,0,0,7.62389664,0,0,0,5.62882500,2.62913023,0,0,0,0,0,0,2.40110000,0,0,0,0,0,0,0.32720000,0,0.42030000,0,0,0,0,0,0,0
2015-08-13,6.71695000,0,9.77030000,0,3.08841667,0,0,0,12.53330000,0,18.00220000,2.68610000,12.20040000,0,0,0.40084286,0,7.47722222,0,0.05993333,3.94673667,0,4.25765217,0.27470000,1.37495000,2.53085000,4.71098333,4.15027273,0,0,7.35695272,0,0,0,3.63395000,1.44344783,0,0,0,0,8.20330000,0,0,4.91360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,6.02170000,0,24.00000000,0,15.08190000,0,0,0,24.00000000,0,10.39680000,5.31330000,2.86285000,0,0,0,0,2.31996250,0,0,4.30525833,0,11.00217534,0,3.74582941,1.98320000,3.17701429,3.05831538,0,0,4.86584756,0,0,0,6.10813333,1.43643333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,10.57405000,0,8.67750000,0,22.45489000,0,0,0,11.52670000,0,11.32170000,0,2.12776667,0,0,0,0,3.06595000,0,0,4.57235455,0,13.40790435,0,9.19602222,3.43597500,2.53375000,3.28765000,0,0,11.78365491,0,0,0,0.47080000,0.44480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,5.05810000,0,0.20330000,0,9.45782353,0,0,0,0,0,0.18920000,0.22690000,8.31771429,0,0.21830000,0,0,0,0.19890000,0.19940000,0.89510857,0.25060000,7.67099130,0.27750000,1.80092500,3.77570000,4.01953333,2.96160556,0,0.21970000,10.39671860,0,0,0.24920000,5.98430000,0.55482727,0,0,0,0,0,0,0,0,0.25610000,0,0,0,0,0,0.26940000,0,0.23670000,0,0,0,0,0,0
2015-08-17,12.58060000,0,0,0,17.80661000,0,0.22000000,0,0.21530000,0,0,0,7.23034444,0,0,0,0,0,0,0,3.37689756,0,12.06538571,0,6.05709000,0,3.48390000,3.63112778,0.23140000,0,4.99952318,0,0,0,2.65577778,2.05166667,0,0,0,0,0.28953333,0,0,0,0.25780000,0.22390000,0,0.23060000,0.22610000,0,0,0,0,0,0.21110000,0,0,0,0
2015-08-18,7.29146364,0,0,0,9.44955000,0,0,0,0,0,0,0,3.34880000,0,0,7.40120000,0,0,4.98820000,0,3.96910541,0,12.14346667,0,4.82695882,0,24.00000000,3.02537917,0,0,5.84149848,0,0,0,0,1.33807059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,5.20075455,0,0,0,1.47310000,0,0,0,0,0,0,0,5.76663750,0,0,6.79632500,0,0,14.99140000,0,4.30580000,0,6.59933750,0,9.78918889,0,3.98276667,4.72441481,0,0,4.33087977,0,0,0,2.38250000,2.39205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,8.13850500,0,0,0,0,0,0,0,0,0,0,0,9.57622000,0,0,5.71997143,0,9.36750000,11.62720000,4.36220000,1.74337941,0,7.07170000,0,13.93144000,0,6.71266000,1.94548690,0,0,4.96649825,0,0,0,0,7.09418889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-21,16.35602500,0,0,0,0,0,0,0,0,0,0,0,8.83415000,0,0,10.97886667,0,6.11195000,0,13.95390000,2.57291731,0,7.46830408,0,2.05312000,0,8.77310000,1.83347937,0,0,7.23756448,0,0,0,2.89510000,2.40704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-22,8.29942941,0,0,0,0,0,0,0,0,0,0,8.19670000,1.38786667,0,0,8.50193333,0,4.19280000,1.95901429,5.21555714,6.73394231,0,7.91851613,0,8.40250000,0,5.67150000,1.80343766,0,0,5.61937140,0,0,0,5.57286667,1.43001923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-23,16.53640714,0,0,0,0,5.73640000,0,0,0,0,0,0,5.03280000,0,0,24.00000000,0,14.36686667,11.39875000,4.07856000,3.69120000,0,6.26212500,0,21.43585000,0,9.71354444,1.62913304,0,0,10.08524305,0,0,0,5.76910000,1.58822333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,11.66248421,0,0,0,6.63515000,14.44280000,0,0,0,0,0,0,0.91290000,0,0,5.70650000,0,9.33516000,4.20920000,1.20996000,3.42708305,0,6.28388846,0,0.31000000,0.00640000,9.14752500,2.14314615,0,0,6.99845365,0,0,0,5.74132500,1.65311154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,17.57656154,0,0,0,11.81780000,0,0,0,0,0,0,0,0.50278000,0,0,9.38045000,0,9.41076250,0,0,5.68693191,0,11.67821905,0,0,0,4.33667000,1.90299365,0,0,5.59686531,0,0,0,5.05742500,2.00081848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,17.00802222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41475000,0,8.89359286,0,0,4.70617097,0,3.68712647,0,0,0,8.47768333,0.98398462,0,0.27440000,4.65065551,0,0,0,4.75345000,1.30413023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,7.72208333,0,12.04640000,0,0,0,0,0,0,0,0,0,0.55980000,0,0,9.67466250,0,7.63475769,0,0,5.43655111,0,3.57457273,0,2.78330000,0,6.34241250,1.63765278,0,0,6.92940038,0,0,0,5.01500000,1.67038462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,16.32812500,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,5.04062500,0,8.76465143,0,0,5.00265600,0,6.20685714,0,0.11610000,0,8.00185000,3.44322381,0,0,7.38034669,0,0,0,3.63290000,0.50874000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21116667,0,0,0,0,0
2015-08-29,15.68908000,0,6.06580000,0,0,0,0,0,12.75690000,10.26780000,0,0,0.60960625,0,11.90420000,0,0,8.17496944,0,6.10940000,2.73201667,0,5.50848261,0,1.16975000,0,5.62670000,2.30849600,0,0,4.86992199,0,0,0,5.92415000,5.49655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,17.72411667,0,0,0,0.12170000,0,0,0,3.28890000,19.06920000,0.11500000,0,2.55440000,0,0,0,0,8.28023056,0,22.81560000,8.67671148,0,13.32350476,0,15.22125000,0,2.61536667,5.58004800,0,0,3.02001235,0,0,0,0,0.24710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,6.14024000,0,1.97570000,0,0,0,0,0,0,0,0,0,0,0,11.91060000,4.88945000,0.11500000,8.78490000,12.41875000,2.09530000,10.35870759,0,3.73270500,0,7.21110000,0,4.20756667,2.90455833,0,0,1.80701048,0,0,0,0,0.74256667,0,0,0,0,0,0,0,0.12890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,12.96686129,0,24.00000000,0,0,0,0,0,0,0,16.54140000,0,0.32445000,0,0.47920000,17.74375000,0,0,0.32420000,24.00000000,9.49998614,0,13.25479773,0,0.58140000,0,1.13526667,2.97911319,0,7.05645000,3.06484485,0,0,0,0,1.01185000,0,0,0,0,0,0,0,0,0,0.13360000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,9.54190667,0,15.00190000,0,0,0,0,0,0,0,24.00000000,0,5.03220000,0,0,0,0,12.44220000,0,20.26140000,13.75537841,0,13.89872041,0,4.32416667,0,6.58244000,3.66600769,0,14.68453333,2.75941262,0,0,0,0,0.31222222,0,0,0.39298750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,4.99282727,0,21.51500000,0,0,0,0,0,0,0,7.46690000,0,0,0,0,0,0,9.52640000,0,0,8.58366667,0,4.89151892,0,2.39280000,0,2.84205000,0.93583333,0,0,3.09630776,0,0,0,5.32140000,2.66081667,0,0,5.38460714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,14.49354444,0,20.75390000,0,0,0,0,0,0,0,0,0,2.88290000,0,0,0,0,0,0,0,7.82246964,0,9.77906786,0,2.39530000,0,3.18147500,0.75886786,0,0,3.26115172,0,0,0,4.43620000,1.75455000,0,0,5.73086111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-05,16.01962000,0,0,0,0,0,0,0,0,0,0,0,4.16936667,0,0,0,0,15.20320000,0,0,6.79659545,0,5.67076000,0,2.39280000,0,4.17751250,1.12384091,0,0,4.96643080,0,0,0,3.96082500,0,0,0,6.84323529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,2.90866000,0,0,0,0.00420000,0,0,0,0,0,0,0,0,0,0,0,0,2.89611667,0,0,8.53994407,0,0.60904450,0,0,0,5.30434000,0.90799545,0,0,3.67743488,0,0,0,4.37388000,0.36265000,0,0,5.96289474,0,0,1.85030000,0,0,0,0,0.65945000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,24.00000000,0,0,0,6.35830000,0,0,0,0,0,0,0,14.50768000,0,0,0,0,24.00000000,0,0,12.82284384,0,1.27350000,0,3.11220000,0,6.73234286,12.76884722,0,0,3.46517399,0,0,0,6.21510000,1.03500000,0,0,0.81190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,6.35714118,0,0,0,6.81390000,0,0,0,0,0,0,0,9.14531111,0,0,0,0,14.66176667,0,0,7.63328702,0,0.34653983,0,1.72737500,0,7.05490000,10.42275600,0,0,3.61715551,0,0,0,0,5.58250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,9.37521667,0,10.86470000,0,24.00000000,0,0,4.23644000,0,0,0,0,13.85088333,0,0,0,0,10.10665000,0,4.54805000,12.42554000,0,1.88372877,0,1.59343333,0,2.38685000,3.35318654,0,0,3.90129589,0,0,0,0,8.23127143,0,0,0,0,0,0,0,0,0,0,0.64360000,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,9.46083846,0,24.00000000,0,9.33165000,0,0,15.99453333,0,0,0,0,8.31506250,0,0,0,0,10.63223333,0,8.89585000,10.49535806,0,1.88166032,0,1.01507500,0,1.43692500,4.69406857,2.03320000,0,2.62827689,0,0,0,0,3.90457273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,7.59695625,0,8.00920000,0,12.03970000,0,0,6.51265000,0,0,0,0,17.73890000,0,0,1.11190000,0,13.71350000,10.86860000,24.00000000,13.81162615,1.77515000,7.76149245,0,20.41060000,0,6.12634000,7.67630526,0.05110000,0,6.26612503,0,0,0,0,5.19696000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-12,12.04073333,0,0,0,6.62595000,0,0,21.41750000,0,0,20.37500000,1.11125000,0,0,0,0,0,16.77945000,4.51530000,1.13430000,10.27165294,0,9.58895405,0,0,0,6.35642857,7.35813846,5.91000000,20.81080000,6.27938574,0,0,0,0,11.41907500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,6.45573043,0,17.14970000,0,24.00000000,0,0,11.99140000,0,0,24.00000000,0,0.10080000,0,0,9.54360000,0,10.11770000,0,24.00000000,14.70722969,0,14.27456129,0,0,0,6.62729167,3.95945745,24.00000000,3.24080000,8.63764535,0,0,0,0,9.39698571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,10.01861053,0,24.00000000,0,22.21750000,0,0,6.78196667,0,0,3.66180000,0,1.92968571,0,0,3.74963333,0,15.00630000,0,15.52610000,4.45473249,0,0.31108380,0,0,0,7.09917000,2.40074722,13.87670000,9.73757500,6.31886559,0,0,0,0,6.20518889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,11.09717692,0,1.37530000,0,7.26362000,0,0,15.80276667,0,0,0,0,9.70260000,1.05530000,0,1.08621250,0,8.04625000,12.60860000,0,8.42576579,0,7.76842353,0,2.31970000,0,5.42649000,8.69288108,0,7.66354444,3.92508848,0,0,0,0,5.96715833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,12.04330000,0,0,0,7.93064286,0,0,8.84115000,0,0,0,0,2.52860000,2.08906667,0,11.81665000,0,5.03285000,5.81530000,0,7.42834250,0,7.30620233,0,0,0,8.69395714,11.88882857,0,11.88370000,4.32406021,0,0,0,0,4.93507500,0,0,0,1.76695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-17,21.05050909,0,0,0,3.53287500,0,0,6.13472000,0,0,0,0,3.18346667,2.09568000,0,10.77625000,0,9.17315000,0,0,11.41785714,0,9.41100000,0.34610000,0,0,4.48836667,9.61711429,0,9.02878000,8.88752296,0,0,0,0,5.56290000,0,0,0,0,0,0,0,0,0.37640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,12.42593333,0,0,0,6.31600000,0,0,8.33593750,0,0,0,0,5.04180000,1.76446667,0,8.96167500,0,7.27204444,0,0,7.55397868,0,5.16150313,0,0.06750000,0,5.97201250,5.75320667,0,18.03166667,9.67035532,0,0,0,0,6.06731333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-19,13.34766000,0,0,0,24.00000000,0,0,10.43354444,0,0,0,0,6.68382500,5.46920000,0,8.82782500,0,5.26987143,0,0,7.70463925,0,9.81196471,0,2.03390000,0,7.99216667,4.14053182,0,13.72992500,5.67853974,0,0,0,0,9.69725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,18.23722500,0,0,0,7.44355000,0,0,13.71151429,0,0,0,0,13.25280000,24.00000000,0,24.00000000,0,0.56860000,0,0,12.73670513,0,5.33773529,0,0,0,7.24582000,9.33786774,0,8.78922500,10.07686667,0,0,0,0,8.40200769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-21,9.04111667,0,0,0,24.00000000,0,0,15.23893333,0,0,0,0,8.16460000,10.20470000,0,7.86370000,0,9.96580000,0,0,8.36808273,0,7.52975625,0,0,0,4.49521250,13.21061579,0,11.37992500,4.20048969,0,0,0,0,6.46353333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13860000,0,0,0,0,0,0,0
2015-09-22,14.70744000,0,0,0,15.32180000,0,0,11.76888571,0,0,0,0,8.26576667,24.00000000,0,24.00000000,0,4.33387500,0.00985000,0,7.64108092,0,5.76862105,0,0,0,6.60115000,9.19836216,0,11.13066000,2.91934863,0,0,0,0,2.00706000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10140000,0,0,0,0,0,0,0
2015-09-23,8.60414000,0,9.22580000,0,20.64250000,0,0,11.99101667,0,0,0,0,5.01940000,21.20470000,0,19.65975000,0,10.66095000,0,4.80940000,4.11501542,0,4.28045909,0,0,0,8.31667143,8.38681429,0,12.85328000,2.91914089,0,0,0,0,2.77580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,9.69877273,0,24.00000000,0,6.72610000,0,0,10.10060000,0,0,0,0,3.10497368,23.00080000,0,0,0,12.59646667,0.83580000,0,6.76572807,0,6.42427826,0,0.16986364,0,6.84108333,10.61317778,0,13.75965000,4.37507267,0,0,0,0,3.08591667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,8.25857895,0,9.15750000,0,0,0,0,11.95963333,0,0,0,0,17.39610000,24.00000000,0,8.45720000,0,24.00000000,8.80313333,0,6.83976667,0,7.71117576,0,0.08460000,0,5.97476667,6.37437097,0,11.29856000,3.81319134,0,0,0,0,4.42544000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,19.30271111,0,0,0,0,0,0,15.23980000,0,0,0,0,11.56285000,0.53560000,0,6.66026667,0,9.63926667,0,0,14.49586029,0,10.91146053,0,0,0,3.49072500,4.83772500,0,19.20585000,4.42751171,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27,11.85638182,0,0,0,0,0,0,15.72530000,0,0,0,0,21.78875000,0,0,12.04233333,0,4.76970000,13.52280000,0,10.73631579,0,6.95873158,0,0,0,6.84755714,5.58439583,0,12.33360000,6.23738678,0,9.26500000,0,0,8.90001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,9.76274118,0,0,0,0,0,0.10720000,0,0,0,0,0,3.93782000,15.94220000,0,2.91552222,0,24.00000000,0.21588000,0,10.70075181,0.17981667,7.22645882,0,0.51684000,0,5.89578000,7.16472245,0,11.58573333,1.63064484,0,0,0,0,7.05945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,10.82245714,0,0,0.02940000,0,0,15.70125000,0,0,0,0.70066667,0,8.51840000,24.00000000,0.03000000,4.32407500,0,10.67985000,0.77696667,0,9.07114063,1.43758571,7.94783279,0,2.45672500,0,6.16160000,7.35193750,0,19.04515000,4.74737125,0,0,0,0,4.30966250,0,0,0,0,0,0,0,0.03030000,0.06690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,12.01296667,0,6.69330000,0,0,0,0,0,0,0,0,0,5.29760000,10.95320000,0,0.41330000,0,0,2.77926667,0,12.62510672,0.40375000,10.03708113,0,1.40190000,0,4.28102632,7.56910625,0,5.50330000,7.64540992,0,0,0,0,6.65166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,9.01068750,0,24.00000000,0,0,0,0,0,0,0,0,0,8.50990000,24.00000000,0,2.20974615,0,0,0.04830000,0,11.42863305,0.05680000,8.82034286,0,8.63762500,0,4.03265714,17.17994000,0,0,6.68059871,0,0,0,0,9.77084000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,10.05511000,0,11.70780000,0,0,0,0,0,0.06265000,0,0,0,4.73039286,9.22110000,0,14.09880000,0,14.71140000,0,0,11.78831340,0,10.88355135,0,11.36326667,0,3.97728571,3.78191000,3.69833333,0,5.00115084,0,0,0,0,16.77453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,11.61087000,0,0,0,0,0,0,0,0.09260000,0,0,0,7.82491250,0,0,15.96366667,0,24.00000000,0,0,11.37346075,0,6.30353600,0,2.14015000,0,7.15351111,1.15014000,12.43920000,0,3.45283346,0,0,0,0,11.88047500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-04,9.91698571,0,0,0,0,0,0,0,21.96110000,0,0,0,11.32332500,0,0,11.83622857,0,11.70415000,0,0,14.87912179,0,7.41675000,0,1.70666875,0,9.15900000,2.13603636,0,0,3.38635925,0,0,0,0,19.06520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
